osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction,lanes,access
112349676,True,Carrer Bolívia,residential,False,84.241,"LINESTRING (-0.7678862 38.4827573, -0.7670598 38.482363)",,,,,
162080268,True,Carrer Equador,residential,False,10.814,"LINESTRING (-0.7678862 38.4827573, -0.7678952 38.4826603)",,,,,
163760504,False,,unclassified,False,577.9900000000001,"LINESTRING (-0.765411 38.4856076, -0.7653052 38.4856988, -0.765089 38.4858356, -0.7649505 38.4859001, -0.7647007 38.4860258, -0.7644829 38.486207, -0.7641499 38.4864176, -0.7640359 38.4865383, -0.7636027 38.4867947, -0.7635639 38.4868362, -0.7634545 38.4869674, -0.7633662 38.4870419, -0.7633522 38.4870895, -0.7633784 38.4871145, -0.7634839 38.4871561, -0.7635975 38.4872123, -0.7636977 38.4872692, -0.7637752 38.4873287, -0.7638295 38.4874435, -0.7639322 38.4875095, -0.7640481 38.4875766, -0.7641783 38.4876171, -0.7643155 38.4876811, -0.7645128 38.4877719, -0.7646666 38.4878557, -0.7647147 38.4878819, -0.7648403 38.4879357, -0.7649121 38.4879664, -0.7650649 38.4880002, -0.7651792 38.4880272, -0.7652912 38.4880772, -0.7653925 38.4881416, -0.7655481 38.488255, -0.7656224 38.4883091, -0.7657412 38.4883956, -0.7659665 38.4885636, -0.7661477 38.4886978, -0.7662723 38.4887903, -0.7663501 38.4888428)",,,,,
"[163760536, 183250762, 163760511]",False,,unclassified,True,352.72400000000005,"LINESTRING (-0.765411 38.4856076, -0.7655903 38.4856748, -0.7659292 38.4857857, -0.7663732 38.486006, -0.766497 38.4860283, -0.767263 38.486024, -0.7681657 38.4860535, -0.768411 38.4860506, -0.768755 38.4860377, -0.7692688 38.4860151, -0.7693274 38.4860058)",40,yes,,,
424630092,False,,unclassified,True,47.304,"LINESTRING (-0.765411 38.4856076, -0.765364 38.4855094, -0.7653924 38.4853806, -0.7653952 38.4853017, -0.7653342 38.4852016)",,,,,
112349683,False,Carrer Argentina,residential,False,40.524,"LINESTRING (-0.7686372 38.4810192, -0.7682466 38.4808209)",,,,,
112349695,True,Carrer Illa Trinitat,residential,False,48.515,"LINESTRING (-0.7686372 38.4810192, -0.7683441 38.4813903)",,,,,
"[162080410, 112349687]",False,,residential,False,89.19200000000001,"LINESTRING (-0.7662259 38.4833808, -0.7659849 38.4834593, -0.7657896 38.4834646, -0.7657444 38.4834658, -0.7652217 38.48348)",,yes,,,
162080439,False,,residential,True,172.414,"LINESTRING (-0.7662259 38.4833808, -0.7660509 38.4836048, -0.766019 38.4841976, -0.766167 38.4846268, -0.766276 38.4848619)",,,,,
333520159,False,Avinguda Hispanoamèrica,tertiary,True,83.757,"LINESTRING (-0.7662259 38.4833808, -0.7665666 38.4829413, -0.766725 38.4827368)",,,,,
277119986,False,Carrer La Foia,residential,True,45.959,"LINESTRING (-0.766276 38.4848619, -0.7665544 38.4845107)",,,,,
"[165602785, 142169510]",False,Carrer Sant Hermenegild,residential,False,185.58199999999997,"LINESTRING (-0.766276 38.4848619, -0.7662615 38.4850008, -0.7662776 38.4851184, -0.7664278 38.4853472, -0.7665021 38.4854608, -0.7666982 38.4855637, -0.7669143 38.4856191, -0.7671489 38.4856516, -0.767259 38.4856321, -0.767632 38.4855219, -0.7677254 38.4854985)",,,,,
162080439,False,,residential,False,172.414,"LINESTRING (-0.766276 38.4848619, -0.766167 38.4846268, -0.766019 38.4841976, -0.7660509 38.4836048, -0.7662259 38.4833808)",,,,,
165602791,True,Carrer Pujada al Castell,residential,False,40.293,"LINESTRING (-0.7684429 38.4837484, -0.7685602 38.4836519, -0.7686395 38.4836298, -0.7688433 38.4836645)",,,,,
285063446,False,Carrer La Foia,residential,True,34.223,"LINESTRING (-0.7684429 38.4837484, -0.7683467 38.4836255, -0.7683274 38.4836, -0.7682193 38.4834961)",,,,,
165602731,False,Carrer Coves del Castell,residential,False,156.576,"LINESTRING (-0.7672251 38.4851119, -0.7672649 38.4850752, -0.7673879 38.4850086, -0.7674979 38.4849258, -0.7675704 38.4848026, -0.7676642 38.4847303, -0.7677686 38.4846783, -0.7678726 38.4846371, -0.7681088 38.4845537, -0.7684431 38.4843895, -0.7685712 38.4842906, -0.768586 38.4842481)",,,,,
285063424,False,Carrer Cases del Castell,residential,False,113.85900000000001,"LINESTRING (-0.7672251 38.4851119, -0.7673481 38.4851177, -0.7674649 38.4851115, -0.7677178 38.4850129, -0.7679926 38.4848842, -0.7682041 38.4847885, -0.7683781 38.4847213, -0.7684002 38.4847095)",,,,,
285063424,False,Carrer Cases del Castell,residential,True,57.246,"LINESTRING (-0.7672251 38.4851119, -0.7671467 38.4851456, -0.7670559 38.4852117, -0.7669335 38.485257, -0.7667596 38.4852982, -0.7666342 38.4852816)",,,,,
248595727,True,Carrer Colòmbia,residential,False,57.625,"LINESTRING (-0.7673564 38.4819715, -0.7679176 38.4822464)",,,,,
277119981,True,Avinguda Hispanoamèrica,tertiary,False,50.669,"LINESTRING (-0.7673564 38.4819715, -0.7676288 38.4816137, -0.7676536 38.4815797)",,,,,
277120012,True,,residential,False,5.996,"LINESTRING (-0.7677674 38.4832681, -0.7678074 38.4832242)",,,roundabout,,
112349670,False,Carrer La Foia,residential,False,50.265,"LINESTRING (-0.7677674 38.4832681, -0.7679197 38.4833695, -0.7681238 38.4835175, -0.7682193 38.4834961)",,,,,
277119986,False,Carrer La Foia,residential,False,45.959,"LINESTRING (-0.7665544 38.4845107, -0.766276 38.4848619)",,,,,
"[285063426, 112349692]",True,Carrer Coves de la Benvinguda,residential,False,98.056,"LINESTRING (-0.7665544 38.4845107, -0.7666644 38.4848707, -0.7665257 38.4849724, -0.7664667 38.4850765, -0.7665196 38.4851841, -0.7665746 38.4852443, -0.7666342 38.4852816)",,,,,
