osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access
4426730,Presteveien,residential,50,False,False,153.389,"LINESTRING (30.0495115 69.7266676, 30.0508822 69.7262773, 30.0511083 69.726212, 30.052577 69.7257875)",,
4426730,Presteveien,residential,50,False,True,89.57799999999999,"LINESTRING (30.0495115 69.7266676, 30.049045 69.726809, 30.047837 69.727226)",,
537999193,Haganesveien,residential,30,False,False,69.794,"LINESTRING (30.0495115 69.7266676, 30.0498795 69.7268789, 30.0504555 69.7272033)",,
4426722,Kronprinsens gate,residential,50,False,False,56.497,"LINESTRING (30.0432498 69.7239939, 30.0433083 69.7239263, 30.0439498 69.7236462, 30.0441363 69.7235992)",,
37087966,Wiulls gate,unclassified,50,False,False,17.42,"LINESTRING (30.041615 69.7271731, 30.042067 69.7271691)",,
37087966,Wiulls gate,unclassified,50,False,True,41.957,"LINESTRING (30.041615 69.7271731, 30.0414202 69.7271734, 30.0409912 69.7271754, 30.0405261 69.7271779)",,
37087968,Rådhusgata,unclassified,50,False,True,57.645,"LINESTRING (30.041615 69.7271731, 30.0416169 69.727218, 30.0416264 69.7276915)",,
37087973,Rådhussvingen,unclassified,50,False,False,19.915,"LINESTRING (30.0429932 69.7290128, 30.0429906 69.7288337)",,
4426720,Carl Lundhs gate,residential,50,False,False,38.963,"LINESTRING (30.0492049 69.7264666, 30.04841 69.72625)",,
4426720,Carl Lundhs gate,residential,50,False,False,29.576,"LINESTRING (30.0442823 69.7251853, 30.0436722 69.7250239)",,
4426720,Carl Lundhs gate,residential,50,False,True,6.448,"LINESTRING (30.0442823 69.7251853, 30.0444153 69.7252205)",,
231326342,,living_street,,False,False,125.42,"LINESTRING (30.0442823 69.7251853, 30.0423446 69.7260916)",,
4426721,Kielland Torkildsens gate,residential,50,False,True,53.008,"LINESTRING (30.0423446 69.7260916, 30.0434269 69.7263859)",,
231326342,,living_street,,False,True,125.42,"LINESTRING (30.0423446 69.7260916, 30.0442823 69.7251853)",,
4426721,Kielland Torkildsens gate,residential,50,False,False,25.486,"LINESTRING (30.0423446 69.7260916, 30.0419989 69.7260166, 30.041751 69.7259981)",,
4426723,Storgata,residential,50,False,True,128.159,"LINESTRING (30.0477831 69.7231091, 30.0458123 69.7240375)",,
781417106,Klaveness gate,residential,50,False,True,83.371,"LINESTRING (30.0477831 69.7231091, 30.0495205 69.7235559)",,
781417106,Klaveness gate,residential,50,False,False,79.96600000000001,"LINESTRING (30.0477831 69.7231091, 30.0462639 69.7227019, 30.0461648 69.7226608)",,
781416925,,residential,,False,False,16.329,"LINESTRING (30.0527735 69.7270837, 30.0527838 69.7270616, 30.0528136 69.7270417, 30.0528674 69.7270242, 30.0529356 69.7270146, 30.0530092 69.727014, 30.0530786 69.7270224)",,
781416925,,residential,,False,True,4.993,"LINESTRING (30.0527735 69.7270837, 30.0527838 69.7271059, 30.0528136 69.7271258)",,
781416926,Haganesveien,residential,30,False,True,91.50099999999999,"LINESTRING (30.0527735 69.7270837, 30.052345 69.7270737, 30.051809 69.727077, 30.0511764 69.7271134, 30.0507607 69.7271553, 30.0504555 69.7272033)",,
4426741,Fridtjof Nansens gate,residential,30,False,True,90.87100000000001,"LINESTRING (30.0528136 69.7271258, 30.0526691 69.727157, 30.0515496 69.7278085)",,
781416925,,residential,,False,False,4.993,"LINESTRING (30.0528136 69.7271258, 30.0527838 69.7271059, 30.0527735 69.7270837)",,
781416925,,residential,,False,True,13.562999999999999,"LINESTRING (30.0528136 69.7271258, 30.05286 69.7271415, 30.0529182 69.7271513, 30.0529919 69.7271542, 30.0530637 69.7271477, 30.053124 69.7271328)",,
537999195,Haganesveien,residential,30,False,False,8.368,"LINESTRING (30.053124 69.7271328, 30.0532713 69.7271881)",,
781416925,,residential,,False,False,13.563,"LINESTRING (30.053124 69.7271328, 30.0530637 69.7271477, 30.0529919 69.7271542, 30.0529182 69.7271513, 30.05286 69.7271415, 30.0528136 69.7271258)",,
781416925,,residential,,False,True,5.693,"LINESTRING (30.053124 69.7271328, 30.053165 69.7271114, 30.0531811 69.7270865)",,
"[4426717, 4426751]","['Gjert Liens gate', 'Le Maires vei']",residential,30,False,False,376.71099999999996,"LINESTRING (30.0531811 69.7270865, 30.0534899 69.7270729, 30.0537738 69.7270491, 30.0540472 69.7270262, 30.0542992 69.7270234, 30.0567358 69.7270586, 30.056866 69.727045, 30.056978 69.726993, 30.057079 69.726909, 30.057084 69.726821, 30.05695 69.726743, 30.0555992 69.7261263, 30.055377 69.726026, 30.0552692 69.7259966, 30.0551589 69.7259796, 30.0550291 69.7259766, 30.0548949 69.7259802, 30.054734 69.7259868, 30.0545114 69.7260161, 30.0542582 69.7260577, 30.054004 69.726078, 30.0538753 69.7260823, 30.0537302 69.7260743, 30.0535963 69.726052, 30.053406 69.726016, 30.053226 69.725994, 30.053111 69.725993, 30.0530219 69.7259953)",,
781416925,,residential,,False,False,5.693,"LINESTRING (30.0531811 69.7270865, 30.053165 69.7271114, 30.053124 69.7271328)",,
781416925,,residential,,False,True,8.519,"LINESTRING (30.0531811 69.7270865, 30.0531706 69.7270612, 30.0531349 69.7270389, 30.0530786 69.7270224)",,
537999682,Egebergs gate,residential,30,False,False,114.785,"LINESTRING (30.0530786 69.7270224, 30.053122 69.7269785, 30.0531462 69.7269283, 30.0531658 69.7268594, 30.0530566 69.7260947, 30.0530219 69.7259953)",,
781416925,,residential,,False,False,8.519,"LINESTRING (30.0530786 69.7270224, 30.0531349 69.7270389, 30.0531706 69.7270612, 30.0531811 69.7270865)",,
781416925,,residential,,False,True,16.329,"LINESTRING (30.0530786 69.7270224, 30.0530092 69.727014, 30.0529356 69.7270146, 30.0528674 69.7270242, 30.0528136 69.7270417, 30.0527838 69.7270616, 30.0527735 69.7270837)",,
4426721,Kielland Torkildsens gate,residential,50,False,False,3.367,"LINESTRING (30.0434982 69.7264034, 30.0434269 69.7263859)",,
4426721,Kielland Torkildsens gate,residential,50,False,True,69.484,"LINESTRING (30.0434982 69.7264034, 30.0448018 69.7267339, 30.0449471 69.7267753)",,
781416928,Kongens gate,residential,50,False,True,103.756,"LINESTRING (30.0434982 69.7264034, 30.0434104 69.7264454, 30.0431182 69.7265786, 30.042259 69.7269704, 30.0420608 69.7270608, 30.042067 69.7271691)",,
4426742,Richard Withs gate,residential,30,False,False,3.972,"LINESTRING (30.0522013 69.7282409, 30.0522515 69.7282097)",,
4426742,Richard Withs gate,residential,30,False,True,131.276,"LINESTRING (30.0522013 69.7282409, 30.0505422 69.7292721)",,
781416924,Tellef Dahls gate,residential,30,False,False,41.575,"LINESTRING (30.0522013 69.7282409, 30.0531422 69.728424)",,
4426742,Richard Withs gate,residential,30,False,True,3.972,"LINESTRING (30.0522515 69.7282097, 30.0522013 69.7282409)",,
4426753,Tellef Dahls gate,residential,30,False,True,52.167,"LINESTRING (30.0522515 69.7282097, 30.0515496 69.7278085)",,
4426742,Richard Withs gate,residential,30,False,False,122.929,"LINESTRING (30.0522515 69.7282097, 30.052986 69.72775, 30.053182 69.727609, 30.0532417 69.7275256, 30.0532713 69.7271881)",,
37087967,Kirkegata,unclassified,50,False,True,97.76,"LINESTRING (30.0455307 69.7280458, 30.0452309 69.7280338, 30.0444128 69.7280367, 30.0443325 69.728037, 30.0441658 69.7280376, 30.0439463 69.7280394, 30.0432731 69.7280448, 30.0429956 69.7280471)",,
781417095,Presteveien,residential,50,False,False,43.599,"LINESTRING (30.0455307 69.7280458, 30.0456014 69.7279625, 30.0457649 69.7277698, 30.0458689 69.7276718)",,
781417095,Presteveien,residential,50,False,True,27.624,"LINESTRING (30.0455307 69.7280458, 30.0454484 69.7281412, 30.0453252 69.7282838)",,
307431599,Riiser Larsens gate,residential,30,False,True,177.368,"LINESTRING (30.057422 69.727457, 30.057378 69.7275199, 30.0570744 69.7277122, 30.0551786 69.728847)",,
537999195,Haganesveien,residential,30,False,True,53.882999999999996,"LINESTRING (30.057422 69.727457, 30.0567529 69.7274827, 30.056118 69.727491, 30.056028 69.727491)",,
4426743,Amtmann Graffs gate,residential,30,False,True,126.438,"LINESTRING (30.0547596 69.7274346, 30.0531422 69.728424)",,
537999195,Haganesveien,residential,30,False,False,49.403,"LINESTRING (30.0547596 69.7274346, 30.055367 69.727476, 30.055848 69.727492, 30.056028 69.727491)",,
537999195,Haganesveien,residential,30,False,True,63.696999999999996,"LINESTRING (30.0547596 69.7274346, 30.054485 69.7274, 30.054028 69.727334, 30.0532713 69.7271881)",,
4426729,Parkveien,residential,50,False,True,127.409,"LINESTRING (30.052534 69.724335, 30.0505576 69.7252536)",,
"[4426714, 4426730]","['Klaveness gate', 'Presteveien']",residential,"['30', '50']",False,True,255.95100000000002,"LINESTRING (30.052534 69.724335, 30.0544025 69.7248254, 30.055129 69.725016, 30.0549643 69.7250642, 30.053982 69.725347, 30.0538384 69.725392, 30.052577 69.7257875)",,
781417096,Parkveien,residential,30,False,False,130.625,"LINESTRING (30.052534 69.724335, 30.053025 69.7241119, 30.0544077 69.7234836, 30.0545896 69.7234009)",,
781417106,Klaveness gate,residential,50,False,False,72.534,"LINESTRING (30.052534 69.724335, 30.0511756 69.7239882, 30.0510185 69.7239481)",,
781416924,Tellef Dahls gate,residential,30,False,True,42.018,"LINESTRING (30.0551786 69.728847, 30.0542477 69.7286501)",,
307431599,Riiser Larsens gate,residential,30,False,False,177.368,"LINESTRING (30.0551786 69.728847, 30.0570744 69.7277122, 30.057378 69.7275199, 30.057422 69.727457)",,
307431599,Riiser Larsens gate,residential,30,False,True,124.421,"LINESTRING (30.0551786 69.728847, 30.0544865 69.7292417, 30.0542685 69.7293422, 30.0539618 69.7294168, 30.053636 69.7294626, 30.0532415 69.7294928, 30.0528388 69.7295016)",,
781416924,Tellef Dahls gate,residential,30,False,False,55.687,"LINESTRING (30.0551786 69.728847, 30.0561848 69.7290681, 30.056367 69.7291294)",,
"[4426717, 4426751]","['Gjert Liens gate', 'Le Maires vei']",residential,30,False,True,376.71099999999996,"LINESTRING (30.0530219 69.7259953, 30.053111 69.725993, 30.053226 69.725994, 30.053406 69.726016, 30.0535963 69.726052, 30.0537302 69.7260743, 30.0538753 69.7260823, 30.054004 69.726078, 30.0542582 69.7260577, 30.0545114 69.7260161, 30.054734 69.7259868, 30.0548949 69.7259802, 30.0550291 69.7259766, 30.0551589 69.7259796, 30.0552692 69.7259966, 30.055377 69.726026, 30.0555992 69.7261263, 30.05695 69.726743, 30.057084 69.726821, 30.057079 69.726909, 30.056978 69.726993, 30.056866 69.727045, 30.0567358 69.7270586, 30.0542992 69.7270234, 30.0540472 69.7270262, 30.0537738 69.7270491, 30.0534899 69.7270729, 30.0531811 69.7270865)",,
537999682,Egebergs gate,residential,30,False,False,29.344,"LINESTRING (30.0530219 69.7259953, 30.052963 69.7259423, 30.0528754 69.7258877, 30.052769 69.7258426, 30.052577 69.7257875)",,
537999682,Egebergs gate,residential,30,False,True,114.78500000000001,"LINESTRING (30.0530219 69.7259953, 30.0530566 69.7260947, 30.0531658 69.7268594, 30.0531462 69.7269283, 30.053122 69.7269785, 30.0530786 69.7270224)",,
4426754,Lønboms plass,residential,50,False,False,61.652,"LINESTRING (30.0361484 69.7285281, 30.0364911 69.7286051, 30.036718 69.728643, 30.0369738 69.7286712, 30.0371815 69.7286827, 30.0373823 69.7286772, 30.03763 69.7286501)",,
