osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,bridge,junction,tunnel
134486135,True,1,Rua do Jornal de Estarreja,secondary,False,280.059,"LINESTRING (-8.569245 40.754544, -8.5690961 40.7546825, -8.5670393 40.7564284)",,,,,
"[249252193, 1106349771]",False,2,Rua Souto Alves,secondary,True,167.259,"LINESTRING (-8.569245 40.754544, -8.569346 40.7544514, -8.5693791 40.754419, -8.5697757 40.7539929, -8.5699115 40.753847, -8.5700082 40.7536895, -8.5701542 40.7532332)",,,,,
249270205,False,2,Rua Agostinho Leite,primary,True,55.596999999999994,"LINESTRING (-8.569245 40.754544, -8.5692869 40.7546397, -8.5693098 40.7547078, -8.5693547 40.7548038, -8.5694961 40.755004)",,,,,
1165585292,False,2,Avenida 25 de Abril,primary,False,80.94200000000001,"LINESTRING (-8.569245 40.754544, -8.5692011 40.7544841, -8.5691142 40.7544166, -8.5690655 40.7543803, -8.5685743 40.7540266)",50,,,,
249236831,False,2,Rua Doutor Manuel Andrade,primary,False,59.628,"LINESTRING (-8.5709756 40.750924, -8.5708759 40.7503931)",50,,,,
160289847,False,2,Rua Bombeiros Voluntários,primary,True,113.332,"LINESTRING (-8.5709756 40.750924, -8.5706967 40.7509887, -8.5699144 40.7512065, -8.5697099 40.7512685)",50,,,,
1137297177,False,2,Rua Doutor Manuel Andrade,secondary,False,72.225,"LINESTRING (-8.5709756 40.750924, -8.5709885 40.7510849, -8.5710841 40.751421, -8.5711606 40.7515534)",50,N109,,,
"[249236832, 77477316, 77477397]",False,2,Rua Doutor José Oliveira e Silva,primary,True,162.26299999999998,"LINESTRING (-8.5695361 40.7484349, -8.5698072 40.7487703, -8.5701949 40.7490714, -8.5705822 40.7493988, -8.5706588 40.7494862, -8.570691 40.749584)",50,,yes,,
248927011,True,1,Rua Doutor José Oliveira e Silva,primary,False,31.349,"LINESTRING (-8.5695361 40.7484349, -8.5694928 40.748276, -8.5694851 40.7482165, -8.5694773 40.7481569)",40,,,,
77477364,True,1,Rua Doutor José Oliveira e Silva,primary,False,34.467,"LINESTRING (-8.5692684 40.7482009, -8.5694003 40.7483055, -8.5695361 40.7484349)",40,,,,
77477369,True,2,Rua Doutor José Oliveira e Silva,primary,False,18.864,"LINESTRING (-8.5692684 40.7482009, -8.5693842 40.7481985, -8.5694773 40.7481569)",40,,,roundabout,
160289846,False,2,Avenida 25 de Abril,primary,True,111.70700000000001,"LINESTRING (-8.5697099 40.7512685, -8.5693827 40.7513716, -8.5688563 40.7515437, -8.5688004 40.7515613, -8.5684887 40.7516601)",50,,,,
160289847,False,2,Rua Bombeiros Voluntários,primary,False,113.332,"LINESTRING (-8.5697099 40.7512685, -8.5699144 40.7512065, -8.5706967 40.7509887, -8.5709756 40.750924)",50,,,,
134486114,False,,Rua Doutor José Justiniano,residential,True,126.55,"LINESTRING (-8.570691 40.749584, -8.5711073 40.7495795, -8.5713069 40.749555, -8.572019 40.7493997, -8.5721577 40.7493742)",,,,,
249236831,False,2,Rua Doutor Manuel Andrade,primary,True,91.316,"LINESTRING (-8.570691 40.749584, -8.5707168 40.7497233, -8.5708759 40.7503931)",50,,,,
"[249236832, 77477316, 77477397]",False,2,Rua Doutor José Oliveira e Silva,primary,False,162.263,"LINESTRING (-8.570691 40.749584, -8.5706588 40.7494862, -8.5705822 40.7493988, -8.5701949 40.7490714, -8.5698072 40.7487703, -8.5695361 40.7484349)",50,,yes,,
77477369,True,2,Rua Doutor José Oliveira e Silva,primary,False,10.34,"LINESTRING (-8.569164 40.748152, -8.5692684 40.7482009)",40,,,roundabout,
248903038,False,2,Rua da Agra,residential,True,370.909,"LINESTRING (-8.569164 40.748152, -8.5691122 40.7481735, -8.5690604 40.748195, -8.5677472 40.7487398, -8.5673579 40.7488138, -8.5669838 40.7488375, -8.5658792 40.7487998, -8.5653611 40.7488091, -8.5651843 40.7488271, -8.5649848 40.7488732)",,,,,
134491828,True,2,Rua da Agra,residential,False,38.969,"LINESTRING (-8.5649848 40.7488732, -8.5647365 40.7489113, -8.5645371 40.7489594)",,,,,
152052021,False,2,Rua Manuel Marques Figueira,residential,True,33.575,"LINESTRING (-8.5649848 40.7488732, -8.5648043 40.748955, -8.5646631 40.7490493)",,,,,
248903038,False,2,Rua da Agra,residential,False,370.909,"LINESTRING (-8.5649848 40.7488732, -8.5651843 40.7488271, -8.5653611 40.7488091, -8.5658792 40.7487998, -8.5669838 40.7488375, -8.5673579 40.7488138, -8.5677472 40.7487398, -8.5690604 40.748195, -8.5691122 40.7481735, -8.569164 40.748152)",,,,,
134486107,False,,,residential,True,63.89,"LINESTRING (-8.5721577 40.7493742, -8.5723714 40.7499255)",,,,,
134486114,False,,Rua Doutor José Justiniano,residential,False,126.55,"LINESTRING (-8.5721577 40.7493742, -8.572019 40.7493997, -8.5713069 40.749555, -8.5711073 40.7495795, -8.570691 40.749584)",,,,,
134486114,False,,Rua Doutor José Justiniano,residential,True,153.11200000000002,"LINESTRING (-8.5721577 40.7493742, -8.5731087 40.7491995, -8.5739301 40.7493292)",,,,,
134486097,False,,Rua Manuel Lopes Rodrigues,residential,True,145.019,"LINESTRING (-8.574126 40.7507873, -8.5742308 40.7505032, -8.5742137 40.7502475, -8.5741337 40.7500087, -8.5740676 40.7499028, -8.5739773 40.7498166, -8.573686 40.7496449)",,,,,
249246341,False,,Rua Doutor António de Abreu Freire,residential,False,82.483,"LINESTRING (-8.574126 40.7507873, -8.5741444 40.7508433, -8.5741814 40.75096, -8.5743044 40.7515163)",,,,,
249246341,False,,Rua Doutor António de Abreu Freire,residential,True,109.405,"LINESTRING (-8.574126 40.7507873, -8.5739071 40.7506258, -8.5737507 40.7505481, -8.5736104 40.7504214, -8.5734054 40.7502293, -8.5732652 40.7500618)",,,,,
249269227,True,,Rua da Restauração,residential,False,40.819,"LINESTRING (-8.5720552 40.7550253, -8.5715964 40.7549071)",,,,,
134491820,True,1,Rua Padre Donaciano Abreu Freire,residential,False,148.581,"LINESTRING (-8.5720552 40.7550253, -8.5735839 40.7554252, -8.5737274 40.7554482)",,,,,
160118128,True,1,Rua Desembargador Correia Teles,secondary,False,25.549,"LINESTRING (-8.5744278 40.7551711, -8.5744391 40.7551941, -8.5745042 40.7553194, -8.5745284 40.755358, -8.5745485 40.7553813)",,,,roundabout,
310165969,False,2,Rua do Jornal de Estarreja,secondary,True,32.418,"LINESTRING (-8.5667811 40.7566446, -8.5670393 40.7564284)",,,,,
548333454,False,2,Rua Desembargador Correia Teles,secondary,False,11.538,"LINESTRING (-8.5731492 40.7538098, -8.5732314 40.7538928)",,,,,
134486108,True,1,Rua Dom Manuel I,residential,False,174.46300000000002,"LINESTRING (-8.5731492 40.7538098, -8.5729912 40.7539321, -8.5725162 40.7548611, -8.5723007 40.7549992, -8.5720552 40.7550253)",,,,,
"[152052259, 548333454]",False,2,Rua Desembargador Correia Teles,secondary,True,152.736,"LINESTRING (-8.5731492 40.7538098, -8.5722373 40.753008, -8.5720578 40.7528418, -8.5719916 40.7527547)",,,,,
134486075,True,,Travessa da Restauração,residential,False,117.30199999999999,"LINESTRING (-8.5702714 40.756058, -8.5703286 40.7558508, -8.5703479 40.7557545, -8.5703618 40.7555913, -8.5703949 40.7553214, -8.570427 40.7551241, -8.5704101 40.7550124)",,,,,
134486145,True,,Rua Eça de Queiroz,residential,False,75.968,"LINESTRING (-8.5702714 40.756058, -8.5701631 40.7560717, -8.5698921 40.7561996, -8.5696503 40.7564411, -8.5695944 40.7564763)",,,,,
249270205,False,2,Rua Agostinho Leite,primary,False,122.136,"LINESTRING (-8.5702714 40.756058, -8.5702055 40.7558822, -8.5701026 40.755718, -8.5695897 40.7550954)",,,,,
249280687,False,2,Rua Professor Doutor Egas Moniz,primary,True,36.379999999999995,"LINESTRING (-8.5702714 40.756058, -8.5703105 40.7562062, -8.5703391 40.7563809)",90,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,False,245.172,"LINESTRING (-8.5732652 40.7500618, -8.5725639 40.7503928, -8.5723157 40.7505645, -8.5716576 40.751202, -8.5711606 40.7515534)",,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,True,58.379999999999995,"LINESTRING (-8.5732652 40.7500618, -8.5735511 40.7497675, -8.573686 40.7496449)",,,,,
249246341,False,,Rua Doutor António de Abreu Freire,residential,False,109.405,"LINESTRING (-8.5732652 40.7500618, -8.5734054 40.7502293, -8.5736104 40.7504214, -8.5737507 40.7505481, -8.5739071 40.7506258, -8.574126 40.7507873)",,,,,
207597188,True,1,Praça Francisco Barbosa,secondary,False,76.302,"LINESTRING (-8.5701542 40.7532332, -8.5703879 40.7530765, -8.5707436 40.7528344, -8.5708398 40.7527859)",,,,,
"[249252193, 1106349771]",False,2,Rua Souto Alves,secondary,False,167.25900000000001,"LINESTRING (-8.5701542 40.7532332, -8.5700082 40.7536895, -8.5699115 40.753847, -8.5697757 40.7539929, -8.5693791 40.754419, -8.569346 40.7544514, -8.569245 40.754544)",,,,,
134486112,True,,Rua de Trás,residential,False,128.693,"LINESTRING (-8.5682892 40.7559816, -8.5674976 40.7564596, -8.5671638 40.7566107, -8.5671068 40.7566964)",,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,False,40.683,"LINESTRING (-8.5739301 40.7493292, -8.573686 40.7496449)",,,,,
134486114,False,,Rua Doutor José Justiniano,residential,True,13.571,"LINESTRING (-8.5739301 40.7493292, -8.5740912 40.7493296)",,,,,
134486114,False,,Rua Doutor José Justiniano,residential,False,153.11200000000002,"LINESTRING (-8.5739301 40.7493292, -8.5731087 40.7491995, -8.5721577 40.7493742)",,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,True,40.683,"LINESTRING (-8.573686 40.7496449, -8.5739301 40.7493292)",,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,False,58.379999999999995,"LINESTRING (-8.573686 40.7496449, -8.5735511 40.7497675, -8.5732652 40.7500618)",,,,,
134486097,False,,Rua Manuel Lopes Rodrigues,residential,False,145.019,"LINESTRING (-8.573686 40.7496449, -8.5739773 40.7498166, -8.5740676 40.7499028, -8.5741337 40.7500087, -8.5742137 40.7502475, -8.5742308 40.7505032, -8.574126 40.7507873)",,,,,
134486097,False,,Rua Manuel Lopes Rodrigues,residential,True,124.64999999999999,"LINESTRING (-8.573686 40.7496449, -8.5735133 40.7495632, -8.5732706 40.7495509, -8.573017 40.7496122, -8.5723714 40.7499255)",,,,,
249269227,True,,Rua da Restauração,residential,False,101.782,"LINESTRING (-8.5715964 40.7549071, -8.5709197 40.7549197, -8.5706644 40.7549325, -8.5705144 40.7549745, -8.5704101 40.7550124)",,,,,
160118149,True,1,Rua Conselheiro José Luciano de Castro,secondary,False,22.266,"LINESTRING (-8.574578 40.7553935, -8.5746826 40.7555774)",,,,,
160118128,True,1,Rua Desembargador Correia Teles,secondary,False,12.373999999999999,"LINESTRING (-8.574578 40.7553935, -8.5746155 40.7553895, -8.5746571 40.7553753, -8.5746759 40.755359, -8.574692 40.7553356)",,,,roundabout,
134486114,False,,Rua Doutor José Justiniano,residential,False,25.433,"LINESTRING (-8.5743628 40.7492297, -8.5740912 40.7493296)",,,,,
134486078,True,2,Avenida Visconde de Salreu,residential,False,175.33200000000002,"LINESTRING (-8.5723575 40.7526048, -8.572553 40.7525234, -8.5738366 40.7518683, -8.5740938 40.7517363)",,EN 109-6,,,
134486094,True,1,Avenida Visconde de Salreu,secondary,False,12.314,"LINESTRING (-8.5723575 40.7526048, -8.5723606 40.7525606, -8.5723456 40.7524951)",,,,roundabout,
134486068,False,2,Rua Visconde Valmouro,secondary,True,134.44600000000003,"LINESTRING (-8.572246 40.7524299, -8.5722228 40.7523821, -8.5721982 40.7523428, -8.5721632 40.7523053, -8.5713493 40.7516974, -8.5711606 40.7515534)",50,N109,,,
134486094,True,1,Avenida Visconde de Salreu,secondary,False,37.686,"LINESTRING (-8.572246 40.7524299, -8.5721465 40.7524373, -8.5718722 40.7525988)",,,,roundabout,
"[134486048, 249252192, 134486055]",True,,"['Largo dos Heróis da Grande Guerra', 'Praça Francisco Barbosa', 'Rua Bombeiros Voluntários']",residential,False,152.492,"LINESTRING (-8.5711606 40.7515534, -8.5711029 40.7516072, -8.5704798 40.7517395, -8.5699329 40.7518585, -8.5698664 40.7517049, -8.5697757 40.7514968)",,,,,
134486065,False,,Rua Doutor Manuel Barbosa,residential,True,245.17199999999997,"LINESTRING (-8.5711606 40.7515534, -8.5716576 40.751202, -8.5723157 40.7505645, -8.5725639 40.7503928, -8.5732652 40.7500618)",,,,,
134486068,False,2,Rua Visconde Valmouro,secondary,False,134.44600000000003,"LINESTRING (-8.5711606 40.7515534, -8.5713493 40.7516974, -8.5721632 40.7523053, -8.5721982 40.7523428, -8.5722228 40.7523821, -8.572246 40.7524299)",50,N109,,,
