osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,bridge
"[591087476, 1067629129, 182994794, 619868572]",2,"['Pont-y-Cleifion', ""Finch's Square""]",tertiary,30 mph,False,True,250.55700000000002,"LINESTRING (-4.6541203 52.0831763, -4.6542416 52.0831828, -4.6543073 52.0831865, -4.654507 52.083185, -4.6546358 52.083184, -4.6551203 52.0831831, -4.655473 52.083182, -4.6560188 52.0831687, -4.6562293 52.0831581, -4.6564623 52.0831431, -4.656733 52.0831309, -4.6568318 52.0831244, -4.656992 52.0831136, -4.6571444 52.0831041, -4.6571989 52.0831027, -4.6573862 52.0830987, -4.6575449 52.0831063, -4.6577765 52.083132)",,,
1264576445,2,Pont-y-Cleifion,tertiary,30 mph,True,False,19.424999999999997,"LINESTRING (-4.6541203 52.0831763, -4.6539862 52.0831881, -4.6538395 52.0832034)",,,
676594673,2,,trunk,60 mph,True,False,28.279,"LINESTRING (-4.6534157 52.0831044, -4.6534428 52.083058, -4.6534962 52.083019, -4.653566 52.0829947, -4.6536083 52.0829881, -4.6536885 52.0829892, -4.6537319 52.0829996)",A487,roundabout,
15917559,,Stryd Morgan / Morgan Street,tertiary,30 mph,True,False,32.273,"LINESTRING (-4.6589042 52.0829148, -4.6589905 52.0828148, -4.6589935 52.0828121, -4.659072 52.082743, -4.6591884 52.0826892)",,,
84857653,,Pwllhai,residential,20 mph,False,False,84.81099999999999,"LINESTRING (-4.6589042 52.0829148, -4.6586255 52.0828298, -4.6584653 52.0827186, -4.6582804 52.0826544, -4.6580269 52.0826405, -4.6579955 52.0826388, -4.6578636 52.0825548)",,,
84857653,,Pwllhai,residential,20 mph,False,True,163.73999999999998,"LINESTRING (-4.6589042 52.0829148, -4.6590559 52.0829462, -4.6592619 52.082972, -4.6593079 52.0829778, -4.6595565 52.0830228, -4.6596153 52.0830381, -4.659666 52.0830512, -4.6597334 52.0830811, -4.6597671 52.0830961, -4.6598059 52.0831482, -4.6598251 52.083174, -4.6598307 52.0832459, -4.6598343 52.0832555, -4.6598633 52.0832873, -4.6599153 52.0832998, -4.6600257 52.083328, -4.6602418 52.0833833, -4.6604391 52.0834766, -4.6605207 52.0835152, -4.6607764 52.0835672, -4.6608843 52.0835891)",,,
62082821,,Gloster Row,residential,,False,False,25.353,"LINESTRING (-4.6578325 52.082487, -4.6576745 52.0822807)",,,
62076273,,Church Street,residential,,False,True,50.533,"LINESTRING (-4.6578325 52.082487, -4.657756 52.0824968, -4.6574164 52.0825318, -4.6572969 52.0825371, -4.6571002 52.0825458)",,,
62082821,,Gloster Row,residential,,False,True,7.873,"LINESTRING (-4.6578325 52.082487, -4.6578497 52.0825117, -4.6578636 52.0825548)",,,
12237930,2,Finch's Square,tertiary,30 mph,False,True,8.309,"LINESTRING (-4.6577765 52.083132, -4.6578895 52.0831596)",,,
"[1067629129, 182994794, 591087476, 619868572]",2,"[""Finch's Square"", 'Pont-y-Cleifion']",tertiary,30 mph,False,False,250.557,"LINESTRING (-4.6577765 52.083132, -4.6575449 52.0831063, -4.6573862 52.0830987, -4.6571989 52.0831027, -4.6571444 52.0831041, -4.656992 52.0831136, -4.6568318 52.0831244, -4.656733 52.0831309, -4.6564623 52.0831431, -4.6562293 52.0831581, -4.6560188 52.0831687, -4.655473 52.083182, -4.6551203 52.0831831, -4.6546358 52.083184, -4.654507 52.083185, -4.6543073 52.0831865, -4.6542416 52.0831828, -4.6541203 52.0831763)",,,
50994747,,North Road,tertiary,20 mph,False,False,101.207,"LINESTRING (-4.6543581 52.0870653, -4.6545003 52.0870142, -4.655197 52.086778, -4.6556676 52.0866409)",,,
584040284,,Gwbert Road,secondary,20 mph,False,False,74.747,"LINESTRING (-4.6543581 52.0870653, -4.6543984 52.08711, -4.6544765 52.0872135, -4.6545496 52.0873495, -4.6545981 52.0875072, -4.6546314 52.0876155, -4.6546585 52.0877071)",B4548,,
15917561,,Bridge Street,tertiary,30 mph,True,False,9.951,"LINESTRING (-4.6607991 52.0810329, -4.6609334 52.0810675)",,,
"[946753675, 139440588, 840263500, 135291507, 15917562]",,Castle Street,tertiary,30 mph,False,True,126.18699999999998,"LINESTRING (-4.6607991 52.0810329, -4.6607699 52.0809599, -4.6607487 52.0808611, -4.6607195 52.0807624, -4.6606576 52.0805525, -4.6606 52.080322, -4.6605889 52.0802739, -4.6605633 52.0802073, -4.6605478 52.0801772, -4.6605204 52.0801402, -4.660475 52.0800856, -4.6604104 52.0800161, -4.6603335 52.0799484)",,,yes
15917559,,Stryd Morgan / Morgan Street,tertiary,30 mph,True,False,47.434,"LINESTRING (-4.6591884 52.0826892, -4.659505 52.082543, -4.6595842 52.0825164, -4.6597164 52.0824178)",,,
84857624,,St. Mary Street,residential,,False,False,29.659999999999997,"LINESTRING (-4.6591884 52.0826892, -4.6592225 52.0825259, -4.6592228 52.0824238)",,,
62076269,,Strand,residential,,False,True,151.312,"LINESTRING (-4.6596383 52.0817412, -4.6595736 52.0817415, -4.6594616 52.0817546, -4.6592861 52.0818114, -4.6592769 52.0818145, -4.6591554 52.0818551, -4.6591492 52.0818572, -4.6588897 52.0819407, -4.658878 52.0819445, -4.6588507 52.0820129, -4.6587976 52.0820225, -4.6587086 52.0820387, -4.6587033 52.0820397, -4.6585905 52.0820505, -4.6584313 52.0820842, -4.6580089 52.0822163, -4.6576745 52.0822807)",,,
