osmid,oneway,highway,reversed,length,geometry,ref,lanes,name,maxspeed,bridge,access
62034405,True,trunk_link,False,268.553,"LINESTRING (-1.7852371 50.9258881, -1.785235 50.9257453, -1.7852849 50.9256623, -1.7854233 50.9255508, -1.7860344 50.9252715, -1.7862152 50.9251317, -1.7863032 50.9249843, -1.78634 50.9249157, -1.7864466 50.9244438, -1.786585 50.9240447, -1.786761 50.9237977)",,,,,,
62034406,False,trunk_link,True,42.775999999999996,"LINESTRING (-1.7852371 50.9258881, -1.7852561 50.9260011, -1.7853262 50.9261425, -1.7853797 50.9262607)",B3078,,,,,
156277951,False,secondary,False,60.005,"LINESTRING (-1.7856439 50.926774, -1.7853797 50.9262607)",B3078,,,,,
32206123,False,secondary,True,125.948,"LINESTRING (-1.7856439 50.926774, -1.7858372 50.9267697, -1.7861601 50.9267626, -1.786704 50.9267499, -1.7869499 50.9267451, -1.7874398 50.9267342)",B3078,2,Southampton Road,,,
"[45976929, 992659158, 4578358]",False,secondary,False,360.846,"LINESTRING (-1.7874398 50.9267342, -1.787386 50.9266506, -1.7872831 50.9265516, -1.7871976 50.9264833, -1.7870571 50.9263337, -1.7870184 50.926263, -1.7869596 50.9261267, -1.7869263 50.9260495, -1.7868926 50.9258126, -1.7868913 50.9255737, -1.7869065 50.9254435, -1.7869263 50.9253246, -1.7869577 50.92508, -1.7869889 50.9248377, -1.787038 50.9244819, -1.7870989 50.9240398, -1.7871757 50.9235789)",B3078,2,Ringwood Road,,,
32206123,False,secondary,False,125.94799999999998,"LINESTRING (-1.7874398 50.9267342, -1.7869499 50.9267451, -1.786704 50.9267499, -1.7861601 50.9267626, -1.7858372 50.9267697, -1.7856439 50.926774)",B3078,2,Southampton Road,,,
"[4578408, 4578409, 156277950]",False,secondary,True,188.586,"LINESTRING (-1.7874398 50.9267342, -1.7875903 50.9267517, -1.7877504 50.9268114, -1.787876 50.926855, -1.7879808 50.9268966, -1.7881815 50.9269761, -1.7885451 50.9270879, -1.7891896 50.9272943, -1.789367 50.9273537, -1.7897356 50.927482, -1.7898278 50.9275029)",B3078,2,"['Bridge Street', 'Great Bridge']",30 mph,yes,
4578406,False,tertiary,False,46.632000000000005,"LINESTRING (-1.7898278 50.9275029, -1.7898387 50.9275734, -1.7897681 50.9278567, -1.7897424 50.9279163)",,2,Salisbury Street,30 mph,,
"[4578408, 4578409, 156277950]",False,secondary,False,188.58600000000004,"LINESTRING (-1.7898278 50.9275029, -1.7897356 50.927482, -1.789367 50.9273537, -1.7891896 50.9272943, -1.7885451 50.9270879, -1.7881815 50.9269761, -1.7879808 50.9268966, -1.787876 50.926855, -1.7877504 50.9268114, -1.7875903 50.9267517, -1.7874398 50.9267342)",B3078,2,"['Bridge Street', 'Great Bridge']",30 mph,yes,
27946709,False,secondary,False,71.819,"LINESTRING (-1.7898278 50.9275029, -1.7899142 50.9274848, -1.7899386 50.9274738, -1.7901371 50.927389, -1.790404 50.9272879, -1.7905395 50.9272405, -1.7907123 50.9271802)",B3078,2,High Street,30 mph,,
2261557,False,secondary,False,91.24799999999999,"LINESTRING (-1.7926121 50.926593, -1.7926304 50.9264753, -1.7926579 50.9264445, -1.7926986 50.926399, -1.793054 50.9261957, -1.7931193 50.9261476, -1.7933762 50.9259585)",B3078,,Provost Street,30 mph,,
27946709,False,secondary,True,150.038,"LINESTRING (-1.7926121 50.926593, -1.7923691 50.9266082, -1.7922144 50.9266306, -1.7920644 50.926675, -1.7919652 50.9267104, -1.7918716 50.9267462, -1.7917116 50.9268092, -1.7914917 50.9268939, -1.7911776 50.9270148, -1.7910868 50.9270473, -1.7910329 50.9270661, -1.7907291 50.9271742, -1.7907123 50.9271802)",B3078,2,High Street,30 mph,,
28016727,False,tertiary,True,132.62900000000002,"LINESTRING (-1.7926121 50.926593, -1.7927323 50.9265977, -1.7929129 50.9266168, -1.7929543 50.9266224, -1.7932327 50.9266697, -1.7933239 50.9266862, -1.7934612 50.9267111, -1.7937218 50.926756, -1.7939953 50.926795, -1.7941413 50.9268078, -1.7942036 50.9268101, -1.7944629 50.9267984)",,2,Shaftesbury Street,30 mph,,
4578420,False,residential,False,96.839,"LINESTRING (-1.7911974 50.9311148, -1.7898334 50.9312542)",,,Alexandra Road,,,
122136350,False,tertiary,False,96.23599999999999,"LINESTRING (-1.7911974 50.9311148, -1.7909785 50.9307168, -1.790878 50.9305002, -1.7907982 50.9302875)",,,Whitsbury Road,,,
76587315,False,tertiary,False,8.78,"LINESTRING (-1.7905914 50.9294957, -1.7904951 50.9294452)",,,Green Lane,,,
10268458,False,residential,True,88.051,"LINESTRING (-1.7905914 50.9294957, -1.7906948 50.9294925, -1.790892 50.9295198, -1.7911443 50.929581, -1.7914475 50.929681, -1.7917294 50.929799)",,,Green Lane,,,
122136350,False,tertiary,True,77.382,"LINESTRING (-1.7905914 50.9294957, -1.7906867 50.9296189, -1.790737 50.9297663, -1.7907882 50.9301731)",,,Whitsbury Road,,,
183954180,False,residential,True,27.774,"LINESTRING (-1.7930057 50.9302717, -1.7933615 50.9303817)",Fordingbridge FP 87,,Green Lane,,,
10268457,False,residential,True,70.332,"LINESTRING (-1.7930057 50.9302717, -1.7929709 50.9304162, -1.7929093 50.9305572, -1.7927707 50.9308859)",,,Picket Close,,,
10268458,False,residential,False,21.655,"LINESTRING (-1.7930057 50.9302717, -1.7928668 50.9302294, -1.7927351 50.9301782)",,,Green Lane,,,
4578419,False,tertiary,True,20.246,"LINESTRING (-1.7880841 50.9305416, -1.7880633 50.93036)",,2,Salisbury Road,30 mph,,
4578421,False,residential,True,192.29700000000003,"LINESTRING (-1.7880841 50.9305416, -1.7887941 50.9304751, -1.7890487 50.9304513, -1.7892142 50.9304358, -1.7894227 50.9304163, -1.7907982 50.9302875)",,,Park Road,,,
122136350,False,tertiary,False,12.74,"LINESTRING (-1.7907982 50.9302875, -1.7907882 50.9301731)",,,Whitsbury Road,,,
4578421,False,residential,False,192.29700000000003,"LINESTRING (-1.7907982 50.9302875, -1.7894227 50.9304163, -1.7892142 50.9304358, -1.7890487 50.9304513, -1.7887941 50.9304751, -1.7880841 50.9305416)",,,Park Road,,,
122136350,False,tertiary,True,96.236,"LINESTRING (-1.7907982 50.9302875, -1.790878 50.9305002, -1.7909785 50.9307168, -1.7911974 50.9311148)",,,Whitsbury Road,,,
32206385,False,secondary,False,25.442,"LINESTRING (-1.7944074 50.9249864, -1.7944378 50.9249063, -1.7944433 50.9247599)",B3078,,Church Street,30 mph,,
"[45792385, 45792386, 1016565464, 32213402, 32213404]",False,residential,True,73.896,"LINESTRING (-1.7944074 50.9249864, -1.7945898 50.9250763, -1.7947469 50.9251373, -1.7949275 50.9252049, -1.7949748 50.9252294, -1.7950803 50.9252842, -1.795217 50.925401)",,,West Street,,yes,
"[186021992, 91910762, 186021994, 91910764, 2261557]",False,secondary,True,79.99300000000001,"LINESTRING (-1.7944074 50.9249864, -1.7942567 50.92517, -1.7941121 50.9252952, -1.7939889 50.9253837, -1.7938974 50.9254574, -1.793841 50.9255138, -1.7937734 50.9255813)",B3078,,Provost Street,30 mph,yes,
"[32206385, 75656038]",False,secondary,False,103.297,"LINESTRING (-1.7947729 50.9240454, -1.7948489 50.9239769, -1.7948836 50.9239497, -1.7951053 50.9237756, -1.7951401 50.9237225, -1.7952643 50.9235328, -1.7953424 50.9234565, -1.7953941 50.9234237, -1.7955081 50.9233904, -1.7956716 50.9233571)",B3078,,Church Street,30 mph,,
32206385,False,secondary,True,65.846,"LINESTRING (-1.7947729 50.9240454, -1.7946345 50.9241902, -1.7945687 50.9242966, -1.7944919 50.9244208, -1.7944468 50.9245941)",B3078,,Church Street,30 mph,,
62055381,False,residential,True,126.52000000000001,"LINESTRING (-1.7947729 50.9240454, -1.794264 50.9239516, -1.7941235 50.9239466, -1.7940288 50.9239683, -1.7938902 50.9240303, -1.7937833 50.9240782, -1.7936652 50.9240769, -1.7935621 50.9240391, -1.7933367 50.9239564, -1.7932365 50.9239672, -1.7931121 50.9239386)",,,Church Farm,,,
"[32206425, 32206370]",False,unclassified,True,215.76200000000003,"LINESTRING (-1.7960158 50.9232454, -1.7962277 50.9234057, -1.7963597 50.9235409, -1.7964016 50.9235872, -1.796437 50.9236259, -1.7965056 50.9237303, -1.7965332 50.9238505, -1.7965228 50.9239669, -1.7964887 50.9241371, -1.7964691 50.9242348, -1.7964627 50.9244877, -1.7965002 50.9246434, -1.7962387 50.9246576, -1.796128 50.9247042, -1.7958663 50.9247069, -1.79582 50.9247072)",,,"['Diamond Close', 'Mulberry Gardens']",,,
75656038,False,secondary,True,27.341,"LINESTRING (-1.7960158 50.9232454, -1.795929 50.923288, -1.7958115 50.9233239, -1.7956716 50.9233571)",B3078,,Church Street,30 mph,,
91910761,False,secondary,False,69.395,"LINESTRING (-1.7960158 50.9232454, -1.7960677 50.923213, -1.7961674 50.9231223, -1.7961951 50.9230562, -1.7962301 50.9229524, -1.796313 50.9228253, -1.7963971 50.9227689, -1.7965044 50.9227293)",B3078,,Bowerwood Road,30 mph,,
32206397,False,secondary,False,60.56999999999999,"LINESTRING (-1.7965044 50.9227293, -1.7966792 50.9227245, -1.7969004 50.9227361, -1.7969224 50.9227373, -1.7971222 50.9227406, -1.7973671 50.9227324)",B3078,2,Bowerwood Road,,,
91910761,False,secondary,True,69.39500000000001,"LINESTRING (-1.7965044 50.9227293, -1.7963971 50.9227689, -1.796313 50.9228253, -1.7962301 50.9229524, -1.7961951 50.9230562, -1.7961674 50.9231223, -1.7960677 50.923213, -1.7960158 50.9232454)",B3078,,Bowerwood Road,30 mph,,
"[40595347, 40595348, 103898845]",False,trunk,True,404.0690000000001,"LINESTRING (-1.786761 50.9237977, -1.7866213 50.9242063, -1.7865101 50.9246168, -1.7863838 50.9254757, -1.7863785 50.9259598, -1.7863917 50.9264472, -1.7863902 50.926605, -1.7864072 50.9269163, -1.7864426 50.9274118)",A338,2,,,yes,
156277951,False,secondary,True,60.005,"LINESTRING (-1.7853797 50.9262607, -1.7856439 50.926774)",B3078,,,,,
62034406,False,trunk_link,False,42.775999999999996,"LINESTRING (-1.7853797 50.9262607, -1.7853262 50.9261425, -1.7852561 50.9260011, -1.7852371 50.9258881)",B3078,,,,,
