osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,tunnel
5133795,2,A149,Two Furlong Hill,primary,30 mph,False,False,278.514,"LINESTRING (0.8469119 52.9521491, 0.8469019 52.9522796, 0.8467573 52.9536346, 0.8467099 52.9539565, 0.8466747 52.9542679, 0.8466295 52.9543883, 0.8465424 52.9544913, 0.8464051 52.9546067)",,,
"[244403837, 232430726]",2,B1105,Fakenham Road,secondary,"['60 mph', '30 mph']",False,True,114.464,"LINESTRING (0.8469119 52.9521491, 0.8469511 52.9517573, 0.8469625 52.95161, 0.8470124 52.9511215)",,,
"[530989603, 5089676]",2,A149,Burnt Street,primary,"['20 mph', '30 mph']",False,False,211.06900000000002,"LINESTRING (0.8469119 52.9521491, 0.8469638 52.95215, 0.8471651 52.9521533, 0.8474861 52.9521537, 0.8478755 52.9521285, 0.8482597 52.9520955, 0.8489855 52.9520331, 0.8492998 52.9520089, 0.8495254 52.9519715, 0.8496145 52.9519429, 0.849978 52.9518265)",,,
5198470,,,Mill Road,unclassified,30 mph,False,False,111.921,"LINESTRING (0.8467279 52.9547299, 0.8483925 52.9546437)",,,
5198470,,,Mill Road,unclassified,30 mph,False,True,26.159,"LINESTRING (0.8467279 52.9547299, 0.846604 52.9547062, 0.8465026 52.954668, 0.8464051 52.9546067)",,,
"[25539336, 1075761545, 1075761544, 1075761543]","['1', '2']",,Park Road,residential,30 mph,False,False,170.845,"LINESTRING (0.8467279 52.9547299, 0.8467185 52.9547603, 0.8466905 52.9548831, 0.8466597 52.9549557, 0.8466368 52.9550307, 0.8466393 52.9551447, 0.8466551 52.9554703, 0.8466687 52.9559074, 0.8466752 52.9561239, 0.8466769 52.9561822, 0.8466889 52.9562208, 0.8467315 52.9562506)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,11.252,"LINESTRING (0.8512608 52.9543818, 0.8511097 52.954426)",,,
29337823,,,The Buttlands,unclassified,30 mph,False,True,55.791,"LINESTRING (0.8512608 52.9543818, 0.8512443 52.9543306, 0.8512757 52.9539615, 0.8512825 52.9538816)",,,
53348126,,,Station Road,unclassified,30 mph,False,False,20.035,"LINESTRING (0.8512608 52.9543818, 0.851395 52.9543341, 0.8515309 52.9543068)",,,
5198466,,,Polka Road,tertiary,30 mph,False,False,65.994,"LINESTRING (0.8543769 52.9545078, 0.8547779 52.9539657)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,84.477,"LINESTRING (0.8543769 52.9545078, 0.8539639 52.9544551, 0.8535114 52.9544118, 0.8531342 52.9543807)",,,
85620209,,,Standard Road,tertiary,30 mph,False,True,72.116,"LINESTRING (0.8543769 52.9545078, 0.8543159 52.9547382, 0.8542775 52.9551528)",,,
29293947,,,Polka Road,tertiary,30 mph,False,False,31.849999999999998,"LINESTRING (0.8571353 52.9509014, 0.857132 52.9508392, 0.8571146 52.9507871, 0.8570432 52.9507329, 0.8569789 52.9506851, 0.8569404 52.9506521)",,,
477109519,,,Polka Road,tertiary,30 mph,False,False,41.342,"LINESTRING (0.8571353 52.9509014, 0.857434 52.9506243, 0.8574741 52.9505907)",,,
"[477109516, 477109519]",,,Polka Road,tertiary,30 mph,False,True,143.83800000000002,"LINESTRING (0.8571353 52.9509014, 0.8570098 52.9510642, 0.8569015 52.9512037, 0.8565138 52.9517086, 0.8564899 52.9517345, 0.8564098 52.9518371, 0.8562085 52.9520679)",,,
5198466,,,Polka Road,tertiary,30 mph,False,False,4.025,"LINESTRING (0.854808 52.9539292, 0.8548327 52.9538962)",,,
5198466,,,Polka Road,tertiary,30 mph,False,True,4.532,"LINESTRING (0.854808 52.9539292, 0.8547779 52.9539657)",,,
"[498071514, 115558739]",,,Beldorma Close,residential,none,False,False,51.214999999999996,"LINESTRING (0.854808 52.9539292, 0.854735 52.9539181, 0.8540664 52.9538173)",,,
85620209,,,Standard Road,tertiary,30 mph,False,True,78.475,"LINESTRING (0.8542775 52.9551528, 0.8541802 52.9558561)",,,
85620049,,,Northfield Lane,residential,30 mph,False,False,132.556,"LINESTRING (0.8542775 52.9551528, 0.8549338 52.9551849, 0.8555552 52.9552002, 0.8562535 52.9552082)",,,
85620209,,,Standard Road,tertiary,30 mph,False,False,72.116,"LINESTRING (0.8542775 52.9551528, 0.8543159 52.9547382, 0.8543769 52.9545078)",,,
36872243,,,East End,residential,30 mph,False,False,154.951,"LINESTRING (0.8541669 52.9569362, 0.8543149 52.9569815, 0.8550092 52.956959, 0.8557208 52.9569359, 0.855908 52.9569343, 0.8561412 52.9569324, 0.85646 52.9569298)",,,
53348120,,,The Quay,tertiary,30 mph,False,True,75.09,"LINESTRING (0.8541669 52.9569362, 0.8540261 52.9569887, 0.853898 52.9570239, 0.8530849 52.9570537)",,,
85620209,,,Standard Road,tertiary,30 mph,False,False,121.40699999999998,"LINESTRING (0.8541669 52.9569362, 0.8542192 52.9568116, 0.8541186 52.9564489, 0.8541851 52.9561605, 0.8541802 52.9558561)",,,
53348120,,,The Quay,tertiary,30 mph,False,True,51.725,"LINESTRING (0.8530849 52.9570537, 0.8523414 52.9571793)",,,
53348120,,,The Quay,tertiary,30 mph,False,False,75.09,"LINESTRING (0.8530849 52.9570537, 0.853898 52.9570239, 0.8540261 52.9569887, 0.8541669 52.9569362)",,,
83891321,,,Croft Yard,unclassified,30 mph,False,True,134.26100000000002,"LINESTRING (0.8530849 52.9570537, 0.8531097 52.9564883, 0.8531304 52.9563492, 0.8531079 52.9558472)",,,
5198468,,,The Quay,tertiary,30 mph,False,False,23.465,"LINESTRING (0.8507007 52.9574132, 0.8503526 52.9574368)",,,
5198469,,,The Quay,tertiary,30 mph,False,False,24.452,"LINESTRING (0.8507007 52.9574132, 0.8509558 52.9573873, 0.8510535 52.957362)",,,
29309440,,A149,Warham Road,primary,30 mph,False,False,32.257,"LINESTRING (0.8574741 52.9505907, 0.8579433 52.9505256)",,,
29309440,,A149,Warham Road,primary,30 mph,False,True,36.401,"LINESTRING (0.8574741 52.9505907, 0.8569404 52.9506521)",,,
477109519,,,Polka Road,tertiary,30 mph,False,True,41.342,"LINESTRING (0.8574741 52.9505907, 0.857434 52.9506243, 0.8571353 52.9509014)",,,
131895623,,,Freeman Street,tertiary,30 mph,False,False,18.404,"LINESTRING (0.8469437 52.9575771, 0.84667 52.9575916)",,,
"[999061708, 85620278]",,,Chapel Yard,residential,30 mph,False,False,151.245,"LINESTRING (0.8469437 52.9575771, 0.8469455 52.9575121, 0.8470387 52.9573979, 0.847117 52.9572807, 0.8472663 52.9571945, 0.8472978 52.9568421, 0.8473487 52.9567831, 0.8473323 52.9562856)",yes,"['6', '2.3']",
131895623,,,Freeman Street,tertiary,30 mph,False,True,88.414,"LINESTRING (0.8469437 52.9575771, 0.8476057 52.9575518, 0.848262 52.9575403)",,,
53348123,,,Theatre Road,unclassified,30 mph,False,False,25.339,"LINESTRING (0.8515523 52.9561822, 0.8511758 52.9562042)",,,
25539332,,,Newgates Lane,unclassified,30 mph,False,True,208.922,"LINESTRING (0.8515523 52.9561822, 0.851578 52.9561451, 0.8515829 52.9560679, 0.8515591 52.9549551, 0.8515309 52.9543068)",,,
"[175272203, 1270686461, 1270686462, 134443439]",,,Jicklings Yard,unclassified,30 mph,False,False,126.051,"LINESTRING (0.8515523 52.9561822, 0.8515652 52.9562879, 0.851533 52.9563606, 0.8515476 52.9565058, 0.8515745 52.9569524, 0.8515209 52.957015, 0.8514921 52.9570405, 0.851482 52.9570639, 0.8514911 52.9571904, 0.8515001 52.9572384, 0.8515134 52.9572975)",,,building_passage
53348124,,,Theatre Road,unclassified,30 mph,False,False,43.173,"LINESTRING (0.8502538 52.9562815, 0.8502203 52.9562699, 0.8501684 52.9562657, 0.849615 52.9562721)",,,
53348124,,,Theatre Road,unclassified,30 mph,False,True,46.805,"LINESTRING (0.8502538 52.9562815, 0.8503148 52.9562725, 0.850942 52.9562093)",,,
85620228,,,The Glebe,residential,30 mph,False,False,129.098,"LINESTRING (0.8502538 52.9562815, 0.8502874 52.9563305, 0.8503039 52.9563684, 0.8503526 52.9574368)",,,
25539332,,,Newgates Lane,unclassified,30 mph,False,False,208.922,"LINESTRING (0.8515309 52.9543068, 0.8515591 52.9549551, 0.8515829 52.9560679, 0.851578 52.9561451, 0.8515523 52.9561822)",,,
53348126,,,Station Road,unclassified,30 mph,False,False,19.541,"LINESTRING (0.8515309 52.9543068, 0.8516788 52.9542894, 0.8518194 52.9542959)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,20.035,"LINESTRING (0.8515309 52.9543068, 0.851395 52.9543341, 0.8512608 52.9543818)",,,
29298107,,,High Street,unclassified,30 mph,False,False,89.866,"LINESTRING (0.8526149 52.9543454, 0.8527576 52.9535418)",,,
53348126,,,Station Road,unclassified,30 mph,False,False,35.008,"LINESTRING (0.8526149 52.9543454, 0.8531342 52.9543807)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,29.742,"LINESTRING (0.8526149 52.9543454, 0.8521723 52.9543243)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,35.008,"LINESTRING (0.8531342 52.9543807, 0.8526149 52.9543454)",,,
53348126,,,Station Road,unclassified,30 mph,False,False,84.477,"LINESTRING (0.8531342 52.9543807, 0.8535114 52.9544118, 0.8539639 52.9544551, 0.8543769 52.9545078)",,,
83891318,,,Bolts Close,unclassified,30 mph,False,False,163.32,"LINESTRING (0.8531342 52.9543807, 0.8530966 52.9546025, 0.8531268 52.954761, 0.8531158 52.955223, 0.8531067 52.9558161, 0.8531079 52.9558472)",,,
29309440,,A149,Warham Road,primary,30 mph,False,False,36.401,"LINESTRING (0.8569404 52.9506521, 0.8574741 52.9505907)",,,
29293947,,,Polka Road,tertiary,30 mph,False,True,31.85,"LINESTRING (0.8569404 52.9506521, 0.8569789 52.9506851, 0.8570432 52.9507329, 0.8571146 52.9507871, 0.857132 52.9508392, 0.8571353 52.9509014)",,,
"[530989608, 29309439]",1,A149,Church Street,primary,"['20 mph', '30 mph']",False,True,185.162,"LINESTRING (0.8569404 52.9506521, 0.8568852 52.9506601, 0.8563314 52.9507399, 0.8562682 52.9507484, 0.8559581 52.9507902, 0.8556016 52.9508742, 0.8554137 52.9509186, 0.8553338 52.9509375, 0.8544145 52.9511546, 0.8543239 52.9511759)",,,
29298106,,,Church Plain,unclassified,30 mph,False,False,6.587,"LINESTRING (0.8531782 52.9523599, 0.8532387 52.9523132)",,,
29298107,,,High Street,unclassified,30 mph,False,True,86.517,"LINESTRING (0.8531782 52.9523599, 0.8530168 52.9526028, 0.8529238 52.9528215, 0.8528599 52.9530648, 0.8528475 52.9531085)",,,
165075354,,,Whalebone Yard,residential,30 mph,False,False,35.169,"LINESTRING (0.8531782 52.9523599, 0.8529648 52.9523242, 0.8526724 52.9522752)",,,
"[498071512, 165075390]",,,Honeymoon Row,residential,none,False,False,52.101,"LINESTRING (0.8531782 52.9523599, 0.8530457 52.9523823, 0.852973 52.9524276, 0.8528905 52.9524553, 0.8526785 52.9524324, 0.8526087 52.9525617)",,,
5198466,,,Polka Road,tertiary,30 mph,False,False,7.835,"LINESTRING (0.8553235 52.953234, 0.8553728 52.9531701)",,,
5198466,,,Polka Road,tertiary,30 mph,False,True,62.111,"LINESTRING (0.8553235 52.953234, 0.8550256 52.9536462, 0.8549492 52.953745)",,,
29293948,,,Marsh Lane,residential,30 mph,False,True,174.46699999999998,"LINESTRING (0.8553235 52.953234, 0.8549988 52.9531109, 0.8544497 52.9528504, 0.8542544 52.9527375, 0.8536239 52.9525269, 0.853395 52.9524281, 0.8532803 52.952358, 0.8532387 52.9523132)",,,
53348126,,,Station Road,unclassified,30 mph,False,False,29.742,"LINESTRING (0.8521723 52.9543243, 0.8526149 52.9543454)",,,
53348126,,,Station Road,unclassified,30 mph,False,True,23.851,"LINESTRING (0.8521723 52.9543243, 0.8518194 52.9542959)",,,
"[377998547, 25539335]",1,,Staithe Street,unclassified,30 mph,False,False,317.8850000000001,"LINESTRING (0.8521723 52.9543243, 0.8521684 52.9553315, 0.8521769 52.9554421, 0.8522063 52.9558259, 0.852219 52.9560039, 0.8522394 52.9561456, 0.8522596 52.9562941, 0.8522619 52.9564114, 0.8522638 52.9564729, 0.8522739 52.9566769, 0.8523034 52.9569294, 0.8523215 52.9571099, 0.8523414 52.9571793)",,,
29309439,1,A149,Church Street,primary,20 mph,False,False,63.6,"LINESTRING (0.8534444 52.9513909, 0.8535192 52.9513761, 0.854174 52.9512127, 0.8542774 52.9511873, 0.8543239 52.9511759)",,,
53348116,2,A149,Burnt Street,primary,20 mph,False,True,159.611,"LINESTRING (0.8534444 52.9513909, 0.8530864 52.9514419, 0.8528041 52.9514807, 0.8527306 52.9514873, 0.8519501 52.9515573, 0.8517972 52.9515693, 0.8510957 52.9516245)",,,
"[29298106, 530989621]",,,Church Plain,unclassified,"['20 mph', '30 mph']",False,True,105.89599999999999,"LINESTRING (0.8534444 52.9513909, 0.8534582 52.9514282, 0.8534862 52.951518, 0.8534905 52.9515315, 0.8534952 52.9515739, 0.8534985 52.9517078, 0.8534828 52.9518156, 0.8534373 52.952015, 0.8533635 52.9521716, 0.8532387 52.9523132)",,,
29337824,,,The Buttlands,unclassified,30 mph,False,False,26.403999999999996,"LINESTRING (0.8517783 52.9529857, 0.8517396 52.9529566, 0.8516863 52.9529338, 0.8516 52.9528969, 0.8514552 52.9528544)",,,
