osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction
8253764,False,2,Pier Road,unclassified,20 mph,True,203.196,"LINESTRING (-4.9408724 51.6978665, -4.9401005 51.6971878, -4.9398651 51.6969952, -4.9394644 51.6966647, -4.9394124 51.6966118, -4.9393735 51.6965501, -4.9393162 51.6963393)",,
77628219,False,2,Stockwell Road,unclassified,20 mph,False,353.04200000000003,"LINESTRING (-4.9408724 51.6978665, -4.940639 51.6979628, -4.940599 51.6980393, -4.9407536 51.6983329, -4.9407327 51.6984895, -4.9406215 51.6985895, -4.9399798 51.6988607, -4.939691 51.698877, -4.9395078 51.6988873, -4.9392442 51.6987137, -4.9391644 51.6986612, -4.9379843 51.6976504)",,
8253761,False,2,Gordon Street,residential,20 mph,True,29.173,"LINESTRING (-4.940766 51.6948512, -4.9403439 51.6948706)",,
543998718,False,,,unclassified,,False,91.58,"LINESTRING (-4.940766 51.6948512, -4.9404815 51.6956557)",,
8253761,False,2,Gordon Street,residential,20 mph,False,129.268,"LINESTRING (-4.940766 51.6948512, -4.9408835 51.6948153, -4.9408991 51.6947576, -4.9409925 51.6944124, -4.9410046 51.6943676, -4.9411615 51.6937478)",,
37895182,False,,Water Street,secondary,20 mph,True,6.172,"LINESTRING (-4.9394972 51.6949096, -4.9395104 51.6948547)",B4322,
8253761,False,2,Gordon Street,residential,20 mph,False,58.519,"LINESTRING (-4.9394972 51.6949096, -4.9397014 51.6949002, -4.9400431 51.6948845, -4.9403439 51.6948706)",,
"[37895182, 130788863]",False,,Water Street,secondary,20 mph,False,124.74,"LINESTRING (-4.9394972 51.6949096, -4.9393064 51.6955167, -4.9393007 51.6955349, -4.9392315 51.6958523, -4.9392164 51.6960165)",B4322,
440606792,False,,Albion Road,secondary,20 mph,False,120.749,"LINESTRING (-4.9447746 51.692093, -4.9430453 51.6919195)",B4322,
37935137,True,2,Park Street,residential,20 mph,False,210.44600000000003,"LINESTRING (-4.9447746 51.692093, -4.9447168 51.6924358, -4.9447061 51.6924993, -4.944485 51.6936208, -4.9444239 51.693973)",,
440606791,False,2,Park Street,residential,20 mph,False,178.15800000000002,"LINESTRING (-4.9447746 51.692093, -4.9448473 51.6917412, -4.9448532 51.691708, -4.9450667 51.6905011)",,
31321762,False,2,Meyrick Street,residential,20 mph,True,216.172,"LINESTRING (-4.9430453 51.6919195, -4.9426542 51.6938484)",,
440606792,False,,Albion Road,secondary,20 mph,False,94.794,"LINESTRING (-4.9430453 51.6919195, -4.9416856 51.6917917)",B4322,
440606792,False,,Albion Road,secondary,20 mph,True,120.749,"LINESTRING (-4.9430453 51.6919195, -4.9447746 51.692093)",B4322,
"[31321762, 42798932]",False,2,Meyrick Street,residential,20 mph,False,255.529,"LINESTRING (-4.9430453 51.6919195, -4.9431329 51.6914293, -4.9434374 51.6901114, -4.9436193 51.6900821, -4.9441951 51.6900855)",,
440606792,False,,Albion Road,secondary,20 mph,False,89.744,"LINESTRING (-4.9416856 51.6917917, -4.9404 51.6916641)",B4322,
440606792,False,,Albion Road,secondary,20 mph,True,94.794,"LINESTRING (-4.9416856 51.6917917, -4.9430453 51.6919195)",B4322,
37935138,True,2,Lewis Street,residential,20 mph,False,220.49,"LINESTRING (-4.9416856 51.6917917, -4.9413089 51.6932216, -4.9411615 51.6937478)",,
51260527,False,2,Church Street,residential,20 mph,False,200.28799999999998,"LINESTRING (-4.9416856 51.6917917, -4.941747 51.691523, -4.9421531 51.690014)",,
42798930,False,2,Laws Street,residential,20 mph,False,196.086,"LINESTRING (-4.9404 51.6916641, -4.9408593 51.6899238)",,
440606792,False,,Albion Road,secondary,20 mph,True,89.744,"LINESTRING (-4.9404 51.6916641, -4.9416856 51.6917917)",B4322,
37895181,False,,Laws Street,secondary,20 mph,False,225.757,"LINESTRING (-4.9404 51.6916641, -4.9399063 51.693543, -4.9398792 51.6936685)",B4322,
462401615,False,,Bush Street,tertiary,20 mph,False,85.813,"LINESTRING (-4.9404 51.6916641, -4.939759 51.6915981, -4.9391719 51.6915376)",,
77628220,False,2,Arthur Street,residential,20 mph,False,57.433,"LINESTRING (-4.9374794 51.6953495, -4.9370401 51.6957884)",,
102289309,False,2,London Road,trunk,20 mph,False,50.56,"LINESTRING (-4.9374794 51.6953495, -4.936805 51.6951706)",A4139,
102289309,False,2,London Road,trunk,20 mph,True,121.741,"LINESTRING (-4.9374794 51.6953495, -4.9378098 51.6954874, -4.9383478 51.6957648, -4.9387949 51.6960726)",A4139,
102289309,False,2,London Road,trunk,20 mph,True,50.56,"LINESTRING (-4.936805 51.6951706, -4.9374794 51.6953495)",A4139,
8253760,False,2,King William Street,residential,20 mph,False,130.80599999999998,"LINESTRING (-4.936805 51.6951706, -4.9368504 51.6951198, -4.9372047 51.6946781, -4.9382049 51.6947572)",,
102289309,False,2,London Road,trunk,20 mph,False,152.162,"LINESTRING (-4.936805 51.6951706, -4.9363326 51.695103, -4.9361792 51.695081, -4.9346549 51.6948601)",A4139,
77628224,False,2,Charles Thomas Avenue,residential,20 mph,False,124.58600000000001,"LINESTRING (-4.9346549 51.6948601, -4.9346236 51.6949559, -4.9345977 51.6949938, -4.9345234 51.6950827, -4.9345012 51.6951062, -4.93448 51.6951388, -4.9343587 51.6954922, -4.9342848 51.695789, -4.9342848 51.6958412, -4.9343062 51.6958942, -4.9343401 51.6959402)",,
102289309,False,2,London Road,trunk,20 mph,True,152.162,"LINESTRING (-4.9346549 51.6948601, -4.9361792 51.695081, -4.9363326 51.695103, -4.936805 51.6951706)",A4139,
"[37895182, 130788863]",False,,Water Street,secondary,20 mph,True,124.74,"LINESTRING (-4.9392164 51.6960165, -4.9392315 51.6958523, -4.9393007 51.6955349, -4.9393064 51.6955167, -4.9394972 51.6949096)",B4322,
718778504,True,1,,trunk,20 mph,False,34.109,"LINESTRING (-4.9392164 51.6960165, -4.9393033 51.6960194, -4.9394091 51.6960522, -4.9394985 51.696112, -4.939526 51.696157, -4.9395229 51.6962068)",,roundabout
4641912,False,2,Western Way,trunk,20 mph,False,189.819,"LINESTRING (-4.9406716 51.6960937, -4.9410627 51.6958545, -4.94149 51.6954697, -4.9421277 51.6949335, -4.942409 51.6947786)",A4139,
4641912,False,2,Western Way,trunk,20 mph,True,82.64699999999999,"LINESTRING (-4.9406716 51.6960937, -4.9404422 51.6961767, -4.940199 51.6962245, -4.9398715 51.6962307, -4.9395229 51.6962068)",A4139,
"[81115452, 369251509]",False,,Criterion Way,unclassified,,True,233.957,"LINESTRING (-4.9406716 51.6960937, -4.9408296 51.6961974, -4.941035 51.6963322, -4.9412 51.6964386, -4.9412321 51.6965061, -4.9412026 51.6965907, -4.9407882 51.6968243, -4.9407621 51.6968743, -4.9407775 51.6969241, -4.9418861 51.6976793)",,
4641912,False,2,Western Way,trunk,20 mph,True,189.819,"LINESTRING (-4.942409 51.6947786, -4.9421277 51.6949335, -4.94149 51.6954697, -4.9410627 51.6958545, -4.9406716 51.6960937)",A4139,
102264343,False,,Front Street,residential,20 mph,True,31.241,"LINESTRING (-4.942409 51.6947786, -4.9425624 51.6948916, -4.9427551 51.6949507)",,
31321761,False,2,Prospect Place,residential,20 mph,True,16.297,"LINESTRING (-4.9441951 51.6900855, -4.9439702 51.6900403)",,
"[31321762, 42798932]",False,2,Meyrick Street,residential,20 mph,True,255.529,"LINESTRING (-4.9441951 51.6900855, -4.9436193 51.6900821, -4.9434374 51.6901114, -4.9431329 51.6914293, -4.9430453 51.6919195)",,
37935140,False,2,Argyle Street,residential,20 mph,True,222.784,"LINESTRING (-4.9379332 51.6914273, -4.9378759 51.6917781, -4.9378424 51.6919052, -4.9375363 51.6930681, -4.937447 51.6934075)",,
462401614,False,,Bush Street,tertiary,20 mph,False,123.55500000000002,"LINESTRING (-4.9379332 51.6914273, -4.9372501 51.6913719, -4.936449 51.6913079, -4.9362118 51.6912889, -4.9361556 51.6912844)",,
462401615,False,,Bush Street,tertiary,20 mph,True,86.262,"LINESTRING (-4.9379332 51.6914273, -4.9380743 51.6914387, -4.9382652 51.6914542, -4.9391719 51.6915376)",,
37895180,False,2,St. John's Road,residential,20 mph,True,121.851,"LINESTRING (-4.933061 51.690958, -4.9327597 51.6920378)",,
462401614,False,,Bush Street,tertiary,20 mph,True,16.781,"LINESTRING (-4.933061 51.690958, -4.9333017 51.6909806)",,
37895179,False,,Queen Street,residential,20 mph,False,46.592999999999996,"LINESTRING (-4.9456374 51.6938935, -4.9455973 51.6939233, -4.9455552 51.693959, -4.9455094 51.6939855, -4.9454779 51.6940055, -4.9454527 51.6940189, -4.9453773 51.6940369, -4.9450585 51.6940176)",,
37895179,False,,Queen Street,residential,20 mph,True,36.434,"LINESTRING (-4.9456374 51.6938935, -4.9456751 51.6938795, -4.9457508 51.6938673, -4.9458219 51.6938643, -4.9461543 51.693891)",,
100221080,False,,Brewery Street,residential,20 mph,True,201.221,"LINESTRING (-4.9456374 51.6938935, -4.9455661 51.6938198, -4.9456124 51.6935611, -4.9458043 51.6925062, -4.9461298 51.6925193, -4.9464504 51.692538)",,
37895179,False,,Queen Street,residential,20 mph,False,44.02,"LINESTRING (-4.9450585 51.6940176, -4.9444239 51.693973)",,
37895179,False,,Queen Street,residential,20 mph,True,46.592999999999996,"LINESTRING (-4.9450585 51.6940176, -4.9453773 51.6940369, -4.9454527 51.6940189, -4.9454779 51.6940055, -4.9455094 51.6939855, -4.9455552 51.693959, -4.9455973 51.6939233, -4.9456374 51.6938935)",,
267099925,False,,Gravel Lane,residential,20 mph,False,51.31299999999999,"LINESTRING (-4.9450585 51.6940176, -4.9450249 51.6941821, -4.9449948 51.694308, -4.9449695 51.6943915, -4.9449408 51.694473)",,
37895179,False,,Queen Street,residential,20 mph,False,122.762,"LINESTRING (-4.9444239 51.693973, -4.9426542 51.6938484)",,
37895179,False,,Queen Street,residential,20 mph,True,44.02,"LINESTRING (-4.9444239 51.693973, -4.9450585 51.6940176)",,
31321762,False,2,Meyrick Street,residential,20 mph,False,216.172,"LINESTRING (-4.9426542 51.6938484, -4.9430453 51.6919195)",,
37895179,False,,Queen Street,residential,20 mph,True,122.762,"LINESTRING (-4.9426542 51.6938484, -4.9444239 51.693973)",,
100805548,True,,Dimond Street,residential,20 mph,False,103.492,"LINESTRING (-4.9411615 51.6937478, -4.9426542 51.6938484)",,
8253761,False,2,Gordon Street,residential,20 mph,True,129.268,"LINESTRING (-4.9411615 51.6937478, -4.9410046 51.6943676, -4.9409925 51.6944124, -4.9408991 51.6947576, -4.9408835 51.6948153, -4.940766 51.6948512)",,
100805548,True,,Dimond Street,residential,20 mph,False,88.823,"LINESTRING (-4.9398792 51.6936685, -4.9411615 51.6937478)",,
892654072,False,,Dimond Street,residential,20 mph,False,86.715,"LINESTRING (-4.9398792 51.6936685, -4.9386347 51.6935542)",,
37895181,False,,Laws Street,secondary,20 mph,True,225.757,"LINESTRING (-4.9398792 51.6936685, -4.9399063 51.693543, -4.9404 51.6916641)",B4322,
37895182,False,,Water Street,secondary,20 mph,False,134.327,"LINESTRING (-4.9398792 51.6936685, -4.9397473 51.6940926, -4.9397383 51.6941186, -4.9395104 51.6948547)",B4322,
37935139,False,2,,residential,20 mph,False,227.273,"LINESTRING (-4.9386347 51.6935542, -4.9391719 51.6915376)",,
892654072,False,,Dimond Street,residential,20 mph,True,86.715,"LINESTRING (-4.9386347 51.6935542, -4.9398792 51.6936685)",,
"[100805557, 130788862]",False,,Apley Terrace,residential,20 mph,False,83.473,"LINESTRING (-4.9386347 51.6935542, -4.9385204 51.6935407, -4.937447 51.6934075)",,
130788862,False,,Apley Terrace,residential,20 mph,False,85.491,"LINESTRING (-4.937447 51.6934075, -4.9362263 51.6932713)",,
37935140,False,2,Argyle Street,residential,20 mph,False,222.784,"LINESTRING (-4.937447 51.6934075, -4.9375363 51.6930681, -4.9378424 51.6919052, -4.9378759 51.6917781, -4.9379332 51.6914273)",,
"[100805557, 130788862]",False,,Apley Terrace,residential,20 mph,True,83.473,"LINESTRING (-4.937447 51.6934075, -4.9385204 51.6935407, -4.9386347 51.6935542)",,
130788862,False,,Apley Terrace,residential,20 mph,True,85.491,"LINESTRING (-4.9362263 51.6932713, -4.937447 51.6934075)",,
37935141,False,2,Cromwell Street,residential,20 mph,False,104.668,"LINESTRING (-4.9362263 51.6932713, -4.9363219 51.6929316, -4.9364873 51.692344)",,
100805578,False,2,Hawkstone Road,residential,20 mph,False,91.09200000000001,"LINESTRING (-4.9362263 51.6932713, -4.9354261 51.6931805, -4.9350225 51.6929892)",,
37935142,False,2,Trinity Road,residential,20 mph,False,68.233,"LINESTRING (-4.9350225 51.6929892, -4.935206 51.6923862)",,
100805578,False,2,Hawkstone Road,residential,20 mph,False,93.704,"LINESTRING (-4.9350225 51.6929892, -4.9336873 51.6928307)",,
100805578,False,2,Hawkstone Road,residential,20 mph,True,91.09200000000001,"LINESTRING (-4.9350225 51.6929892, -4.9354261 51.6931805, -4.9362263 51.6932713)",,
37895183,False,2,St. Mary's Road,residential,20 mph,False,74.861,"LINESTRING (-4.9336873 51.6928307, -4.9338751 51.6921676)",,
100805578,False,2,Hawkstone Road,residential,20 mph,False,78.083,"LINESTRING (-4.9336873 51.6928307, -4.9325725 51.6927059)",,
100805578,False,2,Hawkstone Road,residential,20 mph,True,93.704,"LINESTRING (-4.9336873 51.6928307, -4.9350225 51.6929892)",,
37895180,False,2,St. John's Road,residential,20 mph,False,75.402,"LINESTRING (-4.9325725 51.6927059, -4.9327597 51.6920378)",,
100805578,False,2,Hawkstone Road,residential,20 mph,True,78.083,"LINESTRING (-4.9325725 51.6927059, -4.9336873 51.6928307)",,
100101058,False,,,residential,,False,16.281000000000002,"LINESTRING (-4.9325725 51.6927059, -4.9324915 51.692709, -4.9323747 51.6927219, -4.9323459 51.6927357)",,
37895180,False,2,St. John's Road,residential,20 mph,False,121.851,"LINESTRING (-4.9327597 51.6920378, -4.933061 51.690958)",,
37895180,False,2,St. John's Road,residential,20 mph,True,75.402,"LINESTRING (-4.9327597 51.6920378, -4.9325725 51.6927059)",,
37895184,False,2,St. Andrew's Road,residential,20 mph,True,78.226,"LINESTRING (-4.9327597 51.6920378, -4.9338751 51.6921676)",,
37935139,False,2,,residential,20 mph,True,227.273,"LINESTRING (-4.9391719 51.6915376, -4.9386347 51.6935542)",,
"[97816881, 42798427]",False,2,Gwyther Street,residential,20 mph,False,281.207,"LINESTRING (-4.9391719 51.6915376, -4.9392594 51.6912071, -4.9396313 51.6898027, -4.9401893 51.6898577, -4.9408593 51.6899238)",,
462401615,False,,Bush Street,tertiary,20 mph,False,86.262,"LINESTRING (-4.9391719 51.6915376, -4.9382652 51.6914542, -4.9380743 51.6914387, -4.9379332 51.6914273)",,
462401615,False,,Bush Street,tertiary,20 mph,True,85.813,"LINESTRING (-4.9391719 51.6915376, -4.939759 51.6915981, -4.9404 51.6916641)",,
37895183,False,2,St. Mary's Road,residential,20 mph,False,39.069,"LINESTRING (-4.9338751 51.6921676, -4.9339958 51.6918243)",,
37895183,False,2,St. Mary's Road,residential,20 mph,True,74.861,"LINESTRING (-4.9338751 51.6921676, -4.9336873 51.6928307)",,
37895184,False,2,St. Andrew's Road,residential,20 mph,False,78.226,"LINESTRING (-4.9338751 51.6921676, -4.9327597 51.6920378)",,
37895183,False,2,St. Mary's Road,residential,20 mph,True,39.069,"LINESTRING (-4.9339958 51.6918243, -4.9338751 51.6921676)",,
37895183,False,2,St. Mary's Road,residential,20 mph,False,110.768,"LINESTRING (-4.9339958 51.6918243, -4.9340749 51.6916157, -4.9335993 51.6915682, -4.933544 51.6917614, -4.9339958 51.6918243)",,
37895183,False,2,St. Mary's Road,residential,20 mph,True,110.768,"LINESTRING (-4.9339958 51.6918243, -4.933544 51.6917614, -4.9335993 51.6915682, -4.9340749 51.6916157, -4.9339958 51.6918243)",,
37935141,False,2,Cromwell Street,residential,20 mph,True,104.668,"LINESTRING (-4.9364873 51.692344, -4.9363219 51.6929316, -4.9362263 51.6932713)",,
37935142,False,2,Trinity Road,residential,20 mph,True,68.233,"LINESTRING (-4.935206 51.6923862, -4.9350225 51.6929892)",,
267099925,False,,Gravel Lane,residential,20 mph,False,15.674,"LINESTRING (-4.9449408 51.694473, -4.9448445 51.6946007)",,
267099925,False,,Gravel Lane,residential,20 mph,True,51.313,"LINESTRING (-4.9449408 51.694473, -4.9449695 51.6943915, -4.9449948 51.694308, -4.9450249 51.6941821, -4.9450585 51.6940176)",,
41601101,False,2,St. Patrick's Road,residential,20 mph,False,58.038,"LINESTRING (-4.9324811 51.6901587, -4.9326646 51.6896493)",,
100805585,False,2,St. Teilo's Road,residential,20 mph,False,72.846,"LINESTRING (-4.9324811 51.6901587, -4.9335065 51.6903172)",,
41601099,False,2,St. Peter's Road,residential,20 mph,True,60.496,"LINESTRING (-4.9335065 51.6903172, -4.9337019 51.6897868)",,
100805585,False,2,St. Teilo's Road,residential,20 mph,True,72.846,"LINESTRING (-4.9335065 51.6903172, -4.9324811 51.6901587)",,
41601099,False,2,St. Peter's Road,residential,20 mph,False,75.109,"LINESTRING (-4.9335065 51.6903172, -4.9333918 51.6906716, -4.9333017 51.6909806)",,
41601099,False,2,St. Peter's Road,residential,20 mph,False,60.496,"LINESTRING (-4.9337019 51.6897868, -4.9335065 51.6903172)",,
41601101,False,2,St. Patrick's Road,residential,20 mph,True,58.038,"LINESTRING (-4.9326646 51.6896493, -4.9324811 51.6901587)",,
42798930,False,2,Laws Street,residential,20 mph,True,196.086,"LINESTRING (-4.9408593 51.6899238, -4.9404 51.6916641)",,
97816881,False,,Gwyther Street,residential,,False,90.053,"LINESTRING (-4.9408593 51.6899238, -4.9418441 51.690021, -4.9421531 51.690014)",,
"[97816881, 42798427]",False,2,Gwyther Street,residential,20 mph,True,281.207,"LINESTRING (-4.9408593 51.6899238, -4.9401893 51.6898577, -4.9396313 51.6898027, -4.9392594 51.6912071, -4.9391719 51.6915376)",,
97816882,False,,Gwyther Street,residential,,False,87.992,"LINESTRING (-4.9421531 51.690014, -4.9434263 51.6899571)",,
51260527,False,2,Church Street,residential,20 mph,True,200.28799999999998,"LINESTRING (-4.9421531 51.690014, -4.941747 51.691523, -4.9416856 51.6917917)",,
97816881,False,,Gwyther Street,residential,,True,90.053,"LINESTRING (-4.9421531 51.690014, -4.9418441 51.690021, -4.9408593 51.6899238)",,
31321761,False,2,Prospect Place,residential,20 mph,False,38.616,"LINESTRING (-4.9434263 51.6899571, -4.9439702 51.6900403)",,
97816882,False,,Gwyther Street,residential,,True,87.992,"LINESTRING (-4.9434263 51.6899571, -4.9421531 51.690014)",,
31321761,False,2,Prospect Place,residential,20 mph,True,276.917,"LINESTRING (-4.9434263 51.6899571, -4.940039 51.689472, -4.9399352 51.6893881, -4.9399107 51.6892934, -4.9399511 51.6891622)",,
102264343,False,,Front Street,residential,20 mph,False,31.241,"LINESTRING (-4.9427551 51.6949507, -4.9425624 51.6948916, -4.942409 51.6947786)",,
354795653,False,,,unclassified,,False,8.357,"LINESTRING (-4.9427551 51.6949507, -4.9427139 51.6950193, -4.9427131 51.6950174)",,
55422662,False,2,Milton Terrace,residential,20 mph,False,158.261,"LINESTRING (-4.9441721 51.6894036, -4.9418847 51.6892814)",,
55422663,False,2,,residential,20 mph,False,72.153,"LINESTRING (-4.9441721 51.6894036, -4.9439702 51.6900403)",,
55422662,False,2,Milton Terrace,residential,20 mph,False,133.946,"LINESTRING (-4.9418847 51.6892814, -4.9399511 51.6891622)",,
55422662,False,2,Milton Terrace,residential,20 mph,True,158.261,"LINESTRING (-4.9418847 51.6892814, -4.9441721 51.6894036)",,
55422662,False,2,Milton Terrace,residential,20 mph,True,133.946,"LINESTRING (-4.9399511 51.6891622, -4.9418847 51.6892814)",,
31321761,False,2,Prospect Place,residential,20 mph,False,276.91700000000003,"LINESTRING (-4.9399511 51.6891622, -4.9399107 51.6892934, -4.9399352 51.6893881, -4.940039 51.689472, -4.9434263 51.6899571)",,
31321761,False,2,Prospect Place,residential,20 mph,False,16.297,"LINESTRING (-4.9439702 51.6900403, -4.9441951 51.6900855)",,
31321761,False,2,Prospect Place,residential,20 mph,True,38.616,"LINESTRING (-4.9439702 51.6900403, -4.9434263 51.6899571)",,
55422663,False,2,,residential,20 mph,True,72.153,"LINESTRING (-4.9439702 51.6900403, -4.9441721 51.6894036)",,
440606791,False,2,Park Street,residential,20 mph,True,178.15800000000002,"LINESTRING (-4.9450667 51.6905011, -4.9448532 51.691708, -4.9448473 51.6917412, -4.9447746 51.692093)",,
462401614,False,,Bush Street,tertiary,20 mph,False,16.781,"LINESTRING (-4.9333017 51.6909806, -4.933061 51.690958)",,
41601099,False,2,St. Peter's Road,residential,20 mph,True,75.109,"LINESTRING (-4.9333017 51.6909806, -4.9333918 51.6906716, -4.9335065 51.6903172)",,
462401614,False,,Bush Street,tertiary,20 mph,True,199.652,"LINESTRING (-4.9333017 51.6909806, -4.9344375 51.6911222, -4.9361556 51.6912844)",,
77628214,False,2,Gloucester Way,residential,20 mph,False,58.607,"LINESTRING (-4.9353035 51.6979133, -4.9348122 51.6974831)",,
77628221,False,2,Glenview Avenue,residential,20 mph,True,104.415,"LINESTRING (-4.9353035 51.6979133, -4.9365297 51.6973618)",,
77628221,False,2,Glenview Avenue,residential,20 mph,False,167.469,"LINESTRING (-4.9353035 51.6979133, -4.934906 51.6981006, -4.9347954 51.6981424, -4.934668 51.6981674, -4.9340578 51.6982152, -4.9339918 51.6981855, -4.9337441 51.6976037)",,
77628214,False,2,Gloucester Way,residential,20 mph,True,58.607,"LINESTRING (-4.9348122 51.6974831, -4.9353035 51.6979133)",,
77628219,False,2,Stockwell Road,unclassified,20 mph,True,353.04200000000003,"LINESTRING (-4.9379843 51.6976504, -4.9391644 51.6986612, -4.9392442 51.6987137, -4.9395078 51.6988873, -4.939691 51.698877, -4.9399798 51.6988607, -4.9406215 51.6985895, -4.9407327 51.6984895, -4.9407536 51.6983329, -4.940599 51.6980393, -4.940639 51.6979628, -4.9408724 51.6978665)",,
77628220,False,2,Arthur Street,residential,20 mph,False,165.677,"LINESTRING (-4.9370401 51.6957884, -4.9363886 51.6972226)",,
