osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,width,access
4678550,2,A826,Crieff Road,primary,30 mph,False,False,260.67,"LINESTRING (-3.8684301 56.6190035, -3.8683814 56.6189048, -3.8682824 56.618719, -3.8680381 56.6182962, -3.8678284 56.6178827, -3.86777 56.6177399, -3.867685 56.6175323, -3.8674082 56.6167304)",,,
22973732,2,A827,Bank Street,primary,20 mph,False,False,61.14,"LINESTRING (-3.8684301 56.6190035, -3.8682435 56.6190373, -3.8679381 56.6190973, -3.8678617 56.6191078, -3.8676182 56.6191256, -3.8674645 56.6191326)",,,
26302217,2,B846,Taybridge Road,secondary,20 mph,False,True,336.273,"LINESTRING (-3.8684301 56.6190035, -3.8685129 56.6190916, -3.8687554 56.6193712, -3.8690129 56.6195695, -3.8701602 56.6201509, -3.8705211 56.6203365, -3.8711722 56.6206602, -3.8722042 56.6211634)",,,
38450577,2,A827,Kenmore Street,primary,20 mph,False,True,249.156,"LINESTRING (-3.8684301 56.6190035, -3.8686053 56.6189737, -3.8689667 56.6188971, -3.8701088 56.6186864, -3.8722813 56.6182756)",,,
22973732,2,A827,Bank Street,primary,20 mph,False,True,61.13999999999999,"LINESTRING (-3.8674645 56.6191326, -3.8676182 56.6191256, -3.8678617 56.6191078, -3.8679381 56.6190973, -3.8682435 56.6190373, -3.8684301 56.6190035)",,,
26302220,,,Mill Street,residential,30 mph,False,True,182.55100000000002,"LINESTRING (-3.8674645 56.6191326, -3.8674905 56.6194915, -3.8674189 56.6196109, -3.8674115 56.6198157, -3.8674316 56.6199648, -3.8673377 56.620227, -3.8672025 56.6205445, -3.8671981 56.6207536)",,,
"[28448256, 228255102, 28448255]",2,A827,Bank Street,primary,20 mph,False,False,102.644,"LINESTRING (-3.8674645 56.6191326, -3.8672585 56.6191296, -3.8670097 56.6191104, -3.8663206 56.6190453, -3.8660465 56.619043, -3.8658 56.6190527)",yes,,
"[26302218, 26302223]",2,A827,"['Bridge End', 'The Square']",primary,20 mph,False,False,67.99900000000001,"LINESTRING (-3.8658 56.6190527, -3.8657427 56.6190558, -3.8654136 56.6191109, -3.8651018 56.619182, -3.8650635 56.6192079, -3.8649613 56.6193699)",,,
"[28448256, 228255102, 28448255]",2,A827,Bank Street,primary,20 mph,False,True,102.64399999999999,"LINESTRING (-3.8658 56.6190527, -3.8660465 56.619043, -3.8663206 56.6190453, -3.8670097 56.6191104, -3.8672585 56.6191296, -3.8674645 56.6191326)",yes,,
985570034,,,Burnside,residential,20 mph,True,False,42.032,"LINESTRING (-3.8658 56.6190527, -3.8659412 56.6192597, -3.8660414 56.6194066)",,,
26302223,2,A827,The Square,primary,20 mph,False,False,23.445,"LINESTRING (-3.8648844 56.6194929, -3.8647552 56.6196914)",,,
26302223,2,A827,The Square,primary,20 mph,False,True,14.464,"LINESTRING (-3.8648844 56.6194929, -3.8649613 56.6193699)",,,
33389336,,,Burnside Lane,residential,20 mph,False,False,75.434,"LINESTRING (-3.8648844 56.6194929, -3.8651885 56.6195521, -3.865237 56.6195615, -3.8652748 56.6195629, -3.8653098 56.6195642, -3.8653795 56.6195518, -3.8656938 56.6194778, -3.8660414 56.6194066)",,,
25190593,,,Moness Terrace,residential,20 mph,False,False,155.805,"LINESTRING (-3.8633011 56.6201825, -3.8628356 56.6197951, -3.862671 56.6196581, -3.8626202 56.6196111, -3.8624504 56.6194543, -3.8623688 56.6194062, -3.8622691 56.6193741, -3.862176 56.6193626, -3.8616909 56.6193396, -3.8616122 56.6193174, -3.8615743 56.6192869)",,,
220262663,2,A827,Dunkeld Street,primary,30 mph,False,False,59.415000000000006,"LINESTRING (-3.8633011 56.6201825, -3.8631022 56.6202497, -3.862901 56.6203176, -3.862477 56.6204652)",,,
