osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,lanes,bridge,tunnel,access
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,32.427,"LINESTRING (-3.9321796 56.1156853, -3.9320926 56.1156609, -3.9320182 56.1156308, -3.9319532 56.1155945, -3.9318992 56.115553, -3.9318576 56.1155073, -3.9318382 56.1154769)",,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,38.504000000000005,"LINESTRING (-3.9318382 56.1154769, -3.9318137 56.1153914, -3.9318303 56.1153054, -3.931887 56.1152248, -3.9319797 56.1151553)",,,,,
4892480,Kerse Road,primary,30 mph,,True,False,48.92,"LINESTRING (-3.9318382 56.1154769, -3.9317267 56.1153261, -3.9315053 56.1150783)",A905,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,17.878,"LINESTRING (-3.9319797 56.1151553, -3.9320924 56.1151052, -3.9322237 56.1150719)",,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,33.025,"LINESTRING (-3.9322237 56.1150719, -3.9323993 56.1150571, -3.9325747 56.1150723, -3.9327339 56.1151162)",,,,,
4617720,Burghmuir Road,primary,30 mph,,True,False,85.967,"LINESTRING (-3.9322237 56.1150719, -3.9324098 56.1149464, -3.932499 56.1148352, -3.9325569 56.1147459, -3.9325762 56.1146507, -3.9325437 56.1145446, -3.9324964 56.1144219, -3.9324765 56.1143583)",A9,2,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,14.958,"LINESTRING (-3.9327339 56.1151162, -3.9328986 56.1152145)",,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,20.933999999999997,"LINESTRING (-3.9329808 56.11541, -3.9329426 56.1155017, -3.9328591 56.1155835)",,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,18.101,"LINESTRING (-3.9328591 56.1155835, -3.9327556 56.1156409, -3.9326299 56.1156823)",,,,,
4828177,Goosecroft Road,secondary,30 mph,,False,False,70.869,"LINESTRING (-3.9328591 56.1155835, -3.9333431 56.1158686, -3.9333823 56.1158895, -3.9336722 56.1160306)",B8052,,,,
4617712,Craigs Roundabout,primary,30 mph,roundabout,True,False,28.575000000000003,"LINESTRING (-3.9326299 56.1156823, -3.9324821 56.1157056, -3.9323284 56.1157066, -3.9321796 56.1156853)",,,,,
4892473,Burghmuir Road,primary,30 mph,,True,False,229.42499999999998,"LINESTRING (-3.9326299 56.1156823, -3.9324982 56.1159717, -3.9324892 56.1162519, -3.9325439 56.1167929, -3.932818 56.1172874, -3.9331544 56.1176688)",A9,2,,,
4892479,Wellgreen,tertiary,30 mph,,True,False,18.773,"LINESTRING (-3.9332257 56.1153107, -3.9329808 56.11541)",,,,,
4631093,Wellgreen Road,tertiary,30 mph,,False,False,60.639,"LINESTRING (-3.9332257 56.1153107, -3.9335759 56.1153866, -3.9338529 56.1154524, -3.9339673 56.1154715, -3.9340709 56.1154811, -3.9341475 56.1154774)",,,,,
4631093,Wellgreen Road,tertiary,30 mph,,False,True,60.639,"LINESTRING (-3.9341475 56.1154774, -3.9340709 56.1154811, -3.9339673 56.1154715, -3.9338529 56.1154524, -3.9335759 56.1153866, -3.9332257 56.1153107)",,,,,
5772348,Wellgreen,tertiary,30 mph,,False,False,68.809,"LINESTRING (-3.9341475 56.1154774, -3.9341124 56.1155744, -3.9337777 56.1158804, -3.9337493 56.1159137, -3.9337225 56.1159509, -3.9336722 56.1160306)",,,,,
241188842,Wellgreen Road,tertiary,30 mph,,False,False,93.49900000000001,"LINESTRING (-3.9341475 56.1154774, -3.9342301 56.1154641, -3.9342942 56.1154413, -3.9343478 56.1154102, -3.9345679 56.1152379, -3.934863 56.1150366, -3.9352315 56.1149207)",,,,,
4892477,Wellgreen,tertiary,30 mph,,True,False,14.551,"LINESTRING (-3.9352315 56.1149207, -3.9353643 56.1148128)",,,,,
241188842,Wellgreen Road,tertiary,30 mph,,False,True,93.499,"LINESTRING (-3.9352315 56.1149207, -3.934863 56.1150366, -3.9345679 56.1152379, -3.9343478 56.1154102, -3.9342942 56.1154413, -3.9342301 56.1154641, -3.9341475 56.1154774)",,,,,
241188836,Wellgreen,tertiary,30 mph,roundabout,True,False,18.25,"LINESTRING (-3.9353643 56.1148128, -3.9353865 56.114777, -3.9354553 56.114737, -3.9355186 56.114723, -3.9355775 56.1147218)",,,,,
4892478,Wellgreen,tertiary,30 mph,,True,False,13.004,"LINESTRING (-3.9354412 56.114918, -3.9352315 56.1149207)",,,,,
241188844,Wellgreen,tertiary,30 mph,roundabout,True,False,13.21,"LINESTRING (-3.9354412 56.114918, -3.9353944 56.1148905, -3.9353672 56.1148557, -3.9353643 56.1148128)",,,,,
4631094,Wellgreen,tertiary,30 mph,roundabout,True,False,19.858,"LINESTRING (-3.9357237 56.1148884, -3.935678 56.1149165, -3.9355996 56.1149369, -3.9355236 56.1149378, -3.9354412 56.114918)",,,,,
4892487,Wellgreen,tertiary,30 mph,,True,False,22.757,"LINESTRING (-3.9357334 56.1147815, -3.9360592 56.1148758)",,,,,
241188846,Wellgreen,tertiary,30 mph,roundabout,True,False,12.381000000000002,"LINESTRING (-3.9357334 56.1147815, -3.9357527 56.1148179, -3.9357485 56.1148558, -3.9357237 56.1148884)",,,,,
42856576,Wellgreen Place,unclassified,,,False,False,47.781,"LINESTRING (-3.9355775 56.1147218, -3.9355633 56.1145814, -3.9356942 56.1143193, -3.9357089 56.1143044)",,,,,
241188836,Wellgreen,tertiary,30 mph,roundabout,True,False,12.122,"LINESTRING (-3.9355775 56.1147218, -3.9356665 56.1147391, -3.9357334 56.1147815)",,,,,
4892486,Wellgreen,tertiary,30 mph,,True,False,20.846,"LINESTRING (-3.9360592 56.1148758, -3.9357237 56.1148884)",,,,,
4631095,Wellgreen Road,tertiary,30 mph,,False,True,108.133,"LINESTRING (-3.9360592 56.1148758, -3.9365351 56.1150418, -3.9365415 56.115044, -3.9376767 56.1152138)",,,,,
4631143,St Ninians Road,tertiary,,,False,False,69.774,"LINESTRING (-3.9376767 56.1152138, -3.9379862 56.1146105)",,,,,
5772347,St Ninians Road,tertiary,30 mph,,False,True,44.485,"LINESTRING (-3.9376767 56.1152138, -3.9374635 56.1155958)",,,,,
4631095,Wellgreen Road,tertiary,30 mph,,False,False,108.13299999999998,"LINESTRING (-3.9376767 56.1152138, -3.9365415 56.115044, -3.9365351 56.1150418, -3.9360592 56.1148758)",,,,,
241189208,,unclassified,30 mph,,False,False,9.237,"LINESTRING (-3.9330149 56.117698, -3.9331544 56.1176688)",,2,,,
187861589,Burghmuir Road,primary,30 mph,,True,False,233.137,"LINESTRING (-3.9330149 56.117698, -3.9326834 56.1173379, -3.9324114 56.1168139, -3.9323127 56.1162488, -3.9323451 56.115971, -3.9321796 56.1156853)",A9,2,,,
"[96581224, 62941665, 96581217, 4661623]",Kerse Road,primary,30 mph,,False,False,213.71099999999998,"LINESTRING (-3.9315053 56.1150783, -3.9311528 56.1147244, -3.9310264 56.1146189, -3.9309332 56.1145622, -3.930812 56.1145057, -3.9306499 56.1144527, -3.9302362 56.1143381, -3.9301284 56.1143082, -3.9296547 56.1141736, -3.9295646 56.1141507, -3.9288329 56.113975)",A905,,yes,,
4892481,Kerse Road,primary,30 mph,,True,False,31.579,"LINESTRING (-3.9315053 56.1150783, -3.9316576 56.115128, -3.9317582 56.1151498, -3.9318519 56.1151627, -3.9319797 56.1151553)",A905,3,,,
4661622,Springbank Roundabout,primary,30 mph,roundabout,True,False,46.981,"LINESTRING (-3.9283546 56.1138646, -3.9284384 56.1138259, -3.9285328 56.1138108, -3.9286269 56.1138072, -3.9287164 56.1138134, -3.9288029 56.1138361, -3.9288418 56.1138621, -3.9288604 56.1138993, -3.9288589 56.1139377, -3.9288329 56.113975)",A905,,,,
4661622,Springbank Roundabout,primary,30 mph,roundabout,True,False,24.977,"LINESTRING (-3.9288329 56.113975, -3.9287694 56.1140076, -3.9286885 56.1140273, -3.9286138 56.1140342, -3.9285373 56.1140307, -3.9284643 56.1140193)",A905,,,,
"[96581224, 96581217, 62941665, 4661623]",Kerse Road,primary,30 mph,,False,True,213.711,"LINESTRING (-3.9288329 56.113975, -3.9295646 56.1141507, -3.9296547 56.1141736, -3.9301284 56.1143082, -3.9302362 56.1143381, -3.9306499 56.1144527, -3.930812 56.1145057, -3.9309332 56.1145622, -3.9310264 56.1146189, -3.9311528 56.1147244, -3.9315053 56.1150783)",A905,,yes,,
8116511,Goosecroft Road,secondary,30 mph,,False,False,173.344,"LINESTRING (-3.9357709 56.1195031, -3.93586 56.1196104, -3.9359122 56.119681, -3.9359576 56.1197423, -3.9359833 56.1197723, -3.9362594 56.1200333, -3.9366802 56.1204191, -3.9370134 56.1208033, -3.9370803 56.120878)",B8052,,,,
"[668289248, 166390189, 241189205, 241189206, 668289247]",Goosecroft Road,secondary,30 mph,,False,True,242.55599999999998,"LINESTRING (-3.9357709 56.1195031, -3.9357156 56.1194437, -3.9356773 56.1194026, -3.9355976 56.1193171, -3.9354569 56.1191926, -3.9350119 56.1186518, -3.934904 56.1185181, -3.9347787 56.1183627, -3.9344214 56.1179271, -3.9343958 56.1177355, -3.9343918 56.1177053, -3.9343828 56.1174941)",B8052,,,building_passage,
