osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
42631970,True,3,A449,Wolverhampton Road,trunk,30 mph,False,58.971000000000004,"LINESTRING (-2.1135693 52.8021932, -2.1135874 52.802341, -2.1136397 52.8024791, -2.1137002 52.8025835, -2.113796 52.8026997)",,,
645428487,True,3,,Queensway Island,trunk,30 mph,False,6.528,"LINESTRING (-2.113849 52.8035136, -2.1138012 52.8035647)",circular,,
"[4275235, 261870285, 717639982, 717639983, 261870289]",True,2,A34,Queensway,trunk,30 mph,False,196.596,"LINESTRING (-2.1126192 52.8039975, -2.1124521 52.8039996, -2.1123163 52.8040369, -2.1122198 52.8040753, -2.1121769 52.8040924, -2.112092 52.8041739, -2.1119941 52.8043387, -2.111678 52.8048707, -2.1116626 52.8048966, -2.1116202 52.804968, -2.1115684 52.8050551, -2.1113992 52.80534, -2.1113206 52.8054723)",,yes,
289197491,True,3,,Queensway Island,trunk,30 mph,False,44.897,"LINESTRING (-2.1126192 52.8039975, -2.1124751 52.8039356, -2.1123604 52.8038663, -2.1122669 52.8037777, -2.1122082 52.8036909)",circular,,
289197488,True,3,,Queensway Island,trunk,30 mph,False,31.930999999999997,"LINESTRING (-2.1122082 52.8036909, -2.1121963 52.8036156, -2.1122148 52.8035497, -2.1122861 52.8034116)",circular,,
4918218,True,,A34,Lichfield Road,trunk,30 mph,False,49.753,"LINESTRING (-2.1125259 52.8031261, -2.1124616 52.8028743, -2.1122719 52.8027195)",,,
289197490,True,3,,Queensway Island,trunk,30 mph,False,57.692,"LINESTRING (-2.1125259 52.8031261, -2.1128709 52.802795, -2.1129833 52.8026871)",circular,,
590929245,True,3,,Queensway Island,trunk,30 mph,False,14.078,"LINESTRING (-2.1129833 52.8026871, -2.113041 52.802649, -2.1131326 52.8025985)",circular,,
74371819,True,2,,Lichfield Road,trunk,30 mph,False,48.762,"LINESTRING (-2.1122719 52.8027195, -2.1124667 52.8027454, -2.1126389 52.8027318, -2.1129833 52.8026871)",,,
80297239,False,2,A34,Lichfield Road,trunk,30 mph,False,145.714,"LINESTRING (-2.1122719 52.8027195, -2.1122103 52.8026923, -2.1120069 52.8026036, -2.1116748 52.8024589, -2.1105138 52.801953)",,,
289197492,True,2,A34,Queensway,trunk,30 mph,False,38.872,"LINESTRING (-2.1110808 52.8059776, -2.111108 52.8063268)",,,
984386965,False,2,,South Walls,tertiary,,False,26.301000000000002,"LINESTRING (-2.1110808 52.8059776, -2.1112081 52.8059566, -2.1114559 52.8059104)",,,
"[1264799040, 4275229]",True,3,,Queensway,trunk,30 mph,False,53.010000000000005,"LINESTRING (-2.1111142 52.8063976, -2.1111414 52.8064905, -2.1111362 52.8065786, -2.1110887 52.8066566, -2.1109999 52.8067241, -2.1109403 52.8067612, -2.1108365 52.8067988)",circular,yes,
"[4275234, 661852770, 126820783, 661852790, 1264799037]",True,"['2', '4']",A34,Queensway,trunk,"['40 mph', '30 mph']",False,507.26199999999994,"LINESTRING (-2.1104588 52.8069355, -2.1102537 52.8070257, -2.1101441 52.8070862, -2.1100742 52.8071547, -2.1100203 52.8072279, -2.1100075 52.8072997, -2.1100167 52.8074295, -2.1100442 52.8075297, -2.1101052 52.8076933, -2.110197 52.8078841, -2.1103479 52.8080883, -2.1105378 52.8082879, -2.1108713 52.8085416, -2.1111646 52.8087118, -2.1114068 52.8088293, -2.1117318 52.8089663, -2.1120298 52.8090668, -2.1122845 52.8091433, -2.1126435 52.8092368, -2.1130072 52.8093229, -2.1132961 52.8093809, -2.1136004 52.8094314, -2.1138149 52.8094627, -2.1139287 52.8094749, -2.1143103 52.8094981, -2.1145973 52.8095112, -2.1149326 52.8095033)",,yes,
289196986,True,3,,Queensway,trunk,30 mph,False,57.995,"LINESTRING (-2.1104588 52.8069355, -2.1103046 52.8069643, -2.1101952 52.8069726, -2.1100944 52.8069732, -2.1099883 52.8069625, -2.1099066 52.806943, -2.1096779 52.8068304)",circular,yes,
"[289192714, 1264800023]",True,3,,Queensway,trunk,30 mph,False,50.93300000000001,"LINESTRING (-2.1095324 52.8066692, -2.1095442 52.8065663, -2.1095521 52.8065174, -2.1095744 52.8064714, -2.1096012 52.8064307, -2.1096386 52.8063939, -2.1096874 52.8063525, -2.1098104 52.8062583)",circular,yes,
1002587000,True,3,,Queensway,trunk,30 mph,False,7.371,"LINESTRING (-2.1105334 52.8060866, -2.1106385 52.8060677)",circular,,
"[261870286, 261870288, 717639985, 717639986, 1002587001, 4275231]",True,3,A34,Queensway,trunk,30 mph,False,291.406,"LINESTRING (-2.1105334 52.8060866, -2.1106877 52.8060064, -2.1107444 52.8059677, -2.1108272 52.8058921, -2.1108691 52.8058231, -2.1108965 52.8057715, -2.1113299 52.8050754, -2.1114215 52.8049275, -2.1114779 52.8048459, -2.1115662 52.8047125, -2.1117622 52.8044167, -2.1118411 52.8043103, -2.1120303 52.8040277, -2.1120448 52.8040066, -2.1121327 52.8038342, -2.1122082 52.8036909)",,yes,
4785316,False,4,,Bull Hill,trunk,30 mph,False,18.255,"LINESTRING (-2.1186837 52.8091556, -2.1188286 52.8091216, -2.1189447 52.8091192)",circular,,
289192719,False,3,,Gaol Square,trunk,30 mph,True,66.578,"LINESTRING (-2.1186837 52.8091556, -2.1186288 52.8092133, -2.1185736 52.809287, -2.1184804 52.8094563, -2.1183858 52.8097231)",circular,,
"[152108021, 217786901, 13086618, 80353788, 1005233085, 80353790]",True,,,"['Market Square', 'Gaolgate Street', 'Greengate Street']",living_street,20 mph,False,397.65999999999997,"LINESTRING (-2.1186837 52.8091556, -2.1186508 52.8089623, -2.1186359 52.8089389, -2.1185878 52.8088682, -2.118533 52.8088388, -2.1184518 52.8087229, -2.1180424 52.8081524, -2.1179067 52.8078889, -2.1177458 52.8075832, -2.117684 52.8074924, -2.1176179 52.8074035, -2.1175598 52.807313, -2.1175174 52.80725, -2.1174081 52.8070021, -2.1174027 52.8069914, -2.1173699 52.8069125, -2.1171519 52.8065456, -2.1170591 52.8064003, -2.1166871 52.8058052)",,,
4785316,False,4,,Bull Hill,trunk,30 mph,True,18.255,"LINESTRING (-2.1189447 52.8091192, -2.1188286 52.8091216, -2.1186837 52.8091556)",circular,,
"[80542712, 80542713, 46431012]",True,2,A5187,Chell Road,"['tertiary', 'trunk']",30 mph,False,338.91,"LINESTRING (-2.1189447 52.8091192, -2.1193278 52.8091054, -2.119453 52.8090793, -2.1195774 52.8090686, -2.1198158 52.8090223, -2.1200804 52.8088852, -2.1204375 52.8086627, -2.1209042 52.8082563, -2.1210104 52.8081481, -2.1215469 52.8077344, -2.121673 52.8076296, -2.1217361 52.807538, -2.1218285 52.8074215, -2.1218715 52.8073452, -2.1219192 52.8072616, -2.1219435 52.8071419, -2.1219403 52.8069479)",,,
"[131505738, 231462027]",False,"['2', '4']",,"['Bull Hill', 'Chell Road']",trunk,30 mph,False,68.4,"LINESTRING (-2.1189447 52.8091192, -2.1191345 52.8091516, -2.1192816 52.8091843, -2.1193672 52.8092079, -2.1194635 52.809271, -2.1195123 52.8093366, -2.1195745 52.8095193)",circular,,
4785299,True,2,A34,Chell Road,trunk,30 mph,False,35.272000000000006,"LINESTRING (-2.1195745 52.8095193, -2.1197075 52.8096924, -2.1197677 52.8098134)",,,
"[131505738, 231462027]",False,"['2', '4']",,"['Bull Hill', 'Chell Road']",trunk,30 mph,True,68.39999999999999,"LINESTRING (-2.1195745 52.8095193, -2.1195123 52.8093366, -2.1194635 52.809271, -2.1193672 52.8092079, -2.1192816 52.8091843, -2.1191345 52.8091516, -2.1189447 52.8091192)",circular,,
131505752,False,3,,Snow Hill,trunk,30 mph,False,58.187999999999995,"LINESTRING (-2.1195745 52.8095193, -2.1195713 52.8097453, -2.1195507 52.8098237, -2.119513 52.809885, -2.1194693 52.8099353, -2.1193469 52.809996)",circular,,
131505752,False,3,,Snow Hill,trunk,30 mph,True,58.187999999999995,"LINESTRING (-2.1193469 52.809996, -2.1194693 52.8099353, -2.119513 52.809885, -2.1195507 52.8098237, -2.1195713 52.8097453, -2.1195745 52.8095193)",circular,,
231462020,False,4,,Snow Hill,trunk,30 mph,False,24.329,"LINESTRING (-2.1193469 52.809996, -2.1191786 52.8100394, -2.1190104 52.8100764)",circular,,
43246412,True,1,B5066,Gaol Road,secondary,30 mph,False,54.435,"LINESTRING (-2.1190104 52.8100764, -2.118571 52.8101956, -2.1184344 52.8102275, -2.1183708 52.8102546, -2.1183102 52.8103057)",,,
231462020,False,4,,Snow Hill,trunk,30 mph,True,24.329,"LINESTRING (-2.1190104 52.8100764, -2.1191786 52.8100394, -2.1193469 52.809996)",circular,,
289191611,False,3,,Snow Hill,trunk,30 mph,False,16.357,"LINESTRING (-2.1190104 52.8100764, -2.1188053 52.8100866, -2.1187679 52.8100845)",circular,,
