osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,tunnel
"[200660458, 149946639]",A438,High Street,primary,30 mph,False,True,147.173,"LINESTRING (-2.4223519 52.0358314, -2.4224192 52.0360279, -2.4224314 52.0360657, -2.4224835 52.036216, -2.4225328 52.036323, -2.4225439 52.0363471, -2.4226082 52.0364931, -2.4226686 52.036626, -2.4226753 52.036645, -2.4228322 52.0369213, -2.4229583 52.0370979)",,,
230604756,A449,The Southend,trunk,30 mph,False,True,243.54700000000003,"LINESTRING (-2.4223519 52.0358314, -2.4222965 52.03566, -2.4222317 52.0354264, -2.4221929 52.0351343, -2.4221211 52.0346881, -2.422075 52.0344094, -2.4220745 52.0341291, -2.422071 52.0340209, -2.422041 52.0338787, -2.4219657 52.0336585)",,,
222694663,,Mabel's Furlong,residential,,False,True,32.007999999999996,"LINESTRING (-2.4216062 52.032887, -2.4217653 52.0328525, -2.4218148 52.0328311, -2.4218658 52.0328091, -2.421957 52.0327162)",,,
230604756,A449,The Southend,trunk,30 mph,False,False,89.286,"LINESTRING (-2.4216062 52.032887, -2.4217634 52.0331991, -2.4218709 52.0334125, -2.4219657 52.0336585)",,,
426656980,B4216,New Street,secondary,30 mph,False,False,3.069,"LINESTRING (-2.4304181 52.0326573, -2.4303819 52.0326736)",,,
60702737,,Little Marcle Road,tertiary,30 mph,False,True,48.438,"LINESTRING (-2.4304181 52.0326573, -2.4305828 52.032704, -2.4307943 52.0327067, -2.431106 52.032678)",,,
"[426656980, 10593100]",B4216,New Street,secondary,30 mph,False,True,100.077,"LINESTRING (-2.4304181 52.0326573, -2.430865 52.0323898, -2.4309799 52.0323185, -2.4311506 52.0322126, -2.4313558 52.0320747, -2.4314455 52.0320169)",,,
62115361,,Elmsdale Road,residential,,False,True,96.706,"LINESTRING (-2.4283468 52.0334686, -2.427519 52.0327636)",,,
426656980,B4216,New Street,secondary,30 mph,False,False,121.838,"LINESTRING (-2.4283468 52.0334686, -2.4280543 52.0336139, -2.4278465 52.0337439, -2.4274395 52.0339953, -2.4273099 52.0340725, -2.4270572 52.0342229)",,,
426656980,B4216,New Street,secondary,30 mph,False,True,90.45500000000001,"LINESTRING (-2.4283468 52.0334686, -2.4288647 52.0332605, -2.4294655 52.0330351)",,,
10593100,B4216,New Street,secondary,30 mph,False,False,66.718,"LINESTRING (-2.4322131 52.0316504, -2.431722 52.0318529, -2.4314455 52.0320169)",,,
62116212,,Elgar Close,residential,,False,True,57.734,"LINESTRING (-2.4322131 52.0316504, -2.4326259 52.0320193, -2.4327037 52.0320722)",,,
"[426656980, 10593100]",B4216,New Street,secondary,30 mph,False,False,100.077,"LINESTRING (-2.4314455 52.0320169, -2.4313558 52.0320747, -2.4311506 52.0322126, -2.4309799 52.0323185, -2.430865 52.0323898, -2.4304181 52.0326573)",,,
10593100,B4216,New Street,secondary,30 mph,False,True,66.718,"LINESTRING (-2.4314455 52.0320169, -2.431722 52.0318529, -2.4322131 52.0316504)",,,
62115405,,Fairfields Road,residential,,False,True,30.645000000000003,"LINESTRING (-2.4294655 52.0330351, -2.4293116 52.0328926, -2.429195 52.0328166)",,,
426656980,B4216,New Street,secondary,30 mph,False,False,90.45500000000001,"LINESTRING (-2.4294655 52.0330351, -2.4288647 52.0332605, -2.4283468 52.0334686)",,,
426656980,B4216,New Street,secondary,30 mph,False,True,74.50200000000001,"LINESTRING (-2.4294655 52.0330351, -2.4300926 52.0327986, -2.4302119 52.0327468, -2.4303819 52.0326736)",,,
23036805,A438,The Homend,primary,30 mph,False,False,108.023,"LINESTRING (-2.4236772 52.0381164, -2.4232721 52.0375485, -2.4230464 52.0372258)",,,
23036805,A438,The Homend,primary,30 mph,False,True,204.86900000000003,"LINESTRING (-2.4236772 52.0381164, -2.4239499 52.0384767, -2.4239715 52.0385088, -2.4242212 52.0388451, -2.4243167 52.0389777, -2.4244228 52.0391371, -2.4244462 52.0391723, -2.4245372 52.0393486, -2.424615 52.0395512, -2.4246284 52.0396539, -2.4246405 52.0398428)",,,
48923675,,Bank Crescent,residential,30 mph,False,True,155.17000000000002,"LINESTRING (-2.4236772 52.0381164, -2.4236171 52.0381341, -2.4231323 52.038277, -2.4231061 52.0382847, -2.4229615 52.0383386, -2.4228509 52.038398, -2.4226978 52.0384865, -2.4224976 52.0386219, -2.4223888 52.0387259, -2.4223068 52.0388509, -2.4222451 52.0389911, -2.4222174 52.0390852)",,,
23036815,A438,High Street,primary,30 mph,False,False,15.446,"LINESTRING (-2.4230464 52.0372258, -2.4229583 52.0370979)",,,
