osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction,lanes
170290268,True,A671;A682,Centenary Way,primary,30 mph,False,10.312,"LINESTRING (-2.2398901 53.7873765, -2.2397999 53.7874524)",,,
170290273,True,,Red Lion Street,unclassified,30 mph,False,28.737,"LINESTRING (-2.2398901 53.7873765, -2.239983 53.7874132, -2.240092 53.7874562, -2.2402538 53.7875201)",,,
33652315,False,,Finsley Gate,tertiary,30 mph,True,32.972,"LINESTRING (-2.2450101 53.7866251, -2.2452674 53.7868797)",,,
4516336,True,,,tertiary,30 mph,False,46.188,"LINESTRING (-2.2450101 53.7866251, -2.2453393 53.7867074, -2.2456631 53.786636)",,,
33652315,False,,Finsley Gate,tertiary,30 mph,False,32.972,"LINESTRING (-2.2452674 53.7868797, -2.2450101 53.7866251)",,,
38937287,False,B6240,Manchester Road,secondary,30 mph,True,37.551,"LINESTRING (-2.2452674 53.7868797, -2.2456631 53.786636)",,,
142479237,False,,Manchester Road,unclassified,30 mph,False,27.502,"LINESTRING (-2.2452674 53.7868797, -2.2450088 53.7870742)",,,
24850143,False,B6240,Hammerton Street,secondary,30 mph,False,28.102999999999998,"LINESTRING (-2.2452674 53.7868797, -2.2453848 53.7869608, -2.2455454 53.7870718)",,,
4420595,True,A671,Yorkshire Street,primary,30 mph,False,66.80199999999999,"LINESTRING (-2.2373212 53.7891941, -2.237664 53.7891767, -2.2377996 53.7891759, -2.2380266 53.7891485, -2.2381512 53.789105, -2.2382142 53.7890741, -2.2382781 53.7890467)",,,
38937287,False,B6240,Manchester Road,secondary,30 mph,False,37.551,"LINESTRING (-2.2456631 53.786636, -2.2452674 53.7868797)",,,
38937287,False,B6240,Manchester Road,secondary,30 mph,True,22.424,"LINESTRING (-2.2456631 53.786636, -2.245709 53.7866018, -2.2457482 53.7865725, -2.245875 53.7864779)",,,
15526279,False,,Hargreaves Street,unclassified,,False,49.189,"LINESTRING (-2.2435382 53.7881549, -2.2441333 53.7884234)",,,
102206767,True,,Manchester Road,unclassified,,False,49.898,"LINESTRING (-2.2435382 53.7881549, -2.2430921 53.7885181)",,,
142479237,False,,Manchester Road,unclassified,30 mph,True,50.571,"LINESTRING (-2.2435382 53.7881549, -2.2440269 53.7878035)",,,
15526279,False,,Hargreaves Street,unclassified,,False,27.975,"LINESTRING (-2.2445355 53.7886086, -2.2448811 53.7887556)",,,
15526279,False,,Hargreaves Street,unclassified,,True,33.498,"LINESTRING (-2.2445355 53.7886086, -2.2441333 53.7884234)",,,
102206718,False,,St James's Row,unclassified,,True,38.28,"LINESTRING (-2.2445355 53.7886086, -2.2441888 53.7888853)",,,
15526279,False,,Hargreaves Street,unclassified,,True,37.425,"LINESTRING (-2.2455707 53.789049, -2.2451126 53.7888489)",,,
"[15526282, 664721382, 664721383]",True,,Hammerton Street,unclassified,20 mph,False,98.525,"LINESTRING (-2.2455707 53.789049, -2.2457978 53.7888379, -2.2458114 53.7888253, -2.2458737 53.7887674, -2.2459955 53.7886683, -2.246423 53.7883204)",yes,,
170168411,False,,,unclassified,,True,49.105,"LINESTRING (-2.2455707 53.789049, -2.2453505 53.7893263, -2.2452532 53.7894488)",,,
142602250,True,,Parker Lane,unclassified,,False,65.657,"LINESTRING (-2.2416081 53.7880772, -2.2421488 53.7875806)",,,
246354732,False,,Red Lion Street,unclassified,,True,49.229,"LINESTRING (-2.2416081 53.7880772, -2.2409839 53.7878322)",,,
652290633,True,A679,Active Way,primary,30 mph,False,157.029,"LINESTRING (-2.2420521 53.7927165, -2.2416686 53.7929265, -2.2414197 53.7932054, -2.2412413 53.793559, -2.2411103 53.7938094, -2.241091 53.7938462, -2.2410332 53.7939596)",,,
652290627,True,A679,Active Way,primary,30 mph,False,11.053,"LINESTRING (-2.2425775 53.7925313, -2.2424233 53.7925711)",,,
652290625,True,,Bank Top,residential,30 mph,False,46.538,"LINESTRING (-2.2425775 53.7925313, -2.2426639 53.792665, -2.2428302 53.7929223)",,,
28345142,True,,Bank Top,residential,30 mph,False,5.92,"LINESTRING (-2.2425224 53.792403, -2.2425446 53.7924546)",,,
652290637,True,A679,Active Way,primary,30 mph,False,290.75299999999993,"LINESTRING (-2.2425224 53.792403, -2.2427765 53.7923691, -2.2437127 53.7923054, -2.2437686 53.7923001, -2.2452106 53.792143, -2.2466328 53.791998, -2.2466979 53.7919805, -2.2467751 53.7919522, -2.2468397 53.791911)",,,
