osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,access
546866994,2,Church Cliff Drive,unclassified,False,True,147.644,"LINESTRING (-0.2900284 54.2139739, -0.2902041 54.213962, -0.2906303 54.2139636, -0.2913097 54.213987, -0.2920365 54.2140125, -0.2921169 54.2140153, -0.2921855 54.2140177, -0.2922951 54.2140164)",,,,
938406729,3,Ravine Road,unclassified,False,False,61.016000000000005,"LINESTRING (-0.2900284 54.2139739, -0.2896701 54.2137348, -0.2894086 54.2135619)",,,,
5067793,,The Crescent,residential,False,True,61.214,"LINESTRING (-0.2865186 54.2069715, -0.2865143 54.206421)",,,,
5067802,,Brooklands,residential,True,False,54.38,"LINESTRING (-0.2865186 54.2069715, -0.2873538 54.2069953)",,,,
5067793,,The Crescent,residential,False,False,58.939,"LINESTRING (-0.2865186 54.2069715, -0.286479 54.2072421, -0.2864233 54.2074985)",,,,
"[5067793, 5067794]",,"['Belle Vue Street', 'The Crescent']",residential,False,False,115.41,"LINESTRING (-0.2864233 54.2074985, -0.2863607 54.2076583, -0.2862794 54.2078166, -0.2861915 54.2079798, -0.2861804 54.2080028, -0.2861869 54.2080245, -0.2862054 54.2080429, -0.2862358 54.2080545, -0.2865272 54.2081282, -0.286944 54.208228)",,,,
5067793,,The Crescent,residential,False,True,58.939,"LINESTRING (-0.2864233 54.2074985, -0.286479 54.2072421, -0.2865186 54.2069715)",,,,
5067794,,Belle Vue Street,residential,False,True,121.241,"LINESTRING (-0.2891597 54.2087446, -0.2887412 54.208647, -0.2884242 54.2085731, -0.2874279 54.2083408)",,,,
5067806,,West Avenue,residential,False,True,82.932,"LINESTRING (-0.2891597 54.2087446, -0.2892061 54.2085549, -0.2892749 54.2082735, -0.2893439 54.2080066)",,,,
23445901,,Belle Vue Crescent,residential,True,False,166.44199999999998,"LINESTRING (-0.2891597 54.2087446, -0.2895423 54.2088575, -0.2896207 54.2088902, -0.289822 54.2089933, -0.2899631 54.209087, -0.2901178 54.2092109, -0.2902199 54.2093324, -0.2902753 54.2094505, -0.2902977 54.2095921, -0.2903072 54.2097551, -0.2902787 54.2098908, -0.2902675 54.2099457)",,,,
23445897,2,Station Avenue,unclassified,True,False,48.633,"LINESTRING (-0.2902675 54.2099457, -0.2895632 54.2097986)",,,,
182034615,,Station Avenue,unclassified,False,False,4.257,"LINESTRING (-0.2902675 54.2099457, -0.2903295 54.209958)",,,,
6064839,,Station Avenue,primary,True,False,24.389,"LINESTRING (-0.2919766 54.2103115, -0.2923358 54.2103746)",A1039,30 mph,,
1086236388,,,primary,True,False,13.623000000000001,"LINESTRING (-0.2919766 54.2103115, -0.2919767 54.2103495, -0.2919616 54.2103797, -0.291908 54.2104225)",A1039,30 mph,roundabout,
5067794,,Belle Vue Street,residential,False,False,33.876,"LINESTRING (-0.286944 54.208228, -0.2874279 54.2083408)",,,,
"[5067793, 5067794]",,"['The Crescent', 'Belle Vue Street']",residential,False,True,115.41,"LINESTRING (-0.286944 54.208228, -0.2865272 54.2081282, -0.2862358 54.2080545, -0.2862054 54.2080429, -0.2861869 54.2080245, -0.2861804 54.2080028, -0.2861915 54.2079798, -0.2862794 54.2078166, -0.2863607 54.2076583, -0.2864233 54.2074985)",,,,
182034334,,South Crescent Road,residential,True,False,69.80000000000001,"LINESTRING (-0.286944 54.208228, -0.2871014 54.2079042, -0.2872307 54.2076231)",,,,
5067800,,Rutland Street,residential,True,False,143.896,"LINESTRING (-0.2893439 54.2080066, -0.2889186 54.2079336, -0.2888565 54.2079215, -0.2872307 54.2076231)",,,,
5067806,,West Avenue,residential,False,False,82.932,"LINESTRING (-0.2893439 54.2080066, -0.2892749 54.2082735, -0.2892061 54.2085549, -0.2891597 54.2087446)",,,,
5067806,,West Avenue,residential,False,True,69.215,"LINESTRING (-0.2893439 54.2080066, -0.2893723 54.207874, -0.2894482 54.2075196, -0.2894828 54.2073895)",,,,
5067806,,West Avenue,residential,False,True,44.171,"LINESTRING (-0.2894828 54.2073895, -0.2895874 54.206997)",,,,
5067806,,West Avenue,residential,False,False,69.215,"LINESTRING (-0.2894828 54.2073895, -0.2894482 54.2075196, -0.2893723 54.207874, -0.2893439 54.2080066)",,,,
5067803,,Southdene,residential,False,False,145.391,"LINESTRING (-0.2898282 54.2060937, -0.2892359 54.2060658, -0.2876 54.2059875)",,,,
5067806,,West Avenue,residential,False,False,101.656,"LINESTRING (-0.2898282 54.2060937, -0.2898076 54.2061709, -0.2897388 54.2064291, -0.2895874 54.206997)",,,,
67760460,,Clarence Avenue,residential,False,False,72.642,"LINESTRING (-0.2898282 54.2060937, -0.2908974 54.2061811, -0.2909344 54.2061842)",,,,
787094483,,Rutland Street,residential,True,False,54.304,"LINESTRING (-0.2872307 54.2076231, -0.2864233 54.2074985)",,,,
787094482,,South Crescent Road,residential,True,False,70.368,"LINESTRING (-0.2872307 54.2076231, -0.287324 54.2072967, -0.2873538 54.2069953)",,,,
787094484,,Brooklands,residential,True,False,95.143,"LINESTRING (-0.2873538 54.2069953, -0.2887488 54.2072531)",,,,
787094485,,South Crescent Road,residential,True,False,72.396,"LINESTRING (-0.2873538 54.2069953, -0.2873862 54.2063445)",,,,
123096328,,South Crescent Road,residential,True,False,57.663,"LINESTRING (-0.2873862 54.2063445, -0.2872406 54.2063784, -0.2865143 54.206421)",,,,
5067803,,Southdene,residential,False,True,145.391,"LINESTRING (-0.2876 54.2059875, -0.2892359 54.2060658, -0.2898282 54.2060937)",,,,
5067805,,South Crescent Road,residential,False,False,65.696,"LINESTRING (-0.2876 54.2059875, -0.2875969 54.2054956, -0.2875935 54.2053967)",,,,
442138536,,South Crescent Road,residential,True,False,42.981,"LINESTRING (-0.2876 54.2059875, -0.2875493 54.2061786, -0.2875047 54.2062379, -0.287468 54.2062868, -0.2873862 54.2063445)",,,,
5067793,,The Crescent,residential,False,False,51.329,"LINESTRING (-0.2865314 54.2059595, -0.2865143 54.206421)",,,,
5067793,,The Crescent,residential,False,True,59.612,"LINESTRING (-0.2865314 54.2059595, -0.2865313 54.2054234)",,,,
442138537,,Southdene,residential,True,False,69.566,"LINESTRING (-0.2865314 54.2059595, -0.2876 54.2059875)",,,,
5067793,,The Crescent,residential,False,False,59.612,"LINESTRING (-0.2865313 54.2054234, -0.2865314 54.2059595)",,,,
5067804,,Melville Terrace,residential,False,True,69.145,"LINESTRING (-0.2865313 54.2054234, -0.2875935 54.2053967)",,,,
5067804,,Melville Terrace,residential,False,False,69.145,"LINESTRING (-0.2875935 54.2053967, -0.2865313 54.2054234)",,,,
5067805,,South Crescent Road,residential,False,True,65.696,"LINESTRING (-0.2875935 54.2053967, -0.2875969 54.2054956, -0.2876 54.2059875)",,,,
182054741,,Scarborough Road,primary,False,False,99.70899999999999,"LINESTRING (-0.2949905 54.2136857, -0.2940807 54.2136707, -0.2937221 54.2137114, -0.2934746 54.213754)",A1039,30 mph,,
182054741,,Scarborough Road,primary,False,True,69.391,"LINESTRING (-0.2949905 54.2136857, -0.2954449 54.2136857, -0.2957372 54.2136857, -0.2959947 54.2136907, -0.2960567 54.2136967)",A1039,30 mph,,
196367761,,Grove Road,residential,False,False,196.031,"LINESTRING (-0.2949905 54.2136857, -0.2952998 54.2127492, -0.2953136 54.2127039, -0.2953366 54.2126367, -0.2955687 54.2119555)",,,,
