osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction,bridge
21365118,York Hill,residential,False,False,38.783,"LINESTRING (0.0583457 51.6506158, 0.0582951 51.6506348, 0.0582039 51.6506716, 0.0579293 51.6507994, 0.0579098 51.6508286)",,,,,
"[48760704, 4043615]","['Church Hill', 'High Road']",primary,False,False,61.202,"LINESTRING (0.0583457 51.6506158, 0.0579104 51.6503775, 0.0577077 51.6502348)",A121,30 mph,,,
48760704,Church Hill,primary,False,True,32.025,"LINESTRING (0.0583457 51.6506158, 0.058549 51.6506971, 0.0587262 51.6507804)",A121,30 mph,,,
955836489,High Road,primary,False,False,32.039,"LINESTRING (0.0538894 51.6462102, 0.0536611 51.6459593)",A121,30 mph,,,
53537842,High Road,primary,False,True,285.997,"LINESTRING (0.0538894 51.6462102, 0.0539688 51.6462875, 0.0540425 51.6463718, 0.0540772 51.6464079, 0.0541118 51.646444, 0.0542504 51.6465892, 0.0543141 51.6466566, 0.0545061 51.646836, 0.0552153 51.6473977, 0.0552533 51.6474312, 0.0552913 51.6474648, 0.0555794 51.6477566, 0.0559729 51.6482167, 0.056 51.6482518, 0.0560966 51.648379)",A121,30 mph,2,,
"[77757332, 955836487]",Forest Road,tertiary,False,True,618.719,"LINESTRING (0.0538894 51.6462102, 0.0538383 51.6462367, 0.0537868 51.6462839, 0.053765 51.6463921, 0.0537133 51.6468179, 0.0536231 51.6471862, 0.0535284 51.6477353, 0.0533996 51.6480442, 0.0533379 51.6481306, 0.0532765 51.6482141, 0.0531695 51.6483042, 0.0514677 51.6491047, 0.0513609 51.6491538, 0.0499484 51.6498036, 0.0499223 51.6498101, 0.0498875 51.6498138, 0.048538 51.6499597)",,30 mph,,,
105606089,,unclassified,True,False,43.218,"LINESTRING (0.0531084 51.6453429, 0.0525276 51.6454884)",,,,,
955836488,High Road,primary,False,False,46.132,"LINESTRING (0.0531084 51.6453429, 0.0529253 51.6451457, 0.0527653 51.6449869)",A121,30 mph,2,,
955836488,High Road,primary,False,True,78.438,"LINESTRING (0.0531084 51.6453429, 0.0535215 51.6458079, 0.0535282 51.6458154, 0.0536611 51.6459593)",A121,30 mph,2,,
48760707,High Road,primary,False,False,138.436,"LINESTRING (0.0521122 51.6443431, 0.0515582 51.6439569, 0.0512427 51.6437722, 0.050689 51.6434682)",A121,30 mph,,,
