osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,width
31252741,False,2,A496,King Edward's Street,primary,30 mph,False,2.34,"LINESTRING (-4.0549512 52.7225455, -4.0549265 52.7225307)",,
120443907,False,2,A496,King Edward's Street,primary,20 mph,True,44.88,"LINESTRING (-4.0549512 52.7225455, -4.0550508 52.7225942, -4.0551852 52.7226579, -4.0554499 52.7228125)",,
122585417,False,1,,Water Street,residential,20 mph,True,108.92899999999999,"LINESTRING (-4.0549512 52.7225455, -4.0547291 52.7226072, -4.0545124 52.7226505, -4.0542407 52.7226654, -4.0541582 52.722651, -4.0541266 52.7226411, -4.0540858 52.7226283, -4.0540547 52.7226041, -4.0540379 52.722591, -4.0540338 52.7225732, -4.054018 52.7225039, -4.0539523 52.722215)",,
37295140,False,2,,Beach Road,tertiary,20 mph,False,72.183,"LINESTRING (-4.0563551 52.721877, -4.056415 52.721838, -4.0570858 52.7214021)",,
37295140,False,2,,Beach Road,tertiary,20 mph,True,34.869,"LINESTRING (-4.0563551 52.721877, -4.0561826 52.7219568, -4.0561444 52.7219765, -4.0560479 52.7220163, -4.0559272 52.7220512)",,
71761034,False,,,Marine Parade,unclassified,20 mph,True,57.179,"LINESTRING (-4.0563551 52.721877, -4.0564254 52.7219068, -4.0571172 52.722102)",,
31252760,False,,,Promenade,unclassified,20 mph,False,333.87600000000003,"LINESTRING (-4.0570858 52.7214021, -4.0580015 52.7218512, -4.0581667 52.7219323, -4.0591069 52.7223935, -4.0591919 52.7224352, -4.0601861 52.7229228, -4.0605184 52.7230858, -4.0609287 52.7232988)",,
37295140,False,2,,Beach Road,tertiary,20 mph,True,72.183,"LINESTRING (-4.0570858 52.7214021, -4.056415 52.721838, -4.0563551 52.721877)",,
"[37295142, 44387435, 470953163, 37294703]",False,2,,"['The Quay', 'Promenade']",tertiary,20 mph,True,635.0719999999999,"LINESTRING (-4.0570858 52.7214021, -4.056568 52.7211172, -4.0560585 52.720813, -4.0554151 52.7203823, -4.0542928 52.7196586, -4.053491 52.7191477, -4.0531734 52.7188605, -4.0529808 52.7186785, -4.0529243 52.7186252, -4.0528783 52.7185773, -4.0528347 52.7185438, -4.0527847 52.7185234, -4.0527328 52.7185172, -4.052681 52.7185234, -4.0526231 52.7185377, -4.0525362 52.7185778, -4.0524414 52.7186258, -4.0522785 52.7187261, -4.0521102 52.7188479, -4.0519431 52.7189961, -4.0518669 52.7190817, -4.0518434 52.7191984, -4.0517366 52.7193218, -4.0513158 52.7197548, -4.0512507 52.7198219, -4.0511859 52.7198955, -4.0511462 52.7199677)",,
43343690,False,2,,Cambrian Street,residential,20 mph,False,80.588,"LINESTRING (-4.0535303 52.7215917, -4.0535036 52.721609, -4.0534855 52.7216287, -4.0534739 52.7216501, -4.0534667 52.7216859, -4.0534687 52.721761, -4.0534715 52.721769, -4.0534896 52.721821, -4.0539523 52.722215)",yes,
135310410,True,1,A496,Stryd Fawr,primary,20 mph,False,116.483,"LINESTRING (-4.0535303 52.7215917, -4.0534799 52.7215613, -4.0531927 52.721301, -4.0531496 52.721253, -4.0529577 52.7210205, -4.0528104 52.7208375, -4.052685 52.7206818)",,
31252755,True,2,,Beach Road,primary,20 mph,False,76.34100000000001,"LINESTRING (-4.0559272 52.7220512, -4.055209 52.7222842, -4.0549398 52.7223876)",,
37295140,False,2,,Beach Road,tertiary,20 mph,False,34.869,"LINESTRING (-4.0559272 52.7220512, -4.0560479 52.7220163, -4.0561444 52.7219765, -4.0561826 52.7219568, -4.0563551 52.721877)",,
"[240125970, 37295139, 135310222]",True,"['1', '2']",,Jubilee Road,primary,"['20 mph', '30 mph']",False,323.99800000000005,"LINESTRING (-4.052685 52.7206818, -4.0528459 52.720589, -4.0530911 52.7204432, -4.0532818 52.720325, -4.0533249 52.7203107, -4.0533829 52.7203007, -4.05343 52.7203057, -4.0534718 52.7203237, -4.0535654 52.7203896, -4.0537191 52.7204977, -4.0538944 52.720621, -4.0539325 52.7206478, -4.0543201 52.7209205, -4.0546032 52.7211196, -4.054804 52.7212608, -4.0549965 52.7213962, -4.0550289 52.721419, -4.0551361 52.7214953, -4.0553547 52.7216484, -4.0554643 52.7217252, -4.0559272 52.7220512)",,
37295141,False,2,A496,Stryd yr Eglwys,primary,20 mph,False,86.90699999999998,"LINESTRING (-4.052685 52.7206818, -4.0525361 52.7205124, -4.0524576 52.7204437, -4.0524396 52.7204279, -4.0522186 52.7202754, -4.0520606 52.7202094, -4.0520334 52.720198, -4.051816 52.7201311)",,
37295141,False,2,A496,Stryd yr Eglwys,primary,20 mph,True,48.696,"LINESTRING (-4.0511462 52.7199677, -4.0512726 52.71999, -4.0514418 52.7200315, -4.0515824 52.7200713, -4.0517907 52.7201244, -4.051816 52.7201311)",,
"[44387435, 470953163, 37295142, 37294703]",False,2,,"['The Quay', 'Promenade']",tertiary,20 mph,False,635.072,"LINESTRING (-4.0511462 52.7199677, -4.0511859 52.7198955, -4.0512507 52.7198219, -4.0513158 52.7197548, -4.0517366 52.7193218, -4.0518434 52.7191984, -4.0518669 52.7190817, -4.0519431 52.7189961, -4.0521102 52.7188479, -4.0522785 52.7187261, -4.0524414 52.7186258, -4.0525362 52.7185778, -4.0526231 52.7185377, -4.052681 52.7185234, -4.0527328 52.7185172, -4.0527847 52.7185234, -4.0528347 52.7185438, -4.0528783 52.7185773, -4.0529243 52.7186252, -4.0529808 52.7186785, -4.0531734 52.7188605, -4.053491 52.7191477, -4.0542928 52.7196586, -4.0554151 52.7203823, -4.0560585 52.720813, -4.056568 52.7211172, -4.0570858 52.7214021)",,
124267509,False,2,A496,King Edward's Street,primary,20 mph,False,73.299,"LINESTRING (-4.0562011 52.7232895, -4.0554499 52.7228125)",,
124808850,False,2,,Park Road,residential,20 mph,True,275.255,"LINESTRING (-4.0562011 52.7232895, -4.0565492 52.7231632, -4.0565897 52.7231519, -4.0566288 52.7231528, -4.0566693 52.7231649, -4.0575832 52.7238083, -4.0579161 52.724028, -4.0584193 52.7243707, -4.0586262 52.7245119, -4.0587245 52.7245789, -4.0589786 52.724743, -4.0590267 52.7247742)",yes,
124267509,False,2,A496,King Edward's Street,primary,20 mph,True,73.299,"LINESTRING (-4.0554499 52.7228125, -4.0562011 52.7232895)",,
37295145,True,2,,Station Road,tertiary,20 mph,False,112.06200000000001,"LINESTRING (-4.0554499 52.7228125, -4.0555683 52.7227484, -4.0557634 52.7226436, -4.0558514 52.7225965, -4.0561589 52.7224393, -4.0561786 52.7223982, -4.0561904 52.7223632, -4.0561911 52.7223247, -4.0561782 52.7222811, -4.0561517 52.7222345, -4.0559272 52.7220512)",,
43343689,False,2,,St Johns Hill,residential,20 mph,False,108.396,"LINESTRING (-4.0554499 52.7228125, -4.05531 52.7229084, -4.0552984 52.7229402, -4.055839 52.7232866, -4.0558881 52.7233188, -4.0558992 52.7233353, -4.0558943 52.7233477, -4.0558813 52.7233592, -4.0558446 52.7233782, -4.0555577 52.7235132)",yes,
120443907,False,2,A496,King Edward's Street,primary,20 mph,False,44.88,"LINESTRING (-4.0554499 52.7228125, -4.0551852 52.7226579, -4.0550508 52.7225942, -4.0549512 52.7225455)",,
71760940,False,,,Northfield Road,residential,,True,33.758,"LINESTRING (-4.0597358 52.7251803, -4.059257 52.7252702)",,
124808850,False,2,,Park Road,residential,20 mph,False,65.723,"LINESTRING (-4.0597358 52.7251803, -4.0590267 52.7247742)",yes,
124808850,False,2,,Park Road,residential,20 mph,True,65.723,"LINESTRING (-4.0590267 52.7247742, -4.0597358 52.7251803)",yes,
124808850,False,2,,Park Road,residential,20 mph,False,275.25499999999994,"LINESTRING (-4.0590267 52.7247742, -4.0589786 52.724743, -4.0587245 52.7245789, -4.0586262 52.7245119, -4.0584193 52.7243707, -4.0579161 52.724028, -4.0575832 52.7238083, -4.0566693 52.7231649, -4.0566288 52.7231528, -4.0565897 52.7231519, -4.0565492 52.7231632, -4.0562011 52.7232895)",yes,
71760940,False,,,Northfield Road,residential,,False,33.758,"LINESTRING (-4.059257 52.7252702, -4.0597358 52.7251803)",,
43343689,False,2,,St Johns Hill,residential,20 mph,True,108.396,"LINESTRING (-4.0555577 52.7235132, -4.0558446 52.7233782, -4.0558813 52.7233592, -4.0558943 52.7233477, -4.0558992 52.7233353, -4.0558881 52.7233188, -4.055839 52.7232866, -4.0552984 52.7229402, -4.05531 52.7229084, -4.0554499 52.7228125)",yes,
508269171,False,1,,Church Road,residential,20 mph,True,155.73499999999999,"LINESTRING (-4.0555577 52.7235132, -4.0546972 52.723128, -4.0545234 52.7230729, -4.0539707 52.7229209, -4.053912 52.7228988, -4.0538573 52.7228637, -4.0537703 52.7227933, -4.0536898 52.7227201)",yes,3
71760967,False,,,Marine Road,unclassified,20 mph,False,28.192,"LINESTRING (-4.058673 52.7236381, -4.0589921 52.723474)",,
71760967,False,,,Marine Road,unclassified,20 mph,True,28.192,"LINESTRING (-4.0589921 52.723474, -4.058673 52.7236381)",,
120443906,False,2,,Marine Road,residential,20 mph,False,82.127,"LINESTRING (-4.0589921 52.723474, -4.058197 52.722914)",yes,
120443906,False,2,,Marine Road,residential,20 mph,True,48.986000000000004,"LINESTRING (-4.0589921 52.723474, -4.0592999 52.723697, -4.0594586 52.723812)",yes,
43343690,False,2,,Cambrian Street,residential,20 mph,True,80.588,"LINESTRING (-4.0539523 52.722215, -4.0534896 52.721821, -4.0534715 52.721769, -4.0534687 52.721761, -4.0534667 52.7216859, -4.0534739 52.7216501, -4.0534855 52.7216287, -4.0535036 52.721609, -4.0535303 52.7215917)",yes,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,False,27.751,"LINESTRING (-4.0539523 52.722215, -4.0540669 52.7221891, -4.0543169 52.7221004)",yes,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,True,15.068,"LINESTRING (-4.0539523 52.722215, -4.0538854 52.7222178, -4.0538452 52.7222288, -4.0538342 52.7222372, -4.0538181 52.7222495, -4.053779 52.7222839)",yes,
122585417,False,1,,Water Street,residential,20 mph,False,108.92899999999999,"LINESTRING (-4.0539523 52.722215, -4.054018 52.7225039, -4.0540338 52.7225732, -4.0540379 52.722591, -4.0540547 52.7226041, -4.0540858 52.7226283, -4.0541266 52.7226411, -4.0541582 52.722651, -4.0542407 52.7226654, -4.0545124 52.7226505, -4.0547291 52.7226072, -4.0549512 52.7225455)",,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,True,27.751,"LINESTRING (-4.0543169 52.7221004, -4.0540669 52.7221891, -4.0539523 52.722215)",yes,
135310410,True,1,A496,Stryd Fawr,primary,20 mph,False,77.81299999999999,"LINESTRING (-4.0543169 52.7221004, -4.0542839 52.7220777, -4.0542343 52.7220435, -4.0540261 52.7219, -4.0539894 52.7218669, -4.0536145 52.7216228, -4.0535303 52.7215917)",,
71761018,False,2,,North Avenue,residential,20 mph,False,77.658,"LINESTRING (-4.0608019 52.723721, -4.0600523 52.7242517)",yes,
71761023,False,,,,unclassified,20 mph,False,64.199,"LINESTRING (-4.0608019 52.723721, -4.059978 52.7234306)",,
71761018,False,2,,North Avenue,residential,20 mph,True,77.658,"LINESTRING (-4.0600523 52.7242517, -4.0608019 52.723721)",yes,
120443906,False,2,,Marine Road,residential,20 mph,False,63.16,"LINESTRING (-4.0600523 52.7242517, -4.0594586 52.723812)",yes,
120443906,False,2,,Marine Road,residential,20 mph,True,82.269,"LINESTRING (-4.0600523 52.7242517, -4.0608539 52.72481)",yes,
120443906,False,2,,Marine Road,residential,20 mph,False,82.269,"LINESTRING (-4.0608539 52.72481, -4.0600523 52.7242517)",yes,
71761023,False,,,,unclassified,20 mph,True,64.199,"LINESTRING (-4.059978 52.7234306, -4.0608019 52.723721)",,
71761040,False,,,South Avenue,residential,20 mph,False,33.674,"LINESTRING (-4.059978 52.7234306, -4.0602194 52.7231654)",,
71761040,False,,,South Avenue,residential,20 mph,True,56.722,"LINESTRING (-4.059978 52.7234306, -4.0599029 52.7235197, -4.0598944 52.7235301, -4.0597706 52.7236811, -4.0594586 52.723812)",,
31252760,False,,,Promenade,unclassified,20 mph,True,333.876,"LINESTRING (-4.0609287 52.7232988, -4.0605184 52.7230858, -4.0601861 52.7229228, -4.0591919 52.7224352, -4.0591069 52.7223935, -4.0581667 52.7219323, -4.0580015 52.7218512, -4.0570858 52.7214021)",,
71761034,False,,,Marine Parade,unclassified,20 mph,False,53.013,"LINESTRING (-4.0609287 52.7232988, -4.0608823 52.7233187, -4.0608518 52.7233304, -4.0608186 52.7233335, -4.0607909 52.7233283, -4.0602194 52.7231654)",,
71761040,False,,,South Avenue,residential,20 mph,True,33.674,"LINESTRING (-4.0602194 52.7231654, -4.059978 52.7234306)",,
71761034,False,,,Marine Parade,unclassified,20 mph,False,118.38899999999998,"LINESTRING (-4.0602194 52.7231654, -4.0600366 52.7231121, -4.0598086 52.7230457, -4.0588129 52.7226945, -4.0586835 52.7226488)",,
71761034,False,,,Marine Parade,unclassified,20 mph,True,53.013,"LINESTRING (-4.0602194 52.7231654, -4.0607909 52.7233283, -4.0608186 52.7233335, -4.0608518 52.7233304, -4.0608823 52.7233187, -4.0609287 52.7232988)",,
71761034,False,,,Marine Parade,unclassified,20 mph,False,121.78099999999999,"LINESTRING (-4.0586835 52.7226488, -4.0578356 52.7223501, -4.0577682 52.7223264, -4.0574356 52.7222092, -4.0572825 52.722163, -4.0571172 52.722102)",,
71761034,False,,,Marine Parade,unclassified,20 mph,True,118.38899999999998,"LINESTRING (-4.0586835 52.7226488, -4.0588129 52.7226945, -4.0598086 52.7230457, -4.0600366 52.7231121, -4.0602194 52.7231654)",,
71761037,False,,,,unclassified,20 mph,False,44.287000000000006,"LINESTRING (-4.0586835 52.7226488, -4.0586209 52.722702, -4.058197 52.722914)",,
71761034,False,,,Marine Parade,unclassified,20 mph,False,57.179,"LINESTRING (-4.0571172 52.722102, -4.0564254 52.7219068, -4.0563551 52.721877)",,
71761034,False,,,Marine Parade,unclassified,20 mph,True,121.781,"LINESTRING (-4.0571172 52.722102, -4.0572825 52.722163, -4.0574356 52.7222092, -4.0577682 52.7223264, -4.0578356 52.7223501, -4.0586835 52.7226488)",,
120443906,False,2,,Marine Road,residential,20 mph,True,116.227,"LINESTRING (-4.0571172 52.722102, -4.0572052 52.7222051, -4.058197 52.722914)",yes,
120443906,False,2,,Marine Road,residential,20 mph,True,63.16,"LINESTRING (-4.0594586 52.723812, -4.0600523 52.7242517)",yes,
71761040,False,,,South Avenue,residential,20 mph,False,56.722,"LINESTRING (-4.0594586 52.723812, -4.0597706 52.7236811, -4.0598944 52.7235301, -4.0599029 52.7235197, -4.059978 52.7234306)",,
120443906,False,2,,Marine Road,residential,20 mph,False,48.986000000000004,"LINESTRING (-4.0594586 52.723812, -4.0592999 52.723697, -4.0589921 52.723474)",yes,
120443906,False,2,,Marine Road,residential,20 mph,True,82.127,"LINESTRING (-4.058197 52.722914, -4.0589921 52.723474)",yes,
71761037,False,,,,unclassified,20 mph,True,44.287000000000006,"LINESTRING (-4.058197 52.722914, -4.0586209 52.722702, -4.0586835 52.7226488)",,
120443906,False,2,,Marine Road,residential,20 mph,False,116.227,"LINESTRING (-4.058197 52.722914, -4.0572052 52.7222051, -4.0571172 52.722102)",yes,
111290104,True,2,A496,Stryd Fawr,primary,20 mph,False,42.719,"LINESTRING (-4.0547028 52.7224024, -4.0546296 52.7223673, -4.0545745 52.7223298, -4.0543169 52.7221004)",,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,False,32.848,"LINESTRING (-4.0534176 52.7220927, -4.053463 52.7221102, -4.0536352 52.722212, -4.0537117 52.7222613, -4.0537419 52.7222808, -4.053779 52.7222839)",yes,
240348435,False,,,Dinas Oleu Lane,residential,20 mph,False,179.19,"LINESTRING (-4.0534176 52.7220927, -4.0533306 52.7220774, -4.0531969 52.7220539, -4.0528253 52.7219197, -4.0527031 52.7218756, -4.0526864 52.7218673, -4.0525734 52.7218113, -4.0524009 52.7216984, -4.0521675 52.7215456, -4.0520208 52.7213903, -4.0519762 52.7213746, -4.0519465 52.7213641, -4.051764 52.7213248, -4.0517444 52.7213204, -4.051714 52.721311, -4.0516718 52.7212935, -4.0516226 52.7212651, -4.0515917 52.7212355, -4.051525 52.7211688, -4.0514904 52.7211446, -4.0514514 52.7211229, -4.051413 52.7211044)",,
"[508532696, 72010033]",False,,,"['Penbryn', 'Gloddfa Road']",residential,20 mph,True,206.01799999999997,"LINESTRING (-4.0534176 52.7220927, -4.0526349 52.7215939, -4.0523259 52.7211498, -4.052226 52.7210682, -4.0521529 52.7210208, -4.052072 52.7209767, -4.0520689 52.7209755, -4.051931 52.7209239, -4.0518957 52.7209052, -4.0518805 52.7208911, -4.0518458 52.7208338, -4.0518405 52.7208115, -4.0518268 52.7207969, -4.0518093 52.7207853, -4.0516426 52.720726, -4.0515742 52.7207023, -4.0515371 52.7206945)",,
240348435,False,,,Dinas Oleu Lane,residential,20 mph,True,179.19000000000003,"LINESTRING (-4.051413 52.7211044, -4.0514514 52.7211229, -4.0514904 52.7211446, -4.051525 52.7211688, -4.0515917 52.7212355, -4.0516226 52.7212651, -4.0516718 52.7212935, -4.051714 52.721311, -4.0517444 52.7213204, -4.051764 52.7213248, -4.0519465 52.7213641, -4.0519762 52.7213746, -4.0520208 52.7213903, -4.0521675 52.7215456, -4.0524009 52.7216984, -4.0525734 52.7218113, -4.0526864 52.7218673, -4.0527031 52.7218756, -4.0528253 52.7219197, -4.0531969 52.7220539, -4.0533306 52.7220774, -4.0534176 52.7220927)",,
264295507,False,2,,,residential,20 mph,True,22.096,"LINESTRING (-4.0538199 52.7224805, -4.0538129 52.7224053, -4.0538065 52.7223587, -4.053779 52.7222839)",yes,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,False,15.068,"LINESTRING (-4.053779 52.7222839, -4.0538181 52.7222495, -4.0538342 52.7222372, -4.0538452 52.7222288, -4.0538854 52.7222178, -4.0539523 52.722215)",yes,
71760968,False,2,,Dinas Oleu Road,residential,20 mph,True,32.848,"LINESTRING (-4.053779 52.7222839, -4.0537419 52.7222808, -4.0537117 52.7222613, -4.0536352 52.722212, -4.053463 52.7221102, -4.0534176 52.7220927)",yes,
264295507,False,2,,,residential,20 mph,False,22.096,"LINESTRING (-4.053779 52.7222839, -4.0538065 52.7223587, -4.0538129 52.7224053, -4.0538199 52.7224805)",yes,
