osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,tunnel
4433782,True,2,A6,Great John Street,primary,30 mph,False,17.678,"LINESTRING (-2.79806 54.0493225, -2.7980073 54.0492485, -2.7979708 54.0491727)",,
7996913,True,1,,Moor Lane,unclassified,20 mph,False,50.841,"LINESTRING (-2.79806 54.0493225, -2.7979557 54.0493063, -2.7978852 54.049298, -2.7978584 54.0492948, -2.7973454 54.0491467)",,
47947525,True,2,A6,Stonewell,primary,30 mph,False,21.930999999999997,"LINESTRING (-2.7982151 54.0494971, -2.7981472 54.0494321, -2.7981147 54.0493901, -2.79806 54.0493225)",,
10904735,True,3,A6,Dalton Square,primary,30 mph,False,28.847,"LINESTRING (-2.7980825 54.0480444, -2.7981048 54.0478673, -2.7981093 54.0477855)",,
4433791,True,2,A6,Thurnham Street,primary,30 mph,False,73.777,"LINESTRING (-2.7981412 54.0474481, -2.7981636 54.0473428, -2.7981893 54.0470158, -2.7982067 54.046786)",,
568509468,False,2,,Dalton Square,tertiary,30 mph,True,20.283,"LINESTRING (-2.7981412 54.0474481, -2.7980602 54.0474717, -2.7979999 54.0474853, -2.7979593 54.0474916, -2.7978809 54.0475001, -2.797847 54.0475011)",,
4433789,True,2,A6,Thurnham Street,primary,30 mph,False,21.041,"LINESTRING (-2.7988235 54.0451593, -2.7989352 54.0450764, -2.7989817 54.045054, -2.7990474 54.0450251)",,
"[47947522, 567748835, 61742828]",True,1,A6,"['Thurnham Street', 'South Road']",primary,30 mph,False,65.638,"LINESTRING (-2.7988235 54.0451593, -2.7989243 54.0450182, -2.7990092 54.0449244, -2.7990417 54.044889, -2.7990682 54.0448523, -2.7990786 54.0448379, -2.7990802 54.0448282, -2.7990971 54.0447442, -2.7990749 54.0446478, -2.7990827 54.0446043)",yes,
4433911,True,2,A6,Penny Street,primary,30 mph,False,55.195,"LINESTRING (-2.7994748 54.0450261, -2.7999033 54.045454)",,
"[48017930, 567810155, 4433780]",True,1,,"['Brock Street', 'Common Garden Street']",unclassified,30 mph,False,177.92999999999998,"LINESTRING (-2.8017919 54.0474255, -2.8016711 54.047486, -2.801625 54.0475003, -2.8015606 54.0475032, -2.8013029 54.0475008, -2.8012055 54.0474991, -2.801019 54.0474991, -2.8008406 54.0474985, -2.8006852 54.0474984, -2.800332 54.047488, -2.7998596 54.0474889, -2.7991117 54.0474723)",,
"[95523731, 567826788]",True,2,A6,King Street,primary,30 mph,False,167.49499999999998,"LINESTRING (-2.8017919 54.0474255, -2.8018553 54.0475114, -2.8019719 54.0476522, -2.8021055 54.047781, -2.8023208 54.0479567, -2.8024176 54.0480372, -2.8025486 54.0481328, -2.8027157 54.0482361, -2.8028634 54.0483279, -2.8029891 54.0484057, -2.8030577 54.0484522, -2.803128 54.0485132, -2.8031607 54.0485543, -2.8031775 54.0485845, -2.8032074 54.0486619)",,
"[47950169, 1028104053]",True,2,A6,China Street,primary,30 mph,False,159.00599999999997,"LINESTRING (-2.8032074 54.0486619, -2.8032302 54.0488155, -2.8032433 54.0491105, -2.8032463 54.0492908, -2.8032445 54.0493858, -2.8032036 54.0497359, -2.8031749 54.0499621, -2.8031718 54.049986, -2.8031686 54.05001, -2.8031673 54.0500328, -2.8031625 54.0500895)",,
"[48017906, 567826789]",False,2,,Market Street,tertiary,"['20 mph', '30 mph']",False,51.626,"LINESTRING (-2.8032074 54.0486619, -2.8034629 54.048649, -2.803678 54.0486376, -2.8037124 54.0486357, -2.8037707 54.0486301, -2.8038277 54.0486243, -2.8039908 54.0486035)",,
"[439467634, 411670854]",True,2,A6,Cable Street,primary,30 mph,False,46.278,"LINESTRING (-2.8018894 54.0507194, -2.8018052 54.0507187, -2.8017433 54.050722, -2.8016913 54.0507265, -2.8015432 54.0507474, -2.801372 54.0507737, -2.8011947 54.0507943)",,
95520983,False,2,,Primrose Street,residential,20 mph,True,61.318000000000005,"LINESTRING (-2.7932 54.044898, -2.7931491 54.0448644, -2.7928182 54.0447098, -2.7925305 54.0445659, -2.7925058 54.0445525, -2.7924965 54.0445369)",,
"[228211504, 222296963]",False,2,,Quarry Road,unclassified,20 mph,True,26.219,"LINESTRING (-2.7932 54.044898, -2.7932006 54.0449189, -2.7931972 54.0449456, -2.7931851 54.0450011, -2.7931759 54.0450596, -2.7931854 54.0451328)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,True,24.881999999999998,"LINESTRING (-2.7932547 54.0453773, -2.7932052 54.0453878, -2.7930803 54.0454361, -2.7929608 54.0455143)",,
"[31354168, 901207134]",False,2,,Quarry Road,unclassified,20 mph,True,142.609,"LINESTRING (-2.7932547 54.0453773, -2.7932837 54.0454139, -2.7933433 54.0454489, -2.7935499 54.0455201, -2.7937399 54.0455907, -2.7938319 54.0456344, -2.7939245 54.0456936, -2.793987 54.0457435, -2.7940749 54.0458112, -2.7942069 54.0459146, -2.7943086 54.0459957, -2.7944457 54.0460738, -2.7946168 54.0461604, -2.7948257 54.0462438)",,
222296963,False,2,,Quarry Road,unclassified,20 mph,False,27.582,"LINESTRING (-2.7932547 54.0453773, -2.7932296 54.0453146, -2.7931854 54.0451328)",,
20810907,False,2,,Prospect Street,residential,20 mph,False,46.759,"LINESTRING (-2.7924965 54.0445369, -2.7925 54.0445121, -2.7927354 54.0441414)",,
95520983,False,2,,Primrose Street,residential,20 mph,False,61.318000000000005,"LINESTRING (-2.7924965 54.0445369, -2.7925058 54.0445525, -2.7925305 54.0445659, -2.7928182 54.0447098, -2.7931491 54.0448644, -2.7932 54.044898)",,
473970091,False,2,,Moor Lane,unclassified,20 mph,False,20.665,"LINESTRING (-2.7959592 54.048789, -2.7962511 54.0488609)",,
4702098,False,2,,Bulk Street,residential,20 mph,True,61.821000000000005,"LINESTRING (-2.7959592 54.048789, -2.795962 54.0487594, -2.795977 54.0485894, -2.7960054 54.0482845, -2.7960089 54.0482338)",,
473970092,False,2,,Moor Lane,unclassified,20 mph,True,35.236,"LINESTRING (-2.7959592 54.048789, -2.7955998 54.0487023, -2.7954577 54.048672)",,
4702098,False,2,,Bulk Street,residential,20 mph,False,94.966,"LINESTRING (-2.7960988 54.0473814, -2.7960939 54.0474209, -2.7960824 54.0475291, -2.7960702 54.0476665, -2.7960473 54.0478649, -2.7960377 54.0479511, -2.7960142 54.0481935, -2.7960089 54.0482338)",,
95523724,False,2,,Nelson Street,tertiary,20 mph,False,49.396,"LINESTRING (-2.7960988 54.0473814, -2.7964296 54.0473931, -2.7968543 54.0474055)",,
"[31354169, 473970093]",False,2,,Nelson Street,tertiary,20 mph,True,44.812,"LINESTRING (-2.7960988 54.0473814, -2.7958436 54.0473728, -2.7954134 54.0473596)",,
7996908,True,1,A6,,primary,30 mph,False,37.21,"LINESTRING (-2.7978343 54.0513706, -2.7976251 54.0513692, -2.7975371 54.0513785, -2.7974508 54.0513775, -2.7973726 54.051363, -2.7973282 54.0513084)",,
"[96055314, 528889022]",True,2,A6,Cable Street,primary,30 mph,False,82.741,"LINESTRING (-2.7978343 54.0513706, -2.7976138 54.0514524, -2.7975527 54.0514776, -2.7974569 54.0515223, -2.797356 54.0515768, -2.7972628 54.0516427, -2.7971608 54.0517304, -2.7969839 54.0519048)",,
47947524,True,2,A589,Bulk Road,primary,30 mph,False,59.91299999999999,"LINESTRING (-2.795543 54.0521277, -2.795605 54.0521304, -2.7956815 54.0521384, -2.7958301 54.0521818, -2.7961617 54.0522986, -2.7962114 54.0523158, -2.7963464 54.0523741)",,
4433790,True,1,A6,Thurnham Street,primary,30 mph,False,25.298000000000002,"LINESTRING (-2.7990474 54.0450251, -2.7990798 54.0449886, -2.7991247 54.044961, -2.7991862 54.0449423, -2.799217 54.0449327, -2.7993453 54.0448891)",,
474226086,True,1,A6,Thurnham Street,primary,30 mph,False,29.166999999999998,"LINESTRING (-2.7990474 54.0450251, -2.7991541 54.0450023, -2.7992313 54.0449947, -2.7992633 54.0449915, -2.7993066 54.0449913, -2.7993704 54.0449994, -2.7994748 54.0450261)",,
"[4433912, 61742805, 567748830]",True,2,A6,"['Penny Street', 'South Road']",primary,30 mph,False,36.268,"LINESTRING (-2.7990827 54.0446043, -2.7991335 54.0446333, -2.7992083 54.0447228, -2.7992474 54.0447653, -2.7992616 54.0447825, -2.7992769 54.0448005, -2.7993133 54.0448517, -2.7993453 54.0448891)",yes,
439467647,False,2,,Quarry Road,unclassified,20 mph,True,5.869,"LINESTRING (-2.7948257 54.0462438, -2.7948987 54.0462746)",,
439495426,False,2,,St. Peter's Road,residential,20 mph,True,32.592999999999996,"LINESTRING (-2.7948257 54.0462438, -2.7948223 54.0462908, -2.7947521 54.0465334)",,
"[31354168, 901207134]",False,2,,Quarry Road,unclassified,20 mph,False,142.609,"LINESTRING (-2.7948257 54.0462438, -2.7946168 54.0461604, -2.7944457 54.0460738, -2.7943086 54.0459957, -2.7942069 54.0459146, -2.7940749 54.0458112, -2.793987 54.0457435, -2.7939245 54.0456936, -2.7938319 54.0456344, -2.7937399 54.0455907, -2.7935499 54.0455201, -2.7933433 54.0454489, -2.7932837 54.0454139, -2.7932547 54.0453773)",,
787161,False,2,,Balmoral Road,residential,20 mph,False,153.905,"LINESTRING (-2.7947521 54.0465334, -2.7947057 54.0465292, -2.7943762 54.0464991, -2.7941531 54.0464794, -2.7936587 54.0464299, -2.7936027 54.0464246, -2.7935214 54.0464169, -2.7933572 54.0464012, -2.7932893 54.0463969, -2.7932723 54.0463958, -2.7931663 54.0463972, -2.7930614 54.0464215, -2.7929596 54.0464449, -2.7928475 54.0464506, -2.7928123 54.0464502, -2.7927196 54.0464523, -2.7924297 54.0464422)",,
950430,False,2,,St. Peter's Road,residential,20 mph,True,46.400000000000006,"LINESTRING (-2.7947521 54.0465334, -2.7947094 54.0467057, -2.7947079 54.0467119, -2.7947005 54.0467449, -2.7946802 54.0468354, -2.7946554 54.0469468)",,
439495426,False,2,,St. Peter's Road,residential,20 mph,False,32.592999999999996,"LINESTRING (-2.7947521 54.0465334, -2.7948223 54.0462908, -2.7948257 54.0462438)",,
787161,False,2,,Balmoral Road,residential,20 mph,True,153.905,"LINESTRING (-2.7924297 54.0464422, -2.7927196 54.0464523, -2.7928123 54.0464502, -2.7928475 54.0464506, -2.7929596 54.0464449, -2.7930614 54.0464215, -2.7931663 54.0463972, -2.7932723 54.0463958, -2.7932893 54.0463969, -2.7933572 54.0464012, -2.7935214 54.0464169, -2.7936027 54.0464246, -2.7936587 54.0464299, -2.7941531 54.0464794, -2.7943762 54.0464991, -2.7947057 54.0465292, -2.7947521 54.0465334)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,False,52.903999999999996,"LINESTRING (-2.7924297 54.0464422, -2.7924432 54.0464149, -2.7925551 54.0461977, -2.7926676 54.0459874)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,False,56.184000000000005,"LINESTRING (-2.7926676 54.0459874, -2.7928221 54.0456925, -2.7928797 54.0455971, -2.7929608 54.0455143)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,True,52.903999999999996,"LINESTRING (-2.7926676 54.0459874, -2.7925551 54.0461977, -2.7924432 54.0464149, -2.7924297 54.0464422)",,
4702089,False,2,,Stirling Road,residential,20 mph,True,51.260000000000005,"LINESTRING (-2.7926676 54.0459874, -2.7922716 54.0459754, -2.7918835 54.0459636)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,False,24.881999999999998,"LINESTRING (-2.7929608 54.0455143, -2.7930803 54.0454361, -2.7932052 54.0453878, -2.7932547 54.0453773)",,
4702088,False,2,,Dumbarton Road,residential,20 mph,True,56.184,"LINESTRING (-2.7929608 54.0455143, -2.7928797 54.0455971, -2.7928221 54.0456925, -2.7926676 54.0459874)",,
4702090,False,2,,Aberdeen Road,residential,20 mph,False,52.699,"LINESTRING (-2.7929608 54.0455143, -2.7925476 54.0454337, -2.7921941 54.0453661)",,
4338950,True,1,A589,Greyhound Bridge Road,primary,30 mph,False,10.68,"LINESTRING (-2.7963464 54.0523741, -2.7964968 54.0524119)",,
470045916,True,2,A6,Parliament Street,primary,30 mph,False,87.672,"LINESTRING (-2.7963464 54.0523741, -2.7967765 54.0519687, -2.7970445 54.0517006)",,
678676966,False,2,,Quarry Road,unclassified,20 mph,False,9.832,"LINESTRING (-2.7969223 54.0466491, -2.796778 54.0466238)",,
4433784,False,2,,George Street,unclassified,20 mph,True,84.692,"LINESTRING (-2.7969223 54.0466491, -2.7971101 54.0466731, -2.7974019 54.0466895, -2.7976422 54.046698, -2.7979625 54.0467108, -2.7981249 54.0467178, -2.7981478 54.0467188, -2.7982121 54.0467203)",,
7996914,False,2,,Robert Street,unclassified,20 mph,True,84.224,"LINESTRING (-2.7969223 54.0466491, -2.7969188 54.0466879, -2.7969131 54.0467512, -2.7968573 54.0473753, -2.7968543 54.0474055)",,
7996914,False,2,,Robert Street,unclassified,20 mph,False,84.22400000000002,"LINESTRING (-2.7968543 54.0474055, -2.7968573 54.0473753, -2.7969131 54.0467512, -2.7969188 54.0466879, -2.7969223 54.0466491)",,
"[339995345, 95523724]",False,2,,"['Nelson Street', 'Dalton Square']",tertiary,20 mph,False,45.276,"LINESTRING (-2.7968543 54.0474055, -2.7972695 54.0474149, -2.7973244 54.0474174, -2.7974333 54.0474525, -2.7975242 54.0474751)",,
95523724,False,2,,Nelson Street,tertiary,20 mph,True,49.396,"LINESTRING (-2.7968543 54.0474055, -2.7964296 54.0473931, -2.7960988 54.0473814)",,
