osmid,name,highway,maxspeed,oneway,reversed,length,geometry,access,lanes,ref
1389,Couhé Close,residential,30 mph,False,True,91.293,"LINESTRING (0.6925641 52.6524597, 0.69127 52.6522194)",,,
233229961,New Sporle Road,unclassified,30 mph,False,False,18.205,"LINESTRING (0.6925641 52.6524597, 0.6924541 52.6526092)",,,
233229961,New Sporle Road,unclassified,30 mph,False,True,56.692,"LINESTRING (0.6925641 52.6524597, 0.6930596 52.6520479)",,,
1389,Couhé Close,residential,30 mph,False,False,91.293,"LINESTRING (0.69127 52.6522194, 0.6925641 52.6524597)",,,
1358,Orford Road,residential,30 mph,False,False,115.09700000000001,"LINESTRING (0.6947236 52.6524124, 0.6957075 52.6519467, 0.6957912 52.6518667, 0.6959065 52.6516973)",,,
1358,Orford Road,residential,30 mph,False,True,172.23,"LINESTRING (0.6947236 52.6524124, 0.6942269 52.6526604, 0.6940404 52.6527246, 0.6938304 52.6527809, 0.6936422 52.6528097, 0.6934591 52.6528228, 0.6933441 52.6528257, 0.6932144 52.6528212, 0.6931024 52.6528082, 0.6929827 52.6527847, 0.6924541 52.6526092)",,,
4084744,Manor Way,residential,30 mph,False,False,119.929,"LINESTRING (0.6947236 52.6524124, 0.6943452 52.6521301, 0.6943136 52.6520805, 0.6943443 52.6520013, 0.6947083 52.6517061, 0.6948417 52.6515107)",,,
1346,Sporle Road,tertiary,30 mph,False,False,49.415000000000006,"LINESTRING (0.6948417 52.6515107, 0.6951448 52.6515694, 0.695541 52.651643)",,,
1346,Sporle Road,tertiary,30 mph,False,True,51.291,"LINESTRING (0.6948417 52.6515107, 0.6944754 52.6514099, 0.6941585 52.6513087)",,,
4084744,Manor Way,residential,30 mph,False,True,119.929,"LINESTRING (0.6948417 52.6515107, 0.6947083 52.6517061, 0.6943443 52.6520013, 0.6943136 52.6520805, 0.6943452 52.6521301, 0.6947236 52.6524124)",,,
1346,Sporle Road,tertiary,30 mph,False,True,25.384,"LINESTRING (0.6959065 52.6516973, 0.695541 52.651643)",,,
1358,Orford Road,residential,30 mph,False,True,115.09700000000001,"LINESTRING (0.6959065 52.6516973, 0.6957912 52.6518667, 0.6957075 52.6519467, 0.6947236 52.6524124)",,,
1361,Longfields,residential,30 mph,False,False,86.854,"LINESTRING (0.695658 52.6511476, 0.6956082 52.6510306, 0.6956145 52.6508887, 0.6959087 52.6504021)",,,
1361,Longfields,residential,30 mph,False,True,55.99,"LINESTRING (0.695658 52.6511476, 0.6956641 52.6512597, 0.6956374 52.651393, 0.6956162 52.6514751, 0.6955865 52.6515414, 0.695541 52.651643)",,,
1363,Longfields,residential,30 mph,False,False,111.623,"LINESTRING (0.695658 52.6511476, 0.6958809 52.651133, 0.6961594 52.6511413, 0.6964515 52.6511726, 0.6967007 52.6512125, 0.6969695 52.6512574, 0.697282 52.6512947)",,,
1364,Longfields,residential,30 mph,False,False,21.265,"LINESTRING (0.6972583 52.6514854, 0.697282 52.6512947)",,,
1364,Longfields,residential,30 mph,False,True,7.119,"LINESTRING (0.6972583 52.6514854, 0.6972268 52.6515465)",,,
4733273,Longfields,residential,30 mph,False,False,5.199,"LINESTRING (0.6972583 52.6514854, 0.697333 52.6514969)",,,
4733273,Longfields,residential,30 mph,False,True,5.199,"LINESTRING (0.697333 52.6514969, 0.6972583 52.6514854)",,,
1360,New Sporle Road,residential,30 mph,False,True,51.333,"LINESTRING (0.6936199 52.6521492, 0.6934938 52.6522522, 0.6930596 52.6520479)",,,
4733277,Couhé Close,residential,30 mph,False,True,7.215,"LINESTRING (0.6916554 52.6516304, 0.6917556 52.6516531)",,,
4733271,Adastral Place,residential,30 mph,False,True,42.238,"LINESTRING (0.6938249 52.650081, 0.6937082 52.6504542)",,,
1386,Adastral Place,residential,30 mph,False,False,77.72800000000001,"LINESTRING (0.6938249 52.650081, 0.6941044 52.6501115, 0.6941876 52.6501277, 0.6942874 52.6501691, 0.6943769 52.6502234, 0.6945068 52.6502701, 0.6948599 52.6503591)",,,
1386,Adastral Place,residential,30 mph,False,True,166.62,"LINESTRING (0.6938249 52.650081, 0.6930705 52.649978, 0.6929843 52.6499805, 0.692918 52.6500115, 0.6928705 52.6500509, 0.692603 52.6507892, 0.69256 52.6509078)",,,
4733270,Adastral Place,residential,30 mph,False,True,8.118,"LINESTRING (0.6938259 52.6504694, 0.6937082 52.6504542)",,,
1386,Adastral Place,residential,30 mph,False,False,166.62,"LINESTRING (0.69256 52.6509078, 0.692603 52.6507892, 0.6928705 52.6500509, 0.692918 52.6500115, 0.6929843 52.6499805, 0.6930705 52.649978, 0.6938249 52.650081)",,,
4084740,Sporle Road,tertiary,30 mph,False,False,120.317,"LINESTRING (0.69256 52.6509078, 0.6932666 52.6509837, 0.6934876 52.6510074, 0.6937577 52.6510448, 0.6939393 52.6510893, 0.6942648 52.6511943)",,,
4084740,Sporle Road,tertiary,30 mph,False,True,77.66,"LINESTRING (0.69256 52.6509078, 0.692044 52.6508423, 0.6914283 52.6507806)",,,
1392,Pedlar's Grove,residential,30 mph,False,False,78.069,"LINESTRING (0.6914283 52.6507806, 0.6916662 52.6500935)",,,
4084740,Sporle Road,tertiary,30 mph,False,False,77.66,"LINESTRING (0.6914283 52.6507806, 0.692044 52.6508423, 0.69256 52.6509078)",,,
4084740,Sporle Road,tertiary,30 mph,False,True,172.756,"LINESTRING (0.6914283 52.6507806, 0.6907272 52.6506862, 0.6900995 52.6505575, 0.6895968 52.6504609, 0.6889759 52.6503385)",,,
1362,Longfields,residential,30 mph,False,True,18.865,"LINESTRING (0.6959087 52.6504021, 0.695653 52.6503334)",yes,,
1361,Longfields,residential,30 mph,False,True,86.854,"LINESTRING (0.6959087 52.6504021, 0.6956145 52.6508887, 0.6956082 52.6510306, 0.695658 52.6511476)",,,
1362,Longfields,residential,30 mph,False,False,50.275999999999996,"LINESTRING (0.6959087 52.6504021, 0.6960792 52.6504216, 0.6962484 52.6504299, 0.6965146 52.6504162, 0.6966491 52.65041)",yes,,
1362,Longfields,residential,30 mph,False,True,11.234,"LINESTRING (0.6968132 52.6503928, 0.6966491 52.65041)",yes,,
4733272,Longfields,residential,30 mph,False,False,7.833,"LINESTRING (0.6966395 52.6503398, 0.6966491 52.65041)",,,
1362,Longfields,residential,30 mph,False,False,11.234,"LINESTRING (0.6966491 52.65041, 0.6968132 52.6503928)",yes,,
4733272,Longfields,residential,30 mph,False,True,7.833,"LINESTRING (0.6966491 52.65041, 0.6966395 52.6503398)",,,
1362,Longfields,residential,30 mph,False,True,50.276,"LINESTRING (0.6966491 52.65041, 0.6965146 52.6504162, 0.6962484 52.6504299, 0.6960792 52.6504216, 0.6959087 52.6504021)",yes,,
1364,Longfields,residential,30 mph,False,False,45.992,"LINESTRING (0.6975811 52.6506339, 0.6976998 52.6502266)",,,
1364,Longfields,residential,30 mph,False,True,76.198,"LINESTRING (0.6975811 52.6506339, 0.697282 52.6512947)",,,
"[233229960, 4084745]","['New Sporle Road', 'Longfields']",unclassified,30 mph,False,False,301.85900000000004,"LINESTRING (0.6931115 52.648093, 0.6934749 52.6482998, 0.6941456 52.6485672, 0.694787 52.6494141, 0.6950307 52.6498393, 0.695059 52.6499086, 0.6950619 52.6499863, 0.6950387 52.6500748, 0.6949975 52.6501566, 0.6948599 52.6503591)",,,
"[250522669, 1343]","['Mangate Street', 'Norwich Road']",tertiary,30 mph,False,False,148.51900000000003,"LINESTRING (0.6931115 52.648093, 0.6931924 52.648041, 0.6932333 52.6480142, 0.6933014 52.6479695, 0.693458 52.6478226, 0.6937034 52.6474859, 0.6939303 52.6472248, 0.6940888 52.647086, 0.6941814 52.6470346, 0.6943014 52.6469937)",,2,
"[161523025, 250522669]",Mangate Street,tertiary,"['20 mph', '30 mph']",False,"[False, True]",270.91499999999996,"LINESTRING (0.6931115 52.648093, 0.6928857 52.6482048, 0.6923427 52.6483764, 0.6920492 52.6484654, 0.6918071 52.6485313, 0.6914724 52.6485913, 0.6914027 52.6486038, 0.6910866 52.648648, 0.6908885 52.6486677, 0.6908095 52.6486741, 0.6904135 52.6486945, 0.6900145 52.6487362, 0.6894935 52.6487966, 0.6894503 52.6488015, 0.6893351 52.6488057)",,2,
233229961,New Sporle Road,unclassified,30 mph,False,True,18.205,"LINESTRING (0.6924541 52.6526092, 0.6925641 52.6524597)",,,
1358,Orford Road,residential,30 mph,False,False,172.23,"LINESTRING (0.6924541 52.6526092, 0.6929827 52.6527847, 0.6931024 52.6528082, 0.6932144 52.6528212, 0.6933441 52.6528257, 0.6934591 52.6528228, 0.6936422 52.6528097, 0.6938304 52.6527809, 0.6940404 52.6527246, 0.6942269 52.6526604, 0.6947236 52.6524124)",,,
1346,Sporle Road,tertiary,30 mph,False,False,25.384,"LINESTRING (0.695541 52.651643, 0.6959065 52.6516973)",,,
1346,Sporle Road,tertiary,30 mph,False,True,49.415000000000006,"LINESTRING (0.695541 52.651643, 0.6951448 52.6515694, 0.6948417 52.6515107)",,,
