osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge,junction
70536519,Vicar Street,residential,False,False,53.484,,"LINESTRING (-2.4579491 52.6928319, -2.4573914 52.6931741)",,,
38032923,Holyhead Road,tertiary,False,True,274.476,30 mph,"LINESTRING (-2.4579491 52.6928319, -2.4565057 52.6923259, -2.4557571 52.6920723, -2.4555499 52.6920154, -2.45429 52.6917765)",,,
97030199,Dukes Hill,residential,False,True,39.057,,"LINESTRING (-2.45429 52.6917765, -2.4542801 52.6914253)",,,
38032923,Holyhead Road,tertiary,False,False,274.476,30 mph,"LINESTRING (-2.45429 52.6917765, -2.4555499 52.6920154, -2.4557571 52.6920723, -2.4565057 52.6923259, -2.4579491 52.6928319)",,,
38032923,Holyhead Road,tertiary,False,True,228.65399999999997,30 mph,"LINESTRING (-2.45429 52.6917765, -2.4531507 52.6916149, -2.4522854 52.6914882, -2.4513723 52.691365, -2.4510078 52.6912697)",,,
70536510,Charlton Street,residential,False,False,57.208,,"LINESTRING (-2.45429 52.6917765, -2.4543919 52.6920683, -2.4544644 52.69228)",,,
38032923,Holyhead Road,tertiary,False,False,228.654,30 mph,"LINESTRING (-2.4510078 52.6912697, -2.4513723 52.691365, -2.4522854 52.6914882, -2.4531507 52.6916149, -2.45429 52.6917765)",,,
70536546,Station Fields,residential,False,False,218.803,,"LINESTRING (-2.4510078 52.6912697, -2.4503613 52.6917119, -2.4503362 52.6917291, -2.4499371 52.692002, -2.4499049 52.6920866, -2.4500164 52.6925017, -2.4501247 52.6927844, -2.450175 52.6928669, -2.4502684 52.6929538)",,,
872783496,Station Hill,tertiary,False,False,9.646,30 mph,"LINESTRING (-2.4454948 52.6957288, -2.4456283 52.6956975)",,,
"[879061354, 70262637]",Silkin Way,unclassified,False,False,342.0250000000001,,"LINESTRING (-2.4454948 52.6957288, -2.4454562 52.6956598, -2.4454542 52.6951513, -2.4454519 52.6945642, -2.4453727 52.6938205, -2.4453405 52.6935456, -2.4452129 52.6933687, -2.4451152 52.6932334, -2.4454211 52.69272)",,,
785731111,Uxacona Way,tertiary,False,True,12.482,20 mph,"LINESTRING (-2.4485265 52.6953959, -2.4486324 52.695488)",,,
"[358583989, 38564158]",Station Hill,tertiary,False,True,46.729,30 mph,"LINESTRING (-2.4485265 52.6953959, -2.447995 52.6955576, -2.4478998 52.6955734)",,,
46909406,Station Approach,tertiary,False,False,130.199,20 mph,"LINESTRING (-2.4485265 52.6953959, -2.4485299 52.6952083, -2.4485237 52.6950647, -2.4485375 52.6949462, -2.4485515 52.6948307, -2.4486395 52.6947243, -2.4487042 52.6946575, -2.448803 52.6945555, -2.449047 52.6943057)",,,
"[879061355, 872783494]",Canongate,residential,False,False,47.440000000000005,,"LINESTRING (-2.4447823 52.6925408, -2.444986 52.6925991, -2.4454211 52.69272)",,,
598290884,Bridge Street,tertiary,False,False,4.491,30 mph,"LINESTRING (-2.4530269 52.6950119, -2.4529606 52.6950078)",,,
46882289,Bridge Street,tertiary,False,False,90.097,30 mph,"LINESTRING (-2.4530269 52.6950119, -2.4531378 52.6950317, -2.4534338 52.6950496, -2.4537975 52.6950815, -2.4541823 52.6951039, -2.4543512 52.6951145)",,,
785731112,Church Street,unclassified,True,False,70.023,30 mph,"LINESTRING (-2.4530269 52.6950119, -2.4528611 52.6949384, -2.4527929 52.6948826, -2.4527595 52.6948256, -2.4527651 52.6947559, -2.4528039 52.6946683, -2.4528865 52.6945627, -2.4529847 52.6944849)",,,
598290886,Bridge Street,tertiary,False,True,9.955,30 mph,"LINESTRING (-2.4523449 52.6950038, -2.4524926 52.6950021)",,,
70262485,Lion Street,tertiary,False,False,22.317,20 mph,"LINESTRING (-2.4523449 52.6950038, -2.452176 52.6949383, -2.4520684 52.6948934)",,,
358191980,New Street,unclassified,True,False,119.183,20 mph,"LINESTRING (-2.4523449 52.6950038, -2.4522936 52.6951918, -2.452359 52.6954451, -2.452417 52.6956384, -2.4524926 52.695763, -2.4525606 52.6959754, -2.4525852 52.6960533)",,,
70262485,Lion Street,tertiary,False,False,153.387,20 mph,"LINESTRING (-2.4520684 52.6948934, -2.4517096 52.6947391, -2.4514123 52.694622, -2.4511756 52.6945068, -2.4508779 52.6943891, -2.4501688 52.6941365)",,,
70262485,Lion Street,tertiary,False,True,22.317,20 mph,"LINESTRING (-2.4520684 52.6948934, -2.452176 52.6949383, -2.4523449 52.6950038)",,,
116887438,Hartshill,tertiary,False,True,48.099999999999994,30 mph,"LINESTRING (-2.4550648 52.6951179, -2.4547063 52.6951121, -2.4543512 52.6951145)",2,,
554209771,Charlton Street,residential,False,True,78.65,,"LINESTRING (-2.4550648 52.6951179, -2.4550909 52.6947649, -2.4550525 52.6944117)",,,
66121174,Willows Road,residential,False,False,122.588,,"LINESTRING (-2.4461104 52.6981813, -2.446188 52.6980417, -2.4466915 52.6971366)",,,
66121227,The Nabb,residential,False,False,32.448,,"LINESTRING (-2.4461104 52.6981813, -2.4459003 52.6982321, -2.4456483 52.698257)",,,
998107292,The Nabb,residential,False,False,20.537,,"LINESTRING (-2.4461104 52.6981813, -2.4460085 52.698249, -2.4459727 52.6983395)",,,
66121174,Willows Road,residential,False,False,179.55900000000003,,"LINESTRING (-2.4466915 52.6971366, -2.446713 52.6969611, -2.4466808 52.696818, -2.4465735 52.6966815, -2.4461443 52.6963304, -2.4456569 52.695745, -2.4456283 52.6956975)",,,
66121174,Willows Road,residential,False,True,122.588,,"LINESTRING (-2.4466915 52.6971366, -2.446188 52.6980417, -2.4461104 52.6981813)",,,
998107293,Willows Road,residential,False,True,63.707,,"LINESTRING (-2.4466915 52.6971366, -2.4470456 52.6971171, -2.4476245 52.6971856)",,,
872783496,Station Hill,tertiary,False,True,9.646,30 mph,"LINESTRING (-2.4456283 52.6956975, -2.4454948 52.6957288)",,,
66121174,Willows Road,residential,False,True,179.55900000000003,,"LINESTRING (-2.4456283 52.6956975, -2.4456569 52.695745, -2.4461443 52.6963304, -2.4465735 52.6966815, -2.4466808 52.696818, -2.446713 52.6969611, -2.4466915 52.6971366)",,,
872783496,Station Hill,tertiary,False,False,154.66399999999996,30 mph,"LINESTRING (-2.4456283 52.6956975, -2.4457703 52.6956644, -2.4460656 52.6956213, -2.4463109 52.6956076, -2.4473789 52.6956076, -2.4476363 52.6956, -2.4478242 52.695581, -2.4478998 52.6955734)",,,
"[66121185, 358583987]",Cockshutt Road,residential,False,False,131.10899999999998,,"LINESTRING (-2.4476678 52.6966685, -2.4475284 52.6965124, -2.4475713 52.6963564, -2.4476796 52.6962068, -2.4479049 52.6959343, -2.4479856 52.6957229, -2.4478998 52.6955734)",,,
"[66121185, 358583987]",Cockshutt Road,residential,False,True,131.109,,"LINESTRING (-2.4478998 52.6955734, -2.4479856 52.6957229, -2.4479049 52.6959343, -2.4476796 52.6962068, -2.4475713 52.6963564, -2.4475284 52.6965124, -2.4476678 52.6966685)",,,
"[358583989, 38564158]",Station Hill,tertiary,False,False,46.729,30 mph,"LINESTRING (-2.4478998 52.6955734, -2.447995 52.6955576, -2.4485265 52.6953959)",,,
872783496,Station Hill,tertiary,False,True,154.664,30 mph,"LINESTRING (-2.4478998 52.6955734, -2.4478242 52.695581, -2.4476363 52.6956, -2.4473789 52.6956076, -2.4463109 52.6956076, -2.4460656 52.6956213, -2.4457703 52.6956644, -2.4456283 52.6956975)",,,
66121208,The Nabb,residential,False,False,165.045,,"LINESTRING (-2.4482587 52.6989059, -2.4479902 52.6989426, -2.447899 52.6989734, -2.4478856 52.6990224, -2.4478908 52.6991654, -2.447814 52.6992436, -2.4476273 52.6993434, -2.4472246 52.6994012, -2.4465735 52.6993992, -2.4464447 52.6993732, -2.446293 52.6993772)",,,
66121208,The Nabb,residential,False,True,165.045,,"LINESTRING (-2.446293 52.6993772, -2.4464447 52.6993732, -2.4465735 52.6993992, -2.4472246 52.6994012, -2.4476273 52.6993434, -2.447814 52.6992436, -2.4478908 52.6991654, -2.4478856 52.6990224, -2.447899 52.6989734, -2.4479902 52.6989426, -2.4482587 52.6989059)",,,
66121221,The Nabb,residential,False,False,118.05099999999999,,"LINESTRING (-2.446293 52.6993772, -2.4462286 52.6992472, -2.4462115 52.6991383, -2.4462072 52.6991106, -2.4461765 52.6989766, -2.4461729 52.6987871, -2.4460907 52.6986255, -2.4459727 52.6983395)",,,
66121221,The Nabb,residential,False,False,23.707,,"LINESTRING (-2.4459727 52.6983395, -2.4456483 52.698257)",,,
66121221,The Nabb,residential,False,True,118.05100000000002,,"LINESTRING (-2.4459727 52.6983395, -2.4460907 52.6986255, -2.4461729 52.6987871, -2.4461765 52.6989766, -2.4462072 52.6991106, -2.4462115 52.6991383, -2.4462286 52.6992472, -2.446293 52.6993772)",,,
998107292,The Nabb,residential,False,True,20.537,,"LINESTRING (-2.4459727 52.6983395, -2.4460085 52.698249, -2.4461104 52.6981813)",,,
66121221,The Nabb,residential,False,True,23.707,,"LINESTRING (-2.4456483 52.698257, -2.4459727 52.6983395)",,,
66121227,The Nabb,residential,False,True,32.448,,"LINESTRING (-2.4456483 52.698257, -2.4459003 52.6982321, -2.4461104 52.6981813)",,,
70191114,Uxacona Way,tertiary,False,False,43.278,20 mph,"LINESTRING (-2.4501969 52.6966812, -2.4500993 52.6965932, -2.4500396 52.6965393, -2.4499623 52.6964709, -2.449817 52.6963681)",,,
"[358583329, 151401666]",Stafford Road,tertiary,False,False,80.649,"['20 mph', '30 mph']","LINESTRING (-2.4501969 52.6966812, -2.4501683 52.6967875, -2.450252 52.697403)",,,
358191981,Slaney Street,unclassified,False,True,41.826,20 mph,"LINESTRING (-2.4501969 52.6966812, -2.4504284 52.6967221, -2.450646 52.6967351, -2.4508059 52.6967244)",,,
70192867,Leonard Street,residential,False,True,191.04399999999998,,"LINESTRING (-2.450252 52.697403, -2.4518564 52.6972559, -2.4530568 52.6971529)",,,
"[358583329, 151401666]",Stafford Road,tertiary,False,True,80.649,"['20 mph', '30 mph']","LINESTRING (-2.450252 52.697403, -2.4501683 52.6967875, -2.4501969 52.6966812)",,,
70191124,Stafford Road,residential,False,False,19.019,20 mph,"LINESTRING (-2.4500235 52.6961516, -2.4500588 52.6963213)",,,
