osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,lanes,access
4015594,Nevells Road,residential,30 mph,False,False,98.961,"LINESTRING (-0.2310729 51.9806194, -0.2301428 51.9808845, -0.2299738 51.9809327, -0.2297616 51.9809932)",,,,
"[18471249, 48455713, 18471250, 18471251]",Bridge Road,tertiary,30 mph,False,False,119.994,"LINESTRING (-0.2310729 51.9806194, -0.2308749 51.9803958, -0.2307836 51.9801641, -0.2307612 51.9801333, -0.2307386 51.9801055, -0.2306034 51.9798951, -0.2305345 51.9797913, -0.2304277 51.9796208)",yes,,,
168184523,,tertiary,30 mph,True,False,17.508000000000003,"LINESTRING (-0.2240337 51.9810235, -0.2239815 51.9810462, -0.2239195 51.9810557, -0.2238561 51.9810509, -0.2237998 51.9810322)",,roundabout,,
980960863,Norton Way South,tertiary,30 mph,True,False,36.024,"LINESTRING (-0.2238133 51.9808592, -0.2238625 51.9808023, -0.2239189 51.9806371, -0.2239539 51.980549)",,,1,
1119147935,,tertiary,30 mph,True,False,13.065000000000001,"LINESTRING (-0.2238133 51.9808592, -0.2238719 51.980844, -0.2239355 51.9808428, -0.2239955 51.9808557)",,roundabout,,
980960865,Station Road,tertiary,30 mph,True,False,20.253,"LINESTRING (-0.2240412 51.980879, -0.2241375 51.980889, -0.2242287 51.9808873, -0.224335 51.9808808)",,,,
1118704924,,tertiary,30 mph,True,False,13.234,"LINESTRING (-0.2240412 51.980879, -0.2240733 51.9809134, -0.224083 51.9809526, -0.2240687 51.9809913)",,roundabout,,
980960869,Birds Hill,tertiary,30 mph,True,False,32.923,"LINESTRING (-0.223314 51.9809443, -0.2234428 51.980913, -0.2236295 51.9808926, -0.2236963 51.9808898, -0.2237795 51.9808772)",,,,
4072976,Gernon Road,unclassified,30 mph,False,True,85.564,"LINESTRING (-0.223926 51.9775445, -0.2241703 51.9775433, -0.2244698 51.9775259, -0.2250486 51.9775029, -0.2251647 51.9775299)",,,,
136219154,Norton Way South,tertiary,30 mph,False,False,153.23700000000002,"LINESTRING (-0.223926 51.9775445, -0.2238928 51.9774456, -0.223844 51.9771912, -0.223833 51.9767736, -0.2238242 51.9764397, -0.2238151 51.9762794, -0.2238066 51.9762134, -0.2238013 51.9761708)",,,2,
136219154,Norton Way South,tertiary,30 mph,False,True,36.479,"LINESTRING (-0.223926 51.9775445, -0.2238202 51.9777554, -0.223751 51.9778539)",,,2,
4658659,Norton Way South,tertiary,30 mph,False,True,41.48,"LINESTRING (-0.2239069 51.9782645, -0.2238854 51.9786373)",,,2,
136219154,Norton Way South,tertiary,30 mph,False,False,47.017,"LINESTRING (-0.2239069 51.9782645, -0.2238296 51.9780108, -0.2237915 51.9779557, -0.223751 51.9778539)",,,2,
4658659,Norton Way South,tertiary,30 mph,False,False,212.633,"LINESTRING (-0.2239539 51.980549, -0.223934 51.9800623, -0.2239137 51.979568, -0.2238824 51.9787719, -0.2238854 51.9786373)",,,2,
980960862,Norton Way South,tertiary,30 mph,True,False,34.355999999999995,"LINESTRING (-0.2239539 51.980549, -0.2239712 51.9806577, -0.2239685 51.9807486, -0.2239765 51.9808122, -0.2239955 51.9808557)",,,1,
3678755,Station Road,tertiary,30 mph,False,False,14.501,"LINESTRING (-0.2284933 51.9796016, -0.2282953 51.9796478)",,,,
68024610,Station Place,tertiary,30 mph,False,True,35.269999999999996,"LINESTRING (-0.2284933 51.9796016, -0.2286404 51.9795618, -0.2288335 51.9795147, -0.228974 51.9794889)",,,,
60770126,Broadway,tertiary,30 mph,True,False,82.78,"LINESTRING (-0.2299775 51.9762996, -0.2302435 51.9755734)",,,2,
4661029,Pixmore Way,tertiary,30 mph,False,False,159.149,"LINESTRING (-0.2299775 51.9762996, -0.229934 51.9762955, -0.2298567 51.9762827, -0.2276729 51.9761213)",,,2,
4415070,Meadow Way,residential,30 mph,False,False,164.91,"LINESTRING (-0.2302435 51.9755734, -0.2301269 51.9755545, -0.2279083 51.9752125)",,,,
60770126,Broadway,tertiary,30 mph,True,False,26.276,"LINESTRING (-0.2302435 51.9755734, -0.2302632 51.9755237, -0.2303015 51.9754802, -0.2304465 51.9753781)",,,2,
136219154,Norton Way South,tertiary,30 mph,False,False,36.479,"LINESTRING (-0.223751 51.9778539, -0.2238202 51.9777554, -0.223926 51.9775445)",,,2,
136219154,Norton Way South,tertiary,30 mph,False,True,47.016999999999996,"LINESTRING (-0.223751 51.9778539, -0.2237915 51.9779557, -0.2238296 51.9780108, -0.2239069 51.9782645)",,,2,
4015590,Eastcheap,unclassified,20 mph,True,False,50.318,"LINESTRING (-0.2291736 51.9772258, -0.2290484 51.977328, -0.2289966 51.9773789, -0.2287607 51.9775998)",,,,
4015589,Gernon Road,unclassified,30 mph,True,False,283.826,"LINESTRING (-0.2292071 51.9770091, -0.2288191 51.9770508, -0.2285256 51.9770801, -0.2283805 51.9770921, -0.2281748 51.9771163, -0.2277505 51.9771706, -0.2274376 51.9772133, -0.227325 51.9772312, -0.2267835 51.9772998, -0.2262694 51.9773805, -0.2261481 51.9773995, -0.2259172 51.977421, -0.2252833 51.9774801, -0.2251647 51.9775299)",,,,
4727112,Eastcheap,unclassified,20 mph,True,False,25.051000000000002,"LINESTRING (-0.2292071 51.9770091, -0.2291718 51.9770416, -0.2291539 51.9770821, -0.2291736 51.9772258)",,,,
4072976,Gernon Road,unclassified,30 mph,False,False,85.56400000000001,"LINESTRING (-0.2251647 51.9775299, -0.2250486 51.9775029, -0.2244698 51.9775259, -0.2241703 51.9775433, -0.223926 51.9775445)",,,,
4415073,South View,residential,30 mph,False,False,127.81,"LINESTRING (-0.229045 51.974092, -0.2279944 51.9731421)",,,,
4415073,South View,residential,30 mph,False,True,172.26999999999998,"LINESTRING (-0.229045 51.974092, -0.2303943 51.9753198, -0.2304465 51.9753781)",,,,
4415074,Souberie Avenue,residential,30 mph,False,False,96.82199999999999,"LINESTRING (-0.229045 51.974092, -0.2300711 51.9736723, -0.2301713 51.9736409, -0.2302389 51.9736313)",,,,
4415074,Souberie Avenue,residential,30 mph,False,True,156.75,"LINESTRING (-0.229045 51.974092, -0.2287787 51.9742026, -0.2285519 51.9743015, -0.2283769 51.9743758, -0.2282426 51.9744606, -0.2281407 51.9745412, -0.2280946 51.9746004, -0.2280455 51.9747024, -0.2279634 51.9750099, -0.2279083 51.9752125)",,,,
4415070,Meadow Way,residential,30 mph,False,False,89.066,"LINESTRING (-0.2279083 51.9752125, -0.2266464 51.9750193)",,,,
4415077,Gernon Walk,residential,30 mph,False,False,59.018,"LINESTRING (-0.2279083 51.9752125, -0.2277774 51.9757371)",,,,
4415070,Meadow Way,residential,30 mph,False,True,164.91,"LINESTRING (-0.2279083 51.9752125, -0.2301269 51.9755545, -0.2302435 51.9755734)",,,,
4415074,Souberie Avenue,residential,30 mph,False,False,156.75,"LINESTRING (-0.2279083 51.9752125, -0.2279634 51.9750099, -0.2280455 51.9747024, -0.2280946 51.9746004, -0.2281407 51.9745412, -0.2282426 51.9744606, -0.2283769 51.9743758, -0.2285519 51.9743015, -0.2287787 51.9742026, -0.229045 51.974092)",,,,
4415077,Gernon Walk,residential,30 mph,False,True,59.018,"LINESTRING (-0.2277774 51.9757371, -0.2279083 51.9752125)",,,,
4661029,Pixmore Way,tertiary,30 mph,False,False,89.523,"LINESTRING (-0.2276729 51.9761213, -0.2263756 51.9760234)",,,2,
4661029,Pixmore Way,tertiary,30 mph,False,True,159.149,"LINESTRING (-0.2276729 51.9761213, -0.2298567 51.9762827, -0.229934 51.9762955, -0.2299775 51.9762996)",,,2,
91941958,Gernon Walk,residential,30 mph,False,True,117.91799999999999,"LINESTRING (-0.2276729 51.9761213, -0.2275104 51.9767558, -0.2274419 51.9770067, -0.2274239 51.9771323, -0.2274245 51.9771699)",,,,
4415070,Meadow Way,residential,30 mph,False,False,81.194,"LINESTRING (-0.2266464 51.9750193, -0.2254977 51.9748391)",,,,
4415070,Meadow Way,residential,30 mph,False,True,89.066,"LINESTRING (-0.2266464 51.9750193, -0.2279083 51.9752125)",,,,
4415069,Lytton Avenue,residential,30 mph,False,True,243.998,"LINESTRING (-0.2266464 51.9750193, -0.2268875 51.9742052, -0.2269662 51.9738958, -0.2270154 51.9737162, -0.2270469 51.9736075, -0.2270784 51.9735479, -0.2271246 51.9735104, -0.2272058 51.9734637, -0.2276379 51.9732772, -0.2279944 51.9731421)",,,,
4415072,Lytton Avenue,residential,30 mph,False,False,113.181,"LINESTRING (-0.2266464 51.9750193, -0.2263849 51.9759925, -0.2263756 51.9760234)",,,,
4415073,South View,residential,30 mph,False,True,127.81,"LINESTRING (-0.2279944 51.9731421, -0.229045 51.974092)",,,,
4415069,Lytton Avenue,residential,30 mph,False,False,243.99800000000002,"LINESTRING (-0.2279944 51.9731421, -0.2276379 51.9732772, -0.2272058 51.9734637, -0.2271246 51.9735104, -0.2270784 51.9735479, -0.2270469 51.9736075, -0.2270154 51.9737162, -0.2269662 51.9738958, -0.2268875 51.9742052, -0.2266464 51.9750193)",,,,
4415074,Souberie Avenue,residential,30 mph,False,False,96.443,"LINESTRING (-0.2302389 51.9736313, -0.2303362 51.9736409, -0.2314386 51.9737945, -0.231613 51.9738198)",,,,
4415074,Souberie Avenue,residential,30 mph,False,True,96.822,"LINESTRING (-0.2302389 51.9736313, -0.2301713 51.9736409, -0.2300711 51.9736723, -0.229045 51.974092)",,,,
4661029,Pixmore Way,tertiary,30 mph,False,True,89.523,"LINESTRING (-0.2263756 51.9760234, -0.2276729 51.9761213)",,,2,
4415072,Lytton Avenue,residential,30 mph,False,True,113.181,"LINESTRING (-0.2263756 51.9760234, -0.2263849 51.9759925, -0.2266464 51.9750193)",,,,
4661029,Pixmore Way,tertiary,30 mph,False,False,150.422,"LINESTRING (-0.2263756 51.9760234, -0.2263564 51.9760218, -0.2243581 51.9758755, -0.2241942 51.975868)",,,2,
91941968,Lytton Avenue,residential,30 mph,False,True,151.18099999999998,"LINESTRING (-0.2263756 51.9760234, -0.2263441 51.9760657, -0.2262968 51.9762088, -0.2260686 51.9767698, -0.2260505 51.9768143, -0.2259663 51.9770778, -0.2259001 51.9773021, -0.2259067 51.9773482)",,,,
280784186,Norton Way South,tertiary,30 mph,False,False,103.52,"LINESTRING (-0.2237629 51.974605, -0.2237332 51.9736742)",,,2,
4415070,Meadow Way,residential,30 mph,False,True,122.125,"LINESTRING (-0.2237629 51.974605, -0.2238724 51.9745993, -0.2239769 51.974603, -0.2254977 51.9748391)",,,,
280784186,Norton Way South,tertiary,30 mph,False,True,113.13100000000001,"LINESTRING (-0.2237629 51.974605, -0.2237928 51.9754333, -0.2237923 51.9754825, -0.2237907 51.9756222)",,,2,
4415070,Meadow Way,residential,30 mph,False,True,81.194,"LINESTRING (-0.2254977 51.9748391, -0.2266464 51.9750193)",,,,
4415075,Brookside,residential,,False,False,49.424,"LINESTRING (-0.2254977 51.9748391, -0.2253313 51.9752716)",,,,
4415070,Meadow Way,residential,30 mph,False,False,122.125,"LINESTRING (-0.2254977 51.9748391, -0.2239769 51.974603, -0.2238724 51.9745993, -0.2237629 51.974605)",,,,
4415075,Brookside,residential,,False,True,49.424,"LINESTRING (-0.2253313 51.9752716, -0.2254977 51.9748391)",,,,
4415081,Spring Road,residential,30 mph,False,False,58.586,"LINESTRING (-0.2345972 51.9735031, -0.2349594 51.9739804)",,,,
4415081,Spring Road,residential,30 mph,False,True,33.863,"LINESTRING (-0.2351605 51.9742586, -0.2349594 51.9739804)",,,,
170606628,West View,residential,30 mph,False,True,91.587,"LINESTRING (-0.2351605 51.9742586, -0.2363221 51.9738507)",,,,
4415081,Spring Road,residential,30 mph,False,False,109.672,"LINESTRING (-0.2351605 51.9742586, -0.2353102 51.9744696, -0.235806 51.9751612)",,,,
4415081,Spring Road,residential,30 mph,False,False,33.863,"LINESTRING (-0.2349594 51.9739804, -0.2351605 51.9742586)",,,,
4415081,Spring Road,residential,30 mph,False,True,58.586,"LINESTRING (-0.2349594 51.9739804, -0.2345972 51.9735031)",,,,
4415082,West View,residential,30 mph,False,False,74.694,"LINESTRING (-0.2349594 51.9739804, -0.2348332 51.9740622, -0.2347689 51.9741222, -0.2346393 51.9743845, -0.2345813 51.9745138, -0.2345438 51.974589)",,,,
4473034,Broadwater Avenue,residential,30 mph,False,True,139.457,"LINESTRING (-0.2345438 51.974589, -0.234046 51.9758051)",,,,
4415082,West View,residential,30 mph,False,False,235.899,"LINESTRING (-0.2345438 51.974589, -0.2343964 51.9745726, -0.2342623 51.9745616, -0.2341624 51.9745722, -0.2316797 51.9754913, -0.231535 51.9755347)",,,,
4415082,West View,residential,30 mph,False,True,74.694,"LINESTRING (-0.2345438 51.974589, -0.2345813 51.9745138, -0.2346393 51.9743845, -0.2347689 51.9741222, -0.2348332 51.9740622, -0.2349594 51.9739804)",,,,
