osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge
82755349,Queen Street,residential,20 mph,False,False,102.545,,,"LINESTRING (-3.8027386 56.1529582, -3.8026293 56.152038)",
82755349,Queen Street,residential,20 mph,False,True,75.557,,,"LINESTRING (-3.8027386 56.1529582, -3.8028081 56.1536366)",
74611036,Stirling Street,primary,30 mph,False,False,129.731,2,A91,"LINESTRING (-3.8027386 56.1529582, -3.8014741 56.1529917, -3.800646 56.1530101)",
182551329,West Stirling Street,primary,30 mph,False,True,141.238,2,A91,"LINESTRING (-3.8027386 56.1529582, -3.8039931 56.1529272, -3.8050178 56.1529212)",
82761616,Brook Street,secondary,30 mph,False,True,52.182,2,B908,"LINESTRING (-3.7984356 56.1530707, -3.7983331 56.1526049)",
74611036,Stirling Street,primary,30 mph,False,True,137.063,2,A91,"LINESTRING (-3.7984356 56.1530707, -3.8005702 56.1530121, -3.800646 56.1530101)",
"[74611040, 166102842]",East Stirling Street,primary,30 mph,False,False,38.650999999999996,2,A91,"LINESTRING (-3.7984356 56.1530707, -3.7980224 56.1530607, -3.7978121 56.1530557)",yes
82761609,Brook Street,residential,20 mph,False,True,105.41499999999999,,,"LINESTRING (-3.7984356 56.1530707, -3.7984933 56.15336, -3.7985255 56.1536468, -3.7984825 56.1539097, -3.7984642 56.1540148)",
82513212,Beauclerc Street,residential,20 mph,False,False,64.585,,,"LINESTRING (-3.8029886 56.1550469, -3.8019552 56.155125)",
82755349,Queen Street,residential,20 mph,False,False,40.979,,,"LINESTRING (-3.8029886 56.1550469, -3.8029441 56.1546792)",
82513212,Beauclerc Street,residential,20 mph,False,True,64.585,,,"LINESTRING (-3.8019552 56.155125, -3.8029886 56.1550469)",
721309612,,residential,,False,False,31.261,,,"LINESTRING (-3.8019552 56.155125, -3.8018573 56.1548492)",
82513212,Beauclerc Street,residential,20 mph,False,False,126.36,,,"LINESTRING (-3.8019552 56.155125, -3.8009955 56.1552242, -3.8004364 56.1552908, -3.8001385 56.1553266, -3.7999549 56.1553486)",
82513212,Beauclerc Street,residential,20 mph,False,False,52.687,,,"LINESTRING (-3.7999549 56.1553486, -3.7991255 56.1554541)",
82513212,Beauclerc Street,residential,20 mph,False,True,126.36,,,"LINESTRING (-3.7999549 56.1553486, -3.8001385 56.1553266, -3.8004364 56.1552908, -3.8009955 56.1552242, -3.8019552 56.155125)",
