osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge
207707918,3,B3073,secondary,40 mph,False,True,14.121,,"LINESTRING (-1.8095079 50.7623999, -1.8096798 50.7624655)",
812780677,2,A338,trunk,50 mph,True,False,229.663,Spur Road,"LINESTRING (-1.8094989 50.7654784, -1.8108378 50.7635946)",
"[711032939, 4280366]",2,,trunk_link,50 mph,True,False,355.636,,"LINESTRING (-1.8094989 50.7654784, -1.8096824 50.7649526, -1.8096554 50.7646944, -1.8095576 50.7644847, -1.8094023 50.7643002, -1.8093489 50.7642509, -1.8091616 50.7641075, -1.8089909 50.763995, -1.8088194 50.7638544, -1.8086883 50.763679, -1.8086573 50.7634184, -1.8087988 50.7631419, -1.8093446 50.7625933)",
711032941,3,B3073,secondary,40 mph,False,False,35.915,Christchurch Road,"LINESTRING (-1.8127405 50.7645513, -1.8126145 50.7642383)",
711032940,3,B3073,secondary,40 mph,False,True,23.523,Christchurch Road,"LINESTRING (-1.8127405 50.7645513, -1.8128331 50.7647223, -1.812855 50.7647498)",
207707920,2,A338,trunk,50 mph,True,False,223.715,Spur Road,"LINESTRING (-1.8109577 50.7637339, -1.8096651 50.7655722)",
"[4083392, 21320589]","['2', '3']",,trunk_link,"['40 mph', '50 mph']",True,False,219.838,,"LINESTRING (-1.8109577 50.7637339, -1.8108718 50.7639837, -1.8108428 50.7641254, -1.8108756 50.7642844, -1.8109588 50.764405, -1.8110635 50.7645149, -1.8111845 50.7646006, -1.8114225 50.7646867, -1.8115886 50.7647187, -1.8117145 50.7647196, -1.8120336 50.7647219, -1.8125108 50.7646082, -1.812561 50.7645934, -1.8127405 50.7645513)",
28514799,1,,trunk_link,50 mph,True,False,16.184,,"LINESTRING (-1.8096798 50.7624655, -1.8095402 50.7625812)",
28514800,3,B3073,secondary,40 mph,False,True,25.787,,"LINESTRING (-1.8096798 50.7624655, -1.8099874 50.7625917)",
207707918,3,B3073,secondary,40 mph,False,False,14.121,,"LINESTRING (-1.8096798 50.7624655, -1.8095079 50.7623999)",
143780269,2,,residential,,False,False,10.311,Blackwater,"LINESTRING (-1.8094705 50.7626408, -1.8093446 50.7625933)",
