osmid,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,lanes,access
50811341,B6426,St Albans Road East,secondary,30 mph,False,True,39.557,,"LINESTRING (-0.2197082 51.7653722, -0.2200951 51.7651091)",,
225176233,,,secondary,30 mph,True,False,13.666999999999998,roundabout,"LINESTRING (-0.2233617 51.763721, -0.2234703 51.763691, -0.2235493 51.7636846)",,
225176267,,,secondary,30 mph,True,False,15.294,roundabout,"LINESTRING (-0.2262494 51.761645, -0.226338 51.7615993, -0.2264381 51.7615761)",2,
2524454,,Woods Avenue,tertiary,,True,False,48.742000000000004,,"LINESTRING (-0.2268363 51.7612474, -0.2268024 51.7615107, -0.2267991 51.7616849)",,
8899372,,Woods Avenue,tertiary,30 mph,False,False,64.962,,"LINESTRING (-0.2268363 51.7612474, -0.22683 51.7611862, -0.2267822 51.7610452, -0.2267507 51.7609986, -0.2265457 51.7606958)",,
871266507,,,secondary,30 mph,True,False,10.583,roundabout,"LINESTRING (-0.2237314 51.7640776, -0.2235854 51.7641075)",,
3084560,B6426,St Albans Road East,secondary,30 mph,True,False,43.835,,"LINESTRING (-0.2235854 51.7641075, -0.2234774 51.764175, -0.2232657 51.7642864, -0.223074 51.7643324)",,
619767724,,,secondary,30 mph,True,False,26.319,roundabout,"LINESTRING (-0.2235854 51.7641075, -0.2234669 51.7641016, -0.2233899 51.7640827, -0.2232969 51.7640368, -0.2232603 51.764006)",,
225176280,,,secondary,30 mph,True,False,7.755,roundabout,"LINESTRING (-0.2238678 51.7638125, -0.2238949 51.7638802)",,
3084561,,,secondary,30 mph,True,False,14.050999999999998,roundabout,"LINESTRING (-0.2232603 51.764006, -0.2232175 51.7639374, -0.2232116 51.7638847)",,
"[8899666, 640905524]",B6426,Queensway,secondary,30 mph,True,False,280.0779999999999,,"LINESTRING (-0.2235493 51.7636846, -0.2237352 51.7635906, -0.2238253 51.7635322, -0.2238938 51.7634593, -0.2241419 51.7630826, -0.2243763 51.7628478, -0.224523 51.7627226, -0.2246601 51.762626, -0.2249155 51.7624713, -0.2252767 51.7623057, -0.2253586 51.7622756, -0.2254172 51.7622541, -0.2256285 51.7621837, -0.225872 51.7621038, -0.2259676 51.7620753, -0.2260687 51.7620358, -0.2261114 51.7620092, -0.2261599 51.7619556, -0.2261878 51.7619086, -0.2262203 51.7618852)",2,
225176253,,,secondary,30 mph,True,False,27.584,roundabout,"LINESTRING (-0.2235493 51.7636846, -0.2236667 51.7636965, -0.2237498 51.7637229, -0.2238339 51.7637749, -0.2238678 51.7638125)",,
10882154,,Maryland,residential,30 mph,False,True,50.369,,"LINESTRING (-0.2317483 51.7593987, -0.2314521 51.759159, -0.2313078 51.759037)",,
169349527,,Maryland,residential,30 mph,False,False,45.879999999999995,,"LINESTRING (-0.2317483 51.7593987, -0.2318935 51.7593818, -0.2320259 51.759358, -0.2321717 51.7592959, -0.2323363 51.7592213)",,
"[791043816, 169349527]",,Maryland,residential,30 mph,False,True,46.716,,"LINESTRING (-0.2317483 51.7593987, -0.2317339 51.7594422, -0.2316948 51.7594969, -0.2313028 51.7596646, -0.2312747 51.7596763)",,
8899741,,Holliers Way,residential,30 mph,False,True,109.626,,"LINESTRING (-0.2313078 51.759037, -0.2307661 51.7591727, -0.2298101 51.7593713)",,
10882154,,Maryland,residential,30 mph,False,False,50.369,,"LINESTRING (-0.2313078 51.759037, -0.2314521 51.759159, -0.2317483 51.7593987)",,
4821120,,Briars Lane,residential,30 mph,False,False,78.494,,"LINESTRING (-0.2298101 51.7593713, -0.229835 51.7594174, -0.2301835 51.7600383)",,
8899741,,Holliers Way,residential,30 mph,False,False,109.626,,"LINESTRING (-0.2298101 51.7593713, -0.2307661 51.7591727, -0.2313078 51.759037)",,
24664739,,Goldings Crescent,residential,30 mph,False,False,267.26800000000003,,"LINESTRING (-0.2231787 51.7616149, -0.2233568 51.7619149, -0.2236876 51.762502, -0.2236521 51.7625373, -0.2236029 51.7625596, -0.2231566 51.76266, -0.2227904 51.7627351, -0.2227323 51.7627362, -0.2226704 51.7627189, -0.2216346 51.7622884)",,
1005235194,,Link Drive,unclassified,30 mph,False,False,66.275,,"LINESTRING (-0.2231787 51.7616149, -0.2229566 51.7616018, -0.2227972 51.7615924, -0.2226363 51.7615756, -0.2222429 51.7614908)",,
"[1005235193, 1005235194, 1005235196]",,Link Drive,unclassified,30 mph,False,True,101.858,,"LINESTRING (-0.2231787 51.7616149, -0.2240331 51.761482, -0.2241538 51.7614554, -0.224611 51.7613856)",,yes
495466156,,Old Rectory Drive,residential,30 mph,False,False,57.567,,"LINESTRING (-0.2215712 51.7613183, -0.2212201 51.7617882)",,
694577109,,Old Rectory Drive,residential,30 mph,False,True,55.241,,"LINESTRING (-0.2215712 51.7613183, -0.2218491 51.7609384, -0.2219097 51.760868)",,
1005235195,,Link Drive,unclassified,30 mph,False,True,50.216,,"LINESTRING (-0.2215712 51.7613183, -0.2217467 51.7613473, -0.2221318 51.7614534, -0.2222429 51.7614908)",,
1173496009,,,residential,,False,False,39.772999999999996,,"LINESTRING (-0.2215712 51.7613183, -0.2214992 51.7612997, -0.2211384 51.7612011, -0.2210418 51.7611749)",,
225176226,,,secondary,30 mph,True,False,23.04,roundabout,"LINESTRING (-0.2312513 51.7615729, -0.2312454 51.7616058, -0.2312197 51.7616575, -0.2311815 51.7616989, -0.2311388 51.7617297, -0.2311056 51.7617539)",,
4821120,,Briars Lane,residential,30 mph,False,True,39.173,,"LINESTRING (-0.2305709 51.7607804, -0.2304045 51.7604435)",,
24664779,,Dellfield Road,residential,30 mph,False,False,162.2,,"LINESTRING (-0.2305709 51.7607804, -0.228431 51.7613916)",,
4821120,,Briars Lane,residential,30 mph,False,False,44.104,,"LINESTRING (-0.2305709 51.7607804, -0.2307174 51.7610276, -0.2307799 51.7611552)",,
871266508,,,secondary,30 mph,True,False,19.985,roundabout,"LINESTRING (-0.2308898 51.7617977, -0.2308551 51.7617952, -0.230765 51.7617849, -0.2306967 51.7617669, -0.230643 51.7617446, -0.2306243 51.7617344)",,
"[4821136, 52092478]",B6426,Queensway,secondary,30 mph,True,False,279.107,,"LINESTRING (-0.2306243 51.7617344, -0.2303149 51.7617192, -0.2291943 51.7619211, -0.2283952 51.7620574, -0.2280801 51.7620884, -0.2278591 51.7620938, -0.2276088 51.7621015, -0.2274863 51.7620996, -0.2273538 51.7620935, -0.2273034 51.7620822, -0.2272529 51.7620709, -0.2270481 51.7620164, -0.2269062 51.7619647, -0.2267014 51.7619422)",2,
225176281,,,secondary,30 mph,True,False,26.549,roundabout,"LINESTRING (-0.2306243 51.7617344, -0.2305636 51.7616913, -0.2305153 51.7616229, -0.2305036 51.7615773, -0.2305109 51.7615167)",,
225176231,,,secondary,30 mph,True,False,14.255,roundabout,"LINESTRING (-0.2267014 51.7619422, -0.2265984 51.7619742, -0.2265076 51.7619829)",2,
"[52080452, 8899678]",B6426,Queensway,secondary,30 mph,True,False,149.51999999999998,,"LINESTRING (-0.2265076 51.7619829, -0.2264283 51.762025, -0.2262135 51.7620948, -0.225611 51.7622656, -0.2255219 51.7622914, -0.225472 51.7623059, -0.2250831 51.7624718, -0.2248485 51.7626002, -0.2247016 51.7627047)",2,
225176292,,,secondary,30 mph,True,False,23.427999999999997,roundabout,"LINESTRING (-0.2265076 51.7619829, -0.2263452 51.7619583, -0.2262549 51.761914, -0.2262203 51.7618852)",2,
22674689,B197,Wellfield Road,secondary,30 mph,True,False,37.135000000000005,,"LINESTRING (-0.2238949 51.7638802, -0.2240679 51.7640037, -0.2242674 51.7641213)",,
619767728,,,secondary,30 mph,True,False,25.796999999999997,roundabout,"LINESTRING (-0.2238949 51.7638802, -0.2238709 51.7639761, -0.2238078 51.7640384, -0.2237314 51.7640776)",,
842884711,,,secondary,30 mph,True,False,12.301,roundabout,"LINESTRING (-0.2262203 51.7618852, -0.2261779 51.7618188, -0.2261711 51.7617798)",2,
225176248,,,secondary,30 mph,True,False,21.136999999999997,roundabout,"LINESTRING (-0.2305109 51.7615167, -0.2305412 51.761462, -0.2305904 51.7614152, -0.2306429 51.7613833, -0.2306838 51.7613656)",,
8257143,,Woods Avenue,tertiary,,True,False,46.745000000000005,,"LINESTRING (-0.2264381 51.7615761, -0.2265931 51.7615, -0.2266905 51.7614369, -0.226757 51.7613708, -0.2268363 51.7612474)",,
225176216,,,secondary,30 mph,True,False,29.525,roundabout,"LINESTRING (-0.2264381 51.7615761, -0.2265533 51.7615746, -0.2266168 51.7615846, -0.22673 51.7616278, -0.2267991 51.7616849)",2,
332452948,,Lemsford Road,tertiary,30 mph,False,False,29.239,,"LINESTRING (-0.2312317 51.7622355, -0.2312137 51.7622076, -0.2310911 51.7619874)",,
1012300706,,Lemsford Road,tertiary,30 mph,False,True,123.642,,"LINESTRING (-0.2312317 51.7622355, -0.231311 51.7623254, -0.2316588 51.7626835, -0.2317078 51.7627363, -0.2320038 51.7630504, -0.2321402 51.7631947)",,
48777657,,Lemsford Road,tertiary,30 mph,True,False,25.237,,"LINESTRING (-0.2310911 51.7619874, -0.2310056 51.7619085, -0.2309561 51.7618613, -0.2308898 51.7617977)",,
332452948,,Lemsford Road,tertiary,30 mph,False,True,29.239,,"LINESTRING (-0.2310911 51.7619874, -0.2312137 51.7622076, -0.2312317 51.7622355)",,
8116826,B197,French Horn Lane,secondary,30 mph,True,False,31.325000000000003,,"LINESTRING (-0.2229129 51.7636741, -0.2231602 51.7637013, -0.2233617 51.763721)",,
22674654,B197,French Horn Lane,secondary,30 mph,False,False,52.293,,"LINESTRING (-0.2229129 51.7636741, -0.2225593 51.7634487, -0.2223993 51.763328)",,
8116886,,Old French Horn Lane,residential,30 mph,False,False,19.953,,"LINESTRING (-0.2219833 51.7630422, -0.2219259 51.7630813, -0.221749 51.7631449)",,
22674654,B197,French Horn Lane,secondary,30 mph,False,False,106.604,,"LINESTRING (-0.2219833 51.7630422, -0.221435 51.7627558, -0.2206795 51.7625408)",,
22674654,B197,French Horn Lane,secondary,30 mph,False,True,42.782,,"LINESTRING (-0.2219833 51.7630422, -0.2221576 51.7631664, -0.2222029 51.7631987, -0.2222361 51.7632206, -0.2223993 51.763328)",,
8116886,,Old French Horn Lane,residential,30 mph,False,False,121.554,,"LINESTRING (-0.2204884 51.7630162, -0.2188528 51.7626036)",,
8116886,,Old French Horn Lane,residential,30 mph,False,True,88.164,,"LINESTRING (-0.2204884 51.7630162, -0.2208462 51.7630761, -0.2213263 51.7631245, -0.221749 51.7631449)",,
8116886,,Old French Horn Lane,residential,30 mph,False,False,88.164,,"LINESTRING (-0.221749 51.7631449, -0.2213263 51.7631245, -0.2208462 51.7630761, -0.2204884 51.7630162)",,
8116886,,Old French Horn Lane,residential,30 mph,False,True,19.953,,"LINESTRING (-0.221749 51.7631449, -0.2219259 51.7630813, -0.2219833 51.7630422)",,
53148762,,Hollier Court,residential,5 mph,False,False,42.573,,"LINESTRING (-0.221749 51.7631449, -0.2218067 51.76329, -0.2218526 51.7635217)",,
8116886,,Old French Horn Lane,residential,30 mph,False,True,121.554,,"LINESTRING (-0.2188528 51.7626036, -0.2204884 51.7630162)",,
8899976,,Briars Wood,residential,30 mph,False,False,68.914,,"LINESTRING (-0.2330804 51.7602441, -0.2328455 51.7603158, -0.232692 51.7603454, -0.2326458 51.7603543, -0.2324058 51.7603889, -0.2321226 51.7604004)",,
22674595,,Feather Dell,residential,30 mph,False,False,47.006,,"LINESTRING (-0.2321226 51.7604004, -0.2322484 51.7608159)",,
