osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,junction,bridge
197572267,True,A89,South Circular Road,primary,30 mph,False,5.897,,"LINESTRING (-4.0220881 55.8604755, -4.0219952 55.8604852)",,
28712663,False,A89,South Circular Road,primary,30 mph,True,85.96000000000001,2,"LINESTRING (-4.0220881 55.8604755, -4.0221813 55.8604693, -4.0227972 55.8604291, -4.023457 55.8603895)",,
197572337,True,A89,,primary,30 mph,False,8.164,3,"LINESTRING (-4.0214543 55.8605718, -4.0213928 55.8606366)",roundabout,
211708842,True,A89,,primary,30 mph,False,6.805,3,"LINESTRING (-4.0212688 55.8603684, -4.0213625 55.8603997)",roundabout,
10644989,True,A725,Coatbank Street,primary,30 mph,False,76.24100000000001,2,"LINESTRING (-4.020952 55.860407, -4.0208176 55.8602765, -4.0204686 55.8600086, -4.0202651 55.8598407)",,
211708843,True,A89,,primary,30 mph,False,21.282,3,"LINESTRING (-4.020952 55.860407, -4.0210137 55.8603805, -4.0210452 55.8603716, -4.0210762 55.8603652, -4.0211446 55.8603582, -4.0212688 55.8603684)",roundabout,
10644989,True,A725,Coatbank Street,primary,30 mph,False,39.307,2,"LINESTRING (-4.0202651 55.8598407, -4.0201688 55.8597488, -4.0201008 55.8596616, -4.0200106 55.8595186)",,
11554100,True,,Coatbank Way,unclassified,30 mph,False,25.106,,"LINESTRING (-4.0202651 55.8598407, -4.0200408 55.8597787, -4.0199018 55.8597438)",,
203140378,True,A89,,primary,30 mph,False,8.485,3,"LINESTRING (-4.0210903 55.8606905, -4.0210445 55.8606817, -4.0209701 55.8606558)",roundabout,
15459740,False,,West Canal Street,tertiary,30 mph,True,26.945,,"LINESTRING (-4.0341078 55.8613634, -4.0344486 55.8612146)",,
23397550,False,,Merrystone Street,residential,30 mph,False,51.526,,"LINESTRING (-4.0341078 55.8613634, -4.0346423 55.8617166)",,
15459740,False,,West Canal Street,tertiary,30 mph,False,47.044999999999995,,"LINESTRING (-4.0341078 55.8613634, -4.0335907 55.8615609, -4.033484 55.861601)",,
23370635,False,,Baird Street,residential,,False,108.33,,"LINESTRING (-4.0299725 55.863897, -4.0293241 55.8639999, -4.0287924 55.8640865, -4.0283042 55.8641666)",,
191885627,False,B803,Sunnyside Road,secondary,,False,174.34399999999997,,"LINESTRING (-4.0299725 55.863897, -4.0300801 55.8637338, -4.0301323 55.8636229, -4.0301503 55.8635403, -4.030171 55.8634245, -4.0301598 55.8633198, -4.0301533 55.8633029, -4.0301222 55.8632225, -4.0300495 55.8630765, -4.029989 55.8629799, -4.0296135 55.8625987, -4.0295723 55.8625435, -4.0295376 55.8624841, -4.0295078 55.8624231)",,
191885627,False,B803,Sunnyside Road,secondary,,True,270.419,,"LINESTRING (-4.0299725 55.863897, -4.0297486 55.8642431, -4.0296145 55.8644505, -4.0294434 55.8647274, -4.0292836 55.8650044, -4.0290601 55.86531, -4.0289223 55.8654818, -4.028777 55.8656506, -4.0285052 55.8660037, -4.0284398 55.8661677)",,
