osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name,est_width,access
672510290,True,1,A47,trunk,30 mph,False,160.246,"LINESTRING (1.754626 52.475875, 1.7548688 52.4760539, 1.7552349 52.4763145, 1.7553077 52.4763777, 1.7554495 52.4765007, 1.7556104 52.4766453, 1.7557499 52.4767801, 1.7558008 52.4768618, 1.7557847 52.4769672, 1.7557633 52.4769859, 1.7556493 52.4770407)",,,,
201854748,True,,A47,trunk,30 mph,False,11.443,"LINESTRING (1.7556493 52.4770407, 1.7554817 52.4770537)",roundabout,,,
64004322,True,,,unclassified,30 mph,False,24.371000000000002,"LINESTRING (1.7554817 52.4770537, 1.7553698 52.4770413, 1.7552766 52.4770279, 1.7551437 52.4769851)",,Gordon Road,,
915117051,True,,A47,trunk,30 mph,False,23.335,"LINESTRING (1.7554817 52.4770537, 1.7553784 52.4770946, 1.7553234 52.4771313, 1.7552631 52.4772081)",roundabout,,,
201854743,True,,A47,trunk,30 mph,False,13.616,"LINESTRING (1.7552631 52.4772081, 1.755255 52.4772416, 1.7552523 52.4772735, 1.7552765 52.4773282)",roundabout,,,
59993855,False,,,residential,,True,52.667,"LINESTRING (1.7552765 52.4773282, 1.75507 52.477365, 1.7545082 52.477382)",,Nelson Court,,
201854743,True,,A47,trunk,30 mph,False,9.605,"LINESTRING (1.7552765 52.4773282, 1.755302 52.4773609, 1.755341 52.4774051)",roundabout,,,
201854747,True,,A47,trunk,30 mph,False,3.958,"LINESTRING (1.7557754 52.4774662, 1.7558303 52.477454)",roundabout,,,
148058257,True,,,unclassified,30 mph,False,27.688000000000002,"LINESTRING (1.7558303 52.477454, 1.7559832 52.4774834, 1.7560583 52.4775046, 1.7562126 52.4775414)",,Whapload Road,,
201854747,True,,A47,trunk,30 mph,False,20.354,"LINESTRING (1.7558303 52.477454, 1.7559108 52.4774229, 1.7559564 52.4773862, 1.7559913 52.4773494, 1.7560181 52.4773168)",roundabout,,,
201854747,True,,A47,trunk,30 mph,False,12.873000000000001,"LINESTRING (1.7560181 52.4773168, 1.7560288 52.4772694, 1.7560221 52.4772016)",roundabout,,,
10506005,True,,A47,trunk,30 mph,False,50.212,"LINESTRING (1.755498 52.4778705, 1.7555393 52.4776811, 1.7555709 52.4776368, 1.7555796 52.4776247, 1.7556144 52.4775855, 1.7557096 52.4775153, 1.7557754 52.4774662)",,,,
59993807,False,,A47,trunk,30 mph,False,127.16999999999999,"LINESTRING (1.755498 52.4778705, 1.7555002 52.4781556, 1.755507 52.4782654, 1.7555285 52.4786114, 1.7555597 52.4786797, 1.755558 52.4787581, 1.7555393 52.4788562, 1.7555368 52.4788998, 1.7555232 52.4789366, 1.7554879 52.4790064)",,Old Nelson Street,,
419263426,False,,A47,trunk,30 mph,True,214.79500000000002,"LINESTRING (1.7545335 52.4809344, 1.7545174 52.4808257, 1.7544986 52.4807196, 1.7544664 52.4804533, 1.7544316 52.4801339, 1.7544503 52.4800228, 1.7544799 52.4799248, 1.7545389 52.4798252, 1.7545818 52.4797615, 1.7546381 52.479701, 1.7546998 52.4796439, 1.7547843 52.479585, 1.7548621 52.4795287, 1.7549963 52.4794498, 1.7551934 52.4793225, 1.7552976 52.4792441, 1.7553558 52.4791914)",,Artillery Way,,
201854745,True,2,A47,trunk,30 mph,False,4.616,"LINESTRING (1.7497417 52.4779013, 1.7498023 52.4779203)",roundabout,,,
201854745,True,2,A47,trunk,30 mph,False,18.391000000000002,"LINESTRING (1.7502329 52.4777881, 1.7502439 52.4777473, 1.7502406 52.477706, 1.7502234 52.477666, 1.7501928 52.4776291)",roundabout,,,
195650494,True,1,A47,trunk,30 mph,False,35.741,"LINESTRING (1.7497737 52.4775594, 1.7496872 52.4775746, 1.7495976 52.4775807, 1.7495692 52.4775796, 1.7495077 52.4775773, 1.7494241 52.4775655, 1.7493447 52.4775455, 1.7492718 52.477518)",,Katwijk Way,,
201854745,True,2,A47,trunk,30 mph,False,25.844,"LINESTRING (1.7497737 52.4775594, 1.7497167 52.4775818, 1.7496684 52.4776109, 1.7496312 52.4776454, 1.7496066 52.4776839, 1.7495957 52.4777247, 1.7495959 52.4777505)",roundabout,,,
10506308,True,,,unclassified,30 mph,False,26.201999999999998,"LINESTRING (1.7551437 52.4769851, 1.755247 52.477146, 1.7552631 52.4772081)",,Gordon Road,,
"[517428914, 64004324, 1164676799]",False,,,unclassified,"['20 mph', '30 mph']",True,147.44100000000003,"LINESTRING (1.7551437 52.4769851, 1.7551196 52.4769598, 1.7549607 52.4768234, 1.7548761 52.476767, 1.7548006 52.4767392, 1.7547119 52.4767124, 1.7546218 52.4766972, 1.7545491 52.4766915, 1.7544865 52.4766964, 1.7544274 52.4767084, 1.7542829 52.4767539, 1.7541458 52.4767666, 1.7540159 52.4767969, 1.7537938 52.4768722, 1.7535049 52.4769704, 1.7534527 52.4769972, 1.7533546 52.4770709)",,Gordon Road,,
1101066326,False,,,unclassified,,True,20.785,"LINESTRING (1.7548516 52.4810976, 1.7551387 52.4810315)",,Old Market Street,,
59988382,False,,,unclassified,,False,64.855,"LINESTRING (1.7548516 52.4810976, 1.7548085 52.4809976, 1.7548138 52.4809517, 1.7548284 52.4808701, 1.754883 52.4807724, 1.7550633 52.4805494)",,Saint Peters Street,,
59988306,False,,,unclassified,,True,79.13,"LINESTRING (1.7550633 52.4805494, 1.7548194 52.4804558, 1.7546989 52.4803925, 1.7546332 52.4803287, 1.7546063 52.4802267, 1.7546195 52.4801042, 1.7546653 52.4799693)",,Triangle Yard,,
"[59988382, 1101066327]",False,,,unclassified,,False,22.117,"LINESTRING (1.7550633 52.4805494, 1.7551299 52.4804794, 1.755217 52.480374)",,Saint Peters Street,,
59988382,False,,,unclassified,,True,64.855,"LINESTRING (1.7550633 52.4805494, 1.754883 52.4807724, 1.7548284 52.4808701, 1.7548138 52.4809517, 1.7548085 52.4809976, 1.7548516 52.4810976)",,Saint Peters Street,,
"[59988382, 1101066327]",False,,,unclassified,,True,22.117,"LINESTRING (1.755217 52.480374, 1.7551299 52.4804794, 1.7550633 52.4805494)",,Saint Peters Street,,
59981686,True,,,unclassified,,False,41.262,"LINESTRING (1.7557164 52.4809142, 1.7553566 52.480981, 1.7551387 52.4810315)",,Old Market Street,,
59988289,True,,,unclassified,,False,59.028999999999996,"LINESTRING (1.7557164 52.4809142, 1.7557305 52.4807864, 1.7557426 52.4805009, 1.7557338 52.4804223, 1.7557079 52.4803873)",,High Street,,
59974790,False,,,unclassified,,True,95.862,"LINESTRING (1.7581272 52.4802706, 1.7567372 52.4804336)",,Cumberland Place,,
34662880,False,,,unclassified,,False,116.571,"LINESTRING (1.7581272 52.4802706, 1.7584265 52.4801774, 1.7585004 52.4801501, 1.7586057 52.4800928, 1.7587217 52.480004, 1.7589469 52.4798374, 1.7590283 52.4797852, 1.7591296 52.4797369, 1.7594265 52.4796024)",,Wilde Street,,
47352009,False,,,unclassified,30 mph,False,56.11,"LINESTRING (1.7581272 52.4802706, 1.7580486 52.4801102, 1.7578505 52.4797953)",,Whapload Road,,
59992946,False,,,unclassified,,True,5.595,"LINESTRING (1.7594265 52.4796024, 1.7593902 52.4795572)",,Gas Works Road,,
34662880,False,,,unclassified,,True,116.571,"LINESTRING (1.7594265 52.4796024, 1.7591296 52.4797369, 1.7590283 52.4797852, 1.7589469 52.4798374, 1.7587217 52.480004, 1.7586057 52.4800928, 1.7585004 52.4801501, 1.7584265 52.4801774, 1.7581272 52.4802706)",,Wilde Street,,
47352009,False,,,unclassified,30 mph,False,74.146,"LINESTRING (1.7573386 52.479045, 1.7568953 52.4784353)",,Whapload Road,,
47352009,False,,,unclassified,30 mph,True,43.659,"LINESTRING (1.7573386 52.479045, 1.7575811 52.4794088)",,Whapload Road,,
211783669,False,,,unclassified,,True,23.3,"LINESTRING (1.7573386 52.479045, 1.7570091 52.4791053)",,Christ Church Square,,
47352009,False,,,unclassified,30 mph,False,46.689,"LINESTRING (1.7578505 52.4797953, 1.7575811 52.4794088)",,Whapload Road,,
47352009,False,,,unclassified,30 mph,True,56.11,"LINESTRING (1.7578505 52.4797953, 1.7580486 52.4801102, 1.7581272 52.4802706)",,Whapload Road,,
59977184,False,,,unclassified,,True,138.816,"LINESTRING (1.7578505 52.4797953, 1.7570648 52.4798959, 1.7564457 52.4799796, 1.7558534 52.4800752)",,Spurgeon Score,,
58740058,False,3,A47,trunk,30 mph,False,53.899,"LINESTRING (1.7487093 52.474651, 1.7488291 52.4751302)",,Katwijk Way,11,
"[1082779552, 1082779553, 182835078, 58740127]",False,3,A47,trunk,30 mph,True,122.072,"LINESTRING (1.7487093 52.474651, 1.7489676 52.4746262, 1.7497504 52.4745639, 1.7499697 52.4745504, 1.7502651 52.4745239, 1.7503864 52.4744942, 1.750451 52.4744464)",,Denmark Road,8.5,
"[1082779552, 1082779553, 182835078, 58740127]",False,3,A47,trunk,30 mph,False,122.072,"LINESTRING (1.750451 52.4744464, 1.7503864 52.4744942, 1.7502651 52.4745239, 1.7499697 52.4745504, 1.7497504 52.4745639, 1.7489676 52.4746262, 1.7487093 52.474651)",,Denmark Road,8.5,
391352833,False,3,A47,trunk,30 mph,False,65.446,"LINESTRING (1.750451 52.4744464, 1.7504794 52.4743967, 1.7504928 52.4743581, 1.7504985 52.4743183, 1.7504901 52.4740738, 1.7505028 52.474009, 1.7505304 52.4739528, 1.7505814 52.4738704)",,Station Square,10,
58740254,False,,,unclassified,20 mph,False,11.125,"LINESTRING (1.7493048 52.4753746, 1.749469 52.4753773)",,Clapham Road South,,
"[367435384, 370408623]",True,,,residential,"['20 mph', '30 mph']",False,45.835,"LINESTRING (1.7493048 52.4753746, 1.7491435 52.4753549, 1.7489949 52.47532, 1.7488291 52.4751302)",,Clapham Road South,,
58740254,False,,,unclassified,20 mph,True,11.125,"LINESTRING (1.749469 52.4753773, 1.7493048 52.4753746)",,Clapham Road South,,
59996979,False,,,unclassified,,True,39.105,"LINESTRING (1.749469 52.4753773, 1.7490499 52.4756192)",,Bevan Street East,,
