osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction
5891188,2,A743,primary,30 mph,False,False,165.165,"LINESTRING (-3.7720416 55.6752436, -3.7713335 55.6756429, -3.7701364 55.676269)",,
73349186,,,residential,30 mph,False,False,73.643,"LINESTRING (-3.7720416 55.6752436, -3.7715481 55.6749472, -3.7714623 55.6748564, -3.7714502 55.6747037)",Kenilworth Road,
152803770,2,A743,primary,30 mph,False,True,151.74800000000002,"LINESTRING (-3.7720416 55.6752436, -3.7727927 55.6748141, -3.773304 55.6745835, -3.7734536 55.674516, -3.7735954 55.6744507, -3.7738441 55.6743362)",St Leonard Street,
4776585,2,B7017,secondary,30 mph,False,True,113.01500000000001,"LINESTRING (-3.7739283 55.6734372, -3.7742099 55.6735275, -3.7744603 55.6735999, -3.7747934 55.6736775, -3.7750028 55.673707, -3.7754912 55.6737648, -3.7756088 55.6737825)",Bannatyne Street,
4776586,,,residential,30 mph,False,False,86.63499999999999,"LINESTRING (-3.7739283 55.6734372, -3.77377 55.6735809, -3.7736639 55.6736376, -3.7733547 55.6737454, -3.7730674 55.6738598, -3.773001 55.6739195, -3.7729627 55.6739687)",Woodstock Road,
"[1125389543, 91240068, 24561247]",2,B7017,secondary,30 mph,False,False,197.497,"LINESTRING (-3.7739283 55.6734372, -3.7736967 55.6733626, -3.7734586 55.6732817, -3.7733661 55.6732481, -3.7727007 55.6729949, -3.7726315 55.6729698, -3.7724609 55.6728997, -3.7722906 55.6728191, -3.7722292 55.6728009, -3.7720556 55.6727151, -3.7720231 55.6726844, -3.7719527 55.6726178, -3.7718783 55.6725322, -3.7718214 55.6724422, -3.7717341 55.6722587)","['Ladyacre Road', 'St Vincent Place']",
1258476455,2,B7017,secondary,30 mph,False,False,8.13,"LINESTRING (-3.7757164 55.6738233, -3.7756088 55.6737825)",Bannatyne Street,
1258476455,2,B7017,secondary,30 mph,False,True,5.669,"LINESTRING (-3.7757164 55.6738233, -3.775772 55.6738635)",Bannatyne Street,
4776574,1,A743,primary,20 mph,True,False,262.86199999999997,"LINESTRING (-3.7757164 55.6738233, -3.7763728 55.6736807, -3.7765709 55.6736429, -3.7774359 55.6735766, -3.7776254 55.6735695, -3.7781084 55.6735515, -3.7783459 55.6735388, -3.7789185 55.6735281, -3.7795623 55.6735649, -3.7796265 55.673571, -3.7798319 55.6735927)",High Street,
4776576,2,A73,primary,30 mph,False,False,8.233,"LINESTRING (-3.7798319 55.6735927, -3.7799599 55.6736092)",High Street,
1258476454,1,A743,primary,20 mph,True,False,258.224,"LINESTRING (-3.7798319 55.6735927, -3.7796618 55.6736034, -3.7796176 55.6736061, -3.7794961 55.6736029, -3.7792984 55.6736005, -3.7786775 55.6735931, -3.7785792 55.6735964, -3.7784582 55.6736008, -3.7777797 55.6736256, -3.7775134 55.6736354, -3.7772248 55.6736586, -3.7766122 55.673708, -3.7758421 55.6738435, -3.775772 55.6738635)",High Street,
8152703,,,unclassified,30 mph,False,True,135.047,"LINESTRING (-3.77594 55.6740687, -3.7760864 55.6741547, -3.7767257 55.67422, -3.7770523 55.6742534, -3.7773188 55.6742835, -3.7775403 55.6743066, -3.7776704 55.6743202, -3.7778992 55.6743442, -3.7779962 55.6743543)",North Vennel,
8152703,,,unclassified,30 mph,False,False,135.047,"LINESTRING (-3.7779962 55.6743543, -3.7778992 55.6743442, -3.7776704 55.6743202, -3.7775403 55.6743066, -3.7773188 55.6742835, -3.7770523 55.6742534, -3.7767257 55.67422, -3.7760864 55.6741547, -3.77594 55.6740687)",North Vennel,
