osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref,width
24241062,True,2,Talbot Road,tertiary,30 mph,False,69.354,"LINESTRING (-3.3812732 51.5383146, -3.3811444 51.5384127, -3.381041 51.5385048, -3.3810094 51.5385556, -3.3809871 51.5386081, -3.380985 51.5386769, -3.3810003 51.538744, -3.3810839 51.5388733)",,,
24241110,True,2,Talbot Road,tertiary,30 mph,False,53.227,"LINESTRING (-3.3812732 51.5383146, -3.3807545 51.5385056, -3.380611 51.5385585)",,,
24384270,True,,,unclassified,,False,32.226,"LINESTRING (-3.3807473 51.5372387, -3.3807993 51.537223, -3.3808565 51.5372176, -3.3809136 51.5372231, -3.3809655 51.5372389, -3.3810075 51.5372636, -3.3810357 51.537295, -3.3810477 51.5373313, -3.3810412 51.5373681)",roundabout,,
24384332,True,,,unclassified,,False,13.497,"LINESTRING (-3.3806817 51.5372874, -3.380567 51.5371892)",,,
24384270,True,,,unclassified,,False,7.128,"LINESTRING (-3.3806817 51.5372874, -3.3807092 51.5372603, -3.3807473 51.5372387)",roundabout,,
24384270,True,,,unclassified,,False,31.587,"LINESTRING (-3.3809295 51.5374471, -3.3808759 51.5374555, -3.3808207 51.5374541, -3.3807609 51.5374404, -3.3807117 51.5374153, -3.3806784 51.5373816, -3.3806657 51.5373504, -3.3806668 51.5373182, -3.3806817 51.5372874)",roundabout,,
24384270,True,,,unclassified,,False,12.069999999999999,"LINESTRING (-3.3810412 51.5373681, -3.3810169 51.537402, -3.380977 51.5374295, -3.3809295 51.5374471)",roundabout,,
56242518,True,,,unclassified,,False,90.07100000000001,"LINESTRING (-3.3810412 51.5373681, -3.3810653 51.5374196, -3.3811031 51.5374654, -3.3811535 51.537508, -3.3812974 51.5376154, -3.381436 51.5377273, -3.3815866 51.5378633, -3.3816649 51.5379317, -3.3817583 51.5380388)",,,
24241062,True,2,Talbot Road,tertiary,30 mph,False,40.139,"LINESTRING (-3.381783 51.5381421, -3.3812732 51.5383146)",,,
24384272,True,,,unclassified,,False,11.068,"LINESTRING (-3.381783 51.5381421, -3.3816838 51.538064)",,,
24384303,True,,,unclassified,,False,13.631,"LINESTRING (-3.380567 51.5371892, -3.3807473 51.5372387)",,,
21991067,True,2,,primary,50 mph,False,28.087,"LINESTRING (-3.3783688 51.5368884, -3.3786185 51.5370876)",,A4119,
56242514,True,,,primary_link,,False,13.265,"LINESTRING (-3.3783688 51.5368884, -3.3782154 51.53696)",,A4119,
104204291,True,2,,primary,50 mph,False,8.654,"LINESTRING (-3.3782154 51.53696, -3.3781361 51.5368998)",,A4119,
21991067,True,2,,primary,50 mph,False,123.602,"LINESTRING (-3.3786185 51.5370876, -3.3792922 51.5375704, -3.3797766 51.5379341)",,A4119,
224784335,False,,Heol-Y-Sarn,residential,20 mph,True,93.89099999999999,"LINESTRING (-3.3755549 51.5446114, -3.3755025 51.5444966, -3.3752036 51.5439121, -3.3751637 51.5438032)",,,
224784235,False,2,Gwaunruperra Road,residential,20 mph,True,114.20599999999999,"LINESTRING (-3.3751637 51.5438032, -3.3749322 51.543831, -3.3748438 51.5438537, -3.3747342 51.5438974, -3.3746394 51.5439279, -3.3744544 51.5439569, -3.3742488 51.5439844, -3.3740266 51.5440141, -3.3735905 51.5440943)",,,
224784335,False,,Heol-Y-Sarn,residential,20 mph,False,93.89099999999999,"LINESTRING (-3.3751637 51.5438032, -3.3752036 51.5439121, -3.3755025 51.5444966, -3.3755549 51.5446114)",,,
