osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge
22464818,Baton Road,tertiary,30 mph,yes,False,False,37.568,"LINESTRING (-3.8075221 55.8198599, -3.8076767 55.8201864)",
30334577,Station Road,tertiary,30 mph,,False,False,177.064,"LINESTRING (-3.8075221 55.8198599, -3.8074341 55.8197154, -3.8073546 55.8196549, -3.8071999 55.8195859, -3.8066695 55.8194644, -3.8062129 55.8194009, -3.8058036 55.8193716, -3.8053831 55.8193538, -3.8050298 55.8193444)",
61419608,,unclassified,20 mph,,False,True,87.684,"LINESTRING (-3.8075221 55.8198599, -3.8079568 55.8197743, -3.8082988 55.8197073, -3.8087747 55.8196804, -3.808875 55.8196685)",
30334610,King Street,residential,20 mph,,False,False,118.083,"LINESTRING (-3.8048858 55.8204027, -3.8049078 55.8202122, -3.8049811 55.8198809, -3.8050298 55.8193444)",
30334577,Station Road,tertiary,30 mph,,False,False,81.659,"LINESTRING (-3.8050298 55.8193444, -3.8047462 55.819337, -3.8046188 55.8193337, -3.8037233 55.8193224)",
30334577,Station Road,tertiary,30 mph,,False,True,177.064,"LINESTRING (-3.8050298 55.8193444, -3.8053831 55.8193538, -3.8058036 55.8193716, -3.8062129 55.8194009, -3.8066695 55.8194644, -3.8071999 55.8195859, -3.8073546 55.8196549, -3.8074341 55.8197154, -3.8075221 55.8198599)",
30334610,King Street,residential,20 mph,,False,True,118.083,"LINESTRING (-3.8050298 55.8193444, -3.8049811 55.8198809, -3.8049078 55.8202122, -3.8048858 55.8204027)",
30334699,Robert Street,residential,20 mph,,False,False,148.64499999999998,"LINESTRING (-3.8041201 55.8180357, -3.8039389 55.818163, -3.8038463 55.8182969, -3.8038039 55.8184039, -3.8037811 55.8184613, -3.8037233 55.8193224)",
30334742,Currieside Avenue,residential,,,False,False,79.07900000000001,"LINESTRING (-3.8041201 55.8180357, -3.8043441 55.8179835, -3.8044801 55.8179687, -3.8046392 55.8179962, -3.8048934 55.8180558, -3.8053246 55.8181126)",
30334742,Currieside Avenue,residential,,,False,True,145.225,"LINESTRING (-3.8041201 55.8180357, -3.803938 55.8179561, -3.8036701 55.8179624, -3.8034049 55.8179843, -3.8032176 55.8180678, -3.8030587 55.8181791, -3.8028658 55.8182135, -3.802005 55.818185)",
30334577,Station Road,tertiary,30 mph,,False,False,55.296,"LINESTRING (-3.8037233 55.8193224, -3.8028393 55.8192969)",
30334577,Station Road,tertiary,30 mph,,False,True,81.659,"LINESTRING (-3.8037233 55.8193224, -3.8046188 55.8193337, -3.8047462 55.819337, -3.8050298 55.8193444)",
30334699,Robert Street,residential,20 mph,,False,True,148.645,"LINESTRING (-3.8037233 55.8193224, -3.8037811 55.8184613, -3.8038039 55.8184039, -3.8038463 55.8182969, -3.8039389 55.818163, -3.8041201 55.8180357)",
75871194,Clive Street,residential,,,False,True,208.628,"LINESTRING (-3.8037233 55.8193224, -3.8036817 55.8200614, -3.8036178 55.8211977)",
30334747,Currieside Avenue,residential,,,False,False,33.663000000000004,"LINESTRING (-3.8056762 55.8178835, -3.8057975 55.8178888, -3.8057771 55.8181229)",
30334742,Currieside Avenue,residential,,,False,True,28.292,"LINESTRING (-3.8057771 55.8181229, -3.8053246 55.8181126)",
30334742,Currieside Avenue,residential,,,False,False,33.269,"LINESTRING (-3.8057771 55.8181229, -3.8059585 55.8181246, -3.8063096 55.8181229)",
30334747,Currieside Avenue,residential,,,False,True,33.663000000000004,"LINESTRING (-3.8057771 55.8181229, -3.8057975 55.8178888, -3.8056762 55.8178835)",
170430739,Shottskirk Road,tertiary,30 mph,yes,False,True,32.021,"LINESTRING (-3.8082071 55.8213349, -3.8080942 55.821054)",
78366993,Hunter Street,residential,20 mph,,False,False,126.93900000000001,"LINESTRING (-3.8082071 55.8213349, -3.8075813 55.8214285, -3.8068684 55.8215391, -3.8067066 55.821577, -3.8065121 55.8216533, -3.8063444 55.8217437)",
170430739,Shottskirk Road,tertiary,30 mph,yes,False,False,155.937,"LINESTRING (-3.8082071 55.8213349, -3.8087021 55.822537, -3.8087734 55.8227007)",
170430739,Shottskirk Road,tertiary,30 mph,yes,False,True,89.154,"LINESTRING (-3.8091517 55.8234738, -3.8087734 55.8227007)",
75485318,Shottskirk Road,tertiary,30 mph,,False,False,106.03999999999999,"LINESTRING (-3.8091517 55.8234738, -3.8093291 55.8234713, -3.8102389 55.8236204, -3.8107875 55.8237123)",
77415535,Hillhouseridge Road,residential,20 mph,,False,False,124.829,"LINESTRING (-3.8091517 55.8234738, -3.8086133 55.8235607, -3.8072118 55.8237422)",
30334742,Currieside Avenue,residential,,,False,True,50.604,"LINESTRING (-3.8100339 55.8181078, -3.8092239 55.8181037)",
61419607,Rosehall Road,unclassified,,,False,False,190.14600000000002,"LINESTRING (-3.8100339 55.8181078, -3.8100017 55.8181583, -3.809866 55.8184496, -3.8094899 55.8190835, -3.8092655 55.8193137, -3.8090569 55.8195664, -3.8090008 55.8196099, -3.8089486 55.8196407, -3.808875 55.8196685)",
61419607,Rosehall Road,unclassified,,,False,True,190.14600000000002,"LINESTRING (-3.808875 55.8196685, -3.8089486 55.8196407, -3.8090008 55.8196099, -3.8090569 55.8195664, -3.8092655 55.8193137, -3.8094899 55.8190835, -3.809866 55.8184496, -3.8100017 55.8181583, -3.8100339 55.8181078)",
61419608,,unclassified,20 mph,,False,False,87.684,"LINESTRING (-3.808875 55.8196685, -3.8087747 55.8196804, -3.8082988 55.8197073, -3.8079568 55.8197743, -3.8075221 55.8198599)",
"[61419608, 1149580748, 1149580749]",,unclassified,20 mph,,False,True,543.417,"LINESTRING (-3.808875 55.8196685, -3.8089861 55.8196851, -3.8093225 55.8197258, -3.8100351 55.8196355, -3.8101649 55.8195466, -3.8102835 55.8194874, -3.8103827 55.8194536, -3.8104891 55.8194618, -3.8106034 55.819498, -3.8111035 55.8196749, -3.8111607 55.8198271, -3.8113324 55.8199838, -3.8114611 55.8203334, -3.8114397 55.8205624, -3.8115529 55.8205703, -3.8116113 55.8205744, -3.8117615 55.8204418, -3.8120399 55.8201327, -3.8122441 55.8199951, -3.8130061 55.8201164, -3.8132421 55.8205744, -3.8142877 55.8211969)",yes
"[61419608, 1149580748, 1149580749]",,unclassified,20 mph,,False,False,543.417,"LINESTRING (-3.8142877 55.8211969, -3.8132421 55.8205744, -3.8130061 55.8201164, -3.8122441 55.8199951, -3.8120399 55.8201327, -3.8117615 55.8204418, -3.8116113 55.8205744, -3.8115529 55.8205703, -3.8114397 55.8205624, -3.8114611 55.8203334, -3.8113324 55.8199838, -3.8111607 55.8198271, -3.8111035 55.8196749, -3.8106034 55.819498, -3.8104891 55.8194618, -3.8103827 55.8194536, -3.8102835 55.8194874, -3.8101649 55.8195466, -3.8100351 55.8196355, -3.8093225 55.8197258, -3.8089861 55.8196851, -3.808875 55.8196685)",yes
30334742,Currieside Avenue,residential,,,False,False,167.25900000000001,"LINESTRING (-3.7998013 55.8187578, -3.7998814 55.8185268, -3.7999432 55.8184937, -3.8005267 55.8183349, -3.8008073 55.8182689, -3.8011333 55.8182046, -3.8012417 55.8181895, -3.802005 55.818185)",
75871162,Windsor Street,residential,20 mph,,False,False,74.766,"LINESTRING (-3.8023239 55.8222176, -3.8024034 55.8215467)",
76089703,Bon Accord Crescent,residential,,,False,False,34.829,"LINESTRING (-3.8023239 55.8222176, -3.8017683 55.8221913)",
76089703,Bon Accord Crescent,residential,,,False,True,24.91,"LINESTRING (-3.8023239 55.8222176, -3.8026974 55.8222961)",
30334577,Station Road,tertiary,30 mph,,False,True,17.11,"LINESTRING (-3.8025655 55.819293, -3.8028393 55.8192969)",
75871162,Windsor Street,residential,20 mph,,False,True,89.793,"LINESTRING (-3.8025655 55.819293, -3.8025403 55.8201004)",
30334577,Station Road,tertiary,30 mph,,False,False,121.498,"LINESTRING (-3.8025655 55.819293, -3.8013143 55.8192613, -3.8006275 55.8192118)",
75871194,Clive Street,residential,,,False,False,208.628,"LINESTRING (-3.8036178 55.8211977, -3.8036817 55.8200614, -3.8037233 55.8193224)",
75871200,Quarry Road,residential,20 mph,,False,False,84.00699999999999,"LINESTRING (-3.8114005 55.8224467, -3.8101952 55.8224103, -3.8100578 55.8224163)",
170430739,Shottskirk Road,tertiary,30 mph,yes,False,False,89.154,"LINESTRING (-3.8087734 55.8227007, -3.8091517 55.8234738)",
75871200,Quarry Road,residential,20 mph,,False,True,86.37899999999999,"LINESTRING (-3.8087734 55.8227007, -3.8092492 55.8226163, -3.8095927 55.8225235, -3.8100578 55.8224163)",
170430739,Shottskirk Road,tertiary,30 mph,yes,False,True,155.937,"LINESTRING (-3.8087734 55.8227007, -3.8087021 55.822537, -3.8082071 55.8213349)",
77415535,Hillhouseridge Road,residential,20 mph,,False,True,49.158,"LINESTRING (-3.8064549 55.8238633, -3.8072118 55.8237422)",
76089703,Bon Accord Crescent,residential,,,False,False,156.95499999999998,"LINESTRING (-3.8064549 55.8238633, -3.8056687 55.8234117, -3.8045946 55.8229176)",
238260701,Dyfrig Street,residential,20 mph,,False,True,221.251,"LINESTRING (-3.8064549 55.8238633, -3.8047092 55.8240048, -3.8038737 55.8240665, -3.802946 55.824135)",
78364174,Bertram Street,residential,,,False,True,81.548,"LINESTRING (-3.8006151 55.8222062, -3.8005731 55.8214732)",
76089703,Bon Accord Crescent,residential,,,False,True,72.072,"LINESTRING (-3.8006151 55.8222062, -3.8012657 55.8221905, -3.8017683 55.8221913)",
77415301,Erskine Way,residential,,,False,False,41.202,"LINESTRING (-3.8026078 55.8186349, -3.8023886 55.8186897, -3.8019693 55.8186806)",
77415353,Erskine Way,residential,,,False,False,55.153,"LINESTRING (-3.8019693 55.8186806, -3.802005 55.818185)",
77415353,Erskine Way,residential,,,False,True,16.458,"LINESTRING (-3.8019693 55.8186806, -3.8019663 55.8188286)",
77415301,Erskine Way,residential,,,False,True,41.202,"LINESTRING (-3.8019693 55.8186806, -3.8023886 55.8186897, -3.8026078 55.8186349)",
77415353,Erskine Way,residential,,,False,True,55.153,"LINESTRING (-3.802005 55.818185, -3.8019693 55.8186806)",
30334742,Currieside Avenue,residential,,,False,False,145.22499999999997,"LINESTRING (-3.802005 55.818185, -3.8028658 55.8182135, -3.8030587 55.8181791, -3.8032176 55.8180678, -3.8034049 55.8179843, -3.8036701 55.8179624, -3.803938 55.8179561, -3.8041201 55.8180357)",
30334742,Currieside Avenue,residential,,,False,True,167.25900000000001,"LINESTRING (-3.802005 55.818185, -3.8012417 55.8181895, -3.8011333 55.8182046, -3.8008073 55.8182689, -3.8005267 55.8183349, -3.7999432 55.8184937, -3.7998814 55.8185268, -3.7998013 55.8187578)",
77415353,Erskine Way,residential,,,False,False,16.458,"LINESTRING (-3.8019663 55.8188286, -3.8019693 55.8186806)",
78364121,Forrest Street,residential,,,False,False,49.131,"LINESTRING (-3.801359 55.8214557, -3.8005731 55.8214732)",
78364121,Forrest Street,residential,,,False,True,49.131,"LINESTRING (-3.8005731 55.8214732, -3.801359 55.8214557)",
78364174,Bertram Street,residential,,,False,False,81.548,"LINESTRING (-3.8005731 55.8214732, -3.8006151 55.8222062)",
75871162,Windsor Street,residential,20 mph,,False,True,81.415,"LINESTRING (-3.802471 55.8208155, -3.8024034 55.8215467)",
75871162,Windsor Street,residential,20 mph,,False,False,79.633,"LINESTRING (-3.802471 55.8208155, -3.8025261 55.8202468, -3.8025403 55.8201004)",
75871162,Windsor Street,residential,20 mph,,False,False,89.793,"LINESTRING (-3.8025403 55.8201004, -3.8025655 55.819293)",
78364744,Greenwood Street,residential,,,False,False,195.309,"LINESTRING (-3.8025403 55.8201004, -3.7994186 55.820003)",
75871162,Windsor Street,residential,20 mph,,False,True,79.633,"LINESTRING (-3.8025403 55.8201004, -3.8025261 55.8202468, -3.802471 55.8208155)",
78364910,Union Street,residential,,,False,False,86.745,"LINESTRING (-3.8056962 55.8201605, -3.8066414 55.820732)",
