osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,bridge,access,tunnel
26547266,St Decuman's Road,tertiary,30 mph,False,True,118.696,"LINESTRING (-3.328153 51.1796492, -3.3280937 51.1796309, -3.3280276 51.1796216, -3.3279394 51.1796238, -3.3278318 51.1796382, -3.3272888 51.1797505, -3.3268457 51.1798636, -3.3267027 51.1799053, -3.3266355 51.1799288, -3.3265709 51.1799642)",,,,,
125069427,South Road,tertiary,30 mph,False,False,87.312,"LINESTRING (-3.328153 51.1796492, -3.3282423 51.1796967, -3.3284769 51.1798439, -3.3287954 51.1800483, -3.3290391 51.1802038)",,,,,
1018472629,St Decuman's Road,residential,30 mph,False,False,14.446,"LINESTRING (-3.328153 51.1796492, -3.3281745 51.1796204, -3.3282567 51.1795369)",,,,,
26547266,St Decuman's Road,tertiary,30 mph,False,False,118.69599999999998,"LINESTRING (-3.3265709 51.1799642, -3.3266355 51.1799288, -3.3267027 51.1799053, -3.3268457 51.1798636, -3.3272888 51.1797505, -3.3278318 51.1796382, -3.3279394 51.1796238, -3.3280276 51.1796216, -3.3280937 51.1796309, -3.328153 51.1796492)",,,,,
264526920,Doniford Road,tertiary,30 mph,False,True,13.281,"LINESTRING (-3.3265709 51.1799642, -3.3265519 51.1799783, -3.3265253 51.1799969, -3.3264952 51.1800233, -3.3264753 51.1800361, -3.3264492 51.1800559)",,,,,
1018472625,Liddymore Road,residential,,False,False,91.97999999999999,"LINESTRING (-3.3265709 51.1799642, -3.3265363 51.1799353, -3.3264963 51.1798934, -3.3263429 51.1796547, -3.3262018 51.1794293, -3.326068 51.1792015)",,,,,
26542999,Liddymore Road,residential,,False,True,23.761,"LINESTRING (-3.3252262 51.1775804, -3.3253312 51.1777837)",,,,,
26547390,Quantock Road,residential,,False,False,70.529,"LINESTRING (-3.3252262 51.1775804, -3.3256941 51.1774928, -3.3261938 51.1773951)",,,,,
1018472626,Liddymore Road,residential,,False,False,128.0,"LINESTRING (-3.3252262 51.1775804, -3.325183 51.1775028, -3.3250241 51.1772174, -3.3247706 51.1767982, -3.324755 51.1767725, -3.3245182 51.1765224)",,,,,
26547414,Ramon Avenue,residential,,False,False,75.093,"LINESTRING (-3.3243041 51.1795844, -3.3239232 51.1789527)",,,,,
1018472624,Wristland Road,residential,,False,True,130.119,"LINESTRING (-3.3243041 51.1795844, -3.3248984 51.1794554, -3.326068 51.1792015)",,,,,
26543002,Roman Way,residential,,False,False,74.903,"LINESTRING (-3.3239232 51.1789527, -3.3249227 51.1787054)",,,,,
26547414,Ramon Avenue,residential,,False,False,60.567,"LINESTRING (-3.3239232 51.1789527, -3.3236048 51.1784459)",,,,,
26547414,Ramon Avenue,residential,,False,True,75.093,"LINESTRING (-3.3239232 51.1789527, -3.3243041 51.1795844)",,,,,
26542999,Liddymore Road,residential,,False,False,16.886,"LINESTRING (-3.3257129 51.1785542, -3.3256474 51.178408)",,,,,
