osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel,lanes,bridge
797892540,True,B195,Bridge Road,secondary,30 mph,False,75.215,"LINESTRING (-0.2088611 51.8043579, -0.209378 51.8044722, -0.209891 51.8045859)",,,,
1098676201,True,B195,The Campus,secondary,30 mph,False,52.967,"LINESTRING (-0.2088611 51.8043579, -0.209074 51.8044647, -0.2091579 51.8045482, -0.2091807 51.8046553, -0.2091455 51.8047534)",,,,
22283156,True,B195,,secondary,30 mph,False,88.62,"LINESTRING (-0.2056297 51.8032959, -0.205615 51.8034111, -0.2056263 51.803461, -0.2056542 51.8035075, -0.2057166 51.8035571, -0.205784 51.8035943, -0.205875 51.8036341, -0.2059709 51.8036682, -0.2064538 51.8037975)",,,,
532938096,True,B195,,secondary,30 mph,False,42.616,"LINESTRING (-0.2056297 51.8032959, -0.2055601 51.8033718, -0.2054865 51.8034316, -0.2054082 51.8034661, -0.2053195 51.8034799, -0.2052556 51.8034819, -0.2051511 51.8034726)",roundabout,,,
8105140,True,B195,,secondary,30 mph,False,55.97,"LINESTRING (-0.209891 51.8045859, -0.2096802 51.8045928, -0.2095051 51.8046181, -0.2094131 51.8046405, -0.2092952 51.8046851, -0.2091455 51.8047534)",,,,
22288849,False,B195,Bridge Road,secondary,30 mph,True,179.45100000000002,"LINESTRING (-0.209891 51.8045859, -0.210247 51.8046344, -0.2104757 51.8046585, -0.2106464 51.8046707, -0.210885 51.8046797, -0.2111171 51.8046761, -0.2113465 51.8046633, -0.2115176 51.8046465, -0.2119399 51.8045861, -0.2122883 51.804555, -0.2124682 51.8045411)",,,,
"[1098676096, 532938517]",True,B195,The Campus,secondary,30 mph,False,143.94099999999997,"LINESTRING (-0.2091455 51.8047534, -0.2089671 51.8049044, -0.2085698 51.8051102, -0.2083 51.8051933, -0.2080662 51.8052423, -0.2077048 51.8052718, -0.207449 51.8052629, -0.2073459 51.8052702)",,,,
4079310,True,B195,The Campus,secondary,30 mph,False,88.43299999999999,"LINESTRING (-0.2071 51.8039515, -0.2076945 51.8040882, -0.2083081 51.8042243)",,,,
8105142,True,,Parkway,tertiary,30 mph,False,184.79100000000003,"LINESTRING (-0.2071 51.8039515, -0.2072822 51.8039468, -0.2073566 51.8039362, -0.2074095 51.8039195, -0.2074542 51.803891, -0.2074893 51.8038629, -0.2075994 51.8036514, -0.2076997 51.8034586, -0.2078674 51.8031394, -0.2079869 51.8028999, -0.2081677 51.8025378)",,,,
533230535,True,B195,,secondary,30 mph,False,9.863,"LINESTRING (-0.2051511 51.8034726, -0.2050164 51.8034421)",roundabout,,,
225176291,True,B195,,secondary,30 mph,False,18.0,"LINESTRING (-0.2048499 51.8032564, -0.2048683 51.8031806, -0.2049216 51.803102)",roundabout,,,
22282817,True,,Osborn Way,tertiary,,False,131.607,"LINESTRING (-0.2049216 51.803102, -0.2049418 51.8030214, -0.2049456 51.8029725, -0.2048809 51.8028985, -0.204808 51.8028691, -0.2035125 51.8026145, -0.203396 51.8025954)",,,,
225176260,True,B195,,secondary,30 mph,False,19.406,"LINESTRING (-0.2049216 51.803102, -0.2050025 51.8030365, -0.205061 51.8029991, -0.2051196 51.802982)",roundabout,,,
9970412,True,,Wigmores North,unclassified,,False,10.504,"LINESTRING (-0.205852 51.8030325, -0.205829 51.8030031, -0.2058286 51.8029413)",,,,
9970413,True,,Wigmores North,unclassified,,False,24.017000000000003,"LINESTRING (-0.205852 51.8030325, -0.2057943 51.8030588, -0.205746 51.8031038, -0.2056983 51.803155, -0.2056662 51.8032101)",,,,
9970410,True,B195,,secondary,30 mph,False,9.865,"LINESTRING (-0.2056662 51.8032101, -0.2056297 51.8032959)",roundabout,,,
9970410,True,B195,,secondary,30 mph,False,23.85,"LINESTRING (-0.2055 51.803031, -0.2055966 51.8030815, -0.2056413 51.803143, -0.2056662 51.8032101)",roundabout,,,
9970415,True,,Wigmores North,unclassified,,False,26.444000000000003,"LINESTRING (-0.2055 51.803031, -0.2055489 51.8030335, -0.205629 51.8030283, -0.2057244 51.8030065, -0.2057783 51.8029895, -0.2058286 51.8029413)",,,,
9970412,True,,Wigmores North,unclassified,,False,95.874,"LINESTRING (-0.2058286 51.8029413, -0.2060143 51.8025726, -0.2060302 51.8025409, -0.2060687 51.8024825, -0.2061305 51.802449, -0.2062189 51.8024402, -0.2064668 51.8024811, -0.206496 51.8024857, -0.2066436 51.8025164)",,,,
9972031,True,,,tertiary,30 mph,False,27.388999999999996,"LINESTRING (-0.2047152 51.7995979, -0.2046855 51.7995612, -0.2046827 51.7995202, -0.2047072 51.799482, -0.2047548 51.7994534, -0.2048171 51.7994392, -0.2048833 51.799442)",roundabout,,,
9972031,True,,,tertiary,30 mph,False,12.937999999999999,"LINESTRING (-0.2048856 51.7996307, -0.2048295 51.7996347, -0.2047747 51.7996264, -0.2047152 51.7995979)",roundabout,,,
"[173767233, 173767227, 173767231]",True,,Osborn Way,tertiary,,False,327.337,"LINESTRING (-0.2048856 51.7996307, -0.2048469 51.7996961, -0.2047705 51.7998171, -0.2047067 51.7999064, -0.2043234 51.8006704, -0.2036921 51.8019092, -0.2034964 51.8023358, -0.203483 51.8023939, -0.2034809 51.8024396)",,yes,,
9972031,True,,,tertiary,30 mph,False,19.774,"LINESTRING (-0.2048833 51.799442, -0.2049269 51.7994544, -0.2049625 51.7994742, -0.204987 51.7994997, -0.204998 51.7995285, -0.2049947 51.7995581, -0.2049773 51.7995857)",roundabout,,,
9972031,True,,,tertiary,30 mph,False,8.195,"LINESTRING (-0.2049773 51.7995857, -0.2049384 51.7996136, -0.2048856 51.7996307)",roundabout,,,
"[1097585394, 9972036, 1095750722]",False,,Church Road,tertiary,30 mph,False,119.42500000000001,"LINESTRING (-0.2049773 51.7995857, -0.2051219 51.7996286, -0.2051739 51.799644, -0.2053254 51.7997167, -0.2054363 51.7997994, -0.2055195 51.7999102, -0.2056163 51.7999744, -0.2056895 51.799991, -0.2057952 51.8000149, -0.2059464 51.8000492, -0.2061834 51.8000994, -0.2063794 51.8001488)",,,2,
9972037,False,,Longcroft Lane,residential,30 mph,False,178.747,"LINESTRING (-0.2063794 51.8001488, -0.2064436 51.8000226, -0.2071549 51.7986145)",,,2,
24385082,False,,Church Road,tertiary,30 mph,False,197.344,"LINESTRING (-0.2063794 51.8001488, -0.2065964 51.8002025, -0.2067574 51.8002297, -0.2073508 51.8003366, -0.2076548 51.8003974, -0.2076791 51.8004027, -0.2078766 51.8004425, -0.2080889 51.8004852, -0.2086333 51.8005949, -0.2089979 51.8006683, -0.209111 51.8006911)",,,2,
"[1095750722, 9972036, 1097585394]",False,,Church Road,tertiary,30 mph,True,119.425,"LINESTRING (-0.2063794 51.8001488, -0.2061834 51.8000994, -0.2059464 51.8000492, -0.2057952 51.8000149, -0.2056895 51.799991, -0.2056163 51.7999744, -0.2055195 51.7999102, -0.2054363 51.7997994, -0.2053254 51.7997167, -0.2051739 51.799644, -0.2051219 51.7996286, -0.2049773 51.7995857)",,,2,
1221497627,False,,Fretherne Road,unclassified,30 mph,True,54.94200000000001,"LINESTRING (-0.2063794 51.8001488, -0.2063043 51.8003092, -0.2061571 51.8006234)",,,,
9972037,False,,Longcroft Lane,residential,30 mph,True,178.747,"LINESTRING (-0.2071549 51.7986145, -0.2064436 51.8000226, -0.2063794 51.8001488)",,,2,
9972038,False,,Parkfields,residential,30 mph,False,252.334,"LINESTRING (-0.2071549 51.7986145, -0.2082627 51.7988302, -0.2083619 51.7988833, -0.2083887 51.7989728, -0.2082198 51.7993295, -0.2082198 51.7994141, -0.2083297 51.7994804, -0.2096059 51.7997297)",,,,
9972041,True,,Howardsgate,unclassified,30 mph,False,97.318,"LINESTRING (-0.206995 51.8019059, -0.2068948 51.8018863, -0.2068502 51.8018776, -0.206831 51.8018738, -0.2063425 51.801777, -0.2056469 51.8016394)",,,,
9972042,True,,Wigmores North,unclassified,,False,72.598,"LINESTRING (-0.206995 51.8019059, -0.2069269 51.8019547, -0.2066729 51.8024505, -0.2066436 51.8025164)",,,1,
22281508,False,,Parkway Close,residential,,False,74.648,"LINESTRING (-0.2115443 51.7991261, -0.2115861 51.7990476, -0.2116282 51.7990241, -0.2116927 51.7990258, -0.2117559 51.7990502, -0.2117849 51.799081, -0.2117701 51.7991247, -0.2117037 51.7992457, -0.2116563 51.7992731, -0.2115839 51.799273, -0.2115169 51.7992478, -0.2115039 51.7992121, -0.2115443 51.7991261)",,,,
22281508,False,,Parkway Close,residential,,True,74.648,"LINESTRING (-0.2115443 51.7991261, -0.2115039 51.7992121, -0.2115169 51.7992478, -0.2115839 51.799273, -0.2116563 51.7992731, -0.2117037 51.7992457, -0.2117701 51.7991247, -0.2117849 51.799081, -0.2117559 51.7990502, -0.2116927 51.7990258, -0.2116282 51.7990241, -0.2115861 51.7990476, -0.2115443 51.7991261)",,,,
22281694,False,,Parkway Close,residential,,False,61.018,"LINESTRING (-0.2115443 51.7991261, -0.2107584 51.7989834, -0.2106929 51.7989715)",,,,
22295642,False,,Guessens Road,residential,30 mph,False,150.439,"LINESTRING (-0.2111055 51.8010761, -0.2104465 51.8023662)",,,,
22295642,False,,Guessens Road,residential,30 mph,True,28.642,"LINESTRING (-0.2111055 51.8010761, -0.2112346 51.8008312)",,,,
22281809,False,,Church Road,residential,30 mph,False,98.668,"LINESTRING (-0.2111055 51.8010761, -0.2098114 51.8008116, -0.2097431 51.8007976)",,,,
22281841,False,,Russellcroft Road,residential,30 mph,False,89.933,"LINESTRING (-0.2104465 51.8023662, -0.2116899 51.8026171)",,,,
