osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width
23569763,False,2,Stammers Road,tertiary,20 mph,True,190.603,"LINESTRING (-4.7050465 51.7069766, -4.7046911 51.7070319, -4.7040732 51.7071149, -4.7037593 51.7071642, -4.7035217 51.7072222, -4.7033621 51.7072778, -4.7032341 51.707337, -4.7031329 51.7073973, -4.703014 51.7074869, -4.702741 51.7077596)",,
171883550,False,2,Sandy Hill Road,residential,20 mph,False,186.375,"LINESTRING (-4.7050465 51.7069766, -4.7049964 51.7069536, -4.7049186 51.7069403, -4.7047604 51.7069436, -4.7034643 51.7070537, -4.702374 51.707118)",,
23569763,False,2,Stammers Road,tertiary,20 mph,False,190.603,"LINESTRING (-4.702741 51.7077596, -4.703014 51.7074869, -4.7031329 51.7073973, -4.7032341 51.707337, -4.7033621 51.7072778, -4.7035217 51.7072222, -4.7037593 51.7071642, -4.7040732 51.7071149, -4.7046911 51.7070319, -4.7050465 51.7069766)",,
23569763,False,2,Stammers Road,tertiary,20 mph,True,305.358,"LINESTRING (-4.702741 51.7077596, -4.7025695 51.7079331, -4.7024009 51.7081135, -4.7017085 51.7089438, -4.7016 51.7090588, -4.7015095 51.7091279, -4.7013711 51.7092063, -4.701204 51.7092736, -4.7010017 51.7093453, -4.7007858 51.7094016, -4.7005113 51.7094598, -4.7003002 51.70951, -4.7000097 51.7095909, -4.699904 51.7096162, -4.6998134 51.7096393)",,
89810645,False,2,Ragged Staff,residential,20 mph,False,216.769,"LINESTRING (-4.702741 51.7077596, -4.7029429 51.7077435, -4.703437 51.7076502, -4.7038279 51.7076122, -4.704153 51.7075954, -4.7044503 51.7076272, -4.7057653 51.7079289)",,
23275202,True,2,Cambrian Place,secondary,20 mph,False,73.22,"LINESTRING (-4.6989435 51.7116081, -4.6989238 51.7115469, -4.6989435 51.7114834, -4.6990449 51.7112595, -4.6991592 51.7110255, -4.6992185 51.7109854)",B4316,
"[23275203, 89810628]",False,2,"['High Street', 'The Strand']",unclassified,20 mph,True,458.55100000000004,"LINESTRING (-4.6989435 51.7116081, -4.698867 51.7115988, -4.6987286 51.7115955, -4.6986143 51.711579, -4.6984392 51.7115329, -4.6984008 51.7115329, -4.6983716 51.7115329, -4.6983396 51.7115458, -4.698314 51.7115562, -4.6982683 51.7116002, -4.6979119 51.7122282, -4.6974743 51.7128457, -4.6967158 51.7137573, -4.6964029 51.714038, -4.6962524 51.714173, -4.696087 51.7142883, -4.6954191 51.7147727)",,
"[23275203, 89810628]",False,2,"['High Street', 'The Strand']",unclassified,20 mph,False,458.551,"LINESTRING (-4.6954191 51.7147727, -4.696087 51.7142883, -4.6962524 51.714173, -4.6964029 51.714038, -4.6967158 51.7137573, -4.6974743 51.7128457, -4.6979119 51.7122282, -4.6982683 51.7116002, -4.698314 51.7115562, -4.6983396 51.7115458, -4.6983716 51.7115329, -4.6984008 51.7115329, -4.6984392 51.7115329, -4.6986143 51.711579, -4.6987286 51.7115955, -4.698867 51.7115988, -4.6989435 51.7116081)",,
23303544,True,1,Frances Lane,secondary,20 mph,False,190.44500000000002,"LINESTRING (-4.7009952 51.7133109, -4.7004666 51.7132121, -4.6992846 51.7129977, -4.6990307 51.7129548, -4.6988495 51.7129389, -4.6987338 51.7129397, -4.6985111 51.7129669, -4.6983336 51.7130116)",B4316,
89810652,False,,Coedrath Park,residential,20 mph,True,45.721,"LINESTRING (-4.7009952 51.7133109, -4.7015421 51.7131677, -4.7016115 51.7131626)",,
