osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,junction
9228211,2,A1170,Viaduct Road,primary,30 mph,False,False,57.118,"LINESTRING (-0.0269553 51.8084496, -0.0270818 51.8086187, -0.0270987 51.8086412, -0.0272263 51.8087653, -0.0273633 51.8088957)",,,
9228215,,,Crane Mead,residential,,False,False,88.023,"LINESTRING (-0.0269553 51.8084496, -0.0268322 51.8084752, -0.026717 51.8084619, -0.026649 51.8084426, -0.0266156 51.8084075, -0.026607 51.8083721, -0.0266163 51.8083157, -0.0266216 51.8082466, -0.0265958 51.8081702, -0.0264787 51.8080916, -0.0263494 51.8080048, -0.0262475 51.8079444)",,,
9227120,,,Station Road,unclassified,,False,True,62.83,"LINESTRING (-0.0273633 51.8088957, -0.027437 51.8088597, -0.0275404 51.8088164, -0.0276488 51.8087871, -0.0278009 51.8087762, -0.0279312 51.8087661, -0.0280292 51.8087472, -0.0281046 51.8087086, -0.0281483 51.8086587)",,,
9228211,2,A1170,Viaduct Road,primary,30 mph,False,True,57.117999999999995,"LINESTRING (-0.0273633 51.8088957, -0.0272263 51.8087653, -0.0270987 51.8086412, -0.0270818 51.8086187, -0.0269553 51.8084496)",,,
9228212,2,A1170,Viaduct Road,primary,30 mph,False,False,153.432,"LINESTRING (-0.0273633 51.8088957, -0.0275914 51.8090481, -0.0277926 51.8091552, -0.0279635 51.8092624, -0.0282143 51.8093298, -0.0286897 51.8094289, -0.0289568 51.8094872, -0.0290592 51.8095218, -0.029099 51.8095575, -0.0291754 51.8096313)",,,
3678126,,A1170,High Street,primary,20 mph,False,False,42.866,"LINESTRING (-0.0291436 51.8100737, -0.02925 51.8101584, -0.0293801 51.8102504, -0.0295736 51.8103506)",,,
4234295,2,B1004,Star Street,secondary,30 mph,False,False,105.81299999999999,"LINESTRING (-0.0291436 51.8100737, -0.0290159 51.8101075, -0.028997 51.8101132, -0.0289343 51.8101321, -0.0289043 51.8101311, -0.0286625 51.8100876, -0.0283888 51.8100414, -0.0281459 51.8100008, -0.0276707 51.8099215)",,,
"[9228522, 9228523]",3,A1170,Bridgefoot,primary,30 mph,False,True,49.75,"LINESTRING (-0.0291436 51.8100737, -0.0292011 51.8098463, -0.029212 51.8097591, -0.0291754 51.8096313)",yes,,
4234295,2,B1004,Star Street,secondary,30 mph,False,False,73.65899999999999,"LINESTRING (-0.0276707 51.8099215, -0.0273987 51.8098918, -0.027122 51.8098708, -0.0266101 51.8098286)",,,
4234295,2,B1004,Star Street,secondary,30 mph,False,True,105.813,"LINESTRING (-0.0276707 51.8099215, -0.0281459 51.8100008, -0.0283888 51.8100414, -0.0286625 51.8100876, -0.0289043 51.8101311, -0.0289343 51.8101321, -0.028997 51.8101132, -0.0290159 51.8101075, -0.0291436 51.8100737)",,,
464939332,,,Bowling Road,residential,30 mph,False,False,75.35,"LINESTRING (-0.0276707 51.8099215, -0.0275488 51.8104556, -0.0274701 51.810585)",,,
4234295,2,B1004,Star Street,secondary,30 mph,False,True,34.763,"LINESTRING (-0.0261078 51.8097934, -0.0263162 51.8098044, -0.0266101 51.8098286)",,,
