osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,access
127771820,Old School Place,residential,False,False,21.971,,,,"LINESTRING (-2.6446542 53.485688, -2.6445862 53.4858814)",
1061257303,Liverpool Road,primary,False,False,54.989999999999995,2,A58,30 mph,"LINESTRING (-2.6446542 53.485688, -2.6444466 53.4856698, -2.6442654 53.4856579, -2.6440912 53.4856558, -2.6438273 53.4856683)",
1061257303,Liverpool Road,primary,False,True,107.412,2,A58,30 mph,"LINESTRING (-2.6446542 53.485688, -2.6455472 53.4858169, -2.6462287 53.4859232)",
126559625,Gerard Street,primary,False,False,107.926,2,A58,20 mph,"LINESTRING (-2.6365291 53.487721, -2.6366243 53.4876236, -2.636664 53.487583, -2.6367655 53.4874733, -2.6368691 53.4873602, -2.6371087 53.487094, -2.6371862 53.4870093, -2.6373136 53.4868701)",
550000903,Wigan Road,primary,False,False,43.564,2,A5062,20 mph,"LINESTRING (-2.6365291 53.487721, -2.6365832 53.4877694, -2.6366131 53.4878444, -2.636624 53.4878704, -2.6366381 53.487904, -2.6366969 53.4879908, -2.6367955 53.4880737)",
945242674,Gerard Street,primary,False,True,28.205,3,A58,20 mph,"LINESTRING (-2.6365291 53.487721, -2.6364247 53.4878328, -2.6363985 53.4878561, -2.6363166 53.4879408)",
"[1050117408, 32686742]",Princess Road,tertiary,False,True,143.457,,,"['20 mph', '30 mph']","LINESTRING (-2.6365291 53.487721, -2.636362 53.4876524, -2.6363105 53.487634, -2.6361407 53.4875803, -2.6360903 53.4875643, -2.6353997 53.4873406, -2.6349524 53.4871957, -2.6345965 53.4871627)",
656424828,Market Approach,unclassified,False,True,71.913,,,20 mph,"LINESTRING (-2.6376871 53.4864433, -2.6377913 53.4864699, -2.6379337 53.4865062, -2.6380589 53.4865694, -2.638151 53.4866062, -2.6382354 53.4866179, -2.6382733 53.4866232, -2.638628 53.4866416, -2.6386896 53.4866448)",
"[1050117409, 126559588]",Gerard Street,primary,False,False,77.238,2,A58,20 mph,"LINESTRING (-2.6376871 53.4864433, -2.6377728 53.4863706, -2.6378717 53.4863048, -2.6379905 53.4862589, -2.6381202 53.4862278, -2.638249 53.4862107, -2.6384439 53.4862168, -2.6387027 53.4862377)",
1050117409,Gerard Street,primary,False,True,53.508,2,A58,20 mph,"LINESTRING (-2.6376871 53.4864433, -2.6374582 53.4867013, -2.637422 53.4867437, -2.6374034 53.4867643, -2.6373853 53.4867856, -2.6373497 53.4868281, -2.6373136 53.4868701)",
126559588,Gerard Street,primary,False,False,11.043,2,A58,20 mph,"LINESTRING (-2.6387027 53.4862377, -2.6388681 53.486251)",
"[1050117409, 126559588]",Gerard Street,primary,False,True,77.238,2,A58,20 mph,"LINESTRING (-2.6387027 53.4862377, -2.6384439 53.4862168, -2.638249 53.4862107, -2.6381202 53.4862278, -2.6379905 53.4862589, -2.6378717 53.4863048, -2.6377728 53.4863706, -2.6376871 53.4864433)",
32468038,Heath Road,tertiary,False,True,31.908,,,30 mph,"LINESTRING (-2.6393648 53.4857287, -2.6393128 53.4857357, -2.6388892 53.4857759)",
"[127771832, 977312214]",Warrington Road,primary,False,False,60.370000000000005,2,A49,"['20 mph', '30 mph']","LINESTRING (-2.6393648 53.4857287, -2.6393775 53.4857698, -2.6394547 53.486038, -2.6394626 53.486075, -2.6395032 53.4862652)",
127771832,Warrington Road,primary,False,True,68.464,2,A49,30 mph,"LINESTRING (-2.6393648 53.4857287, -2.6393035 53.4856021, -2.639188 53.4853836, -2.6391504 53.4853125, -2.6390565 53.485141)",
32468038,Heath Road,tertiary,False,False,50.123999999999995,,,30 mph,"LINESTRING (-2.6366778 53.4854303, -2.6371381 53.4855772, -2.637348 53.4856404)",
32468038,Heath Road,tertiary,False,True,88.63600000000001,,,30 mph,"LINESTRING (-2.6366778 53.4854303, -2.6362759 53.4853637, -2.6359384 53.4853295, -2.6356599 53.4852819, -2.6355108 53.4852511, -2.6353856 53.4852253)",
32644989,Haydock Street,residential,False,True,96.17500000000001,,,20 mph,"LINESTRING (-2.6366778 53.4854303, -2.6367183 53.4853433, -2.6366783 53.4851253, -2.6366551 53.4849991, -2.6366184 53.4847992, -2.636593 53.4845724)",
"[1050117408, 32686742]",Princess Road,tertiary,False,False,143.457,,,"['20 mph', '30 mph']","LINESTRING (-2.6345965 53.4871627, -2.6349524 53.4871957, -2.6353997 53.4873406, -2.6360903 53.4875643, -2.6361407 53.4875803, -2.6363105 53.487634, -2.636362 53.4876524, -2.6365291 53.487721)",
32686816,York Road,residential,False,True,110.09700000000001,,,20 mph,"LINESTRING (-2.6345965 53.4871627, -2.6346761 53.4868964, -2.6347515 53.4866438, -2.6348098 53.4864809, -2.6348938 53.4861886)",
32468050,Turnill Drive,residential,False,False,88.167,,,20 mph,"LINESTRING (-2.6353209 53.4854512, -2.6352893 53.4855368, -2.63523 53.4855931, -2.6352198 53.4856029, -2.6350137 53.4857995, -2.6348938 53.4861886)",
32468050,Turnill Drive,residential,False,True,88.16700000000002,,,20 mph,"LINESTRING (-2.6348938 53.4861886, -2.6350137 53.4857995, -2.6352198 53.4856029, -2.63523 53.4855931, -2.6352893 53.4855368, -2.6353209 53.4854512)",
32686816,York Road,residential,False,False,110.09700000000001,,,20 mph,"LINESTRING (-2.6348938 53.4861886, -2.6348098 53.4864809, -2.6347515 53.4866438, -2.6346761 53.4868964, -2.6345965 53.4871627)",
32644822,Flora Street,residential,False,False,123.524,,,20 mph,"LINESTRING (-2.6385597 53.4836036, -2.6379259 53.4836887, -2.6376467 53.4837264, -2.6375242 53.483734, -2.6367166 53.4837402)",
127771832,Warrington Road,primary,False,False,32.364000000000004,2,A49,30 mph,"LINESTRING (-2.6385597 53.4836036, -2.6386038 53.4837462, -2.6386477 53.4838899)",
127771832,Warrington Road,primary,False,True,151.05999999999997,2,A49,30 mph,"LINESTRING (-2.6385597 53.4836036, -2.6384016 53.4830181, -2.6383346 53.4827698, -2.6382894 53.4826117, -2.6382784 53.4825732, -2.6382649 53.4825303, -2.6382173 53.4823786, -2.6381791 53.4822642)",
32644940,Legh Street,residential,False,True,149.905,,,20 mph,"LINESTRING (-2.6367166 53.4837402, -2.6364534 53.4824012)",
