osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access,est_width
55893529,False,2,Lias Road,unclassified,20 mph,False,143.00300000000001,"LINESTRING (-3.703198 51.4791287, -3.7033354 51.4791172, -3.7035513 51.4791027, -3.7043211 51.4790423, -3.70493 51.4789942, -3.7052439 51.4789571)",,,
55893529,False,2,Lias Road,unclassified,20 mph,True,48.527,"LINESTRING (-3.703198 51.4791287, -3.7031221 51.4791245, -3.703006 51.4791017, -3.7025682 51.4789477)",,,
8485483,False,2,Victoria Avenue,residential,20 mph,True,168.454,"LINESTRING (-3.7028431 51.4799687, -3.7035234 51.4799474, -3.7035393 51.4799455, -3.7052436 51.4797426)",,,
55893533,True,,John Street,unclassified,20 mph,False,97.292,"LINESTRING (-3.7028431 51.4799687, -3.7029655 51.4797202, -3.7029702 51.4797102, -3.7031046 51.4794427, -3.7031651 51.4793533, -3.7031966 51.4792774, -3.7032036 51.4791962, -3.703198 51.4791287)",,,
"[69945617, 55758997]",False,2,"['Arlington Road', 'Arlington Place']",residential,20 mph,False,204.647,"LINESTRING (-3.7024191 51.4834666, -3.7028405 51.4834027, -3.7041338 51.4831216, -3.7046166 51.4830347, -3.7047132 51.4830748, -3.7048583 51.4833943)",,,
391784631,False,2,South Road,unclassified,20 mph,False,186.74200000000002,"LINESTRING (-3.7024191 51.4834666, -3.7023856 51.4829265, -3.7024432 51.4825328, -3.7024449 51.4824411, -3.7024473 51.4823138, -3.7023641 51.4817918)",,,
8310131,False,2,Lewis Place,residential,20 mph,False,39.555,"LINESTRING (-3.7061983 51.4824202, -3.705647 51.4825133)",,,
8310131,False,2,Lewis Place,residential,20 mph,True,94.213,"LINESTRING (-3.7061983 51.4824202, -3.7075145 51.4822057)",,,
67305959,False,,Suffolk Place,residential,20 mph,True,83.456,"LINESTRING (-3.7061983 51.4824202, -3.70593 51.4816885)",,,
67305959,False,,Suffolk Place,residential,20 mph,False,83.737,"LINESTRING (-3.7061983 51.4824202, -3.7063162 51.4827456, -3.7064644 51.4831548)",,,
8310131,False,2,Lewis Place,residential,20 mph,False,94.213,"LINESTRING (-3.7075145 51.4822057, -3.7061983 51.4824202)",,,
67305959,False,,Suffolk Place,residential,20 mph,False,83.456,"LINESTRING (-3.70593 51.4816885, -3.7061983 51.4824202)",,,
