osmid,oneway,name,highway,area,reversed,length,geometry,lanes,access,tunnel,junction,width
306125659,True,Piazza Vittorio Emanuele II,residential,no,False,67.133,"LINESTRING (16.2966549 41.2267275, 16.2964397 41.2263531, 16.2963695 41.2261645)",,,,,
24567846,False,Via Porta Castello,residential,,False,9.646,"LINESTRING (16.297302 41.2261769, 16.2973894 41.2262335)",,,,,
306125659,True,Piazza Vittorio Emanuele II,residential,no,False,81.714,"LINESTRING (16.297302 41.2261769, 16.2966549 41.2267275)",,,,,
306125659,True,Piazza Vittorio Emanuele II,residential,no,False,51.966,"LINESTRING (16.2968176 41.2258842, 16.297302 41.2261769)",,,,,
306125659,True,Piazza Vittorio Emanuele II,residential,no,False,48.743,"LINESTRING (16.2963695 41.2261645, 16.2968176 41.2258842)",,,,,
24532095,True,Via Domenico de Anellis,residential,,False,41.237,"LINESTRING (16.2963695 41.2261645, 16.2961823 41.2261732, 16.2959732 41.2262626, 16.2959185 41.226289)",,,,,
24532059,True,Via Marsala,residential,,False,47.674,"LINESTRING (16.2943824 41.2313377, 16.2943632 41.2317662)",,,,,
32314469,True,Via Sant'Angelo Dei Ricchi,residential,,False,50.65,"LINESTRING (16.2943824 41.2313377, 16.2949871 41.2313637)",,,,,
28020363,True,Via Crocifisso,residential,,False,53.115,"LINESTRING (16.2945095 41.2296047, 16.294488 41.2300821)",,,,,
390779433,False,,residential,,True,49.66,"LINESTRING (16.2945095 41.2296047, 16.2951016 41.2296388)",,,,,
28020363,True,Via Crocifisso,residential,,False,34.402,"LINESTRING (16.2943672 41.2288193, 16.2944046 41.2291274)",,,,,
41780211,True,Via Teresita,residential,,False,66.513,"LINESTRING (16.2943672 41.2288193, 16.2951621 41.2288394)",,,,,
28020365,True,Piazza Giuseppe di Vittorio,residential,,False,4.979,"LINESTRING (16.2943945 41.2284642, 16.2943911 41.2285089)",,,,,
28020362,True,Piazza Giuseppe di Vittorio,residential,,False,36.363,"LINESTRING (16.2943945 41.2284642, 16.2941896 41.2286862, 16.2941461 41.2287326)",,,,,
24518918,True,Piazza Umberto I,residential,,False,46.566,"LINESTRING (16.2952347 41.2278273, 16.2951256 41.2277484, 16.2951052 41.2276889, 16.2950934 41.2276393, 16.2950914 41.2276072, 16.2951015 41.2275324, 16.2951475 41.2274539)",,,,,
24601597,True,Via Michele Attimonelli,tertiary,,False,24.286,"LINESTRING (16.2952347 41.2278273, 16.2950538 41.2278112, 16.2949463 41.2278017)",,,,,
1239628864,True,Viale Venezia Giulia,secondary,,False,24.805999999999997,"LINESTRING (16.3009851 41.2318898, 16.30105 41.231846, 16.3012088 41.2317433)",,,,,
221904004,True,Viale Venezia Giulia,secondary,,False,22.19,"LINESTRING (16.3012088 41.2317433, 16.3013404 41.2316581, 16.3014099 41.2316131)",,,,,
1239628863,True,Piazza Bersaglieri d'Italia,residential,,False,39.113,"LINESTRING (16.3012088 41.2317433, 16.3012457 41.2317987, 16.301425 41.2320552)",,,,,
24567846,False,Via Porta Castello,residential,,True,30.903,"LINESTRING (16.2980514 41.226682, 16.2979621 41.2266226, 16.2977777 41.2264953)",,,,,
24568205,True,Via Giovanni Bovio,tertiary,,False,51.766999999999996,"LINESTRING (16.2980514 41.226682, 16.2979637 41.2267374, 16.297843 41.2268062, 16.297553 41.2269576)",,,,,
24704724,True,Via Venti Settembre,residential,,False,25.611,"LINESTRING (16.2967834 41.2273041, 16.2969369 41.2275034)",,,,,
71089185,True,Via Giovanni Bovio,tertiary,,False,47.783,"LINESTRING (16.2967834 41.2273041, 16.2962838 41.2275126)",,,,,
71089226,True,Piazza Umberto,tertiary,,False,63.992000000000004,"LINESTRING (16.295952 41.2276612, 16.2957981 41.2277307, 16.2955194 41.2278092, 16.2953223 41.2278345, 16.2952347 41.2278273)",,,,,
24532070,True,Via Enrico De Nicola,residential,,False,86.929,"LINESTRING (16.2949463 41.2278017, 16.2948649 41.2279036, 16.2946769 41.2281291, 16.2943945 41.2284642)",,,,,
71089203,True,Via Michele Attimonelli,tertiary,,False,37.273,"LINESTRING (16.2949463 41.2278017, 16.2946828 41.2277609, 16.2945155 41.2277182)",,,,,
24532095,True,Via Domenico de Anellis,residential,,False,32.461,"LINESTRING (16.2954558 41.2264421, 16.2952897 41.2264914, 16.2951848 41.226523, 16.2950952 41.2265501)",,,,,
"[843817618, 35692117]",True,"['Piazza Duomo', 'Via Museo del Confetto']",residential,,False,85.352,"LINESTRING (16.2954558 41.2264421, 16.2953049 41.2262054, 16.2953057 41.2260729, 16.2953005 41.2260185, 16.2952353 41.2257663, 16.2952341 41.2257052)",,,,,
843817618,True,Piazza Duomo,residential,,False,30.988,"LINESTRING (16.2952341 41.2257052, 16.2955968 41.2256482)",,,,,
34167355,False,Via Arcamone,residential,,True,20.378999999999998,"LINESTRING (16.2952341 41.2257052, 16.2951635 41.2257655, 16.2950341 41.225799)",1,,,,
24638323,True,Via La Corte,residential,,False,42.203,"LINESTRING (16.2955968 41.2256482, 16.2956429 41.2256405, 16.2956786 41.2255813, 16.2958989 41.2253568)",,,,,
"[24601681, 843817618]",True,"['Piazza Duomo', 'Via Giuseppe di Donna']",residential,,False,77.827,"LINESTRING (16.2955968 41.2256482, 16.295622 41.2258923, 16.2959185 41.226289)",,,,,
71089131,True,Via Vittor Pisani,residential,,False,3.355,"LINESTRING (16.3001288 41.2249331, 16.3000983 41.2249527)",,,,,
