osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,maxspeed
15575455,True,Elk Avenue,residential,False,114.939,"LINESTRING (-81.3483472 38.4894046, -81.3489748 38.4891926, -81.3495488 38.4889763)",,,,
15578762,False,Cobb Avenue,residential,False,247.298,"LINESTRING (-81.34888 38.49049, -81.3501533 38.4924782)",,,,
287421867,False,Elk River Road North,primary,True,120.005,"LINESTRING (-81.34888 38.49049, -81.3475715 38.4908303)",2,WV 4,,
"[15578209, 189617132, 189617135]",False,,primary,True,81.05000000000001,"LINESTRING (-81.34888 38.49049, -81.3490628 38.4904324, -81.3495271 38.4902822, -81.3495567 38.4902715, -81.349736 38.4902036)",2,WV 4,yes,
15575712,False,3rd Avenue,residential,False,137.89100000000002,"LINESTRING (-81.3533758 38.4905029, -81.3532872 38.4906016, -81.3531558 38.4907066, -81.3520926 38.4912098)",,,,
"[15566856, 262968521]",False,,residential,False,122.985,"LINESTRING (-81.3532631 38.4887142, -81.3532312 38.4886603, -81.3532148 38.4886324, -81.3526196 38.4877296)",,,yes,
889214748,False,Elk River Road,primary,False,49.594,"LINESTRING (-81.3532631 38.4887142, -81.353161 38.4887552, -81.3527562 38.4889179)",2,US 119,,
15567928,False,Charleston Clendenin Road,primary,False,178.258,"LINESTRING (-81.3527562 38.4889179, -81.3509528 38.4896778)",2,US 119,,25 mph
"[15572369, 15571835]",False,"['2nd Avenue', 'Maple Street']",residential,False,234.72500000000002,"LINESTRING (-81.3527562 38.4889179, -81.3528447 38.4896611, -81.3528125 38.4898122, -81.3527428 38.489934, -81.3515404 38.4904594)",,,,
889214748,False,Elk River Road,primary,True,49.594,"LINESTRING (-81.3527562 38.4889179, -81.353161 38.4887552, -81.3532631 38.4887142)",2,US 119,,
15567928,False,Charleston Clendenin Road,primary,True,178.258,"LINESTRING (-81.3509528 38.4896778, -81.3527562 38.4889179)",2,US 119,,25 mph
"[15567928, 937506384]",False,Charleston Clendenin Road,primary,False,120.97000000000001,"LINESTRING (-81.3509528 38.4896778, -81.3502635 38.4899756, -81.3501691 38.4900164, -81.3499256 38.4901217, -81.349736 38.4902036)",2,US 119,,25 mph
15572024,False,Beech Street,residential,False,100.84,"LINESTRING (-81.3509528 38.4896778, -81.3512522 38.4900761, -81.3515404 38.4904594)",,,,
"[15578209, 189617132, 189617135]",False,,primary,False,81.05,"LINESTRING (-81.349736 38.4902036, -81.3495567 38.4902715, -81.3495271 38.4902822, -81.3490628 38.4904324, -81.34888 38.49049)",2,WV 4,yes,
937506374,False,Beech Street,primary,False,103.12,"LINESTRING (-81.349736 38.4902036, -81.3497853 38.4902996, -81.3498908 38.4905053, -81.3500079 38.4906172, -81.3500987 38.490704, -81.3503784 38.4909712)",2,US 119,,25 mph
"[937506384, 15567928]",False,Charleston Clendenin Road,primary,True,120.97,"LINESTRING (-81.349736 38.4902036, -81.3499256 38.4901217, -81.3501691 38.4900164, -81.3502635 38.4899756, -81.3509528 38.4896778)",2,US 119,,25 mph
15568068,False,Virginia Avenue,residential,False,129.529,"LINESTRING (-81.3535648 38.4866362, -81.3523599 38.4873199)",,,,
15570169,False,Jerrett Street,residential,False,59.567,"LINESTRING (-81.3535648 38.4866362, -81.3538962 38.4871049)",,,,
15570169,False,Jerrett Street,residential,True,51.976,"LINESTRING (-81.3535648 38.4866362, -81.3532671 38.486231)",,,,
15568343,False,3rd Street,residential,False,52.973,"LINESTRING (-81.3429104 38.4896897, -81.3430634 38.4901508)",,,,
262968531,False,Maywood Avenue East,residential,False,159.244,"LINESTRING (-81.3429104 38.4896897, -81.3446888 38.4893531)",,CR 4/1,,20 mph
15568343,False,3rd Street,residential,True,52.973,"LINESTRING (-81.3430634 38.4901508, -81.3429104 38.4896897)",,,,
15571637,False,Koontz Avenue,residential,False,158.854,"LINESTRING (-81.3430634 38.4901508, -81.3448423 38.4898311)",,,,
15568364,False,Kanawha Avenue East,residential,False,176.513,"LINESTRING (-81.3472572 38.4885634, -81.3463816 38.4887149, -81.346092 38.4887044, -81.3458184 38.4886477, -81.3456226 38.4886855, -81.3453301 38.4888453)",,,,
15568364,False,Kanawha Avenue East,residential,True,169.23700000000002,"LINESTRING (-81.3472572 38.4885634, -81.3482753 38.4882824, -81.3490529 38.487986)",,,,
15579119,False,Mountain View Drive,residential,True,492.23400000000004,"LINESTRING (-81.3472572 38.4885634, -81.3462288 38.4885763, -81.3461376 38.4885197, -81.3459793 38.4878709, -81.3460249 38.4878436, -81.3464299 38.4879234, -81.3468242 38.4879423, -81.3471273 38.4878856, -81.3480097 38.4876274, -81.3480553 38.4875518, -81.3477964 38.4864461)",,,,
15568364,False,Kanawha Avenue East,residential,False,56.715,"LINESTRING (-81.3453301 38.4888453, -81.3450672 38.4889083, -81.3448902 38.4889209, -81.3446917 38.4889104)",,,,
15568364,False,Kanawha Avenue East,residential,True,176.513,"LINESTRING (-81.3453301 38.4888453, -81.3456226 38.4886855, -81.3458184 38.4886477, -81.346092 38.4887044, -81.3463816 38.4887149, -81.3472572 38.4885634)",,,,
15574061,False,Alley Street,residential,False,74.331,"LINESTRING (-81.3453301 38.4888453, -81.3454347 38.4890007, -81.3454964 38.4890217, -81.3457646 38.4889713, -81.3458478 38.4889818, -81.3459041 38.4890238, -81.3459521 38.4891137)",,,,
15568364,False,Kanawha Avenue East,residential,True,56.714999999999996,"LINESTRING (-81.3446917 38.4889104, -81.3448902 38.4889209, -81.3450672 38.4889083, -81.3453301 38.4888453)",,,,
15575657,False,Parker Drive,residential,False,165.84199999999998,"LINESTRING (-81.3446917 38.4889104, -81.3445791 38.4888222, -81.344563 38.4887823, -81.3445228 38.4885619, -81.3442411 38.4881483, -81.344225 38.4881084, -81.3442358 38.4880664, -81.3442921 38.4879908, -81.3443457 38.4879698, -81.344394 38.4879908, -81.344622 38.4883163)",,,,
15568985,False,1st Street,residential,False,50.304,"LINESTRING (-81.347371 38.4896722, -81.3471698 38.4892481)",,,,
15575455,True,Elk Avenue,residential,False,90.023,"LINESTRING (-81.347371 38.4896722, -81.3483472 38.4894046)",,,,
15568985,False,1st Street,residential,True,50.304,"LINESTRING (-81.3471698 38.4892481, -81.347371 38.4896722)",,,,
889214750,False,Koontz Avenue,residential,True,212.694,"LINESTRING (-81.3471698 38.4892481, -81.3448423 38.4898311)",,,,
889214751,False,1st Street,residential,False,37.61,"LINESTRING (-81.3471698 38.4892481, -81.3470302 38.488928)",,,,
889214749,False,Maywood Avenue East,residential,True,96.078,"LINESTRING (-81.3470302 38.488928, -81.3459521 38.4891137)",,CR 4/1,,20 mph
889214751,False,1st Street,residential,True,37.61,"LINESTRING (-81.3470302 38.488928, -81.3471698 38.4892481)",,,,
889214749,False,Maywood Avenue East,residential,False,102.696,"LINESTRING (-81.3470302 38.488928, -81.3480548 38.4887118, -81.3480923 38.4888)",,CR 4/1,,20 mph
15569065,False,Beech Street West,residential,False,96.292,"LINESTRING (-81.3515404 38.4904594, -81.3518206 38.4908401, -81.3520926 38.4912098)",,,,
15571835,False,2nd Avenue,residential,False,116.045,"LINESTRING (-81.3515404 38.4904594, -81.3510017 38.4906967, -81.3507886 38.4907905, -81.350523 38.4909075, -81.3504409 38.4909437, -81.3503784 38.4909712)",,,,
"[15572369, 15571835]",False,"['2nd Avenue', 'Maple Street']",residential,True,234.72499999999997,"LINESTRING (-81.3515404 38.4904594, -81.3527428 38.489934, -81.3528125 38.4898122, -81.3528447 38.4896611, -81.3527562 38.4889179)",,,,
15572024,False,Beech Street,residential,True,100.84,"LINESTRING (-81.3515404 38.4904594, -81.3512522 38.4900761, -81.3509528 38.4896778)",,,,
15569065,False,Beech Street West,residential,False,67.482,"LINESTRING (-81.3520926 38.4912098, -81.3524726 38.4917388)",,,,
15569065,False,Beech Street West,residential,True,96.292,"LINESTRING (-81.3520926 38.4912098, -81.3518206 38.4908401, -81.3515404 38.4904594)",,,,
15575712,False,3rd Avenue,residential,True,137.89100000000002,"LINESTRING (-81.3520926 38.4912098, -81.3531558 38.4907066, -81.3532872 38.4906016, -81.3533758 38.4905029)",,,,
15569065,False,Beech Street West,residential,True,67.482,"LINESTRING (-81.3524726 38.4917388, -81.3520926 38.4912098)",,,,
15570169,False,Jerrett Street,residential,False,51.976,"LINESTRING (-81.3532671 38.486231, -81.3535648 38.4866362)",,,,
361730818,False,Reamer Road,residential,True,147.91400000000002,"LINESTRING (-81.3532671 38.486231, -81.3522878 38.486825, -81.3521969 38.4869406, -81.3521494 38.4870392, -81.3521136 38.4871552)",,CR 4/1,,45 mph
15570169,False,Jerrett Street,residential,True,59.567,"LINESTRING (-81.3538962 38.4871049, -81.3535648 38.4866362)",,,,
15570221,False,North Point Drive,residential,False,66.659,"LINESTRING (-81.3510447 38.4865713, -81.3507972 38.4867485, -81.350532 38.4868958, -81.350433 38.4869238)",,,,
