osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry
9169018,2,Pocomo Road,residential,30 mph,8.5,False,False,296.571,"LINESTRING (-70.0096137 41.3147748, -70.0094549 41.3147438, -70.0093041 41.3147191, -70.0091417 41.3147029, -70.0089798 41.3146937, -70.0088294 41.3146922, -70.0086742 41.3146968, -70.0085257 41.3147036, -70.0061654 41.3148644, -70.0060838 41.3148695)"
9169018,2,Pocomo Road,residential,30 mph,8.5,False,True,404.755,"LINESTRING (-70.0096137 41.3147748, -70.0097788 41.3148135, -70.0099465 41.3148583, -70.0108398 41.3150793, -70.0109666 41.3151071, -70.0110914 41.3151321, -70.0112304 41.3151534, -70.0113681 41.3151686, -70.0115053 41.3151767, -70.0116684 41.315185, -70.0118393 41.3151885, -70.0120034 41.3151847, -70.012165 41.3151786, -70.0143773 41.3151034)"
9169073,,Coskata Course Way,residential,,,False,False,358.21000000000004,"LINESTRING (-70.0096137 41.3147748, -70.0095799 41.3148684, -70.009546 41.314976, -70.009702 41.315583, -70.009598 41.315795, -70.009237 41.316075, -70.009163 41.316225, -70.009114 41.31659, -70.009021 41.316748, -70.008453 41.317137, -70.00827 41.317435, -70.008246 41.317609)"
9168954,2,Wauwinet Road,residential,30 mph,11.3,False,True,272.676,"LINESTRING (-70.0061411 41.3172977, -70.006204 41.3171396, -70.006241 41.3170339, -70.0062697 41.316932, -70.006294 41.316819, -70.0063085 41.3167076, -70.0063146 41.3165861, -70.0063105 41.3164808, -70.0063033 41.3163777, -70.0062893 41.3162699, -70.0060838 41.3148695)"
9169725,,,residential,,,False,True,35.763999999999996,"LINESTRING (-70.014501 41.318082, -70.014573 41.318006, -70.014556 41.317778)"
9168889,1,Lauretta Lane,residential,,6.1,False,False,297.77799999999996,"LINESTRING (-70.0143773 41.3151034, -70.014387 41.31529, -70.014556 41.317778)"
9169018,2,Pocomo Road,residential,30 mph,8.5,False,False,404.75499999999994,"LINESTRING (-70.0143773 41.3151034, -70.012165 41.3151786, -70.0120034 41.3151847, -70.0118393 41.3151885, -70.0116684 41.315185, -70.0115053 41.3151767, -70.0113681 41.3151686, -70.0112304 41.3151534, -70.0110914 41.3151321, -70.0109666 41.3151071, -70.0108398 41.3150793, -70.0099465 41.3148583, -70.0097788 41.3148135, -70.0096137 41.3147748)"
9169725,,,residential,,,False,False,354.611,"LINESTRING (-70.012029 41.318972, -70.012051 41.318802, -70.012127 41.318739, -70.012348 41.318735, -70.012659 41.318825, -70.012776 41.318808, -70.012871 41.318725, -70.012813 41.318507, -70.012647 41.31826, -70.012746 41.31803, -70.012889 41.317959, -70.013019 41.317956, -70.013529 41.318143, -70.014156 41.317756, -70.014283 41.31772, -70.014556 41.317778)"
9169073,,Coskata Course Way,residential,,,False,True,358.21000000000004,"LINESTRING (-70.008246 41.317609, -70.00827 41.317435, -70.008453 41.317137, -70.009021 41.316748, -70.009114 41.31659, -70.009163 41.316225, -70.009237 41.316075, -70.009598 41.315795, -70.009702 41.315583, -70.009546 41.314976, -70.0095799 41.3148684, -70.0096137 41.3147748)"
9168889,1,Lauretta Lane,residential,,6.1,False,True,297.77799999999996,"LINESTRING (-70.014556 41.317778, -70.014387 41.31529, -70.0143773 41.3151034)"
9169725,,,residential,,,False,False,35.763999999999996,"LINESTRING (-70.014556 41.317778, -70.014573 41.318006, -70.014501 41.318082)"
9169725,,,residential,,,False,True,354.61099999999993,"LINESTRING (-70.014556 41.317778, -70.014283 41.31772, -70.014156 41.317756, -70.013529 41.318143, -70.013019 41.317956, -70.012889 41.317959, -70.012746 41.31803, -70.012647 41.31826, -70.012813 41.318507, -70.012871 41.318725, -70.012776 41.318808, -70.012659 41.318825, -70.012348 41.318735, -70.012127 41.318739, -70.012051 41.318802, -70.012029 41.318972)"
9168954,2,Wauwinet Road,residential,30 mph,11.3,False,False,272.676,"LINESTRING (-70.0060838 41.3148695, -70.0062893 41.3162699, -70.0063033 41.3163777, -70.0063105 41.3164808, -70.0063146 41.3165861, -70.0063085 41.3167076, -70.006294 41.316819, -70.0062697 41.316932, -70.006241 41.3170339, -70.006204 41.3171396, -70.0061411 41.3172977)"
9169018,2,Pocomo Road,residential,30 mph,8.5,False,True,296.571,"LINESTRING (-70.0060838 41.3148695, -70.0061654 41.3148644, -70.0085257 41.3147036, -70.0086742 41.3146968, -70.0088294 41.3146922, -70.0089798 41.3146937, -70.0091417 41.3147029, -70.0093041 41.3147191, -70.0094549 41.3147438, -70.0096137 41.3147748)"
