osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,ref,bridge
8873941,2,Church Street,residential,15.2,False,True,186.64000000000001,"LINESTRING (-71.7606206 42.528366, -71.7606597 42.52831, -71.7606754 42.5282752, -71.7608098 42.5279205, -71.7609087 42.5276327, -71.7609136 42.5276184, -71.7609713 42.5274731, -71.7610327 42.5273012, -71.7610364 42.5272912, -71.7611948 42.5268653, -71.7612041 42.5268404, -71.7612395 42.5267522)",,,
8874136,2,Merriam Avenue,tertiary,14.0,False,False,82.58900000000001,"LINESTRING (-71.7606206 42.528366, -71.7610462 42.5284614, -71.7612665 42.5284994, -71.7613186 42.5285101, -71.7613659 42.5285199, -71.7615908 42.5285663)",30 mph,,
8874136,2,Merriam Avenue,tertiary,14.0,False,True,164.018,"LINESTRING (-71.7606206 42.528366, -71.7605633 42.5283505, -71.7603491 42.5282973, -71.7602726 42.52827, -71.7599824 42.5281667, -71.7596594 42.5280517, -71.7588971 42.5277802, -71.7588111 42.52774)",30 mph,,
8874860,2,Church Street,residential,10.4,False,False,186.92099999999996,"LINESTRING (-71.7606206 42.528366, -71.7605976 42.528429, -71.7605888 42.528452, -71.7602752 42.5292739, -71.7601 42.529733, -71.760095 42.52975, -71.76009 42.529768, -71.760083 42.529786, -71.760067 42.52981, -71.760046 42.529833, -71.760022 42.529854, -71.760001 42.529869, -71.759979 42.529884, -71.759954 42.529896, -71.7599335 42.5299043, -71.7599102 42.529913, -71.7598823 42.5299226)",,,
8874195,2,Summer Street,residential,9.1,False,False,179.709,"LINESTRING (-71.7575095 42.5269735, -71.756743 42.528181, -71.7566003 42.5284194, -71.756588 42.52844)",,,
492441379,2,Water Street,secondary,14.6,False,False,86.412,"LINESTRING (-71.7575095 42.5269735, -71.7570313 42.5270451, -71.7568117 42.5270801, -71.7566988 42.5271066, -71.7564893 42.5271637)",30 mph,,
664932647,2,Water Street,secondary,18.3,False,True,45.409000000000006,"LINESTRING (-71.7575095 42.5269735, -71.7578404 42.5269203, -71.7580402 42.5268609)",30 mph,,
8873941,2,Church Street,residential,15.2,False,False,186.64,"LINESTRING (-71.7612395 42.5267522, -71.7612041 42.5268404, -71.7611948 42.5268653, -71.7610364 42.5272912, -71.7610327 42.5273012, -71.7609713 42.5274731, -71.7609136 42.5276184, -71.7609087 42.5276327, -71.7608098 42.5279205, -71.7606754 42.5282752, -71.7606597 42.52831, -71.7606206 42.528366)",,,
"[664755858, 8874267]",2,West Street,secondary,18.6,False,False,124.60000000000001,"LINESTRING (-71.7612395 42.5267522, -71.7609902 42.5267139, -71.7607912 42.5266742, -71.7603499 42.5265863, -71.7600676 42.5265285, -71.759894 42.526493, -71.7597727 42.5264598)",30 mph,,
633269568,,Park Street,secondary,,True,False,52.348,"LINESTRING (-71.7612395 42.5267522, -71.7611329 42.5265726, -71.7611227 42.5265661, -71.7609727 42.5264702, -71.7609411 42.52645, -71.7608302 42.5264184)",,,
664932638,2,West Street,secondary,14.6,False,False,80.89099999999999,"LINESTRING (-71.7612395 42.5267522, -71.7613438 42.5267761, -71.761878 42.5268933, -71.7619461 42.5269098, -71.7620033 42.5269236, -71.7621471 42.5269536, -71.762185 42.526961)",30 mph,,
8874257,2,Walnut Street,tertiary,8.2,False,False,169.221,"LINESTRING (-71.758541 42.531093, -71.7581325 42.5310566, -71.757911 42.531037, -71.7577384 42.5310172, -71.757656 42.5310077, -71.7574782 42.5309771, -71.7574128 42.5309659, -71.7572752 42.5309422, -71.7566102 42.5308276, -71.7565163 42.5308056)",,,
8874257,2,Walnut Street,tertiary,8.2,False,True,60.952,"LINESTRING (-71.758541 42.531093, -71.7588704 42.5311329, -71.7589299 42.5311401, -71.759218 42.531175, -71.759275 42.5311819)",,,
8873865,2,Depot Square,residential,12.8,False,False,72.00200000000001,"LINESTRING (-71.7580402 42.5268609, -71.758006 42.526936, -71.757946 42.527038, -71.757887 42.527133, -71.757867 42.527217, -71.757869 42.527297, -71.757907 42.527349, -71.757967 42.527384, -71.758053 42.527418)",,,
8874886,2,Water Street,secondary,18.3,False,True,98.09799999999998,"LINESTRING (-71.7580402 42.5268609, -71.758134 42.5268183, -71.7582272 42.5267759, -71.7583342 42.526726, -71.7583847 42.5267024, -71.7585107 42.5266434, -71.7586465 42.5265798, -71.7587583 42.5265144, -71.7588418 42.5264506, -71.7589096 42.5263807, -71.758947 42.5263114)",30 mph,,
664932647,2,Water Street,secondary,18.3,False,False,45.409000000000006,"LINESTRING (-71.7580402 42.5268609, -71.7578404 42.5269203, -71.7575095 42.5269735)",30 mph,,
8873752,2,Pleasant Place,residential,10.7,False,False,82.736,"LINESTRING (-71.762596 42.524243, -71.761708 42.523889)",,,
8873985,2,Adams Street,residential,9.1,False,False,43.38,"LINESTRING (-71.76566 42.526383, -71.765567 42.5263368, -71.765221 42.526165)",,,
8873907,2,Main Street,primary,18.3,False,False,155.571,"LINESTRING (-71.7574443 42.5293954, -71.7574901 42.5293395, -71.7575248 42.5292973, -71.7576529 42.5291412, -71.7577093 42.5290777, -71.758011 42.528701, -71.7581138 42.5285774, -71.7583349 42.5283117, -71.7584285 42.5281991)",25 mph,MA 12,
8873907,2,Main Street,primary,18.3,False,True,175.552,"LINESTRING (-71.7574443 42.5293954, -71.7573577 42.5295066, -71.757075 42.5298483, -71.7570349 42.5298967, -71.7569766 42.5299672, -71.7568397 42.5301327, -71.7567637 42.5302362, -71.7567027 42.5303275, -71.7566423 42.530451, -71.7565425 42.5307319, -71.7565163 42.5308056)",25 mph,MA 12,
8874195,2,Summer Street,residential,9.1,False,True,179.108,"LINESTRING (-71.7574443 42.5293954, -71.7573697 42.5293669, -71.7569385 42.5292375, -71.7568517 42.5292121, -71.756233 42.529031, -71.756588 42.52844)",,,
8873835,2,Monument Square,primary,18.0,False,True,59.608000000000004,"LINESTRING (-71.7596435 42.5254312, -71.7597917 42.5255942, -71.7599103 42.5256986, -71.7599796 42.5257562, -71.759998 42.5257688, -71.7601087 42.5258399)",30 mph,MA 12,
8874111,2,Monument Square,primary,21.0,True,False,79.72800000000001,"LINESTRING (-71.7596435 42.5254312, -71.7597406 42.5256956, -71.7597963 42.5258213, -71.7598144 42.5258909, -71.7598233 42.5259251, -71.7598476 42.5260444, -71.7598444 42.5261289)",30 mph,MA 12,
"[740112544, 8873867, 740112543]",2,Monument Square,primary,22.3,False,True,47.167,"LINESTRING (-71.7596435 42.5254312, -71.7596282 42.5254045, -71.7595314 42.5252339, -71.759505 42.5251874, -71.7594477 42.5250726, -71.7594332 42.5250366)",30 mph,MA 12,yes
8874207,2,Wilson Street,residential,7.3,False,True,73.59,"LINESTRING (-71.757078 42.524293, -71.756496 42.523789)",,,
8874250,2,Pine Street,residential,10.4,False,True,67.748,"LINESTRING (-71.757078 42.524293, -71.757764 42.523953)",,,
1075988888,2,Howe Street,residential,8.5,False,False,86.678,"LINESTRING (-71.757078 42.524293, -71.756832 42.524415, -71.756816 42.524451, -71.756835 42.524485, -71.756984 42.524642, -71.757198 42.524891)",,,
8874136,2,Merriam Avenue,tertiary,14.0,False,True,94.976,"LINESTRING (-71.7632334 42.5289962, -71.7629093 42.5288896, -71.7628381 42.5288682, -71.7626962 42.5288254, -71.7626175 42.5288017, -71.7623868 42.5287417, -71.7621539 42.5286875)",30 mph,,
8874197,2,Foster Court,residential,9.1,False,False,117.468,"LINESTRING (-71.7632334 42.5289962, -71.7631983 42.5290503, -71.7626462 42.5299599)",,,
664932643,2,Merriam Avenue,tertiary,12.8,False,False,94.93199999999999,"LINESTRING (-71.7632334 42.5289962, -71.7638845 42.5292186, -71.763978 42.5292505, -71.7642845 42.5293552)",25 mph,,
8874159,2,Lancaster Street,secondary,14.6,False,True,75.982,"LINESTRING (-71.7572572 42.5228535, -71.7575206 42.5230085, -71.7576476 42.5230755, -71.7579424 42.5232448, -71.7579884 42.5232734)",30 mph,MA 117,
