osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry
452135843,False,3,US 411;GA 61,Salacoa Avenue,trunk,35 mph,True,27.667,"LINESTRING (-84.7006661 34.4343562, -84.7006487 34.4341078)"
88174324,False,2,,Calhoun Street,residential,35 mph,False,124.33699999999999,"LINESTRING (-84.7006661 34.4343562, -84.7005396 34.4343806, -84.7004184 34.4343922, -84.7002972 34.4344005, -84.7000584 34.4344039, -84.6993152 34.4343907)"
"[452135844, 88174341]",False,"['3', '2']",US 411;GA 53;GA 61,Salacoa Avenue,trunk,35 mph,False,29.549999999999997,"LINESTRING (-84.7006661 34.4343562, -84.7006756 34.434566, -84.7006754 34.4346218)"
535348513,False,2,GA 53,Fairmout Highway Southeast,primary,35 mph,True,28.235,"LINESTRING (-84.7006661 34.4343562, -84.7007647 34.4343341, -84.7009703 34.4343291)"
9266198,False,,,Tennessee Street,residential,,True,179.976,"LINESTRING (-84.6993152 34.4343907, -84.6997464 34.4328117)"
9266198,False,,,Tennessee Street,residential,,False,152.344,"LINESTRING (-84.6993152 34.4343907, -84.6990923 34.4351523, -84.6989254 34.4357225)"
88174324,False,2,,Calhoun Street,residential,35 mph,False,123.886,"LINESTRING (-84.6993152 34.4343907, -84.6983983 34.4343615, -84.6983417 34.4343628, -84.6979652 34.4343711)"
88174324,False,2,,Calhoun Street,residential,35 mph,True,124.33699999999999,"LINESTRING (-84.6993152 34.4343907, -84.7000584 34.4344039, -84.7002972 34.4344005, -84.7004184 34.4343922, -84.7005396 34.4343806, -84.7006661 34.4343562)"
9267343,False,,,Peachtree Street,residential,,False,145.102,"LINESTRING (-84.6979652 34.4343711, -84.6979876 34.4356759)"
88174324,False,2,,Calhoun Street,residential,35 mph,False,89.989,"LINESTRING (-84.6979652 34.4343711, -84.696984 34.4343648)"
88174324,False,2,,Calhoun Street,residential,35 mph,True,123.886,"LINESTRING (-84.6979652 34.4343711, -84.6983417 34.4343628, -84.6983983 34.4343615, -84.6993152 34.4343907)"
9264730,False,2,,College Street,residential,25 mph,False,180.134,"LINESTRING (-84.696984 34.4343648, -84.6969643 34.4359847)"
88174324,False,2,,Calhoun Street,residential,35 mph,True,89.989,"LINESTRING (-84.696984 34.4343648, -84.6979652 34.4343711)"
9264322,False,,,South Park Street,residential,,False,41.536,"LINESTRING (-84.7018451 34.4352909, -84.701876 34.4352931, -84.7022963 34.4353233)"
9265206,False,,,North Avenue,residential,,False,75.736,"LINESTRING (-84.7018451 34.4352909, -84.7018454 34.4353906, -84.7018421 34.435972)"
9266660,False,,,South Avenue,residential,,True,107.51400000000001,"LINESTRING (-84.7018451 34.4352909, -84.7008184 34.4352708, -84.7006731 34.4352679)"
9264322,False,,,South Park Street,residential,,True,41.536,"LINESTRING (-84.7022963 34.4353233, -84.701876 34.4352931, -84.7018451 34.4352909)"
9267343,False,,,Peachtree Street,residential,,False,25.906,"LINESTRING (-84.698051 34.4387426, -84.6980647 34.4389753)"
9267343,False,,,Peachtree Street,residential,,True,37.999,"LINESTRING (-84.698051 34.4387426, -84.6980396 34.438401)"
9264447,False,,,Carter Mountain Road,residential,,False,324.472,"LINESTRING (-84.698051 34.4387426, -84.6969935 34.4387669, -84.6963997 34.4388175, -84.6963018 34.4388809, -84.695819 34.43939, -84.695331 34.4399521, -84.695257 34.4400471)"
"[9264486, 9266663]",False,,,"['South Avenue', 'Lake Street']",residential,,True,246.866,"LINESTRING (-84.7023456 34.4342675, -84.7023391 34.4342446, -84.7023244 34.4342217, -84.7022925 34.4341976, -84.7022228 34.4341564, -84.7021439 34.4341153, -84.7020604 34.4340805, -84.7019614 34.4340508, -84.7018098 34.4340068, -84.7017348 34.4338406, -84.7015042 34.4332657, -84.7011734 34.4325245, -84.7010754 34.4324385)"
9266859,False,,,Tennessee Street,residential,,True,30.667,"LINESTRING (-84.6980396 34.438401, -84.6981314 34.4381358)"
9267343,False,,,Peachtree Street,residential,,False,37.999,"LINESTRING (-84.6980396 34.438401, -84.698051 34.4387426)"
9267343,False,,,Peachtree Street,residential,,True,269.777,"LINESTRING (-84.6980396 34.438401, -84.6979903 34.4376215, -84.69798 34.4373397, -84.697966 34.4366859, -84.697978 34.4359762)"
452135844,False,2,US 411;GA 53;GA 61,Salacoa Avenue,trunk,35 mph,False,5.004,"LINESTRING (-84.700592 34.4379896, -84.7005915 34.4380346)"
452135844,False,2,US 411;GA 53;GA 61,Salacoa Avenue,trunk,35 mph,True,227.364,"LINESTRING (-84.700592 34.4379896, -84.7006535 34.4359455)"
433946655,False,,,Lacey Street,residential,,False,112.17599999999999,"LINESTRING (-84.700592 34.4379896, -84.7006678 34.4379895, -84.7018152 34.4379885)"
9265206,False,,,North Avenue,residential,,False,283.27,"LINESTRING (-84.7018152 34.4379885, -84.7017641 34.4399236, -84.701748 34.4405354)"
9265206,False,,,North Avenue,residential,,True,224.239,"LINESTRING (-84.7018152 34.4379885, -84.701839 34.4363188, -84.7018421 34.435972)"
433946655,False,,,Lacey Street,residential,,True,112.17599999999999,"LINESTRING (-84.7018152 34.4379885, -84.7006678 34.4379895, -84.700592 34.4379896)"
9264730,False,2,,College Street,residential,25 mph,True,180.134,"LINESTRING (-84.6969643 34.4359847, -84.696984 34.4343648)"
9264995,False,,,Jasper Street,residential,,True,92.97,"LINESTRING (-84.6969643 34.4359847, -84.697978 34.4359762)"
9266198,False,,,Tennessee Street,residential,,False,179.976,"LINESTRING (-84.6997464 34.4328117, -84.6993152 34.4343907)"
9264925,False,,,Cornwell Street,residential,,True,77.384,"LINESTRING (-84.6997464 34.4328117, -84.7003006 34.4326479, -84.7005429 34.4325822)"
9264995,False,,,Jasper Street,residential,,False,92.97,"LINESTRING (-84.697978 34.4359762, -84.6969643 34.4359847)"
9267343,False,,,Peachtree Street,residential,,True,33.403,"LINESTRING (-84.697978 34.4359762, -84.6979876 34.4356759)"
9267343,False,,,Peachtree Street,residential,,False,269.777,"LINESTRING (-84.697978 34.4359762, -84.697966 34.4366859, -84.69798 34.4373397, -84.6979903 34.4376215, -84.6980396 34.438401)"
9264997,False,,,Jasper Street,residential,,False,86.161,"LINESTRING (-84.6979876 34.4356759, -84.6989254 34.4357225)"
9267343,False,,,Peachtree Street,residential,,False,33.403,"LINESTRING (-84.6979876 34.4356759, -84.697978 34.4359762)"
9267343,False,,,Peachtree Street,residential,,True,145.102,"LINESTRING (-84.6979876 34.4356759, -84.6979652 34.4343711)"
9264997,False,,,Jasper Street,residential,,True,86.161,"LINESTRING (-84.6989254 34.4357225, -84.6979876 34.4356759)"
9264997,False,,,Jasper Street,residential,,False,160.92000000000002,"LINESTRING (-84.6989254 34.4357225, -84.7000385 34.4359029, -84.7001142 34.4359108, -84.7005612 34.4359574, -84.7006535 34.4359455)"
"[9266859, 9266198]",False,,,Tennessee Street,residential,,False,278.07800000000003,"LINESTRING (-84.6989254 34.4357225, -84.6985368 34.4368639, -84.6982846 34.4376933, -84.6981314 34.4381358)"
9266198,False,,,Tennessee Street,residential,,True,152.344,"LINESTRING (-84.6989254 34.4357225, -84.6990923 34.4351523, -84.6993152 34.4343907)"
452135844,False,2,US 411;GA 53;GA 61,Salacoa Avenue,trunk,35 mph,False,227.364,"LINESTRING (-84.7006535 34.4359455, -84.700592 34.4379896)"
452135844,False,2,US 411;GA 53;GA 61,Salacoa Avenue,trunk,35 mph,True,75.367,"LINESTRING (-84.7006535 34.4359455, -84.7006731 34.4352679)"
9264997,False,,,Jasper Street,residential,,True,160.92000000000002,"LINESTRING (-84.7006535 34.4359455, -84.7005612 34.4359574, -84.7001142 34.4359108, -84.7000385 34.4359029, -84.6989254 34.4357225)"
9266139,False,,,North Park Street,residential,,False,109.04700000000001,"LINESTRING (-84.7006535 34.4359455, -84.7007669 34.4359463, -84.7018421 34.435972)"
9265206,False,,,North Avenue,residential,,False,224.239,"LINESTRING (-84.7018421 34.435972, -84.701839 34.4363188, -84.7018152 34.4379885)"
9265206,False,,,North Avenue,residential,,True,75.736,"LINESTRING (-84.7018421 34.435972, -84.7018454 34.4353906, -84.7018451 34.4352909)"
9266139,False,,,North Park Street,residential,,True,109.04700000000001,"LINESTRING (-84.7018421 34.435972, -84.7007669 34.4359463, -84.7006535 34.4359455)"
9265206,False,,,North Avenue,residential,,True,283.27,"LINESTRING (-84.701748 34.4405354, -84.7017641 34.4399236, -84.7018152 34.4379885)"
9267391,False,,,Watkins Street,residential,,True,112.799,"LINESTRING (-84.701748 34.4405354, -84.7005814 34.4405277, -84.700518 34.4405273)"
9266661,False,,,South Avenue,residential,,True,51.385,"LINESTRING (-84.7005429 34.4325822, -84.7010754 34.4324385)"
9264925,False,,,Cornwell Street,residential,,False,77.384,"LINESTRING (-84.7005429 34.4325822, -84.7003006 34.4326479, -84.6997464 34.4328117)"
