osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref
9116132,True,1,secondary_link,False,40.385,"LINESTRING (-84.5447863 33.9505785, -84.5447289 33.9506206, -84.5446827 33.9506499, -84.5446344 33.9506757, -84.5445735 33.9507, -84.5445053 33.9507188, -84.5444024 33.9507405)",,,
340782630,False,3,residential,False,31.433,"LINESTRING (-84.5447863 33.9505785, -84.5447603 33.9507563, -84.544745 33.9508591)",Alexander Street Southeast,30 mph,
"[674552668, 9122636]",False,"['3', '2']",residential,True,227.97899999999998,"LINESTRING (-84.5447863 33.9505785, -84.5448231 33.9502188, -84.5448677 33.9496529, -84.5448847 33.9492827, -84.544885 33.9489466, -84.5448855 33.9489324, -84.5448997 33.9485312)",Alexander Street Southeast,30 mph,
340782634,False,5,secondary,False,34.244,"LINESTRING (-84.5444024 33.9507405, -84.5446234 33.9508184, -84.5446572 33.9508298, -84.544745 33.9508591)",Roswell Street,35 mph,
9125228,False,2,residential,False,223.012,"LINESTRING (-84.5471026 33.9522422, -84.5469531 33.9522138, -84.5461209 33.9522096, -84.5459674 33.9522088, -84.545791 33.9522079, -84.5453444 33.9522057, -84.5451406 33.9522047, -84.5446887 33.9522024)",Washington Avenue Northeast,30 mph,
"[421861624, 421861608, 421861614, 245388615]",False,4,unclassified,True,111.048,"LINESTRING (-84.5471026 33.9522422, -84.5470922 33.9523069, -84.5470892 33.9524719, -84.5470842 33.95266, -84.5470833 33.9527678, -84.5470756 33.9532402)",Haynes Street,,
421861629,True,1,unclassified,False,50.607,"LINESTRING (-84.5471026 33.9522422, -84.5471502 33.9522016, -84.5471837 33.9521527, -84.5472038 33.9521004, -84.5472253 33.9520548, -84.5472508 33.9520169, -84.5472977 33.9519635, -84.5473393 33.9518393)",Haynes Street,,
421929151,False,4,tertiary,True,93.241,"LINESTRING (-84.5470756 33.9532402, -84.5480865 33.9532412)",Lawrence Street Northeast,,
9144206,False,4,tertiary,False,222.22699999999998,"LINESTRING (-84.5470756 33.9532402, -84.5459405 33.9532164, -84.5459137 33.9532158, -84.5456172 33.9532094, -84.5454466 33.9532057, -84.5446669 33.9531952)",Lawrence Street Northeast,,
"[421861608, 421861624, 421861614, 245388615]",False,4,unclassified,False,111.048,"LINESTRING (-84.5470756 33.9532402, -84.5470833 33.9527678, -84.5470842 33.95266, -84.5470892 33.9524719, -84.5470922 33.9523069, -84.5471026 33.9522422)",Haynes Street,,
"[245388616, 421861617]",False,4,unclassified,True,80.568,"LINESTRING (-84.5470756 33.9532402, -84.5470691 33.9536094, -84.5470647 33.9539647)",Haynes Street,,
334600297,False,2,tertiary,False,94.78899999999999,"LINESTRING (-84.547051 33.9553079, -84.547376 33.9553085, -84.5474273 33.9553085, -84.5477703 33.955309, -84.5479 33.9553092, -84.5480787 33.9553094)",Lemon Street Northeast,,
334600297,False,2,tertiary,True,144.736,"LINESTRING (-84.547051 33.9553079, -84.5466277 33.9553034, -84.5461775 33.9552986, -84.5454819 33.9552912)",Lemon Street Northeast,,
"[245388616, 421861621]",False,4,unclassified,False,83.612,"LINESTRING (-84.547051 33.9553079, -84.5470525 33.9552335, -84.5470583 33.9548119, -84.5470584 33.954556)",Haynes Street,,
"[9122636, 674552668]",False,"['3', '2']",residential,False,227.979,"LINESTRING (-84.5448997 33.9485312, -84.5448855 33.9489324, -84.544885 33.9489466, -84.5448847 33.9492827, -84.5448677 33.9496529, -84.5448231 33.9502188, -84.5447863 33.9505785)",Alexander Street Southeast,30 mph,
9153472,False,,residential,True,171.969,"LINESTRING (-84.5448997 33.9485312, -84.5456489 33.9485236, -84.5461914 33.9485181, -84.5467639 33.9485117)",Waterman Street Southeast,25 mph,
674552666,False,2,residential,False,110.413,"LINESTRING (-84.5446887 33.9522024, -84.5446669 33.9531952)",Alexander Street Southeast,30 mph,
9125228,False,2,residential,True,223.012,"LINESTRING (-84.5446887 33.9522024, -84.5451406 33.9522047, -84.5453444 33.9522057, -84.545791 33.9522079, -84.5459674 33.9522088, -84.5461209 33.9522096, -84.5469531 33.9522138, -84.5471026 33.9522422)",Washington Avenue Northeast,30 mph,
"[674552666, 674552667]",False,"['3', '2']",residential,True,121.97800000000001,"LINESTRING (-84.5446887 33.9522024, -84.5446764 33.9521003, -84.5446902 33.9516774, -84.5446938 33.9514703, -84.5447024 33.9513083, -84.5447072 33.9512406, -84.5447119 33.9511733, -84.544718 33.9511067)",Alexander Street Southeast,30 mph,
