osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge
12557030,Forrest Street,residential,False,False,113.284,,,"LINESTRING (-80.9410664 35.0036475, -80.94022 35.004394)",,
761005969,Academy Street,tertiary,False,False,216.128,2,25 mph,"LINESTRING (-80.9410664 35.0036475, -80.9410994 35.0036925, -80.9416845 35.0042471, -80.9418829 35.0044351, -80.9420593 35.0046007, -80.9424585 35.0049755, -80.9424861 35.0050015, -80.942613 35.0051206)",,
12553730,Monroe White Street,tertiary,False,False,92.429,2,25 mph,"LINESTRING (-80.942613 35.0051206, -80.941978 35.005769)",,
12556767,Williamson Street,tertiary,False,True,122.285,2,35 mph,"LINESTRING (-80.942613 35.0051206, -80.9430602 35.0046183, -80.943405 35.0042326)",,
761005969,Academy Street,tertiary,False,False,299.36400000000003,2,25 mph,"LINESTRING (-80.942613 35.0051206, -80.94378 35.006219, -80.9441246 35.0065554, -80.9443491 35.0067746, -80.94475 35.007166)",,
761005969,Academy Street,tertiary,False,True,216.128,2,25 mph,"LINESTRING (-80.942613 35.0051206, -80.9424861 35.0050015, -80.9424585 35.0049755, -80.9420593 35.0046007, -80.9418829 35.0044351, -80.9416845 35.0042471, -80.9410994 35.0036925, -80.9410664 35.0036475)",,
761005969,Academy Street,tertiary,False,False,22.708,2,25 mph,"LINESTRING (-80.94475 35.007166, -80.9448414 35.007356)",,
12556398,Railroad Avenue,residential,False,True,175.339,,,"LINESTRING (-80.94475 35.007166, -80.944796 35.006235, -80.9448706 35.0055928)",,
761005969,Academy Street,tertiary,False,True,299.36400000000003,2,25 mph,"LINESTRING (-80.94475 35.007166, -80.9443491 35.0067746, -80.9441246 35.0065554, -80.94378 35.006219, -80.942613 35.0051206)",,
761005969,Academy Street,tertiary,False,True,22.708,2,25 mph,"LINESTRING (-80.9448414 35.007356, -80.94475 35.007166)",,
12559367,Main Street,primary,False,False,47.809,,,"LINESTRING (-80.9448414 35.007356, -80.9449495 35.0073397, -80.9450407 35.0073373, -80.9453643 35.0073289)",SC 160,
12559367,Main Street,primary,False,True,55.842,,,"LINESTRING (-80.9448414 35.007356, -80.9447271 35.0073982, -80.944382 35.0075757, -80.944314 35.0076106)",SC 160,
12553730,Monroe White Street,tertiary,False,True,92.429,2,25 mph,"LINESTRING (-80.941978 35.005769, -80.942613 35.0051206)",,
12557645,Monroe White Street,tertiary,False,False,228.79500000000002,2,25 mph,"LINESTRING (-80.941978 35.005769, -80.9417415 35.005972, -80.9417025 35.0060055, -80.9415264 35.0061567, -80.9414815 35.0061952, -80.9411751 35.0064581, -80.9408561 35.0067319, -80.9407836 35.0068046, -80.9402929 35.0072155, -80.940245 35.0072581)",,
12558310,Confederate Street,tertiary,False,False,295.298,2,25 mph,"LINESTRING (-80.941978 35.005769, -80.9430651 35.0066269, -80.9436619 35.0070979, -80.943914 35.0072969, -80.9442524 35.007564, -80.944314 35.0076106)",,
12558310,Confederate Street,tertiary,False,True,221.39100000000002,2,25 mph,"LINESTRING (-80.941978 35.005769, -80.941207 35.0051659, -80.9408975 35.0049238, -80.9407421 35.0048022, -80.94022 35.004394)",,
12553867,Faile Street,residential,False,False,44.794,,,"LINESTRING (-80.950235 35.007637, -80.949806 35.00744)",,
12555404,Ardrey Street,residential,False,False,401.44899999999996,,,"LINESTRING (-80.950235 35.007637, -80.9501809 35.0077114, -80.9493666 35.0088627, -80.9491891 35.0091053, -80.9491178 35.0091964, -80.9490499 35.0093064, -80.9490082 35.0094117, -80.9489557 35.009593, -80.9489232 35.0096814, -80.9488656 35.0097841, -80.9487987 35.0098832, -80.9487223 35.0099838, -80.9486566 35.0100502, -80.9485378 35.0101558, -80.948438 35.0102258, -80.9482998 35.0103072, -80.9481584 35.0103677, -80.9478801 35.0104687, -80.9477794 35.0105013)",,
12553867,Faile Street,residential,False,False,49.088,,,"LINESTRING (-80.949806 35.00744, -80.9493354 35.0072248)",,
12553867,Faile Street,residential,False,True,44.794,,,"LINESTRING (-80.949806 35.00744, -80.950235 35.007637)",,
12553867,Faile Street,residential,False,True,49.088,,,"LINESTRING (-80.9493354 35.0072248, -80.949806 35.00744)",,
12553867,Faile Street,residential,False,False,203.03300000000002,,,"LINESTRING (-80.9493354 35.0072248, -80.949058 35.007116, -80.948887 35.00711, -80.948746 35.007153, -80.947462 35.007935)",,
12562741,McCammon Street,tertiary,False,False,174.047,2,,"LINESTRING (-80.9493354 35.0072248, -80.9490172 35.0076995, -80.9489436 35.0078113, -80.9488433 35.0079383, -80.948782 35.008015, -80.9485569 35.0082436, -80.9483131 35.0084266, -80.9482265 35.0084807)",,
