osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,ref,bridge
8626661,True,1,motorway_link,False,262.85400000000004,"LINESTRING (-83.6841426 43.0182376, -83.6843841 43.0185584, -83.6844291 43.0187075, -83.684468 43.0188826, -83.6844905 43.0190545, -83.6845042 43.0192213, -83.6844988 43.0195556, -83.6845015 43.0197517, -83.6845096 43.0199186, -83.6845095 43.0200773, -83.6844975 43.0202116, -83.684439 43.020546)",,,,
"[1165949372, 238858014]",True,"['4', '3']",secondary,False,221.156,"LINESTRING (-83.6841426 43.0182376, -83.6841681 43.0183102, -83.6841949 43.0183903, -83.6842413 43.0185447, -83.6842797 43.0187173, -83.6843052 43.0188567, -83.6843205 43.0189644, -83.6843274 43.0190887, -83.6843312 43.0192124, -83.6843298 43.0193291, -83.6843205 43.0194399, -83.6843065 43.0195533, -83.6842802 43.0197076, -83.6842494 43.0198684, -83.6842111 43.0200342, -83.6841971 43.0200949, -83.6841736 43.0202059)",Chavez Drive,35 mph,,
8629100,False,2,residential,False,121.454,"LINESTRING (-83.6845209 43.0148867, -83.6846152 43.0148442, -83.6846456 43.0148305, -83.6849427 43.0146951, -83.6851951 43.01458, -83.6852803 43.0145414, -83.6853608 43.0145049, -83.6856688 43.0143671, -83.6856938 43.0143555, -83.6857903 43.0143109)",East Fourth Street,,,
8661132,False,,residential,False,76.023,"LINESTRING (-83.6845209 43.0148867, -83.6844628 43.0148183, -83.6844543 43.0148083, -83.6843059 43.0146299, -83.6842334 43.0145428, -83.6842012 43.014504, -83.6841148 43.0143999, -83.6840941 43.0143757, -83.6840325 43.0143037)",Stevens Street,,,
8661132,False,,residential,True,122.46300000000001,"LINESTRING (-83.6845209 43.0148867, -83.6845802 43.0149566, -83.6845909 43.0149693, -83.684908 43.0153467, -83.6849187 43.0153594, -83.6852305 43.0157306, -83.6852514 43.0157554, -83.68531 43.0158248)",Stevens Street,,,
8629100,False,2,residential,False,118.373,"LINESTRING (-83.6857903 43.0143109, -83.68588 43.0142694, -83.6859131 43.0142541, -83.6860082 43.0142115, -83.6862026 43.0141244, -83.6863165 43.0140734, -83.6863995 43.0140362, -83.6866051 43.0139441, -83.6868093 43.0138526, -83.6869033 43.0138105, -83.6869422 43.0137942, -83.6869671 43.0137837, -83.687034 43.0137577)",East Fourth Street,,,
8629100,False,2,residential,True,121.454,"LINESTRING (-83.6857903 43.0143109, -83.6856938 43.0143555, -83.6856688 43.0143671, -83.6853608 43.0145049, -83.6852803 43.0145414, -83.6851951 43.01458, -83.6849427 43.0146951, -83.6846456 43.0148305, -83.6846152 43.0148442, -83.6845209 43.0148867)",East Fourth Street,,,
221148245,True,2,residential,False,75.75,"LINESTRING (-83.6857903 43.0143109, -83.6857319 43.0142431, -83.6857206 43.0142299, -83.6855487 43.0140267, -83.6853803 43.0138276, -83.6853586 43.0138016, -83.6853001 43.0137316)",Wallenberg Street,,,
8629100,False,2,residential,False,128.80700000000002,"LINESTRING (-83.687034 43.0137577, -83.6870895 43.0137359, -83.6871178 43.0137247, -83.6871492 43.0137111, -83.6873103 43.0136362, -83.6875119 43.0135424, -83.6876375 43.0134841, -83.687685 43.013462, -83.68821 43.0132179, -83.6882431 43.0132023, -83.6883746 43.0131408)",East Fourth Street,,,
8629100,False,2,residential,True,118.37299999999998,"LINESTRING (-83.687034 43.0137577, -83.6869671 43.0137837, -83.6869422 43.0137942, -83.6869033 43.0138105, -83.6868093 43.0138526, -83.6866051 43.0139441, -83.6863995 43.0140362, -83.6863165 43.0140734, -83.6862026 43.0141244, -83.6860082 43.0142115, -83.6859131 43.0142541, -83.68588 43.0142694, -83.6857903 43.0143109)",East Fourth Street,,,
