osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction,width
423861664,5,East Fayette Street,secondary,30 mph,False,False,19.310000000000002,"LINESTRING (-76.6075011 39.2906376, -76.607614 39.2906332, -76.6077252 39.2906289)",,,,
"[543578050, 73532173]",5,East Fayette Street,secondary,30 mph,False,True,68.128,"LINESTRING (-76.6075011 39.2906376, -76.607262 39.2906468, -76.6072073 39.2906485, -76.606865 39.2906584, -76.6067102 39.2906641)",,,,
"[1112435986, 98106790]",3,Holliday Street,secondary,25 mph,True,False,83.34799999999998,"LINESTRING (-76.6104072 39.2932304, -76.6103883 39.2930798, -76.6103809 39.2929634, -76.6103531 39.2925632, -76.6103503 39.2924823)",,,,
536817806,2,East Pleasant Street,primary,25 mph,True,False,23.253,"LINESTRING (-76.6104883 39.2937688, -76.6107507 39.2937189)",,,,
6014229,1,Holliday Street,unclassified,25 mph,True,False,60.388,"LINESTRING (-76.6104883 39.2937688, -76.6104843 39.293631, -76.6104575 39.2934463, -76.6104072 39.2932304)",,,,
"[665430760, 130599634]","['4', '5']",East Pratt Street,primary,30 mph,True,False,50.074,"LINESTRING (-76.6113115 39.286617, -76.610939 39.28663, -76.6108414 39.286635, -76.6107303 39.2866371)",,,,
"[949079488, 1022894509]",3,North Gay Street,primary,25 mph,True,False,39.346,"LINESTRING (-76.6087034 39.2925241, -76.6085755 39.2927335, -76.6085674 39.2927467, -76.608508 39.292844)",,,,
6011099,4,North Charles Street,secondary,30 mph,True,False,92.89399999999999,"LINESTRING (-76.6151487 39.2895221, -76.6151558 39.2896131, -76.6151818 39.2899473, -76.615191 39.2900654, -76.6152044 39.2902383, -76.6152094 39.2903018, -76.6152136 39.290356)",,,,
"[6023074, 425182771]",3,East Baltimore Street,secondary,30 mph,True,False,116.10999999999999,"LINESTRING (-76.6151487 39.2895221, -76.6150321 39.289528, -76.6142193 39.2895644, -76.6139151 39.2895742, -76.6138015 39.2895778)",,,,
72833939,4,West Lombard Street,primary,30 mph,True,False,110.974,"LINESTRING (-76.614992 39.2877178, -76.6151759 39.2877151, -76.615758 39.2877163, -76.6161532 39.2877159, -76.6162814 39.287714)",,,,
186672434,3,South Charles Street,secondary,30 mph,True,False,118.99099999999999,"LINESTRING (-76.614992 39.2877178, -76.6150005 39.2878152, -76.615021 39.2880518, -76.6150322 39.2881811, -76.6150774 39.2887017, -76.6150822 39.2887565, -76.6150847 39.2887855)",,,,
6014026,3,South Hanover Street,residential,25 mph,False,True,142.90900000000002,"LINESTRING (-76.6162814 39.287714, -76.616276 39.2876235, -76.6162524 39.2872902, -76.6162441 39.2871849, -76.6162364 39.287087, -76.6162042 39.28668, -76.6161935 39.2865448, -76.6161845 39.286431)",,,,
