osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge
11887823,False,2,secondary_link,False,42.935,"LINESTRING (-79.9538942 42.1677558, -79.9537667 42.167725, -79.953703 42.1677156, -79.9536453 42.1677002, -79.953593 42.1676803, -79.9535488 42.1676579, -79.9534479 42.1675774)",,,,
538632768,False,2,secondary,False,58.867999999999995,"LINESTRING (-79.9538942 42.1677558, -79.953799 42.1678007, -79.9537579 42.1678222, -79.9535702 42.1679256, -79.9533069 42.1680568)",PA 955,Iroquois Avenue,45 mph,
"[11892177, 317477835]",False,2,residential,"[False, True]",194.32699999999997,"LINESTRING (-79.9476588 42.1700631, -79.9484169 42.169696, -79.948468 42.1696822, -79.948512 42.1696809, -79.9485517 42.1696927, -79.9485862 42.1697174, -79.9489852 42.1701647, -79.949219 42.1704268, -79.9492293 42.1704383, -79.9492337 42.1704432, -79.9492829 42.1704984)",,"['Orchard Street', 'Prendergast Street']",,
"[11892177, 317477835]",False,2,residential,"[False, True]",194.327,"LINESTRING (-79.9492829 42.1704984, -79.9492337 42.1704432, -79.9492293 42.1704383, -79.949219 42.1704268, -79.9489852 42.1701647, -79.9485862 42.1697174, -79.9485517 42.1696927, -79.948512 42.1696809, -79.948468 42.1696822, -79.9484169 42.169696, -79.9476588 42.1700631)",,"['Orchard Street', 'Prendergast Street']",,
317477792,False,3,primary,True,130.885,"LINESTRING (-79.9492829 42.1704984, -79.9498007 42.1701864, -79.949825 42.1701717, -79.9499878 42.1700737, -79.9500956 42.1700087, -79.9501036 42.1700039, -79.9501991 42.1699459, -79.9504131 42.1698158, -79.9505138 42.1697546)",US 20,Buffalo Road,35 mph,
317477795,False,2,primary,False,27.479,"LINESTRING (-79.9533069 42.1680568, -79.9532833 42.1680786, -79.953228 42.1681196, -79.9531563 42.1681627, -79.953079 42.1682091, -79.9530587 42.1682208)",US 20,Buffalo Road,35 mph,
538632760,False,2,primary,True,57.627,"LINESTRING (-79.9533069 42.1680568, -79.9533568 42.1680052, -79.9534123 42.1679518, -79.9534543 42.1678875, -79.9534743 42.1678387, -79.9534846 42.1677871, -79.9534876 42.1677349, -79.9534815 42.1676876, -79.9534649 42.1676303, -79.9534479 42.1675774)",US 20,Buffalo Road,35 mph,
538632768,False,2,secondary,True,58.867999999999995,"LINESTRING (-79.9533069 42.1680568, -79.9535702 42.1679256, -79.9537579 42.1678222, -79.953799 42.1678007, -79.9538942 42.1677558)",PA 955,Iroquois Avenue,45 mph,
11887823,False,2,secondary_link,True,42.935,"LINESTRING (-79.9534479 42.1675774, -79.9535488 42.1676579, -79.953593 42.1676803, -79.9536453 42.1677002, -79.953703 42.1677156, -79.9537667 42.167725, -79.9538942 42.1677558)",,,,
538632760,False,2,primary,False,57.626999999999995,"LINESTRING (-79.9534479 42.1675774, -79.9534649 42.1676303, -79.9534815 42.1676876, -79.9534876 42.1677349, -79.9534846 42.1677871, -79.9534743 42.1678387, -79.9534543 42.1678875, -79.9534123 42.1679518, -79.9533568 42.1680052, -79.9533069 42.1680568)",US 20,Buffalo Road,35 mph,
"[317477793, 538632751, 538632755, 864992855, 864992856, 864992762, 864992763]",False,2,primary,True,112.39699999999999,"LINESTRING (-79.9534479 42.1675774, -79.9534165 42.1675284, -79.9533213 42.1673847, -79.9532944 42.1673455, -79.9530011 42.1668914, -79.9529572 42.1668331, -79.9529409 42.166808, -79.9529127 42.1667645, -79.952886 42.1667257, -79.9528724 42.1667006, -79.9528619 42.1666659)",US 20,Buffalo Road,35 mph,
"[317477793, 538632751, 538632755, 864992855, 864992856, 864992762, 864992763]",False,2,primary,False,112.397,"LINESTRING (-79.9528619 42.1666659, -79.9528724 42.1667006, -79.952886 42.1667257, -79.9529127 42.1667645, -79.9529409 42.166808, -79.9529572 42.1668331, -79.9530011 42.1668914, -79.9532944 42.1673455, -79.9533213 42.1673847, -79.9534165 42.1675284, -79.9534479 42.1675774)",US 20,Buffalo Road,35 mph,
538632783,False,2,primary,True,61.944,"LINESTRING (-79.9528619 42.1666659, -79.9528519 42.1666174, -79.9528496 42.1665794, -79.9528495 42.1665307, -79.9528548 42.166489, -79.9528703 42.1664413, -79.9528917 42.1663985, -79.9529192 42.1663603, -79.9529547 42.16632, -79.952993 42.1662867, -79.9530405 42.1662524, -79.9530902 42.1662276, -79.9531512 42.1661947)",US 20,Buffalo Road,35 mph,
827932888,False,2,residential,True,67.385,"LINESTRING (-79.9528619 42.1666659, -79.9527304 42.1665677, -79.9526747 42.1665267, -79.9526231 42.1664922, -79.9525711 42.1664634, -79.9525188 42.1664397, -79.9524521 42.1664154, -79.952382 42.1663935, -79.9523086 42.1663744, -79.9521852 42.1663477)",,Old Buffalo Road,,
538632783,False,2,primary,False,61.944,"LINESTRING (-79.9531512 42.1661947, -79.9530902 42.1662276, -79.9530405 42.1662524, -79.952993 42.1662867, -79.9529547 42.16632, -79.9529192 42.1663603, -79.9528917 42.1663985, -79.9528703 42.1664413, -79.9528548 42.166489, -79.9528495 42.1665307, -79.9528496 42.1665794, -79.9528519 42.1666174, -79.9528619 42.1666659)",US 20,Buffalo Road,35 mph,
"[538632736, 538632802, 854775920, 538632788]",False,"['3', '2']",primary,True,148.62499999999997,"LINESTRING (-79.9531512 42.1661947, -79.9532634 42.1661646, -79.9533297 42.1661484, -79.9536118 42.1660918, -79.9536784 42.1660801, -79.9538288 42.1660537, -79.9540318 42.1660189, -79.9542005 42.1659936, -79.9543581 42.16597, -79.9546248 42.16593, -79.9547274 42.1659146, -79.95487 42.1658903, -79.9549035 42.1658841)",US 20,Buffalo Road,"['35 mph', '45 mph']",yes
854775918,False,2,residential,False,81.481,"LINESTRING (-79.9531512 42.1661947, -79.9528822 42.1662245, -79.9528132 42.166234, -79.9521852 42.1663477)",,Old Buffalo Road,,
11891348,False,2,secondary,False,4.827,"LINESTRING (-79.9512531 42.1633562, -79.9512905 42.1633896)",PA 531,Depot Road,45 mph,
11891348,False,2,secondary,True,56.901,"LINESTRING (-79.9512531 42.1633562, -79.951245 42.163349, -79.9508268 42.1629537)",PA 531,Depot Road,45 mph,
827933039,False,,residential,False,97.001,"LINESTRING (-79.9512531 42.1633562, -79.9509762 42.1633819, -79.9507034 42.1634152, -79.9503506 42.1634688, -79.9500943 42.1635062)",,Wallace Avenue,,
11891348,False,2,secondary,False,56.901,"LINESTRING (-79.9508268 42.1629537, -79.951245 42.163349, -79.9512531 42.1633562)",PA 531,Depot Road,45 mph,
