osmid,name,highway,oneway,reversed,length,maxspeed,access,geometry
213842575,Hebe Street,residential,False,True,85.737,,,"LINESTRING (-57.8533784 -51.6926923, -57.8535497 -51.693456)"
14143417,Crozier Place,tertiary,False,True,250.16600000000003,25 mph,yes,"LINESTRING (-57.8533784 -51.6926923, -57.8536168 -51.6927332, -57.8537182 -51.6927689, -57.8538356 -51.6928557, -57.8539522 -51.6929401, -57.8540171 -51.6929649, -57.8541122 -51.6929758, -57.85421 -51.6929735, -57.8555859 -51.6928595, -57.8562829 -51.6927949, -57.856816 -51.6927425)"
14143437,Ross Road East,tertiary,False,False,244.649,25 mph,yes,"LINESTRING (-57.8533784 -51.6926923, -57.8531955 -51.6926656, -57.8528062 -51.6926742, -57.8516289 -51.692717, -57.8510898 -51.6927562, -57.8506473 -51.6927941, -57.849855 -51.6928754)"
14143307,Snake Hill,residential,False,False,100.772,,yes,"LINESTRING (-57.849855 -51.6928754, -57.84978 -51.693002, -57.8497685 -51.6931696, -57.8497936 -51.693342, -57.8499321 -51.6937639)"
14143437,Ross Road East,tertiary,False,True,244.649,25 mph,yes,"LINESTRING (-57.849855 -51.6928754, -57.8506473 -51.6927941, -57.8510898 -51.6927562, -57.8516289 -51.692717, -57.8528062 -51.6926742, -57.8531955 -51.6926656, -57.8533784 -51.6926923)"
216494220,James Street,residential,False,True,251.687,,yes,"LINESTRING (-57.8499321 -51.6937639, -57.8535497 -51.693456)"
14143307,Snake Hill,residential,False,False,57.89199999999999,,yes,"LINESTRING (-57.8499321 -51.6937639, -57.8499594 -51.693977, -57.8499774 -51.6940751, -57.8499862 -51.6941515, -57.8499667 -51.6942214, -57.8499176 -51.6942738)"
14143307,Snake Hill,residential,False,True,100.772,,yes,"LINESTRING (-57.8499321 -51.6937639, -57.8497936 -51.693342, -57.8497685 -51.6931696, -57.84978 -51.693002, -57.849855 -51.6928754)"
14143307,Snake Hill,residential,False,True,57.891999999999996,,yes,"LINESTRING (-57.8499176 -51.6942738, -57.8499667 -51.6942214, -57.8499862 -51.6941515, -57.8499774 -51.6940751, -57.8499594 -51.693977, -57.8499321 -51.6937639)"
14143359,Fitzroy Road East,residential,False,True,261.697,,yes,"LINESTRING (-57.8499176 -51.6942738, -57.8526572 -51.694085, -57.8529161 -51.6940694, -57.8531262 -51.694068, -57.8536951 -51.694091)"
14143343,Davis Street East,residential,False,False,20.395,25 mph,yes,"LINESTRING (-57.8535027 -51.6955358, -57.8532098 -51.6955619)"
14143319,Hebe Street,residential,False,False,170.569,,,"LINESTRING (-57.8535027 -51.6955358, -57.8538226 -51.6952616, -57.8539082 -51.6951718, -57.853923 -51.6950859, -57.8538388 -51.6947251, -57.8536951 -51.694091)"
14143366,Davis Street,residential,False,True,268.322,,yes,"LINESTRING (-57.8535027 -51.6955358, -57.8564528 -51.6952915, -57.8573609 -51.6952137)"
14143343,Davis Street East,residential,False,True,100.994,25 mph,yes,"LINESTRING (-57.8517549 -51.69567, -57.8532098 -51.6955619)"
14143364,Glasgow Road,residential,False,False,70.829,,yes,"LINESTRING (-57.8517549 -51.69567, -57.851654 -51.6950361)"
14143343,Davis Street East,residential,False,False,118.842,25 mph,yes,"LINESTRING (-57.8517549 -51.69567, -57.8511018 -51.6957166, -57.8507018 -51.6957475, -57.8502507 -51.6957752, -57.8500407 -51.6957839)"
14143352,Kent Road,residential,False,True,59.548,,yes,"LINESTRING (-57.851654 -51.6950361, -57.8525123 -51.6949749)"
14143364,Glasgow Road,residential,False,True,70.829,,yes,"LINESTRING (-57.851654 -51.6950361, -57.8517549 -51.69567)"
14143343,Davis Street East,residential,False,True,118.84199999999998,25 mph,yes,"LINESTRING (-57.8500407 -51.6957839, -57.8502507 -51.6957752, -57.8507018 -51.6957475, -57.8511018 -51.6957166, -57.8517549 -51.69567)"
14143382,Fieldhouse Close,residential,False,True,151.558,,yes,"LINESTRING (-57.8500407 -51.6957839, -57.850101 -51.6962013, -57.8501138 -51.6962978, -57.8501523 -51.696587, -57.8501605 -51.6966486, -57.850172 -51.6967347, -57.8501877 -51.6968613, -57.8501953 -51.696923, -57.8502076 -51.6970224, -57.8502224 -51.6971422)"
14143352,Kent Road,residential,False,False,59.548,,yes,"LINESTRING (-57.8525123 -51.6949749, -57.851654 -51.6950361)"
14143310,Fitzroy Road,residential,False,True,233.461,,yes,"LINESTRING (-57.8536951 -51.694091, -57.857053 -51.6938157)"
213842575,Hebe Street,residential,False,False,71.317,,,"LINESTRING (-57.8536951 -51.694091, -57.8535497 -51.693456)"
14143319,Hebe Street,residential,False,True,170.56900000000002,,,"LINESTRING (-57.8536951 -51.694091, -57.8538388 -51.6947251, -57.853923 -51.6950859, -57.8539082 -51.6951718, -57.8538226 -51.6952616, -57.8535027 -51.6955358)"
14143359,Fitzroy Road East,residential,False,False,261.697,,yes,"LINESTRING (-57.8536951 -51.694091, -57.8531262 -51.694068, -57.8529161 -51.6940694, -57.8526572 -51.694085, -57.8499176 -51.6942738)"
213842575,Hebe Street,residential,False,False,85.737,,,"LINESTRING (-57.8535497 -51.693456, -57.8533784 -51.6926923)"
213842575,Hebe Street,residential,False,True,71.317,,,"LINESTRING (-57.8535497 -51.693456, -57.8536951 -51.694091)"
216494220,James Street,residential,False,False,251.687,,yes,"LINESTRING (-57.8535497 -51.693456, -57.8499321 -51.6937639)"
213842330,Stanley Bypass,primary,False,True,197.011,40 mph,,"LINESTRING (-57.8580758 -51.6971729, -57.8609098 -51.6969414)"
213842330,Stanley Bypass,primary,False,False,183.48,40 mph,,"LINESTRING (-57.8580758 -51.6971729, -57.857741 -51.6972025, -57.8554442 -51.6974223)"
213842570,Philomel Street,tertiary,False,False,101.84100000000001,25 mph,,"LINESTRING (-57.8580758 -51.6971729, -57.8580481 -51.6970752, -57.8580216 -51.6969941, -57.8579765 -51.6969013, -57.8579111 -51.6968015, -57.8577394 -51.6965757, -57.8576973 -51.6964862, -57.8576183 -51.6963063)"
