osmid,name,highway,width,oneway,reversed,length,lanes,geometry,maxspeed,bridge
1072857664,McConville Way,unclassified,10.7,False,True,13.027,,"LINESTRING (-71.0035104 42.2492234, -71.0034067 42.2491349)",,
1072857663,Granite Street,secondary,21.3,True,False,31.576,2,"LINESTRING (-71.0035104 42.2492234, -71.0035728 42.2491801, -71.0036236 42.24914, -71.0036978 42.2490708, -71.0037595 42.2490084)",,
9506381,Newcomb Street,tertiary,10.7,False,True,66.548,2,"LINESTRING (-70.9992706 42.2527706, -70.9995377 42.2529201, -70.9999155 42.2531316)",,
9506399,Francis Avenue,residential,7.3,False,True,135.50799999999998,2,"LINESTRING (-70.9992706 42.2527706, -70.9993073 42.2527402, -70.9997204 42.2523977, -70.9997889 42.2523296, -70.9998432 42.2522583, -71.0000927 42.2517909, -71.0001172 42.2517449)",,
131934761,Walter J. Hannon Parkway,primary,25.9,True,False,95.334,2,"LINESTRING (-71.00076 42.2466106, -71.0006043 42.246722, -71.0005409 42.2467679, -71.0004815 42.2468148, -71.0004313 42.2468587, -71.0003796 42.2469079, -71.0002991 42.2469997, -71.0002229 42.2470944, -71.0001515 42.2471925, -71.0000827 42.2472969)",,
"[91993192, 218399836]",Hancock Street,secondary,12,False,False,101.13000000000001,"['3', '2']","LINESTRING (-71.00076 42.2466106, -71.0007964 42.246693, -71.0009181 42.2469689, -71.0009816 42.2471129, -71.0010258 42.2472073, -71.0010775 42.2473138, -71.0011156 42.2473892, -71.0011586 42.2474707)",35 mph,
9505128,Spear Street,residential,10.7,False,False,38.208,2,"LINESTRING (-71.0001172 42.2517449, -70.9996838 42.2516218)",,
9505128,Spear Street,residential,10.7,False,True,37.787,2,"LINESTRING (-71.0001172 42.2517449, -71.0001328 42.2517493, -71.0005458 42.2518667)",,
9506399,Francis Avenue,residential,7.3,False,False,135.50799999999998,2,"LINESTRING (-71.0001172 42.2517449, -71.0000927 42.2517909, -70.9998432 42.2522583, -70.9997889 42.2523296, -70.9997204 42.2523977, -70.9993073 42.2527402, -70.9992706 42.2527706)",,
9504178,Monroe Road,residential,12.2,False,False,108.474,2,"LINESTRING (-71.00847 42.25147, -71.00794 42.25132, -71.00723 42.25114)",,
9504178,Monroe Road,residential,12.2,False,True,66.92699999999999,2,"LINESTRING (-71.00847 42.25147, -71.00874 42.2516, -71.00897 42.25172, -71.0090803 42.251794, -71.0091285 42.2518214)",,
