osmid,highway,access,oneway,reversed,length,geometry,ref,name,bridge
62041103,unclassified,no,False,False,35.84,"LINESTRING (-74.9122257 40.402617, -74.9123658 40.4026684, -74.9124871 40.4027312, -74.9125999 40.4027647)",,,
1225755495,motorway_link,,False,False,216.303,"LINESTRING (-74.9122257 40.402617, -74.9118346 40.4025679, -74.911573 40.4025526, -74.9113274 40.4025466, -74.9110688 40.4025562, -74.910706 40.402589, -74.9096905 40.4026991)",,,
11635041,motorway_link,,False,False,23.588,"LINESTRING (-74.9096905 40.4026991, -74.9096855 40.4029112)",,,
813429899,motorway_link,,True,False,105.625,"LINESTRING (-74.9096905 40.4026991, -74.909462 40.402723, -74.908989 40.402785, -74.9084567 40.4028378)",,,
1225755495,motorway_link,,False,True,216.30299999999997,"LINESTRING (-74.9096905 40.4026991, -74.910706 40.402589, -74.9110688 40.4025562, -74.9113274 40.4025466, -74.911573 40.4025526, -74.9118346 40.4025679, -74.9122257 40.402617)",,,
11635475,residential,,False,False,83.319,"LINESTRING (-74.909689 40.397263, -74.9095659 40.3972227, -74.9093393 40.3971485, -74.9092037 40.3970956, -74.9090463 40.3970136, -74.908844 40.396889)",,,
679977201,primary,,False,False,430.02599999999995,"LINESTRING (-74.909689 40.397263, -74.909661 40.397335, -74.909576 40.397525, -74.909485 40.397718, -74.909393 40.397907, -74.909294 40.398096, -74.909188 40.39829, -74.90908 40.398479, -74.908974 40.398668, -74.908852 40.398853, -74.9088039 40.3989321, -74.908737 40.399042, -74.908607 40.399222, -74.908485 40.399402, -74.908356 40.399587, -74.908226 40.399762, -74.907951 40.400104, -74.907662 40.400438, -74.907517 40.4006, -74.907415 40.4007026)",NJ 179,Thomas Paine Highway,
679977201,primary,,False,True,277.485,"LINESTRING (-74.909689 40.397263, -74.9097287 40.3971663, -74.909737 40.397146, -74.909813 40.396953, -74.909882 40.396759, -74.909943 40.39657, -74.910004 40.396372, -74.910065 40.396178, -74.910118 40.395989, -74.91021 40.395597, -74.910286 40.395205, -74.910317 40.395012, -74.9103555 40.3948235)",NJ 179,Thomas Paine Highway,
11635475,residential,,False,True,83.319,"LINESTRING (-74.908844 40.396889, -74.9090463 40.3970136, -74.9092037 40.3970956, -74.9093393 40.3971485, -74.9095659 40.3972227, -74.909689 40.397263)",,,
28038336,tertiary,,False,False,190.60999999999999,"LINESTRING (-74.908844 40.396889, -74.908958 40.396767, -74.90905 40.396673, -74.909149 40.396574, -74.909241 40.396475, -74.909325 40.396376, -74.909409 40.396268, -74.909546 40.396034, -74.909615 40.395912, -74.909668 40.39579, -74.909729 40.395664, -74.909775 40.395534, -74.9098258 40.3953668)",CR 603,Mount Airy Village Road,
