osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge
13843894,North Alabama Street,residential,False,False,101.522,"LINESTRING (-116.8902623 47.8082059, -116.8902677 47.8091189)",,,,
13847970,West Crenshaw Street,residential,False,True,76.451,"LINESTRING (-116.8902623 47.8082059, -116.891286 47.8082028)",,,,
13843894,North Alabama Street,residential,False,True,212.40499999999997,"LINESTRING (-116.8903485 47.8110256, -116.890331 47.8109783, -116.8903263 47.8109639, -116.8903219 47.8109479, -116.8903055 47.8108821, -116.8902961 47.8108138, -116.8902851 47.8100513, -116.8902689 47.8094532, -116.8902651 47.8093087, -116.8902628 47.8092576, -116.8902629 47.8091943, -116.8902677 47.8091189)",,,,
13846578,North Highway 41,primary,False,True,143.456,"LINESTRING (-116.8903485 47.8110256, -116.8914 47.810411, -116.89154 47.810335, -116.8918076 47.8101866)",ID 41,,,
13849271,North Ohio Street,residential,False,False,115.60000000000001,"LINESTRING (-116.8917301 47.8091483, -116.8917997 47.8100998, -116.891801 47.8101171, -116.8918076 47.8101866)",,,,
13849271,North Ohio Street,residential,False,True,104.265,"LINESTRING (-116.8917301 47.8091483, -116.8917152 47.8089266, -116.8917073 47.8087391, -116.8916867 47.8082111)",,,,
696531867,West Wright Street,residential,False,False,109.27300000000001,"LINESTRING (-116.8917301 47.8091483, -116.8904684 47.8091275, -116.8903835 47.8091252, -116.8903147 47.8091221, -116.8902677 47.8091189)",,,,
696531867,West Wright Street,residential,False,True,132.568,"LINESTRING (-116.8917301 47.8091483, -116.892215 47.8091518, -116.8923494 47.8091492, -116.8924393 47.8091429, -116.8925291 47.8091307, -116.8926223 47.8091105, -116.8927129 47.8090812, -116.8928838 47.8090154, -116.892969 47.8089884, -116.8930327 47.8089767, -116.8930884 47.8089722, -116.8931447 47.808974, -116.8931829 47.8089808, -116.8932611 47.8090016, -116.8933121 47.8090167, -116.893337 47.809024, -116.893428 47.8090503)",,,,
697076556,North Coeur d'Alene Street,tertiary,False,False,53.231,"LINESTRING (-116.8967139 47.8094446, -116.8971723 47.8098112)",,2,25 mph,
"[13849784, 13845020]","['West 3rd Street', 'North Anthony Street']",residential,False,True,235.697,"LINESTRING (-116.8967139 47.8094446, -116.8966417 47.8094842, -116.896336 47.8096542, -116.8962658 47.8096777, -116.8961906 47.809693, -116.8961451 47.809693, -116.8961088 47.8096876, -116.8960713 47.8096777, -116.8960168 47.8096533, -116.894589 47.8085081, -116.8945272 47.8084583)",,,,
697076556,North Coeur d'Alene Street,tertiary,False,True,8.242,"LINESTRING (-116.8967139 47.8094446, -116.8966681 47.8094081, -116.896643 47.8093878)",,2,25 mph,
13846578,North Highway 41,primary,False,False,104.312,"LINESTRING (-116.8939787 47.8072887, -116.893961 47.807849, -116.8939571 47.8080355, -116.8939545 47.8080637, -116.893948 47.8081358, -116.8939265 47.8082253)",ID 41,,,
13847946,West Fivepoint Street,residential,False,True,66.082,"LINESTRING (-116.8939787 47.8072887, -116.8938482 47.8072879, -116.893834 47.8072878, -116.8930939 47.8072829)",,,,
13851836,West 5th Street,residential,False,False,61.772000000000006,"LINESTRING (-116.8939787 47.8072887, -116.894121 47.8072195, -116.8942553 47.8071431, -116.8946172 47.806936)",,,,
697076556,North Coeur d'Alene Street,tertiary,False,False,125.225,"LINESTRING (-116.8939787 47.8072887, -116.8940444 47.8073419, -116.8946206 47.8078028, -116.8950609 47.8081489)",,2,25 mph,
13845436,West Bordon Court,residential,False,False,36.668,"LINESTRING (-116.8975053 47.8094967, -116.8975114 47.8094567, -116.8975235 47.8094177, -116.8975447 47.8093843, -116.8975714 47.8093581, -116.8976053 47.809332, -116.8977662 47.8092323)",,,,
697076563,West Meadow Brook Circle,residential,False,True,43.349,"LINESTRING (-116.8977662 47.8092323, -116.8973786 47.8089421)",,,,
13845436,West Bordon Court,residential,False,True,36.668000000000006,"LINESTRING (-116.8977662 47.8092323, -116.8976053 47.809332, -116.8975714 47.8093581, -116.8975447 47.8093843, -116.8975235 47.8094177, -116.8975114 47.8094567, -116.8975053 47.8094967)",,,,
697076563,West Meadow Brook Circle,residential,False,False,35.147999999999996,"LINESTRING (-116.8977662 47.8092323, -116.8978694 47.8093066, -116.8979379 47.8093483, -116.8979931 47.8093733, -116.8980518 47.8093915, -116.8981138 47.8094025, -116.8981451 47.8094052)",,,,
13845543,West 4th Street,residential,False,False,65.056,"LINESTRING (-116.8958093 47.8078328, -116.8951535 47.8082179)",,,,
13886009,North McAuley Street,residential,False,False,133.679,"LINESTRING (-116.8958093 47.8078328, -116.8946172 47.806936)",,,,
13845543,West 4th Street,residential,False,True,65.056,"LINESTRING (-116.8951535 47.8082179, -116.8958093 47.8078328)",,,,
697076556,North Coeur d'Alene Street,tertiary,False,True,10.329,"LINESTRING (-116.8951535 47.8082179, -116.8950609 47.8081489)",,2,25 mph,
697076556,North Coeur d'Alene Street,tertiary,False,False,171.16,"LINESTRING (-116.8951535 47.8082179, -116.8956504 47.8086084, -116.896643 47.8093878)",,2,25 mph,
697076563,West Meadow Brook Circle,residential,False,False,43.349,"LINESTRING (-116.8973786 47.8089421, -116.8977662 47.8092323)",,,,
13851191,West Park Loop,residential,False,False,242.405,"LINESTRING (-116.8973786 47.8089421, -116.8988751 47.8080674, -116.8990159 47.8079948, -116.8991156 47.8079496, -116.8992177 47.8079127, -116.8993179 47.807888, -116.8994416 47.807869, -116.8995797 47.8078566, -116.900053 47.8078271)",,,,
13852580,West Park Loop,residential,False,True,73.988,"LINESTRING (-116.8973786 47.8089421, -116.8971171 47.8091014, -116.8968956 47.8092382, -116.896643 47.8093878)",,,,
