osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,access
26428113,True,2,Avenida 5 Mauro Fernández,residential,False,96.35000000000001,"LINESTRING (-84.0805649 9.9369602, -84.0797933 9.9368098, -84.0797023 9.9367903)",,,
366207733,True,2,Calle 12 Tomás Guardia,tertiary,False,84.64,"LINESTRING (-84.0840953 9.9360866, -84.0840743 9.9368475)",10110,,
17152614,True,,Juan Rafael Mora Porras,residential,False,110.3,"LINESTRING (-84.0797023 9.9367903, -84.0797745 9.9358009)",,,
26428113,True,2,Avenida 5 Mauro Fernández,residential,False,89.735,"LINESTRING (-84.0797023 9.9367903, -84.0788997 9.9366282)",,,
362866994,True,5,Avenida 2 Libertador Juan Rafael Mora Porras,primary,False,92.393,"LINESTRING (-84.0825092 9.933626, -84.0817352 9.9335228, -84.0816733 9.9335143)",2,40,
549834473,True,,Calle 8 Juan Ramón Bonilla,residential,False,169.0,"LINESTRING (-84.0825092 9.933626, -84.0824579 9.9343594, -84.0824543 9.9351441)",,,
366207733,True,2,Calle 12 Tomás Guardia,tertiary,False,89.251,"LINESTRING (-84.0841227 9.9352844, -84.0840953 9.9360866)",10110,,
1201469151,True,,Avenida 6 Castro Madriz,residential,False,89.067,"LINESTRING (-84.0826123 9.9318709, -84.0834139 9.9320056)",,,no
31430384,True,,Calle 8 Juan Ramón Bonilla,residential,False,195.485,"LINESTRING (-84.0826123 9.9318709, -84.0825616 9.9327337, -84.0825092 9.933626)",,,
298980084,True,2,Calle 10 Enrique Echandi,tertiary,False,122.217,"LINESTRING (-84.0834139 9.9320056, -84.0834596 9.9309074)",10108,,
549832820,True,2,Avenida 1 Eladio Prado Sáenz,primary,False,87.708,"LINESTRING (-84.0833254 9.9352109, -84.0841227 9.9352844)",10111,40,
16814426,True,2,Calle 10 Enrique Echandi,tertiary,False,164.14,"LINESTRING (-84.0833254 9.9352109, -84.0833397 9.9344421, -84.0833613 9.9337352)",10108,40,
717612321,True,2,Calle 5 José Daniel Zúñiga,residential,False,79.651,"LINESTRING (-84.0763352 9.9346424, -84.0761535 9.935336)",,,
730797703,True,2,Avenida 1 Eladio Prado Sáenz,primary,False,109.945,"LINESTRING (-84.0763352 9.9346424, -84.0773328 9.9347522)",10111,40,
360167607,True,2,Avenida 1 Eladio Prado Sáenz,primary,False,88.952,"LINESTRING (-84.0773328 9.9347522, -84.0776861 9.9347792, -84.0780687 9.9348085, -84.0781425 9.9348142)",10111,40,
360167609,True,,Calle 3 Julio Fonseca Gutiérrez,tertiary,False,101.60900000000001,"LINESTRING (-84.0773328 9.9347522, -84.0773117 9.9351291, -84.0772817 9.9356646)",,,
