osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge
731962408,True,14;27,خیابان رجایی,primary,40,False,11.642,"LINESTRING (47.0639689 38.4742884, 47.0641026 38.4742862)",,
979324417,True,,,primary_link,,False,32.158,"LINESTRING (47.0639689 38.4742884, 47.0642178 38.4745021)",,
47661426,False,,رسالت,secondary,,False,74.396,"LINESTRING (47.0654858 38.4733462, 47.0652048 38.4732356, 47.0647527 38.4730043)",,
47661426,False,,رسالت,secondary,,True,190.431,"LINESTRING (47.0654858 38.4733462, 47.0657812 38.4734053, 47.0676478 38.4735971)",,
47661426,False,,رسالت,secondary,,False,54.933,"LINESTRING (47.0714645 38.4731079, 47.0708592 38.4732475)",,
175674079,False,,خیابان حزب الله,tertiary,40,False,79.054,"LINESTRING (47.068928 38.4763567, 47.0687892 38.4770593)",,
729140827,True,,امام خمینی,secondary,,False,14.603,"LINESTRING (47.068928 38.4763567, 47.0687606 38.4763482)",,
47661426,False,,رسالت,secondary,,True,134.17,"LINESTRING (47.0676478 38.4735971, 47.0691877 38.473547)",,
196009776,False,,میدان فهمیده,tertiary,,False,16.301,"LINESTRING (47.0676478 38.4735971, 47.0676411 38.4737436)",,
729140824,False,,قدس,tertiary,,True,49.885,"LINESTRING (47.0676478 38.4735971, 47.0676865 38.4731495)",,
47661426,False,,رسالت,secondary,,False,190.431,"LINESTRING (47.0676478 38.4735971, 47.0657812 38.4734053, 47.0654858 38.4733462)",,
175674077,False,,شیخ شهاب الدین,tertiary,,False,154.673,"LINESTRING (47.0641651 38.4762608, 47.0641276 38.4776515)",,
175679370,True,,میدان شهرداری,secondary,,False,25.262999999999998,"LINESTRING (47.0641651 38.4762608, 47.0641084 38.476251, 47.0640584 38.4762279, 47.06402 38.4761939, 47.0639968 38.4761522, 47.0639913 38.476107)",roundabout,
175674077,False,,شیخ شهاب الدین,tertiary,,False,193.296,"LINESTRING (47.0640859 38.4796013, 47.0640416 38.4813393)",,
175674077,False,,شیخ شهاب الدین,tertiary,,True,216.839,"LINESTRING (47.0640859 38.4796013, 47.0641276 38.4776515)",,
175825607,False,,آزادگان,tertiary,,False,65.669,"LINESTRING (47.0640859 38.4796013, 47.0648384 38.4796433)",,
175674081,False,,آزادگان,tertiary,,True,113.553,"LINESTRING (47.0640859 38.4796013, 47.0636753 38.4795777, 47.0627851 38.4795245)",,
175674079,False,,خیابان حزب الله,tertiary,40,True,52.15,"LINESTRING (47.0684777 38.4782305, 47.0686255 38.477776)",,
729736059,False,,خیابان حزب الله,tertiary,40,False,102.418,"LINESTRING (47.0684777 38.4782305, 47.0677172 38.4789333)",,
729736061,False,,انقلاب,residential,30,True,166.859,"LINESTRING (47.0684777 38.4782305, 47.066623 38.4778515)",,
729736060,False,,حزب الله ۵,residential,30,False,75.481,"LINESTRING (47.0684777 38.4782305, 47.0689769 38.4782996, 47.0692935 38.4782858, 47.0693339 38.4782741)",,
175679327,False,,آزادگان,tertiary,,False,94.592,"LINESTRING (47.0669947 38.4797207, 47.0680808 38.4797486)",,
729736059,False,,خیابان حزب الله,tertiary,40,False,28.842,"LINESTRING (47.0669947 38.4797207, 47.0667796 38.479918)",,
729736059,False,,خیابان حزب الله,tertiary,40,True,96.603,"LINESTRING (47.0669947 38.4797207, 47.0676434 38.4790158)",,
175825607,False,,آزادگان,tertiary,,True,187.902,"LINESTRING (47.0669947 38.4797207, 47.0665859 38.4797084, 47.0662419 38.4796925, 47.0659271 38.4796842, 47.0648384 38.4796433)",,
175674078,True,,امام خمینی,secondary,,False,45.566,"LINESTRING (47.0639913 38.476107, 47.0634684 38.4760884)",,
175679370,True,,میدان شهرداری,secondary,,False,25.261,"LINESTRING (47.0639913 38.476107, 47.0640039 38.4760626, 47.0640333 38.4760235, 47.0640768 38.4759934, 47.06413 38.4759753, 47.0641878 38.4759709)",roundabout,
175674081,False,,آزادگان,tertiary,,False,23.894,"LINESTRING (47.0625114 38.4795082, 47.0627851 38.4795245)",,
175674081,False,,آزادگان,tertiary,,True,86.798,"LINESTRING (47.0625114 38.4795082, 47.0615157 38.4794663)",,
979324687,False,,,residential,,False,55.541,"LINESTRING (47.0625114 38.4795082, 47.062435 38.4800041)",,
761068173,False,,خیابان حزب الله,tertiary,40,False,6.778,"LINESTRING (47.0651155 38.4817024, 47.0650697 38.4817517)",,
761068173,False,,خیابان حزب الله,tertiary,40,True,112.025,"LINESTRING (47.0651155 38.4817024, 47.0658623 38.4808819)",,
979324711,False,,حزب الله ۱۵,residential,,True,99.028,"LINESTRING (47.0651155 38.4817024, 47.065084 38.4816939, 47.0640401 38.4814118)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,True,38.616,"LINESTRING (47.0703458 38.4810861, 47.0700384 38.4813365)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,False,111.14,"LINESTRING (47.0703458 38.4810861, 47.070652 38.4808279, 47.0708649 38.480612, 47.0711347 38.4803028)",,
175679327,False,,آزادگان,tertiary,,True,100.572,"LINESTRING (47.0701352 38.4798631, 47.0689823 38.4798039)",,
175825676,False,,اسماعیل ملک جهانی,tertiary,,False,75.474,"LINESTRING (47.0701352 38.4798631, 47.0696615 38.4804316)",,
729140825,True,,اسماعیل ملک جهانی,tertiary,,False,131.97,"LINESTRING (47.0701352 38.4798631, 47.070601 38.479455, 47.0710052 38.4788992)",,
"[745686908, 961962230, 961962231]",False,,پل آزادگان,residential,,False,99.937,"LINESTRING (47.0701352 38.4798631, 47.0703868 38.4799838, 47.0707437 38.480157, 47.0711347 38.4803028)",,yes
729140827,True,,امام خمینی,secondary,,False,25.751,"LINESTRING (47.0718919 38.4765073, 47.0715967 38.4764923)",,
729140826,True,,خیابان شهید بیگلری,tertiary,,False,193.232,"LINESTRING (47.0718919 38.4765073, 47.0718841 38.4759564, 47.0718169 38.4754273, 47.0716592 38.4747839)",,
175679336,False,,آزادگان۶,residential,30,True,123.649,"LINESTRING (47.0658623 38.4808819, 47.0645281 38.4805002)",,
175825630,False,,حزب الله ۱۳,residential,,True,91.822,"LINESTRING (47.0658623 38.4808819, 47.0668101 38.4812444)",,
729736059,False,,خیابان حزب الله,tertiary,40,True,84.706,"LINESTRING (47.0658623 38.4808819, 47.0664501 38.4802748)",,
761068173,False,,خیابان حزب الله,tertiary,40,False,112.025,"LINESTRING (47.0658623 38.4808819, 47.0651155 38.4817024)",,
175679336,False,,آزادگان۶,residential,30,False,123.649,"LINESTRING (47.0645281 38.4805002, 47.0658623 38.4808819)",,
580564070,False,,قاسم اهری,residential,,True,99.038,"LINESTRING (47.0645281 38.4805002, 47.0648384 38.4796433)",,
580564070,False,,قاسم اهری,residential,,False,104.138,"LINESTRING (47.0645281 38.4805002, 47.0642441 38.4811647, 47.0640416 38.4813393)",,
175679370,True,,میدان شهرداری,secondary,,False,25.259000000000004,"LINESTRING (47.0641878 38.4759709, 47.0642444 38.4759808, 47.0642944 38.4760039, 47.0643329 38.4760379, 47.064356 38.4760796, 47.0643616 38.4761248)",roundabout,
175679356,True,,شیخ شهاب الدین,tertiary,,False,12.122,"LINESTRING (47.0642157 38.4743931, 47.0642178 38.4745021)",,
175679428,True,,میدان معلم,primary,,False,17.715,"LINESTRING (47.0642157 38.4743931, 47.0641929 38.4743931, 47.0641512 38.4743794, 47.0641194 38.4743542, 47.0641023 38.4743215, 47.0641026 38.4742862)",roundabout,
175679370,True,,میدان شهرداری,secondary,,False,25.256999999999998,"LINESTRING (47.0643616 38.4761248, 47.064349 38.4761691, 47.0643195 38.4762083, 47.0642761 38.4762384, 47.0642228 38.4762565, 47.0641651 38.4762608)",roundabout,
323209100,True,,خیابان رجایی,primary,,False,116.778,"LINESTRING (47.0643294 38.4743223, 47.0656692 38.4743745)",,
175679428,True,,میدان معلم,primary,,False,13.743,"LINESTRING (47.0643294 38.4743223, 47.0643119 38.474355, 47.0642799 38.4743798, 47.064238 38.4743932, 47.0642157 38.4743931)",roundabout,
175679428,True,,میدان معلم,primary,,False,15.732000000000001,"LINESTRING (47.0641026 38.4742862, 47.06412 38.4742535, 47.0641521 38.4742287, 47.0641939 38.4742153, 47.0642391 38.4742154)",roundabout,
731865474,False,,بعثت,residential,,True,41.278,"LINESTRING (47.0711227 38.4816161, 47.0714258 38.4813306)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,True,36.93,"LINESTRING (47.0717725 38.4796428, 47.0715188 38.479909)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,False,36.93,"LINESTRING (47.0715188 38.479909, 47.0717725 38.4796428)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,True,55.094,"LINESTRING (47.0715188 38.479909, 47.0711347 38.4803028)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,False,55.094,"LINESTRING (47.0711347 38.4803028, 47.0715188 38.479909)",,
729736065,False,,بعثت۷,residential,,False,88.24799999999999,"LINESTRING (47.0711347 38.4803028, 47.0716792 38.4806576, 47.0719501 38.4807679)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,True,111.14,"LINESTRING (47.0711347 38.4803028, 47.0708649 38.480612, 47.070652 38.4808279, 47.0703458 38.4810861)",,
"[745686908, 961962230, 961962231]",False,,پل آزادگان,residential,,True,99.93700000000001,"LINESTRING (47.0711347 38.4803028, 47.0707437 38.480157, 47.0703868 38.4799838, 47.0701352 38.4798631)",,yes
731865474,False,,بعثت,residential,,False,37.669,"LINESTRING (47.0719501 38.4807679, 47.0717067 38.481048)",,
729736065,False,,بعثت۷,residential,,True,88.24799999999999,"LINESTRING (47.0719501 38.4807679, 47.0716792 38.4806576, 47.0711347 38.4803028)",,
731865474,False,,بعثت,residential,,True,37.669,"LINESTRING (47.0717067 38.481048, 47.0719501 38.4807679)",,
731865474,False,,بعثت,residential,,False,39.826,"LINESTRING (47.0717067 38.481048, 47.0715906 38.4811584, 47.0714258 38.4813306)",,
175825646,False,,,residential,,True,57.77,"LINESTRING (47.0681326 38.4811439, 47.0678514 38.4816145)",,
731865474,False,,بعثت,residential,,False,41.278,"LINESTRING (47.0714258 38.4813306, 47.0711227 38.4816161)",,
731865474,False,,بعثت,residential,,True,39.826,"LINESTRING (47.0714258 38.4813306, 47.0715906 38.4811584, 47.0717067 38.481048)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,False,38.616,"LINESTRING (47.0700384 38.4813365, 47.0703458 38.4810861)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,True,58.031,"LINESTRING (47.0700384 38.4813365, 47.0697087 38.4817901)",,
175674077,False,,شیخ شهاب الدین,tertiary,,False,4.086,"LINESTRING (47.0640401 38.4814118, 47.0640377 38.4814485)",,
175674077,False,,شیخ شهاب الدین,tertiary,,True,8.063,"LINESTRING (47.0640401 38.4814118, 47.0640416 38.4813393)",,
979324711,False,,حزب الله ۱۵,residential,,False,99.028,"LINESTRING (47.0640401 38.4814118, 47.065084 38.4816939, 47.0651155 38.4817024)",,
175825630,False,,حزب الله ۱۳,residential,,False,62.843,"LINESTRING (47.0678514 38.4816145, 47.067194 38.4813809)",,
175825630,False,,حزب الله ۱۳,residential,,True,61.4,"LINESTRING (47.0678514 38.4816145, 47.0685083 38.4818157)",,
175825646,False,,,residential,,False,57.77,"LINESTRING (47.0678514 38.4816145, 47.0681326 38.4811439)",,
731865478,False,,خیابان فیروز مراد خواه,tertiary,,False,58.031,"LINESTRING (47.0697087 38.4817901, 47.0700384 38.4813365)",,
175825630,False,,حزب الله ۱۳,residential,,False,61.4,"LINESTRING (47.0685083 38.4818157, 47.0678514 38.4816145)",,
175825676,False,,اسماعیل ملک جهانی,tertiary,,True,183.747,"LINESTRING (47.0685083 38.4818157, 47.0696615 38.4804316)",,
731759201,True,,,tertiary,,False,76.98,"LINESTRING (47.0676668 38.4744356, 47.0676411 38.4737436)",,
323209098,True,,میدان آزادی,primary,,False,12.870000000000001,"LINESTRING (47.0676668 38.4744356, 47.0677005 38.4744475, 47.0677275 38.4744673, 47.0677448 38.4744928, 47.0677506 38.4745214)",roundabout,
323015014,True,,میدان بسیج,primary,,False,16.398,"LINESTRING (47.0606171 38.474227, 47.0605612 38.4742046, 47.0605205 38.4741672, 47.0605012 38.4741204)",roundabout,
323015014,True,,میدان بسیج,primary,,False,10.931000000000001,"LINESTRING (47.0607609 38.474007, 47.0608016 38.4740444, 47.0608209 38.4740912)",roundabout,
323015014,True,,میدان بسیج,primary,,False,27.333,"LINESTRING (47.0605062 38.4740714, 47.0605348 38.4740276, 47.0605827 38.4739958, 47.0606424 38.4739807, 47.060705 38.4739846, 47.0607609 38.474007)",roundabout,
47661427,True,,خیابان رجایی,primary,,False,120.506,"LINESTRING (47.0608209 38.4740912, 47.0622016 38.4741691)",,
323015014,True,,میدان بسیج,primary,,False,10.936,"LINESTRING (47.0608209 38.4740912, 47.0608159 38.4741402, 47.0607873 38.474184)",roundabout,
175664839,True,,بلوار ستارخان,secondary,,False,196.482,"LINESTRING (47.0607873 38.474184, 47.0607876 38.474388, 47.0608756 38.4752004, 47.0608868 38.4756201, 47.0608647 38.4757445, 47.0608162 38.4759432)",,
323015014,True,,میدان بسیج,primary,,False,16.404,"LINESTRING (47.0607873 38.474184, 47.0607394 38.4742159, 47.0606797 38.474231, 47.0606171 38.474227)",roundabout,
323015014,True,,میدان بسیج,primary,,False,5.466,"LINESTRING (47.0605012 38.4741204, 47.0605062 38.4740714)",roundabout,
175674078,True,,امام خمینی,secondary,,False,46.71,"LINESTRING (47.0625915 38.4760397, 47.062056 38.476013)",,
323030857,False,,کوچه شهید رضازاده,residential,30,False,56.637,"LINESTRING (47.0625915 38.4760397, 47.0624241 38.4765319)",,
175674077,False,,شیخ شهاب الدین,tertiary,,False,216.839,"LINESTRING (47.0641276 38.4776515, 47.0640859 38.4796013)",,
175674077,False,,شیخ شهاب الدین,tertiary,,True,154.673,"LINESTRING (47.0641276 38.4776515, 47.0641651 38.4762608)",,
323030859,True,,کوچه شهاب ۸,residential,30,False,15.954,"LINESTRING (47.0641276 38.4776515, 47.0639453 38.4776367)",,
497162282,True,,راسته مسجد سفید غربی,residential,30,False,133.509,"LINESTRING (47.0641276 38.4776515, 47.0650691 38.4776867, 47.0653152 38.4776745, 47.0656563 38.4777126)",,
323030862,False,,کوچه شهید رضازاده,residential,30,True,32.987,"LINESTRING (47.0620306 38.4774026, 47.0620147 38.477699)",,
323030857,False,,کوچه شهید رضازاده,residential,30,True,103.54400000000001,"LINESTRING (47.0620306 38.4774026, 47.0620555 38.4772771, 47.0622678 38.4769715, 47.0624241 38.4765319)",,
175674081,False,,آزادگان,tertiary,,False,86.798,"LINESTRING (47.0615157 38.4794663, 47.0625114 38.4795082)",,
323030862,False,,کوچه شهید رضازاده,residential,30,False,38.959,"LINESTRING (47.0615157 38.4794663, 47.0615869 38.4791204)",,
730890158,False,,رضازاده,residential,,True,28.58,"LINESTRING (47.0615157 38.4794663, 47.0614623 38.4797199)",,
323030862,False,,کوچه شهید رضازاده,residential,30,False,26.735,"LINESTRING (47.0615869 38.4791204, 47.0616154 38.478881)",,
323030862,False,,کوچه شهید رضازاده,residential,30,True,38.959,"LINESTRING (47.0615869 38.4791204, 47.0615157 38.4794663)",,
979324686,False,,,residential,,False,61.917,"LINESTRING (47.0615869 38.4791204, 47.0622982 38.4791207)",,
323030862,False,,کوچه شهید رضازاده,residential,30,True,25.989,"LINESTRING (47.0619452 38.4781511, 47.061843 38.4783707)",,
979324682,False,,,residential,,False,40.419,"LINESTRING (47.0619452 38.4781511, 47.0624095 38.4781548)",,
323030862,False,,کوچه شهید رضازاده,residential,30,False,50.975,"LINESTRING (47.0619452 38.4781511, 47.0619978 38.478014, 47.0620147 38.477699)",,
175674078,True,,امام خمینی,secondary,,False,7.255,"LINESTRING (47.0626745 38.4760456, 47.0625915 38.4760397)",,
323209097,False,,کوچه بزازی,residential,30,False,100.802,"LINESTRING (47.0626745 38.4760456, 47.0633242 38.4752952)",,
323209097,False,,کوچه بزازی,residential,30,True,10.501,"LINESTRING (47.0633924 38.4752173, 47.0633242 38.4752952)",,
580582354,False,,,residential,,False,102.71700000000001,"LINESTRING (47.0633924 38.4752173, 47.0629063 38.4751285, 47.0622317 38.4750568)",,
175679356,True,,شیخ شهاب الدین,tertiary,,False,150.573,"LINESTRING (47.0642199 38.474617, 47.0641878 38.4759709)",,
745688815,True,,کوچه بزازی,residential,30,False,98.318,"LINESTRING (47.0642199 38.474617, 47.0637395 38.4749371, 47.0633924 38.4752173)",,
