osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref,access
4985475,True,St Austins Lane,residential,30 mph,False,55.337,,"LINESTRING (1.2879294 51.9475051, 1.2872873 51.9472034)",,
28716828,False,Kings Quay Street,tertiary,30 mph,False,54.689,2,"LINESTRING (1.2879294 51.9475051, 1.2877832 51.9475912, 1.2875783 51.9478431, 1.2875632 51.947928)",,
28716828,False,Kings Quay Street,tertiary,30 mph,True,60.214,2,"LINESTRING (1.2879294 51.9475051, 1.2879792 51.9474827, 1.2883833 51.9470451)",,
4985475,True,St Austins Lane,residential,30 mph,False,24.885,,"LINESTRING (1.2872873 51.9472034, 1.2870076 51.9470607)",,
4985474,False,Kings Head Street,residential,30 mph,False,62.701,,"LINESTRING (1.2870076 51.9470607, 1.2877413 51.9467239)",,
4985474,False,Kings Head Street,residential,30 mph,True,116.225,,"LINESTRING (1.2870076 51.9470607, 1.2869803 51.9470666, 1.2869354 51.9471173, 1.2863241 51.9474071, 1.2857091 51.9477243)",,
60902375,False,The Quay,trunk,30 mph,False,31.812,2,"LINESTRING (1.2857091 51.9477243, 1.2860823 51.9478944)",A120,
60902375,False,The Quay,trunk,30 mph,True,30.589,2,"LINESTRING (1.2857091 51.9477243, 1.2853586 51.947554)",A120,
4985474,False,Kings Head Street,residential,30 mph,False,116.22500000000001,,"LINESTRING (1.2857091 51.9477243, 1.2863241 51.9474071, 1.2869354 51.9471173, 1.2869803 51.9470666, 1.2870076 51.9470607)",,
28703932,False,Ferndale Road,residential,30 mph,False,64.824,,"LINESTRING (1.2864404 51.942587, 1.2873595 51.9424497)",,
28703932,False,Ferndale Road,residential,30 mph,True,30.528,,"LINESTRING (1.2864404 51.942587, 1.2860181 51.9426742)",,
26465764,False,Fernlea Road,residential,30 mph,False,179.90300000000002,,"LINESTRING (1.2864404 51.942587, 1.2862505 51.9422106, 1.2856609 51.9410421)",,
28703991,True,Eastgate Street,residential,30 mph,False,44.831,,"LINESTRING (1.286824 51.9474852, 1.2870573 51.9473712, 1.2872873 51.9472034)",,
28716827,False,Castlegate Street,residential,30 mph,False,71.094,,"LINESTRING (1.286824 51.9474852, 1.2873556 51.947846, 1.2875632 51.947928)",,
28636827,False,Alexandra Road,residential,30 mph,False,65.708,,"LINESTRING (1.286611 51.9409638, 1.2856609 51.9410421)",,
28716833,False,Main Road,secondary,30 mph,False,35.071,2,"LINESTRING (1.286611 51.9409638, 1.2867596 51.9412656)",B1352,
28716833,False,Main Road,secondary,30 mph,True,86.544,2,"LINESTRING (1.286611 51.9409638, 1.2863005 51.9402094)",B1352,
28636827,False,Alexandra Road,residential,30 mph,True,65.708,,"LINESTRING (1.2856609 51.9410421, 1.286611 51.9409638)",,
26465764,False,Fernlea Road,residential,30 mph,True,179.90300000000002,,"LINESTRING (1.2856609 51.9410421, 1.2862505 51.9422106, 1.2864404 51.942587)",,
"[507349833, 507349834, 28636827, 28716814]",False,"['Alexandra Road', 'Alexandra Street']",residential,30 mph,False,94.97800000000001,,"LINESTRING (1.2856609 51.9410421, 1.2851957 51.9410973, 1.2850715 51.9411171, 1.2850239 51.9411324, 1.284952 51.9411555, 1.2849095 51.9411739, 1.2848435 51.9411936, 1.2847392 51.9412286, 1.2847306 51.9412378, 1.2843811 51.941341)",,
28703726,False,Ingestre Street,residential,30 mph,False,103.41499999999999,,"LINESTRING (1.2827683 51.9403364, 1.2830762 51.9404162, 1.2832195 51.940493, 1.2833266 51.9405648, 1.2835025 51.9406513, 1.2838806 51.9409397)",,
951191683,False,Ingestre Street,residential,30 mph,True,32.655,,"LINESTRING (1.2827683 51.9403364, 1.2827889 51.9402463, 1.2827611 51.9401867, 1.2825822 51.9400994)",,
28716826,False,West Street,secondary,30 mph,True,305.447,,"LINESTRING (1.2848044 51.9472551, 1.2850128 51.9471458, 1.2856127 51.9467717, 1.2860304 51.9465098, 1.2866309 51.9461299, 1.2868583 51.945989, 1.2869461 51.9459359, 1.2874179 51.9456571, 1.2874534 51.9456398, 1.287876 51.9453622, 1.2879444 51.9453081)",B1352,
60902338,False,George Street,trunk,30 mph,True,178.608,2,"LINESTRING (1.2848044 51.9472551, 1.2847158 51.9471886, 1.2846724 51.9471229, 1.2846532 51.9470786, 1.2846456 51.9470059, 1.2846621 51.9469169, 1.2846861 51.9468351, 1.2847948 51.9467079, 1.2849703 51.9465565, 1.2851498 51.9464112, 1.2854557 51.9462017, 1.2856151 51.9460885, 1.2857613 51.945974, 1.2858033 51.9459112)",A120,
60902375,False,The Quay,trunk,30 mph,False,50.587,2,"LINESTRING (1.2848044 51.9472551, 1.2849055 51.9473211, 1.285097 51.9474321, 1.2853586 51.947554)",A120,
103294701,False,,trunk,30 mph,False,24.942,2,"LINESTRING (1.2849969 51.9447231, 1.2851845 51.9449153)",A120,
28636887,False,,unclassified,30 mph,True,35.969,,"LINESTRING (1.2849969 51.9447231, 1.2847083 51.9448793, 1.2846089 51.9449407)",,
28636887,False,,unclassified,30 mph,False,35.969,,"LINESTRING (1.2846089 51.9449407, 1.2847083 51.9448793, 1.2849969 51.9447231)",,
28636928,True,George Street,residential,30 mph,False,37.253,,"LINESTRING (1.2858033 51.9459112, 1.2858599 51.945908, 1.2859371 51.9458813, 1.2860653 51.94581, 1.2862447 51.9457258)",,
60902338,False,George Street,trunk,30 mph,False,178.608,2,"LINESTRING (1.2858033 51.9459112, 1.2857613 51.945974, 1.2856151 51.9460885, 1.2854557 51.9462017, 1.2851498 51.9464112, 1.2849703 51.9465565, 1.2847948 51.9467079, 1.2846861 51.9468351, 1.2846621 51.9469169, 1.2846456 51.9470059, 1.2846532 51.9470786, 1.2846724 51.9471229, 1.2847158 51.9471886, 1.2848044 51.9472551)",A120,
103294701,False,,trunk,30 mph,True,23.957,2,"LINESTRING (1.2858033 51.9459112, 1.2858201 51.9458675, 1.285846 51.9458071, 1.2858548 51.9457648, 1.2858571 51.9456994)",A120,
28716833,False,Main Road,secondary,30 mph,True,43.82600000000001,2,"LINESTRING (1.2875309 51.9428294, 1.2874967 51.942749, 1.2873595 51.9424497)",B1352,
67353160,False,Main Road,secondary,30 mph,False,113.73400000000001,2,"LINESTRING (1.2875309 51.9428294, 1.2878324 51.9435536, 1.2879577 51.9438177)",B1352,
67353167,False,Harbour Crescent,residential,30 mph,True,102.26499999999999,,"LINESTRING (1.2875309 51.9428294, 1.2877808 51.94294, 1.287924 51.9430121, 1.2882802 51.9431101, 1.2888367 51.9432631)",,
26536745,True,Wellington Road,tertiary,30 mph,False,34.638,,"LINESTRING (1.2888499 51.9450353, 1.2887043 51.9449843, 1.2884177 51.944874)",,
4985474,False,Kings Head Street,residential,30 mph,True,59.471000000000004,,"LINESTRING (1.2882752 51.9463023, 1.2880182 51.9465055, 1.2877413 51.9467239)",,
4985474,False,Kings Head Street,residential,30 mph,True,62.701,,"LINESTRING (1.2877413 51.9467239, 1.2870076 51.9470607)",,
28703682,False,Market Street,residential,30 mph,True,42.122,,"LINESTRING (1.2877413 51.9467239, 1.2873326 51.946441)",,
4985474,False,Kings Head Street,residential,30 mph,False,59.471000000000004,,"LINESTRING (1.2877413 51.9467239, 1.2880182 51.9465055, 1.2882752 51.9463023)",,
