osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,junction,bridge,tunnel
11037472,True,2,A169,primary,30 mph,False,22.172,,"LINESTRING (-0.7753086 54.2438523, -0.7751118 54.2440152)",,,
43407073,False,,A169,primary,30 mph,False,106.16099999999999,Malton Road,"LINESTRING (-0.7753086 54.2438523, -0.775377 54.2437825, -0.7755902 54.2432855, -0.7756305 54.243059, -0.7756216 54.2429249)",,,
3993138,True,,A169,primary,30 mph,False,18.778,,"LINESTRING (-0.7750594 54.243935, -0.7751324 54.2439047, -0.7752281 54.2438849, -0.7753086 54.2438523)",,,
3993226,True,2,A170,trunk,30 mph,False,9.827,,"LINESTRING (-0.7750594 54.243935, -0.7750903 54.2439583, -0.7751082 54.2439858, -0.7751118 54.2440152)",roundabout,,
3993226,True,2,A170,trunk,30 mph,False,4.46,,"LINESTRING (-0.7751118 54.2440152, -0.7751058 54.2440349, -0.7750932 54.2440536)",roundabout,,
3993226,True,2,A170,trunk,30 mph,False,11.501999999999999,,"LINESTRING (-0.774895 54.2439103, -0.7749388 54.2439068, -0.7749828 54.24391, -0.7750239 54.2439196, -0.7750594 54.243935)",roundabout,,
20869219,True,0,A170,trunk,30 mph,False,22.789,Eastgate,"LINESTRING (-0.7747756 54.2439772, -0.7746272 54.2437915)",,,
3993226,True,2,A170,trunk,30 mph,False,11.177,,"LINESTRING (-0.7747756 54.2439772, -0.7747936 54.2439544, -0.7748207 54.2439349, -0.7748552 54.2439199, -0.774895 54.2439103)",roundabout,,
3993226,True,2,A170,trunk,30 mph,False,10.683,,"LINESTRING (-0.7750932 54.2440536, -0.7750607 54.2440794, -0.775016 54.2440979, -0.7749636 54.2441073)",roundabout,,
11037494,True,2,A170,trunk,30 mph,False,32.947,,"LINESTRING (-0.7750932 54.2440536, -0.775204 54.2441782, -0.7752858 54.2442456, -0.775367 54.2443014)",,,
3993226,True,2,A170,trunk,30 mph,False,4.4350000000000005,,"LINESTRING (-0.7749636 54.2441073, -0.7749295 54.2441081, -0.7748958 54.2441049)",roundabout,,
3993226,True,2,A170,trunk,30 mph,False,12.604,,"LINESTRING (-0.7748958 54.2441049, -0.7748512 54.2440938, -0.7748135 54.244076, -0.7747859 54.2440527, -0.7747705 54.2440258)",roundabout,,
1258388820,True,1,A169,primary,30 mph,False,43.654999999999994,Kirkham Lane,"LINESTRING (-0.7748958 54.2441049, -0.7747949 54.2441527, -0.7745964 54.2443688, -0.7745351 54.2444306)",,,
39852916,False,,,residential,30 mph,True,125.60900000000001,Hatcase Lane,"LINESTRING (-0.7733441 54.2465652, -0.7734181 54.2467365, -0.77353 54.2468086, -0.7740604 54.2469448, -0.7748925 54.2471209)",,,
"[20869224, 134948852]",False,,A169,primary,30 mph,False,175.379,High Back Side,"LINESTRING (-0.7733441 54.2465652, -0.7734096 54.2464121, -0.7736925 54.2457514, -0.7737663 54.245579, -0.7737922 54.2455241, -0.7738362 54.2454157, -0.7739205 54.2452007, -0.774048 54.245046)",,,
134948852,False,,A169,primary,30 mph,True,176.64200000000002,High Back Side,"LINESTRING (-0.7733441 54.2465652, -0.773283 54.2467114, -0.7732317 54.2468343, -0.7731868 54.2469417, -0.7731587 54.2470088, -0.7731112 54.2471225, -0.7730814 54.2471939, -0.7730325 54.2473334, -0.7729863 54.2474654, -0.7728602 54.2477097, -0.772775 54.2478214, -0.7725402 54.2480733)",,,
22732425,False,,,residential,,False,18.141,Smiddy Hill,"LINESTRING (-0.775367 54.2443014, -0.7753738 54.2444645)",,,
11037475,False,2,A170,trunk,30 mph,True,193.81599999999997,Hungate,"LINESTRING (-0.775367 54.2443014, -0.7754782 54.2443354, -0.7756512 54.2443882, -0.7759758 54.2444626, -0.7760026 54.2444687, -0.7760218 54.2444731, -0.776312 54.2445353, -0.7764782 54.2445709, -0.7766516 54.2446035, -0.7767251 54.2446174, -0.776947 54.2446592, -0.7771151 54.2446909, -0.7771531 54.2446976, -0.7776566 54.2447862, -0.7779408 54.2448327, -0.7781829 54.2448648)",,,
43407072,True,2,A170,trunk,30 mph,False,34.324,,"LINESTRING (-0.775367 54.2443014, -0.775263 54.2442715, -0.7751437 54.2442206, -0.7749636 54.2441073)",,,
"[66304016, 11037473, 11037475]",False,2,A170,trunk,30 mph,False,106.64499999999998,Hungate,"LINESTRING (-0.7797934 54.245042, -0.7795779 54.2450357, -0.7790607 54.2449774, -0.7789815 54.2449658, -0.7787823 54.2449384, -0.7786277 54.2449178, -0.7783776 54.2448895, -0.7781829 54.2448648)",,yes,
"[161340651, 23619076, 161340671]",False,,,tertiary,30 mph,True,149.277,The Ropery,"LINESTRING (-0.7797934 54.245042, -0.7797095 54.2452777, -0.7796064 54.2454525, -0.7795583 54.2455192, -0.779523 54.2455745, -0.7794703 54.2456442, -0.7794597 54.2456565, -0.7794486 54.2456694, -0.7793706 54.2457505, -0.7792858 54.2458366, -0.7792668 54.2458501, -0.779179 54.2459164, -0.779155 54.2459349, -0.7790304 54.2460325, -0.7789507 54.2460985, -0.7788749 54.2461661, -0.778803 54.2462351)",,yes,
227750930,False,,A170,trunk,30 mph,True,25.619,Southgate,"LINESTRING (-0.7797934 54.245042, -0.7799549 54.2450376, -0.7801859 54.2450216)",,,
56753445,False,,A170,trunk,30 mph,False,73.171,Southgate,"LINESTRING (-0.7832961 54.2455903, -0.7822722 54.2453163)",,,
11037487,False,,,residential,30 mph,True,84.989,Potter Hill,"LINESTRING (-0.7832961 54.2455903, -0.7831624 54.2456967, -0.7830855 54.2457731, -0.7830421 54.2458163, -0.7829099 54.2459351, -0.7828026 54.2460354, -0.782706 54.246142, -0.7825987 54.246236)",,,
39921906,False,,A170,trunk,30 mph,True,187.648,Westgate,"LINESTRING (-0.7832961 54.2455903, -0.7839334 54.2457752, -0.7853546 54.2461223, -0.7859416 54.2462657)",,,
