osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,access,tunnel
140856546,True,2,A34,Lower Street,trunk,40 mph,False,5.502,"LINESTRING (-2.2305648 53.0155656, -2.2305784 53.0155168)",,,,,
260482739,True,,,Enderley Street,tertiary,40 mph,False,16.345,"LINESTRING (-2.2305648 53.0155656, -2.2303208 53.0155579)",,,,,
3164858,True,2,A34,London Road,trunk,40 mph,False,107.59299999999999,"LINESTRING (-2.2243274 53.008837, -2.2239829 53.0085869, -2.223786 53.0084472, -2.2233588 53.0080662)",,,,,
229253525,True,,A34,Grosvenor Roundabout,trunk,40 mph,False,32.993,"LINESTRING (-2.2243274 53.008837, -2.2243453 53.0086713, -2.2243879 53.0086191, -2.2244563 53.0085594)",roundabout,,,,
3997593,False,,A525,Higherland,primary,30 mph,False,162.511,"LINESTRING (-2.2311838 53.0085514, -2.2320585 53.0083615, -2.2327525 53.008235, -2.2334726 53.0080644)",,,,,
3997734,False,,A525,Pool Dam,primary,30 mph,False,64.013,"LINESTRING (-2.2311838 53.0085514, -2.2311464 53.008638, -2.2311257 53.008699, -2.2310042 53.0091166)",,,,,
3997736,False,,A519,Blackfriars Road,primary,30 mph,False,122.593,"LINESTRING (-2.2311838 53.0085514, -2.2310237 53.0085434, -2.230453 53.0085209, -2.2302531 53.0085083, -2.2298208 53.0084948, -2.2296081 53.0084425, -2.2294496 53.0083372)",,,,,
103834786,True,,A53,King Street,trunk_link,30 mph,False,20.566000000000003,"LINESTRING (-2.2208641 53.0137088, -2.2209469 53.0136545, -2.2209883 53.0136197, -2.2210001 53.0135516)",,,,,
"[416565401, 55601772]",False,,A53,King Street,trunk,30 mph,True,68.005,"LINESTRING (-2.2208641 53.0137088, -2.2203974 53.0138189, -2.2199343 53.0139548)",,,,,
3997565,True,,A52/A53,Nelson Place,trunk,30 mph,False,35.89,"LINESTRING (-2.2238148 53.0129882, -2.2237506 53.012952, -2.2237101 53.0129255, -2.223672 53.0128881, -2.2236541 53.012828, -2.2236519 53.0127853, -2.2236591 53.0127504, -2.2236975 53.0127049)",roundabout,,,,
27131354,True,,A53,King Street,trunk,30 mph,False,113.577,"LINESTRING (-2.2238148 53.0129882, -2.2236887 53.0129916, -2.2235208 53.0130302, -2.2232897 53.0130903, -2.2222351 53.0133508)",,,,,
180325962,True,,,Nelson Place,trunk,30 mph,False,8.893,"LINESTRING (-2.2236975 53.0127049, -2.2237388 53.012676, -2.2237984 53.0126544)",roundabout,,,,
180324146,True,,,Nelson Place,trunk,30 mph,False,9.102,"LINESTRING (-2.2241358 53.0126633, -2.2242034 53.0126784, -2.224259 53.0126974)",roundabout,,,,
3997568,True,,A52,Ryecroft,trunk,30 mph,False,103.33000000000001,"LINESTRING (-2.2244128 53.0128779, -2.2245378 53.0129289, -2.2246463 53.0129477, -2.2248768 53.0129523, -2.2249362 53.0129513, -2.2250007 53.0129504, -2.2252047 53.012947, -2.2256447 53.0129622, -2.2257663 53.0129846, -2.2259129 53.0130131)",,,,,
230278204,True,,,Nelson Place,trunk,30 mph,False,13.686,"LINESTRING (-2.2244128 53.0128779, -2.2244056 53.0129241, -2.2243853 53.0129671, -2.2243502 53.0129911)",roundabout,,,,
"[261085535, 3997567]",True,,A527,Barracks Road,trunk,"['40 mph', '30 mph']",False,36.212,"LINESTRING (-2.2247679 53.0090601, -2.2246173 53.0091128, -2.2245025 53.0091922, -2.2244598 53.0092759, -2.2244461 53.0093027)",,,,,
221198936,True,,A34,Grosvenor Roundabout,trunk,40 mph,False,22.217,"LINESTRING (-2.2247679 53.0090601, -2.2246444 53.0090608, -2.2245488 53.0090426, -2.2244542 53.0090109)",roundabout,,,,
229232092,True,,A34,Grosvenor Roundabout,trunk,40 mph,False,12.87,"LINESTRING (-2.2250595 53.0088552, -2.2250136 53.0089676)",roundabout,,,,
3997570,True,,A34,Lower Street,trunk,40 mph,False,200.802,"LINESTRING (-2.2249599 53.0086125, -2.2251777 53.0086427, -2.2253796 53.0086582, -2.2256235 53.0086556, -2.2259324 53.0086837, -2.2261526 53.0087168, -2.226355 53.0087507, -2.2265837 53.0088179, -2.2270289 53.0089998, -2.2273734 53.0091406, -2.2274815 53.0091842, -2.2276014 53.009217, -2.2277073 53.0092346)",,,,,
988272085,True,,A34,Grosvenor Roundabout,trunk,40 mph,False,28.049,"LINESTRING (-2.2249599 53.0086125, -2.2250362 53.0087282, -2.2250595 53.0088552)",roundabout,,,,
3997569,True,,A34,Lower Street,trunk,40 mph,False,187.92499999999998,"LINESTRING (-2.2274789 53.0093995, -2.2274621 53.009371, -2.227428 53.0093499, -2.2273221 53.0092849, -2.2272407 53.0092376, -2.2269181 53.0090756, -2.2268602 53.009044, -2.2266973 53.0089694, -2.2264794 53.0088917, -2.2261771 53.0088258, -2.2259404 53.0087885, -2.2256111 53.0087554, -2.2253944 53.0087662, -2.2253122 53.0087763, -2.225255 53.0087834, -2.2250595 53.0088552)",,,,,
988272081,True,,,Blackfriars Roundabout,trunk,40 mph,False,26.203000000000003,"LINESTRING (-2.2274789 53.0093995, -2.2274818 53.0093632, -2.2274915 53.0093398, -2.2275147 53.0093111, -2.2275473 53.0092887, -2.2275806 53.0092661, -2.2276431 53.0092443, -2.2277073 53.0092346)",roundabout,,,,
231033298,True,,,Blackfriars Roundabout,trunk,40 mph,False,11.956999999999999,"LINESTRING (-2.2275182 53.0095038, -2.2275018 53.0094754, -2.2274912 53.0094544, -2.2274868 53.0094404, -2.2274807 53.0094212, -2.2274789 53.0093995)",roundabout,,,,
180474812,True,,,Blackfriars Roundabout,trunk,40 mph,False,7.023,"LINESTRING (-2.2278255 53.0095812, -2.2277701 53.0095877, -2.2277217 53.0095898)",roundabout,,,,
3997571,True,,,Blackfriars Roundabout,trunk,40 mph,False,21.533,"LINESTRING (-2.2280181 53.0094399, -2.2279997 53.0094781, -2.2279835 53.0095043, -2.2279576 53.0095291, -2.2279282 53.0095486, -2.2278951 53.0095622, -2.2278695 53.0095715, -2.2278255 53.0095812)",roundabout,,,,
3997733,True,,A34,Lower Street,trunk,40 mph,False,190.904,"LINESTRING (-2.2280181 53.0094399, -2.2280599 53.0094906, -2.2280944 53.0095239, -2.2281482 53.009556, -2.2282073 53.0095863, -2.2286587 53.0098071, -2.228881 53.0099159, -2.2290538 53.0100004, -2.2294253 53.0101801, -2.2296673 53.0102971, -2.2297735 53.0103455, -2.2301953 53.010538)",,,,,
231154495,True,,,,trunk,40 mph,False,7.1,"LINESTRING (-2.2309886 53.0137429, -2.2309088 53.0137008)",roundabout,,,,
"[164419297, 25952659]",True,,B5367,Knutton Lane,secondary,"['40 mph', '30 mph']",False,94.274,"LINESTRING (-2.2314433 53.0134782, -2.2318972 53.0135604, -2.2319968 53.0135782, -2.232177 53.0135995, -2.2322433 53.0136086, -2.2323262 53.013625, -2.2325328 53.0136748, -2.2327325 53.0137441, -2.2327652 53.0137572)",,,,,
231154493,True,,,,trunk,40 mph,False,18.39,"LINESTRING (-2.2314433 53.0134782, -2.2314772 53.0135223, -2.2314842 53.01355, -2.2314917 53.0135916, -2.2314713 53.0136369)",roundabout,,,,
3997730,True,,A34,Lower Street,trunk,40 mph,False,284.009,"LINESTRING (-2.2309418 53.0134311, -2.23102 53.0132974, -2.2311063 53.0131391, -2.2311314 53.0130762, -2.2311522 53.0130057, -2.2311559 53.0129343, -2.2311512 53.0128611, -2.2311311 53.0127818, -2.2310961 53.0126918, -2.2307916 53.0121866, -2.2307405 53.0121142, -2.2307021 53.0120067, -2.2306767 53.0119237, -2.2306538 53.0118061, -2.2306329 53.0116208, -2.2306163 53.0113251, -2.230602 53.0112514, -2.2305702 53.0111902, -2.2305262 53.0111305, -2.2304896 53.0110968, -2.230459 53.0110734, -2.2303446 53.01099)",,,,,
988272083,True,,,,trunk,40 mph,False,34.333,"LINESTRING (-2.2309418 53.0134311, -2.2310377 53.0133948, -2.2311042 53.0133832, -2.2312411 53.0133862, -2.2313444 53.0134142, -2.2314048 53.0134461)",roundabout,,,,
3997729,True,,,,trunk,40 mph,False,8.818,"LINESTRING (-2.2308642 53.0134952, -2.2309418 53.0134311)",roundabout,,,,
988272087,True,,A34,,trunk,40 mph,False,6.603,"LINESTRING (-2.2303446 53.01099, -2.2302892 53.0109946, -2.2302465 53.0109961)",roundabout,,,,
988272087,True,,A34,,trunk,40 mph,False,19.945,"LINESTRING (-2.2299733 53.0108608, -2.2299481 53.0107657, -2.2299424 53.0106827)",roundabout,,,,
3997732,True,,A34,Lower Street,trunk,40 mph,False,190.12699999999998,"LINESTRING (-2.2299424 53.0106827, -2.2299099 53.0106183, -2.2298755 53.0105794, -2.2297949 53.0105064, -2.2296985 53.0104392, -2.2295885 53.0103784, -2.2295173 53.010342, -2.2282621 53.0097308, -2.2281115 53.0096599, -2.2280069 53.0096281, -2.2279094 53.0096008, -2.2278255 53.0095812)",,,,,
229232088,True,,A34,,trunk,40 mph,False,24.457,"LINESTRING (-2.2299424 53.0106827, -2.2299722 53.0106442, -2.2300027 53.0106132, -2.2300387 53.0105858, -2.2300923 53.0105629, -2.2301376 53.0105493, -2.2301953 53.010538)",roundabout,,,,
180474818,True,,A34,,trunk,40 mph,False,9.7,"LINESTRING (-2.2301953 53.010538, -2.2302709 53.0105373, -2.2303401 53.0105404)",roundabout,,,,
986626610,False,,A525,Pool Dam,primary,30 mph,True,11.988,"LINESTRING (-2.230778 53.0102199, -2.2307971 53.0101127)",,,,,
221201794,True,,,Stanier Street,residential,30 mph,False,241.40699999999995,"LINESTRING (-2.230778 53.0102199, -2.2308608 53.0102258, -2.230919 53.0102331, -2.2309656 53.0102457, -2.2310083 53.0102627, -2.231136 53.0103369, -2.2314658 53.0105941, -2.2320612 53.0110858, -2.23301 53.0118198, -2.2330711 53.0118589)",,,,,
"[986626611, 986626612]",False,,A525,Pool Dam,primary,30 mph,False,16.67,"LINESTRING (-2.230778 53.0102199, -2.2307692 53.0102566, -2.2307489 53.0103053, -2.230714 53.0103643)",,,,,
986626610,False,,A525,Pool Dam,primary,30 mph,False,11.988,"LINESTRING (-2.2307971 53.0101127, -2.230778 53.0102199)",,,,,
231254329,False,,B5044,Silverdale Road,secondary,30 mph,True,224.131,"LINESTRING (-2.2307971 53.0101127, -2.2312003 53.0100084, -2.2315818 53.010007, -2.2320057 53.0101061, -2.2326239 53.0104098, -2.2333669 53.0107898, -2.2335964 53.0109076)",,,,,
"[180476930, 102204988, 986626613, 102204991]",False,,A525,"['Pool Dam Bridge', 'Pool Dam']",primary,30 mph,True,111.685,"LINESTRING (-2.2307971 53.0101127, -2.2307994 53.0100894, -2.2308146 53.0099865, -2.2308364 53.0098822, -2.2309646 53.0093814, -2.2309664 53.009372, -2.2309847 53.0092181, -2.2309877 53.009198, -2.2310042 53.0091166)",,yes,,,
54637682,False,2,,Friars' Street,unclassified,30 mph,False,80.014,"LINESTRING (-2.2264971 53.0102859, -2.2269216 53.0099853, -2.2269678 53.0099525, -2.2270219 53.0099143, -2.2272644 53.009734)",,,,,
27131225,False,,A527,Queen Street,trunk,30 mph,False,72.05499999999999,"LINESTRING (-2.2237861 53.0140151, -2.2237506 53.01408, -2.2234925 53.0146385)",,,,,
"[27131225, 1149964429]",False,2,A527,Queen Street,trunk,30 mph,True,56.259,"LINESTRING (-2.2237861 53.0140151, -2.2238472 53.0138909, -2.2238591 53.0138666, -2.2239874 53.0136268, -2.2240379 53.0135324)",,,,,
55601541,True,,,Hanover Street,unclassified,30 mph,False,127.36600000000001,"LINESTRING (-2.2237861 53.0140151, -2.2227305 53.013563, -2.2222351 53.0133508)",,,5.1,,
141529757,False,,,Enderley Street,tertiary,30 mph,True,54.493,"LINESTRING (-2.22641 53.0153301, -2.2271672 53.0155108)",,,,,
