osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,lanes
34337993,Prince Albert Road,residential,False,True,19.811,,"LINESTRING (0.9209844 51.775848, 0.9212677 51.7758799)",,
34334400,Prince Albert Road,tertiary,False,False,46.128,30 mph,"LINESTRING (0.9209844 51.775848, 0.9204094 51.7758268, 0.920315 51.7758282)",,
35876049,Broomhills Road,tertiary,False,True,124.068,30 mph,"LINESTRING (0.9209844 51.775848, 0.9211777 51.7752986, 0.9214201 51.7747658)",,
61328942,High Street,tertiary,False,False,77.906,30 mph,"LINESTRING (0.911328 51.7760867, 0.9112937 51.7759486, 0.9112715 51.7758131, 0.9111476 51.7757166, 0.9109967 51.7756015, 0.9108793 51.7755195, 0.9108103 51.7755289)",,
61329030,Yorick Road,tertiary,False,True,106.369,30 mph,"LINESTRING (0.911328 51.7760867, 0.9114587 51.7760773, 0.9128729 51.7760601)",,
"[663432361, 61328938]",High Street,secondary,False,True,70.431,30 mph,"LINESTRING (0.911328 51.7760867, 0.9113538 51.77623, 0.9113584 51.7762621, 0.9113691 51.7763365, 0.9113744 51.7764796, 0.9113837 51.7766307, 0.9113881 51.7767186)",B1025,2
61328896,Kingsland Road,residential,False,False,94.34,,"LINESTRING (0.9187372 51.7758861, 0.9185292 51.7750475)",,
24009280,Kingsland Road,residential,False,True,213.607,30 mph,"LINESTRING (0.9187372 51.7758861, 0.9188459 51.7766319, 0.9189032 51.7770246, 0.9189401 51.7771441, 0.9190491 51.7774972, 0.9191129 51.7777913)",,
34334387,Yorick Road,tertiary,False,False,205.262,30 mph,"LINESTRING (0.9187372 51.7758861, 0.9183509 51.775918, 0.9178913 51.7759331, 0.9177072 51.7759392, 0.9171234 51.7760005, 0.9167409 51.7760074, 0.915767 51.7760249)",,
34334400,Prince Albert Road,tertiary,False,True,82.786,30 mph,"LINESTRING (0.9187372 51.7758861, 0.9197055 51.7758374, 0.9199372 51.775834)",,
663737930,High Street North,tertiary,False,True,140.332,30 mph,"LINESTRING (0.9131199 51.7802056, 0.9128259 51.7795821, 0.9127997 51.7795202, 0.9126671 51.7791772, 0.9125934 51.7789867)",,
785056046,High Street North,tertiary,False,False,65.648,30 mph,"LINESTRING (0.9131199 51.7802056, 0.9133107 51.7804943, 0.9134223 51.7806801, 0.9134816 51.7807515)",,
34356775,Queen's Corner,secondary,False,False,50.655,30 mph,"LINESTRING (0.9204186 51.7807963, 0.9203821 51.7807513, 0.9200922 51.780644, 0.9199125 51.7805593, 0.9198583 51.7805139)",B1025,
1119389616,East Road,tertiary,False,True,26.520000000000003,30 mph,"LINESTRING (0.9204186 51.7807963, 0.9205503 51.7807959, 0.9207973 51.780832)",,
34334107,High Street,secondary,False,False,144.599,30 mph,"LINESTRING (0.9125234 51.7784515, 0.9123911 51.778412, 0.9123163 51.7783202, 0.9122081 51.7781591, 0.9121049 51.7780056, 0.9117143 51.7773877, 0.9116561 51.7772917)",B1025,
34356773,Barfield Road,secondary,False,True,82.34100000000001,30 mph,"LINESTRING (0.9125234 51.7784515, 0.9128797 51.7784086, 0.9133107 51.7783649, 0.9137055 51.7783383)",B1025,
663737930,High Street North,tertiary,False,False,59.936,30 mph,"LINESTRING (0.9125234 51.7784515, 0.9125075 51.7785785, 0.912532 51.7786951, 0.9125934 51.7789867)",,
