osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,access,junction,bridge
"[383327664, 17072378]",B1309,"['Ridley Place', 'John Dobson Street']","['secondary', 'unclassified']",20 mph,False,False,68.19000000000001,"LINESTRING (-1.6110151 54.9768027, -1.6110723 54.9769194, -1.6110952 54.9769651, -1.6111159 54.9770125, -1.6112278 54.9772623, -1.6113227 54.9772825, -1.6113925 54.9772916, -1.6114595 54.9772897)",,,,,
"[429206409, 236455763]",B1309,John Dobson Street,secondary,20 mph,False,True,132.35,"LINESTRING (-1.6110151 54.9768027, -1.6109817 54.9767363, -1.6108181 54.9763853, -1.610723 54.9762569, -1.6104845 54.9758277, -1.610474 54.9758078, -1.6103999 54.9756671)",2,,,,
"[455314685, 887863791]",,Northumberland Road,unclassified,,True,False,59.12099999999999,"LINESTRING (-1.6110151 54.9768027, -1.6110742 54.9768517, -1.6111252 54.9768725, -1.6111866 54.9768838, -1.6112305 54.9768822, -1.6113095 54.9768734, -1.6117074 54.9768079, -1.611778 54.9767782, -1.6117962 54.9767741, -1.6118427 54.9767635)",,,,,
16312517,,Northumberland Road,unclassified,,False,True,54.062,"LINESTRING (-1.6097764 54.9771377, -1.6098832 54.9771123, -1.6105819 54.9769879)",,,,,
380310114,B1309,College Street,secondary,20 mph,False,False,73.993,"LINESTRING (-1.6097764 54.9771377, -1.6097439 54.9770859, -1.6093871 54.9765109)",,,,,
779932972,B1309,College Street,secondary,30 mph,False,True,76.716,"LINESTRING (-1.6097764 54.9771377, -1.6097907 54.9771711, -1.6099916 54.9776398, -1.6100744 54.977806)",,,,,
"[30702048, 624537550, 1033369174, 1033369175, 1033369176, 692881755, 692881756]",,Ellison Place,unclassified,20 mph,False,False,187.88300000000004,"LINESTRING (-1.6063515 54.9766532, -1.6063846 54.9766073, -1.6064384 54.9765729, -1.6064875 54.9765549, -1.606509 54.976551, -1.6069513 54.9764701, -1.6071105 54.9764419, -1.6073804 54.9763912, -1.607544 54.9763685, -1.6076828 54.976344, -1.6079052 54.9763026, -1.6079507 54.9762883, -1.6082039 54.9762374, -1.6084047 54.9761891, -1.6084743 54.9761729, -1.6087285 54.9761164, -1.6088988 54.9760855, -1.609058 54.9760515)","['1', '2']",building_passage,,,
452105747,A186,Mosley Street,primary,20 mph,False,False,64.099,"LINESTRING (-1.610511 54.9708559, -1.6096813 54.9711807)",4,,,,
452105746,A186,Mosley Street,primary,20 mph,False,True,86.703,"LINESTRING (-1.610511 54.9708559, -1.6107669 54.9707595, -1.6116498 54.9704308)",3,,,,
"[1177239769, 2535114]",,Dean Street,unclassified,,False,False,163.86100000000002,"LINESTRING (-1.610511 54.9708559, -1.6099115 54.9702835, -1.6098958 54.9702554, -1.6098735 54.9702157, -1.6098539 54.9701803, -1.6096325 54.9697787, -1.6094867 54.9695155)",2,,,,
732994314,,Side,unclassified,,False,True,11.487,"LINESTRING (-1.6094867 54.9695155, -1.6096664 54.9695212)",,,,,
"[1177239769, 2535114]",,Dean Street,unclassified,,False,True,163.861,"LINESTRING (-1.6094867 54.9695155, -1.6096325 54.9697787, -1.6098539 54.9701803, -1.6098735 54.9702157, -1.6098958 54.9702554, -1.6099115 54.9702835, -1.610511 54.9708559)",2,,,,
134063974,,Side,unclassified,,False,False,12.312000000000001,"LINESTRING (-1.6094867 54.9695155, -1.6093982 54.9694737, -1.6093384 54.9694447)",,,,,
892495625,A167(M),Central Motorway East,motorway,40 mph,False,False,19.109,"LINESTRING (-1.6079455 54.9698335, -1.6080913 54.9699836)",4,,,,
4609279,A167,Pilgrim Street,trunk_link,40 mph,True,False,155.564,"LINESTRING (-1.6079455 54.9698335, -1.6083932 54.9701106, -1.6085261 54.9702574, -1.6086383 54.9703948, -1.6087057 54.9705097, -1.6087548 54.9706525, -1.6087909 54.9708466, -1.6088317 54.970934, -1.6089556 54.9710677)",2,,,,
2543332,,Pilgrim Street,tertiary,20 mph,False,False,18.165,"LINESTRING (-1.6108375 54.9726532, -1.6107508 54.9724976)",2,,,,
2543332,,Pilgrim Street,tertiary,20 mph,False,True,18.105,"LINESTRING (-1.6108375 54.9726532, -1.6109238 54.9728083)",2,,,,
4725477,,Worswick Street,unclassified,,True,False,138.724,"LINESTRING (-1.6108375 54.9726532, -1.6102974 54.9727893, -1.6088378 54.9731421)",,,,,
456194040,B1307,Newgate Street,secondary,,True,False,122.327,"LINESTRING (-1.6166213 54.9720135, -1.6159502 54.9717234, -1.6157446 54.9716545, -1.6150205 54.9714119)",,,,,
"[94506480, 661903031]",B1307,Newgate Street,secondary,,False,True,268.85799999999995,"LINESTRING (-1.6166213 54.9720135, -1.6170795 54.9722379, -1.6171064 54.9722496, -1.6172919 54.9723495, -1.6173865 54.9724045, -1.6174555 54.9724781, -1.6174937 54.972544, -1.6175504 54.9726614, -1.6175766 54.9728066, -1.617608 54.9729546, -1.6176328 54.9731052, -1.6176234 54.9731906, -1.6176201 54.9732204, -1.6176084 54.9732565, -1.6176063 54.9732651, -1.6175733 54.9733991, -1.6174963 54.973539, -1.6173931 54.973805, -1.6173691 54.9738668, -1.6173635 54.9739241, -1.617345 54.9739998, -1.6172211 54.9741822)",2,,no,,
30278393,,Grainger Street,tertiary,20 mph,False,True,109.945,"LINESTRING (-1.6150205 54.9714119, -1.6158496 54.9705452)",,,,,
2570429,B1307,Bigg Market,secondary,20 mph,True,False,77.265,"LINESTRING (-1.6150205 54.9714119, -1.614247 54.971213, -1.6139213 54.971121)",1,,,,
104288999,,Grainger Street,tertiary,20 mph,False,False,75.85900000000001,"LINESTRING (-1.6150205 54.9714119, -1.6149515 54.9714832, -1.6149206 54.9715265, -1.6145547 54.972039)",3,,,,
30278393,,Grainger Street,tertiary,20 mph,False,False,76.166,"LINESTRING (-1.616355 54.9699255, -1.6161599 54.9702003, -1.6160512 54.9703285, -1.6158496 54.9705452)",,,,,
"[2544465, 37899441, 361257026]",A186,Westgate Road,primary,20 mph,True,False,113.91399999999999,"LINESTRING (-1.616355 54.9699255, -1.6161833 54.969904, -1.6153584 54.9697915, -1.615288 54.9697724, -1.6152501 54.9697357, -1.6152159 54.9696605, -1.6151476 54.9695537, -1.6151021 54.9695199, -1.6150351 54.9695006, -1.6149092 54.9694982)","['1', '2']",,,,
41754609,,Clayton Street,tertiary,30 mph,True,False,49.223,"LINESTRING (-1.6190854 54.9703489, -1.6189488 54.9704524, -1.6186198 54.9707018)",2,,,,
