osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width
649617889,A681,Todmorden Road,primary,30 mph,False,True,128.103,"LINESTRING (-2.1976414 53.7047859, -2.1960481 53.7054475)",,,
67803263,,Earnshaw Road,residential,20 mph,False,False,151.336,"LINESTRING (-2.1976414 53.7047859, -2.1977413 53.7048431, -2.1978315 53.7048434, -2.1981758 53.7047627, -2.1992009 53.7045528, -2.1997872 53.7044429)",,,
649617889,A681,Todmorden Road,primary,30 mph,False,False,138.893,"LINESTRING (-2.1976414 53.7047859, -2.1990469 53.7040809, -2.1992685 53.7039918)",,,
4412998,A681,,primary,30 mph,True,False,6.510000000000001,"LINESTRING (-2.2005349 53.7035054, -2.2005095 53.7034933, -2.2004899 53.7034756, -2.2004786 53.7034588)",1,circular,
67803253,A681,Yorkshire Street,primary,30 mph,False,True,6.495,"LINESTRING (-2.2005349 53.7035054, -2.2005045 53.7035306, -2.2004724 53.7035504)",2,,
1090852380,A681,,primary,30 mph,True,False,6.058,"LINESTRING (-2.2005998 53.7033385, -2.2006486 53.7033395, -2.2006908 53.703345)",1,circular,
190289913,A681,St James Street,primary,30 mph,True,False,18.215,"LINESTRING (-2.2006908 53.703345, -2.2007931 53.7033416, -2.200901 53.7033449, -2.2009649 53.7033552)",2,,
958712564,A681,,primary,30 mph,True,False,15.644,"LINESTRING (-2.2006908 53.703345, -2.2007449 53.7033649, -2.2007669 53.7033879, -2.2007769 53.7034066, -2.2007812 53.7034306, -2.2007917 53.7034628)",1,circular,
382409409,A681,Market Street,primary,30 mph,True,False,16.699,"LINESTRING (-2.2009649 53.7033552, -2.2009222 53.7033951, -2.2008575 53.7034332, -2.2007917 53.7034628)",1,,
1042667182,A681,Market Street,primary,30 mph,False,True,25.29,"LINESTRING (-2.2009649 53.7033552, -2.2010609 53.7031891, -2.2010843 53.7031391)",2,,
1042667183,A671,Burnley Road,primary,30 mph,False,False,31.318,"LINESTRING (-2.2009649 53.7033552, -2.2010882 53.703399, -2.2013474 53.7035218)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,False,19.285,"LINESTRING (-2.2013474 53.7035218, -2.2015548 53.7036443)",,,
67803260,,Boston Road,unclassified,20 mph,False,True,65.549,"LINESTRING (-2.2013474 53.7035218, -2.2010103 53.7037253, -2.2009097 53.7038523, -2.2007919 53.7038918, -2.2006683 53.7039332)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,True,31.318,"LINESTRING (-2.2013474 53.7035218, -2.2010882 53.703399, -2.2009649 53.7033552)",,,
67728482,,Harcourt Street,unclassified,,False,True,37.66,"LINESTRING (-2.2018018 53.7038445, -2.201296 53.7040028)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,False,5.576,"LINESTRING (-2.2018018 53.7038445, -2.2018363 53.7038903)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,True,27.674999999999997,"LINESTRING (-2.2018018 53.7038445, -2.2017809 53.7038242, -2.2016838 53.7037302, -2.2015548 53.7036443)",,,
67687903,,Ash Street,residential,20 mph,False,True,44.176,"LINESTRING (-2.2024922 53.7049188, -2.203163 53.7049059)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,True,29.029,"LINESTRING (-2.2024922 53.7049188, -2.2023939 53.7046643)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,False,103.47800000000001,"LINESTRING (-2.2024922 53.7049188, -2.2025629 53.7051728, -2.2025715 53.7053089, -2.2025966 53.7056157, -2.2025916 53.7058455)",,,
67687966,,Underbank Close,residential,,False,True,36.585,"LINESTRING (-2.2026932 53.7067893, -2.2021423 53.7068331)",,,
1042667183,A671,Burnley Road,primary,30 mph,False,True,42.195,"LINESTRING (-2.2026932 53.7067893, -2.2026773 53.7067073, -2.2026402 53.7065165, -2.2026302 53.7064118)",,,
67728353,A671,St James Street,primary,30 mph,True,False,26.835,"LINESTRING (-2.2002019 53.7032872, -2.200308 53.7033028, -2.2003773 53.7033127, -2.2004724 53.7033274, -2.2005998 53.7033385)",1,,
837670109,A671,St James Street,primary,30 mph,False,True,75.131,"LINESTRING (-2.2002019 53.7032872, -2.2001536 53.703261, -2.2000481 53.703161, -2.1998629 53.7029073, -2.1997295 53.7026779)",2,,
1042667182,A681,Market Street,primary,30 mph,False,True,18.337,"LINESTRING (-2.2010843 53.7031391, -2.2011166 53.7029753)",2,,
67728359,,Tower Street,unclassified,20 mph,False,True,48.371,"LINESTRING (-2.2010843 53.7031391, -2.200609 53.7031269, -2.2003789 53.703131, -2.2003557 53.7031412)",,,
1042667182,A681,Market Street,primary,30 mph,False,False,25.29,"LINESTRING (-2.2010843 53.7031391, -2.2010609 53.7031891, -2.2009649 53.7033552)",2,,
67687886,,Albert Terrace,residential,20 mph,False,False,48.579,"LINESTRING (-2.2041911 53.7057685, -2.2035627 53.705783, -2.2034536 53.7057855)",,,
67687886,,Albert Terrace,residential,20 mph,False,False,14.882,"LINESTRING (-2.2034536 53.7057855, -2.2032317 53.7058112)",,,
67687886,,Albert Terrace,residential,20 mph,False,True,48.579,"LINESTRING (-2.2034536 53.7057855, -2.2035627 53.705783, -2.2041911 53.7057685)",,,
67687890,,Alder Street,residential,20 mph,False,True,36.717,"LINESTRING (-2.2034536 53.7057855, -2.2034255 53.705617, -2.2033987 53.7054569)",,,
67687886,,Albert Terrace,residential,20 mph,False,True,14.882,"LINESTRING (-2.2032317 53.7058112, -2.2034536 53.7057855)",,,
67687941,,St John Street,residential,20 mph,False,True,23.068,"LINESTRING (-2.2032317 53.7058112, -2.2032401 53.7060186)",,,
67687886,,Albert Terrace,residential,20 mph,False,False,42.306,"LINESTRING (-2.2032317 53.7058112, -2.2029517 53.7058243, -2.2025916 53.7058455)",,,
67687886,,Albert Terrace,residential,20 mph,False,True,42.306,"LINESTRING (-2.2025916 53.7058455, -2.2029517 53.7058243, -2.2032317 53.7058112)",,,
