osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,width,tunnel
61830042,2,St Andrews Street North,tertiary,False,True,59.30800000000001,"LINESTRING (0.7112396 52.2504954, 0.7112923 52.2504143, 0.7112937 52.2503083, 0.7112951 52.2502015, 0.7112798 52.2499684)",,,,,
169094850,2,Tayfen Road,primary,False,False,88.487,"LINESTRING (0.7112396 52.2504954, 0.7110891 52.250461, 0.7106645 52.2503166, 0.7101101 52.2501048)",A143,30 mph,,,
169094850,2,Tayfen Road,primary,False,False,119.66,"LINESTRING (0.7101101 52.2501048, 0.7094965 52.249974, 0.7087371 52.2497454, 0.7085164 52.2496592)",A143,30 mph,,,
169094850,2,Tayfen Road,primary,False,True,88.487,"LINESTRING (0.7101101 52.2501048, 0.7106645 52.2503166, 0.7110891 52.250461, 0.7112396 52.2504954)",A143,30 mph,,,
26382189,,Parkway North,primary,False,False,205.78200000000004,"LINESTRING (0.7085164 52.2496592, 0.7082849 52.249538, 0.7080699 52.2494087, 0.707888 52.2492161, 0.7076665 52.2489229, 0.7075575 52.2487688, 0.7073762 52.2485553, 0.7073102 52.248463, 0.7072147 52.248296, 0.7071051 52.2480574)",A143,30 mph,,,
169094850,2,Tayfen Road,primary,False,True,119.66,"LINESTRING (0.7085164 52.2496592, 0.7087371 52.2497454, 0.7094965 52.249974, 0.7101101 52.2501048)",A143,30 mph,,,
236330368,,Springfield Road,residential,False,False,57.584,"LINESTRING (0.7085164 52.2496592, 0.70838 52.2497479, 0.7082081 52.2498364, 0.7078344 52.2499568)",,,,,
923199990,,,primary,True,False,14.829,"LINESTRING (0.7069099 52.2474856, 0.7068623 52.2475192, 0.7068387 52.2475612, 0.7068426 52.2476056)",,30 mph,roundabout,,
8315481,2,Risbygate Street,tertiary,False,False,84.977,"LINESTRING (0.7072164 52.2475773, 0.707401 52.2475505, 0.7078234 52.2475243, 0.7082615 52.2474608, 0.7084408 52.2474363)",,,,,
920972231,,,primary,True,False,12.676,"LINESTRING (0.7072164 52.2475773, 0.7072063 52.2475398, 0.707177 52.2475063, 0.7071316 52.2474804)",,30 mph,roundabout,,
4041716,,,primary,True,False,8.975999999999999,"LINESTRING (0.7068426 52.2476056, 0.7068696 52.2476424, 0.7069155 52.2476714)",,30 mph,roundabout,,
236330356,2,Risbygate Street,primary,False,False,40.065000000000005,"LINESTRING (0.7068426 52.2476056, 0.706628 52.2476069, 0.7064036 52.2476082, 0.7062544 52.2476027)",A1302,30 mph,,,
182529779,,Saint Andrew's Street South,residential,True,False,33.870999999999995,"LINESTRING (0.7109092 52.2416454, 0.7110971 52.2416286, 0.7112366 52.2416237, 0.7113985 52.2416508)",,30 mph,,,
912458598,,Parkway South,primary,True,False,37.783,"LINESTRING (0.7073756 52.2445501, 0.707444 52.2442129)",A143,30 mph,,,
922758272,,,primary,True,False,16.697,"LINESTRING (0.7073756 52.2445501, 0.707319 52.2445357, 0.7072577 52.2445346, 0.7071999 52.2445471, 0.7071533 52.2445715)",,30 mph,roundabout,,
23440566,,King's Road,unclassified,False,False,122.468,"LINESTRING (0.7074515 52.2446321, 0.7079463 52.2446344, 0.7083926 52.2446567, 0.7092469 52.2446914)",,,,,
912459156,,,primary,True,False,10.84,"LINESTRING (0.7074515 52.2446321, 0.707441 52.2446002, 0.7074149 52.244572, 0.7073756 52.2445501)",,30 mph,roundabout,,
8315481,2,Risbygate Street,tertiary,False,False,8.411,"LINESTRING (0.7090983 52.2473329, 0.709216 52.2473099)",,,,,
8315481,2,Risbygate Street,tertiary,False,True,46.232,"LINESTRING (0.7090983 52.2473329, 0.7085701 52.2474206, 0.7084408 52.2474363)",,,,,
26367331,,Elsey's Yard,unclassified,False,True,106.77,"LINESTRING (0.7090983 52.2473329, 0.7091324 52.2474047, 0.7091637 52.2474707, 0.7092011 52.2476733, 0.7091902 52.248052, 0.7095725 52.2480524)",,,,,
26343811,,Kings Road,residential,False,True,50.407,"LINESTRING (0.7071212 52.2446103, 0.7070541 52.2445977, 0.7069448 52.2445772, 0.7063928 52.2445371)",,,,,
923199991,,,primary,True,False,9.623000000000001,"LINESTRING (0.7071212 52.2446103, 0.7071183 52.2446535, 0.7071446 52.2446937)",,30 mph,roundabout,,
4042755,,,primary,True,False,18.721,"LINESTRING (0.7071446 52.2446937, 0.7071824 52.2447181, 0.7072311 52.2447338, 0.7072854 52.244739, 0.7073396 52.2447331, 0.7073878 52.2447169)",,30 mph,roundabout,,
4042756,2,Parkway South,primary,True,False,311.237,"LINESTRING (0.7071446 52.2446937, 0.7071579 52.2447551, 0.7071478 52.2448866, 0.70711 52.2451053, 0.7070747 52.2453779, 0.7070545 52.2457218, 0.7070367 52.2459151, 0.7069902 52.2463855, 0.7069705 52.2466417, 0.7069631 52.2472857, 0.706948 52.2473533, 0.7069099 52.2474856)",A143,30 mph,,,
