osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,bridge
204873113,A775,primary,30 mph,roundabout,True,False,19.061,"LINESTRING (-4.0238272 55.8206489, -4.0239192 55.8207382, -4.0239344 55.8208059)",,,
204873115,A775,primary,30 mph,roundabout,True,False,20.613,"LINESTRING (-4.0239344 55.8208059, -4.0238482 55.8208791, -4.0236828 55.820909)",,,
39442153,B7070,secondary,30 mph,,False,False,162.19199999999998,"LINESTRING (-4.0262441 55.8164984, -4.0263579 55.8159533, -4.0265485 55.8156246, -4.026563 55.8156083, -4.0266397 55.8155217, -4.0268831 55.8153327, -4.0271421 55.8151733)",2,Hamilton Road,
55940426,,residential,30 mph,,False,True,62.259,"LINESTRING (-4.0262441 55.8164984, -4.0266094 55.8165862, -4.0267872 55.8166071, -4.0269502 55.8166263, -4.0271985 55.8166471)",,Rooney Way,
148675271,A721,primary,30 mph,,False,True,93.171,"LINESTRING (-4.0262441 55.8164984, -4.0253847 55.816222, -4.0249788 55.8160569)",2,Cross Gates,
"[1150965649, 294052174, 294052175]",A721,primary,30 mph,,False,True,125.71000000000001,"LINESTRING (-4.0262441 55.8164984, -4.0261613 55.816767, -4.0261069 55.816892, -4.0260746 55.8170105, -4.0260058 55.8172695, -4.0259945 55.8173572, -4.0259611 55.8176161)",2,Hamilton Road,
1148830399,A775,primary,30 mph,roundabout,True,False,48.528999999999996,"LINESTRING (-4.0236828 55.820909, -4.0235465 55.8208709, -4.0234713 55.8208196, -4.0232943 55.820681, -4.0232317 55.8206263, -4.0232109 55.8206037, -4.0231978 55.8205815)",,,
1149152736,B7070,secondary,30 mph,,False,True,82.223,"LINESTRING (-4.0236828 55.820909, -4.0237014 55.8210768, -4.0237718 55.8213054, -4.0238097 55.8213975, -4.0238366 55.8214453, -4.0239492 55.8216294)",2,North Road,
271605080,,residential,30 mph,,False,True,69.77,"LINESTRING (-4.025973 55.8186988, -4.0267362 55.8186739, -4.0268431 55.8186804, -4.0270867 55.8186942)",2,Main Street,
22871285,A721,primary,30 mph,,False,True,213.487,"LINESTRING (-4.0255888 55.8187195, -4.0255458 55.8188095, -4.0254938 55.8188717, -4.0253264 55.8190598, -4.0251912 55.8192167, -4.0250561 55.819375, -4.0249285 55.8195171, -4.024858 55.8195982, -4.0246291 55.8198606, -4.0245083 55.8200074, -4.024094 55.8204437)",2,North Road,
61929482,A721,primary,30 mph,,False,False,109.03899999999999,"LINESTRING (-4.0255888 55.8187195, -4.02562 55.8186137, -4.0257514 55.8181686, -4.0257797 55.8180728, -4.0258218 55.8179393, -4.025889 55.817786, -4.0259024 55.8177553)",2,Hamilton Road,
23727527,,residential,30 mph,,False,True,26.242,"LINESTRING (-4.030452 55.8182381, -4.0305241 55.8180056)",,Glebe Street,
55857155,,residential,30 mph,,False,True,42.101,"LINESTRING (-4.030452 55.8182381, -4.0297901 55.8181669)",,Glebe Street,
23727527,,residential,30 mph,,False,False,81.74100000000001,"LINESTRING (-4.030452 55.8182381, -4.0301769 55.818681, -4.0301153 55.8188307, -4.0301015 55.8189428)",,Glebe Street,
1150965631,A721,primary,30 mph,,False,True,15.907,"LINESTRING (-4.0259611 55.8176161, -4.0259024 55.8177553)",2,Hamilton Road,
23727527,,residential,30 mph,,False,False,156.252,"LINESTRING (-4.0259611 55.8176161, -4.0263011 55.8176393, -4.026757 55.8176171, -4.0268935 55.8175921, -4.0269733 55.8175775, -4.0277441 55.8174362, -4.0277869 55.817436, -4.0284068 55.8174325)",,Glebe Street,
"[1150965649, 294052174, 294052175]",A721,primary,30 mph,,False,False,125.71,"LINESTRING (-4.0259611 55.8176161, -4.0259945 55.8173572, -4.0260058 55.8172695, -4.0260746 55.8170105, -4.0261069 55.816892, -4.0261613 55.816767, -4.0262441 55.8164984)",2,Hamilton Road,
61942615,A721,primary,30 mph,,True,False,97.82,"LINESTRING (-4.0240323 55.8188137, -4.0244894 55.8187825, -4.025205 55.8187348, -4.0253063 55.8187308, -4.0254077 55.8187267, -4.0255888 55.8187195)",2,Main Street,
1148830397,,primary,30 mph,roundabout,True,False,11.678,"LINESTRING (-4.0147311 55.8198444, -4.0148116 55.8198052, -4.014892 55.8198052)",,,
232838845,,tertiary,30 mph,,False,True,42.719,"LINESTRING (-4.014892 55.8198052, -4.0153466 55.8195182)",,Main Street,
1148830396,,primary,30 mph,roundabout,True,False,13.301000000000002,"LINESTRING (-4.014892 55.8198052, -4.0149564 55.8198263, -4.0149859 55.8198595, -4.014983 55.8199001)",,,
"[148761114, 35830981, 35831007]",A775,primary,30 mph,,False,"[False, True]",533.079,"LINESTRING (-4.014983 55.8199001, -4.0155625 55.8201123, -4.0168151 55.820456, -4.0174478 55.820548, -4.0182726 55.8206591, -4.0198583 55.8206436, -4.0202204 55.8206284, -4.0205638 55.8205966, -4.0218513 55.8205243, -4.022259 55.8205122, -4.0231978 55.8205815)",2,Campbell Street,yes
146105909,,primary,30 mph,roundabout,True,False,14.835,"LINESTRING (-4.014983 55.8199001, -4.0149403 55.8199408, -4.0148706 55.8199518, -4.0147901 55.8199468)",,,
23819917,,residential,30 mph,,False,True,92.84100000000001,"LINESTRING (-4.0239492 55.8216294, -4.0242868 55.8215676, -4.0246918 55.8214958, -4.0252411 55.8213984, -4.0253655 55.8213763)",,Lynnburn Avenue,
