osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,bridge,geometry,access,tunnel,service
"[1011240930, 1011240931, 154191479]",True,5,A49,"['Warrington New Bridge', 'Bridgefoot']",trunk,30 mph,circular,False,58.287,yes,"LINESTRING (-2.5897518 53.3862209, -2.5897689 53.3861768, -2.5897935 53.386132, -2.59001 53.3858229, -2.5900726 53.3857336)",,,
23563826,False,,,Sankey Street,unclassified,20 mph,,True,82.607,,"LINESTRING (-2.5994708 53.3886259, -2.5995403 53.388627, -2.6001235 53.3886399, -2.6007158 53.3886501)",,,
816655328,False,,,Sankey Street,unclassified,20 mph,,False,64.483,,"LINESTRING (-2.5994708 53.3886259, -2.5988336 53.3886075, -2.5984992 53.3886044)",,,
298219461,True,,,Sankey Street,unclassified,20 mph,,False,2.292,,"LINESTRING (-2.5971713 53.3887557, -2.5971375 53.38876)",destination,,
816655328,False,,,Sankey Street,unclassified,20 mph,,True,46.195,,"LINESTRING (-2.5971713 53.3887557, -2.5978511 53.388665)",,,
25924486,True,,,Legh Street,unclassified,20 mph,,False,39.418,,"LINESTRING (-2.5971713 53.3887557, -2.5971934 53.3888146, -2.5972887 53.3891032)",,,
37705725,True,,,Palmyra Square North,unclassified,20 mph,,False,162.486,,"LINESTRING (-2.5983402 53.3878922, -2.5982563 53.3878992, -2.5981138 53.3879112, -2.5975726 53.3879567, -2.5965966 53.3880389, -2.5961827 53.3880736, -2.5960741 53.3880907, -2.5959159 53.3881003)",,,
"[134203590, 1010075167]",False,,,Springfield Street,"['unclassified', 'living_street']",20 mph,,False,43.019000000000005,,"LINESTRING (-2.5983402 53.3878922, -2.5983271 53.3878387, -2.5983205 53.3878055, -2.5982883 53.3876427, -2.5982601 53.3875083)",,,
31964455,True,,,Egypt Street,unclassified,20 mph,,False,61.982,,"LINESTRING (-2.5959159 53.3881003, -2.5958005 53.3881104, -2.595093 53.3881722, -2.5950609 53.3881741, -2.5950266 53.3881728, -2.5949921 53.388166)",destination,,
38750823,True,,,Bold Street,unclassified,20 mph,,False,61.391,,"LINESTRING (-2.5959159 53.3881003, -2.5959017 53.3880486, -2.5958981 53.3880294, -2.5958593 53.3878226, -2.5958089 53.3876183, -2.5957928 53.3875532)",,,
23283116,False,2,,Winmarleigh Street,unclassified,20 mph,,False,73.024,,"LINESTRING (-2.5992401 53.3873049, -2.5992505 53.3873606, -2.5993661 53.3879573)",,,
23283116,False,2,,Winmarleigh Street,unclassified,20 mph,,True,71.358,,"LINESTRING (-2.5992401 53.3873049, -2.5992325 53.3872603, -2.599186 53.3870453, -2.599146 53.3868501, -2.5991415 53.3868264, -2.5991168 53.3867079, -2.5991085 53.386668)",,,
25924642,False,2,,Hanover Street,residential,20 mph,,True,87.74600000000002,,"LINESTRING (-2.5992401 53.3873049, -2.5993082 53.3872967, -2.5993227 53.3872956, -2.5997275 53.3872651, -2.5997674 53.3872621, -2.60016 53.3872346, -2.6001908 53.3872324, -2.6004993 53.3872141, -2.6005058 53.3872139, -2.6005537 53.3872125)",,,
186518482,False,2,,Palmyra Square South,unclassified,20 mph,,False,53.53,,"LINESTRING (-2.5992401 53.3873049, -2.5991706 53.3873111, -2.5991169 53.3873149, -2.5988696 53.3873325, -2.5987255 53.3873486, -2.5986455 53.3873529, -2.5985288 53.3873521, -2.5984391 53.3873573)",,,
"[484289589, 484289590]",False,,A57,Midland Way,trunk,30 mph,,False,154.779,,"LINESTRING (-2.6013055 53.3919143, -2.6007053 53.391793, -2.6004286 53.3917381, -2.6000631 53.3916698, -2.5997759 53.3916247, -2.599291 53.3915651, -2.5990621 53.391537)",,,
"[458131810, 970141319, 970141320, 27868972, 27868982, 484289592, 484289594, 994925499, 994925501, 994925502]",False,,A57,Midland Way,trunk,30 mph,,False,505.284,yes,"LINESTRING (-2.5969447 53.3914052, -2.5964764 53.391408, -2.5958663 53.3914229, -2.5958319 53.3914238, -2.5957039 53.391427, -2.5955736 53.3914326, -2.5952695 53.3914526, -2.5951895 53.3914578, -2.5950969 53.3914637, -2.5949514 53.3914751, -2.5946629 53.3914983, -2.594571 53.3915063, -2.5942886 53.3915343, -2.5935742 53.3916234, -2.5931843 53.3916766, -2.5923216 53.3917932, -2.5916982 53.3918805, -2.5909824 53.3919823, -2.5903856 53.3920834, -2.5895865 53.3922207, -2.5894821 53.3922387)",,,
458131812,True,2,A57,Midland Way,trunk,30 mph,,False,61.832,,"LINESTRING (-2.5969447 53.3914052, -2.5974548 53.3913746, -2.5976037 53.3913726, -2.5978731 53.3913893)",,,
23558646,True,1,A49,Lythgoes Lane,trunk,30 mph,,False,46.328,,"LINESTRING (-2.5869708 53.3926815, -2.5869894 53.3927748, -2.5870498 53.3928689, -2.5871028 53.3929257, -2.5872664 53.3930486)",,,
27865738,True,3,A5061,Bridgefoot,trunk,30 mph,circular,False,49.827000000000005,,"LINESTRING (-2.5906289 53.3865149, -2.5904277 53.3865645, -2.5903343 53.3865791, -2.5902408 53.3865852, -2.5901375 53.3865779, -2.5899881 53.3865497, -2.5899123 53.3865306)",,,
"[944710816, 138470432]",True,2,A49,Mersey Street,trunk,30 mph,,False,122.602,,"LINESTRING (-2.5906289 53.3865149, -2.5904396 53.3866532, -2.5902879 53.3867502, -2.5901641 53.3868491, -2.590157 53.3868547, -2.5901254 53.3868826, -2.5895644 53.3874132)",,,
899191759,False,3,A5061,Wilson Patten Street,trunk,30 mph,,False,13.442,,"LINESTRING (-2.6005134 53.3857785, -2.6003108 53.3857821)",,,
23563826,False,,,Sankey Street,unclassified,20 mph,,True,46.116,,"LINESTRING (-2.6007158 53.3886501, -2.6014108 53.3886642)",,,
23563826,False,,,Sankey Street,unclassified,20 mph,,False,82.60700000000001,,"LINESTRING (-2.6007158 53.3886501, -2.6001235 53.3886399, -2.5995403 53.388627, -2.5994708 53.3886259)",,,
"[460911514, 460911515, 38750805]",False,,,Arpley Street,residential,20 mph,,True,106.27000000000001,,"LINESTRING (-2.6007158 53.3886501, -2.6007115 53.3885902, -2.6006697 53.3881877, -2.600668 53.3881715, -2.6006526 53.387973, -2.6006519 53.3879664, -2.6006497 53.3879392, -2.6006266 53.3876959)",no,,
27865731,True,2,A5061,Bridgefoot,trunk_link,30 mph,circular,False,62.013999999999996,,"LINESTRING (-2.5900726 53.3857336, -2.5902352 53.3856105, -2.5903803 53.3855381, -2.5904446 53.3855208, -2.5905624 53.3855014, -2.5907042 53.3854891, -2.5908511 53.3854844)",,,
"[905616405, 1013604607]",False,3,A49,Lythgoes Lane,trunk,30 mph,,True,182.684,,"LINESTRING (-2.5872664 53.3930486, -2.5888228 53.3936297, -2.5890155 53.3937016, -2.5892978 53.3938162, -2.5895852 53.3939353)",,,
25924485,True,,,Springfield Street,unclassified,20 mph,,False,79.988,,"LINESTRING (-2.5984992 53.3886044, -2.5984894 53.3885553, -2.5983851 53.3880344, -2.5983712 53.3879701, -2.5983626 53.3879309, -2.5983402 53.3878922)",,,
816655328,False,,,Sankey Street,unclassified,20 mph,,False,43.504,,"LINESTRING (-2.5984992 53.3886044, -2.5981542 53.3886354, -2.5981025 53.38864, -2.5980515 53.3886451, -2.5978511 53.388665)",,,
816655328,False,,,Sankey Street,unclassified,20 mph,,True,64.483,,"LINESTRING (-2.5984992 53.3886044, -2.5988336 53.3886075, -2.5994708 53.3886259)",,,
559432684,True,2,A49,Mersey Street,trunk,30 mph,,False,86.728,,"LINESTRING (-2.5881532 53.3887141, -2.5879189 53.3888897, -2.587326 53.3893182)",,,
"[1012308737, 37681854]",False,,,Blackhurst Street,unclassified,30 mph,,False,49.536,,"LINESTRING (-2.5881532 53.3887141, -2.5882164 53.3887387, -2.5882509 53.3887533, -2.588739 53.3889901)",,,
956688055,True,2,A49,Lythgoes Lane,trunk,30 mph,,False,22.588,,"LINESTRING (-2.5897985 53.3940901, -2.5896516 53.3940095, -2.5895852 53.3939353)",,,
1208840839,True,2,A49,Saint Mary's Green,trunk,30 mph,roundabout,False,5.057,,"LINESTRING (-2.5870526 53.3897906, -2.5870806 53.3898329)",,,
1208840839,True,2,A49,Saint Mary's Green,trunk,30 mph,roundabout,False,4.249,,"LINESTRING (-2.5868956 53.3900754, -2.5868356 53.3900888)",,,
"[37681963, 1064082283]",True,,,Friars Gate,unclassified,20 mph,,False,71.131,,"LINESTRING (-2.5925716 53.3873458, -2.5927893 53.3873244, -2.5929421 53.3873094, -2.5931095 53.387293, -2.5932729 53.3872769, -2.5933417 53.387251, -2.5934534 53.387238, -2.5936167 53.3872181)",,,
258333447,False,,,Bridge Street,unclassified,20 mph,,False,115.39899999999999,,"LINESTRING (-2.5925716 53.3873458, -2.5925411 53.3873043, -2.5925009 53.3872505, -2.5924378 53.3871698, -2.5923399 53.3870778, -2.5921229 53.3867784, -2.592059 53.3866538, -2.5920344 53.3866212, -2.5920095 53.3865978, -2.5919686 53.3865698, -2.5919433 53.386549, -2.5919199 53.386524, -2.591877 53.3864597, -2.5918614 53.3864055)",,,
25924415,False,,,Town Hill,unclassified,20 mph,,False,4.304,,"LINESTRING (-2.5930787 53.3900881, -2.5930142 53.3900838)",,,
25924482,False,,,Barbauld Street,unclassified,20 mph,,False,25.797000000000004,,"LINESTRING (-2.5936774 53.3869981, -2.5936956 53.387057, -2.5936981 53.3870916, -2.5936924 53.3871235, -2.5936732 53.3871591, -2.5936416 53.3871893, -2.5936167 53.3872181)",,,
25924482,False,,,Barbauld Street,unclassified,20 mph,,True,39.188,,"LINESTRING (-2.5936774 53.3869981, -2.5936171 53.3868525, -2.5935259 53.3866575)",,,
30796065,False,,,St Austins Lane,unclassified,20 mph,,False,61.391,,"LINESTRING (-2.5936774 53.3869981, -2.5937959 53.3869907, -2.5943076 53.386959, -2.5945988 53.3869453)",,,
23283116,False,2,,Winmarleigh Street,unclassified,20 mph,,False,71.358,,"LINESTRING (-2.5991085 53.386668, -2.5991168 53.3867079, -2.5991415 53.3868264, -2.599146 53.3868501, -2.599186 53.3870453, -2.5992325 53.3872603, -2.5992401 53.3873049)",,,
23283116,False,2,,Winmarleigh Street,unclassified,20 mph,,True,87.72200000000001,,"LINESTRING (-2.5991085 53.386668, -2.5990569 53.3864057, -2.5990217 53.3862348, -2.5989592 53.3859307, -2.5989499 53.3858848)",,,
25924483,False,,,Museum Street,unclassified,20 mph,,False,230.97099999999998,,"LINESTRING (-2.5991085 53.386668, -2.5990387 53.3866728, -2.5989736 53.3866772, -2.5984281 53.3867176, -2.5983592 53.3867227, -2.5980417 53.3867461, -2.5970919 53.3868158, -2.5965658 53.3868544, -2.5965351 53.3868566, -2.5961592 53.3868842, -2.5958026 53.3869149, -2.5957116 53.3869227, -2.5956527 53.3869252)",,,
25924643,False,,,Museum Street,unclassified,20 mph,,True,94.407,,"LINESTRING (-2.5991085 53.386668, -2.5991828 53.3866621, -2.5992127 53.3866598, -2.599522 53.386634, -2.5996271 53.3866259, -2.6000014 53.3865995, -2.6000226 53.3865978, -2.6000904 53.3865924, -2.6004353 53.3865649, -2.600461 53.3865628, -2.60052 53.386558)",,,
25924483,False,,,Museum Street,unclassified,20 mph,,True,230.97100000000003,,"LINESTRING (-2.5956527 53.3869252, -2.5957116 53.3869227, -2.5958026 53.3869149, -2.5961592 53.3868842, -2.5965351 53.3868566, -2.5965658 53.3868544, -2.5970919 53.3868158, -2.5980417 53.3867461, -2.5983592 53.3867227, -2.5984281 53.3867176, -2.5989736 53.3866772, -2.5990387 53.3866728, -2.5991085 53.386668)",,,
30796065,False,,,St Austins Lane,unclassified,20 mph,,True,69.93,,"LINESTRING (-2.5956527 53.3869252, -2.5955949 53.386927, -2.595509 53.3869283, -2.5949597 53.3869369, -2.5945988 53.3869453)",,,
298219455,False,,,Bold Street,unclassified,20 mph,,True,70.459,,"LINESTRING (-2.5956527 53.3869252, -2.5956696 53.3870011, -2.5957236 53.3872429, -2.5957365 53.3873052, -2.5957719 53.3874764, -2.595781 53.3875201, -2.5957928 53.3875532)",,,
"[1069972564, 565879007]",True,,,Bold Street,unclassified,20 mph,,False,89.18,,"LINESTRING (-2.5956527 53.3869252, -2.5956415 53.3868732, -2.5955043 53.3862377, -2.5955015 53.3862255, -2.5954792 53.3861299)",,,
298219450,True,1,,Winwick Street,unclassified,30 mph,,False,24.123,,"LINESTRING (-2.5934316 53.3914125, -2.5934382 53.3915157, -2.5933996 53.391559, -2.5933247 53.3916057)",,,
"[25924488, 298219458, 1015254691, 31964498]",False,2,,"['Winwick Street', 'Scotland Road']",unclassified,"['20 mph', '30 mph']",,"[False, True]",140.85899999999998,,"LINESTRING (-2.5934316 53.3914125, -2.5933901 53.391362, -2.5933714 53.3913103, -2.5933659 53.3912605, -2.593373 53.3912042, -2.5933805 53.3911736, -2.5933891 53.3911387, -2.5934183 53.3910195, -2.5934399 53.3908911, -2.5934409 53.3908634, -2.5934358 53.3908369, -2.5934245 53.390813, -2.5934102 53.3907951, -2.5933911 53.3907794, -2.5933512 53.3907611, -2.5933217 53.3907523, -2.5932835 53.3907458, -2.5932385 53.3907407, -2.593191 53.3907383, -2.5931249 53.3907386, -2.5929742 53.3907299, -2.5928152 53.3907101, -2.5926682 53.3906889, -2.5925181 53.390666, -2.5923974 53.3906338)",,,
20191691,True,,,Rylands Street,unclassified,20 mph,,False,67.38900000000001,,"LINESTRING (-2.5947905 53.3876908, -2.5946862 53.3877045, -2.5944769 53.3877318, -2.594057 53.3877868, -2.5937981 53.3878211)",,,
258333446,False,,,Cairo Street,unclassified,20 mph,,False,84.309,,"LINESTRING (-2.5947905 53.3876908, -2.5947745 53.387652, -2.5946308 53.3873042, -2.5946115 53.3872419, -2.5946107 53.3872284, -2.5946003 53.3869874, -2.5945988 53.3869453)",,,
26802003,False,3,,Froghall Lane,tertiary,30 mph,,False,100.02199999999999,,"LINESTRING (-2.6010975 53.3924499, -2.6009383 53.3924744, -2.6002517 53.39258, -2.6000703 53.3926079, -2.5996369 53.3926746)",,,
23283112,True,,,Arpley Street,residential,20 mph,,False,50.23400000000001,,"LINESTRING (-2.6005537 53.3872125, -2.600557 53.3872481, -2.6005878 53.3875846, -2.6006222 53.3876305, -2.6006283 53.3876591)",,,
25924642,False,2,,Hanover Street,residential,20 mph,,False,87.746,,"LINESTRING (-2.6005537 53.3872125, -2.6005058 53.3872139, -2.6004993 53.3872141, -2.6001908 53.3872324, -2.60016 53.3872346, -2.5997674 53.3872621, -2.5997275 53.3872651, -2.5993227 53.3872956, -2.5993082 53.3872967, -2.5992401 53.3873049)",,,
