osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,bridge,tunnel
4891044,Ffordd Santes Helen,unclassified,20 mph,False,False,140.56199999999998,"LINESTRING (-4.2756782 53.1392102, -4.2755892 53.1391834, -4.2752464 53.1390741, -4.2746786 53.1388957, -4.2746249 53.1388802, -4.274466 53.138831, -4.2743523 53.1387728, -4.2742991 53.1387496, -4.2742192 53.1387111, -4.2741864 53.1386898, -4.2741585 53.1386694, -4.274139 53.138645, -4.2741195 53.1386175, -4.2741036 53.1385828, -4.2740889 53.1385431, -4.2740744 53.1385026, -4.2740699 53.1384798)",,,,,
"[166880090, 261507396, 261507398, 110336207]","['Pen Deitsh / Castle Ditch', 'Allt y Castell']",unclassified,20 mph,True,False,291.55100000000004,"LINESTRING (-4.2756782 53.1392102, -4.2757161 53.1391845, -4.2757442 53.1391669, -4.2758848 53.1391252, -4.2759517 53.1391093, -4.2760216 53.139096, -4.2761101 53.1390873, -4.2762348 53.1390801, -4.2763769 53.1390742, -4.2767036 53.139065, -4.276923 53.1390509, -4.2769931 53.1390444, -4.2770326 53.1390392, -4.2771118 53.1390258, -4.2771959 53.1390096, -4.277259 53.1389954, -4.2773282 53.1389782, -4.2774302 53.1389479, -4.2774802 53.1389342, -4.2775207 53.1389265, -4.2775615 53.1389216, -4.2776053 53.1389213, -4.2776351 53.1389225, -4.277711 53.1389331, -4.2777612 53.1389405, -4.277834 53.1389569, -4.27797 53.1389972, -4.2780785 53.1390326, -4.2781625 53.1390688, -4.2782412 53.1391085, -4.2783107 53.139155, -4.2783553 53.1392106, -4.2784387 53.1393949, -4.2784339 53.1394289, -4.2784193 53.1394478, -4.2783903 53.1394597, -4.2782181 53.139485, -4.2774693 53.1396484)",1,,,,
110342979,,primary_link,30 mph,True,False,50.74,"LINESTRING (-4.2706044 53.1384601, -4.2707688 53.1386698, -4.2708007 53.1387869, -4.2708252 53.1388918)",1,,,,
747176870,Ffordd-y-Gogledd,primary,,True,False,43.403999999999996,"LINESTRING (-4.2706044 53.1384601, -4.2706527 53.1386774, -4.2706487 53.1388485)",1,A4871,,,
116727693,Constantine Terrace,primary,20 mph,True,False,23.445,"LINESTRING (-4.2696134 53.1382127, -4.2695325 53.1381631, -4.2695034 53.1381086, -4.2695106 53.1380664, -4.2695303 53.1380263)",1,A4871,,,
134551992,Constantine Terrace,primary,20 mph,True,False,54.839,"LINESTRING (-4.2695303 53.1380263, -4.2696771 53.137852, -4.2698444 53.1377005, -4.269966 53.1376101)",2,A4871,,,
24165304,Stryd y Castell / Castle Street,residential,20 mph,True,False,113.405,"LINESTRING (-4.2767738 53.1397135, -4.2768101 53.1400537, -4.2768105 53.1401477, -4.2768107 53.1401919, -4.2767987 53.1404053, -4.2767822 53.140697, -4.2767459 53.1407249)",,,,,
156042676,Pen Deitsh / Castle Ditch,secondary,20 mph,False,False,77.847,"LINESTRING (-4.2767738 53.1397135, -4.2764111 53.1397387, -4.2763356 53.1397413, -4.276265 53.1397417, -4.2761884 53.1397384, -4.2761433 53.1397347, -4.2760415 53.1397205, -4.2759246 53.1397029, -4.275794 53.1396828, -4.275716 53.1396696, -4.2756707 53.1396567, -4.2756392 53.1396397)",,B4419,,,
156042676,Pen Deitsh / Castle Ditch,secondary,20 mph,False,True,46.952999999999996,"LINESTRING (-4.2767738 53.1397135, -4.2768722 53.1397035, -4.2774141 53.1396535, -4.2774693 53.1396484)",,B4419,,,
110341857,Bangor Street,secondary,20 mph,False,True,66.665,"LINESTRING (-4.273931 53.1417573, -4.2739669 53.1418026, -4.2739846 53.1418624, -4.2739736 53.1419474, -4.273931 53.1420295, -4.2738062 53.1422301, -4.2737359 53.1423244)",2,B4419,,,
115125152,Ffordd Pafiliwn,unclassified,20 mph,False,False,186.95000000000005,"LINESTRING (-4.273931 53.1417573, -4.2738945 53.1417383, -4.2738453 53.1417284, -4.2733759 53.1417011, -4.2732789 53.1417222, -4.2732025 53.1417648, -4.2731372 53.1417863, -4.2730429 53.1417946, -4.2728323 53.141793, -4.2727237 53.1417809, -4.2726943 53.1417738, -4.2726566 53.1417648, -4.272603 53.1417367, -4.2725524 53.1416673, -4.2725286 53.141427, -4.2725246 53.1413863, -4.2725219 53.1413594, -4.2725202 53.1413423, -4.2724757 53.1409111)",2,,,,
4981058,Stryd y Porth Mawr,residential,20 mph,True,False,25.588,"LINESTRING (-4.2740505 53.1408594, -4.2742791 53.1408588, -4.2744071 53.1408557, -4.2744338 53.1408537)",,,,,
107300898,Bangor Street,secondary,20 mph,True,False,100.89200000000001,"LINESTRING (-4.2740505 53.1408594, -4.2740536 53.1408883, -4.2740639 53.1409863, -4.2740713 53.1410562, -4.2740612 53.1411367, -4.273996 53.1416561, -4.2739669 53.1417077, -4.273931 53.1417573)",,B4419,,,
242656141,Penrallt Uchaf / North Penrallt,residential,20 mph,True,False,105.198,"LINESTRING (-4.2740505 53.1408594, -4.2728291 53.1408972, -4.2724757 53.1409111)",,,,,
524425662,Pool Street,secondary,20 mph,True,False,61.217,"LINESTRING (-4.2715881 53.139227, -4.2712362 53.1389916, -4.2710472 53.1388683, -4.270991 53.1388475, -4.2709456 53.1388475)",,B4419,,,
401478767,Stryd Newydd,residential,,True,False,40.055,"LINESTRING (-4.2727765 53.1384931, -4.2731935 53.1382339)",,,,,
24228386,New Street,residential,20 mph,True,False,113.776,"LINESTRING (-4.2727765 53.1384931, -4.2719131 53.1390193, -4.2715881 53.139227)",,,,,
524425664,Chapel Street,residential,20 mph,True,False,65.068,"LINESTRING (-4.2727765 53.1384931, -4.2724243 53.1382744, -4.2721084 53.1380668)",,,,,
5789987,Segontium Terrace,residential,20 mph,True,False,66.90100000000001,"LINESTRING (-4.2731935 53.1382339, -4.2737373 53.1385878, -4.2738617 53.1386822)",,,,,
401478765,Tre'r Gof,residential,20 mph,False,True,29.599,"LINESTRING (-4.2721084 53.1380668, -4.2717926 53.1378798)",,,,,
315624287,Garnon Street,residential,20 mph,True,False,121.241,"LINESTRING (-4.2721084 53.1380668, -4.2709305 53.1387309, -4.2709164 53.1387536, -4.2709204 53.1388021, -4.2709456 53.1388475)",,,,,
"[5789987, 401478766]","['Stryd Garnon', 'Segontium Terrace']",residential,20 mph,True,False,101.96,"LINESTRING (-4.2721084 53.1380668, -4.2724835 53.1378287, -4.2726697 53.1379106, -4.2731935 53.1382339)",,,,,
24074868,Stryd y Farchnad / Market Street,residential,20 mph,True,False,133.89,"LINESTRING (-4.2767459 53.1407249, -4.2767155 53.1417386, -4.2767152 53.1417545, -4.2767132 53.1417649, -4.2767074 53.1417841, -4.2766435 53.1418933, -4.2766259 53.1419199)",,,,,
346111421,Stryd Fawr / High Street,residential,20 mph,False,False,57.903000000000006,"LINESTRING (-4.2767459 53.1407249, -4.2773434 53.1407073, -4.277613 53.1406999)",,,,,
261507395,Cei Banc  /  Bank Quay,residential,20 mph,False,True,45.222,"LINESTRING (-4.2766259 53.1419199, -4.2772797 53.1420276)",,,,,
261507395,Cei Banc  /  Bank Quay,residential,20 mph,False,False,67.107,"LINESTRING (-4.2766259 53.1419199, -4.2764686 53.1418814, -4.2762886 53.1418303, -4.275897 53.1417033, -4.2757386 53.1416383)",,,,,
24074871,Stryd Pedwar Chwech,residential,20 mph,False,True,19.889000000000003,"LINESTRING (-4.2757386 53.1416383, -4.2758187 53.1415796, -4.2758506 53.1415439, -4.2758701 53.1415011, -4.2758749 53.1414832)",,,,,
24416792,Glan Môr,residential,20 mph,False,False,40.147,"LINESTRING (-4.2757386 53.1416383, -4.2755384 53.1418527, -4.2754659 53.1419595)",,,,,
"[110471544, 28124137, 116730360]","['Tan y Bont', 'Cei Banc / Bank Quay']",residential,20 mph,False,False,165.608,"LINESTRING (-4.2757386 53.1416383, -4.2754409 53.1414778, -4.2753408 53.1414126, -4.2752673 53.1413027, -4.2752137 53.1411286, -4.2752091 53.1408597, -4.2752155 53.1407998, -4.2752059 53.1407675, -4.2751339 53.1406903, -4.275082 53.1406166, -4.2750163 53.1404347, -4.2749899 53.1403558, -4.2749947 53.1402875)",,,,,
261507395,Cei Banc  /  Bank Quay,residential,20 mph,False,True,67.107,"LINESTRING (-4.2757386 53.1416383, -4.275897 53.1417033, -4.2762886 53.1418303, -4.2764686 53.1418814, -4.2766259 53.1419199)",,,,,
