osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,access
8060585,Regent Road,tertiary,False,True,129.62,"LINESTRING (-2.3568141 53.3876282, -2.3565416 53.387507, -2.3558361 53.3872258, -2.3551991 53.386972)",,,,,
8589682,Booth Road,residential,False,True,86.456,"LINESTRING (-2.3568141 53.3876282, -2.356933 53.3876865, -2.3571718 53.387779, -2.3574035 53.3878671, -2.3575031 53.3879072, -2.3576088 53.3879603, -2.3577747 53.3880634, -2.3578386 53.3881031)",,,,,
184557866,Dunham Road,trunk,False,False,253.68100000000004,"LINESTRING (-2.3568141 53.3876282, -2.356543 53.3876876, -2.3564647 53.387707, -2.3564487 53.3877104, -2.3560021 53.3877964, -2.3553422 53.3879234, -2.3549563 53.3880001, -2.3545914 53.3880726, -2.3537959 53.3882296, -2.3537231 53.3882389, -2.3531731 53.3883242)",2,A56,30 mph,,
8024757,Stamford New Road,secondary,False,False,150.75699999999998,"LINESTRING (-2.3504754 53.3859342, -2.3502303 53.3860619, -2.3500331 53.3861704, -2.3498747 53.3862541, -2.3497578 53.3863193, -2.3496455 53.3863929, -2.3495006 53.3864896, -2.349317 53.3866225, -2.3490899 53.3867812, -2.3489044 53.3869102)",,B5164,30 mph,,
"[7993653, 8024757]","['Railway Street', 'Stamford New Road']",secondary,False,True,78.196,"LINESTRING (-2.3504754 53.3859342, -2.3505746 53.3858842, -2.3508776 53.3857343, -2.3509056 53.3857191, -2.3509732 53.3856824, -2.3510438 53.3856384, -2.3511088 53.3855854, -2.3511592 53.3855437, -2.3512782 53.3854278)",2,B5164,30 mph,,
"[8091523, 44369087]",Grafton Street,residential,False,"[False, True]",79.089,"LINESTRING (-2.3504754 53.3859342, -2.3498759 53.3857399, -2.3500299 53.3856227, -2.3501907 53.3855004)",,,,,
8024757,Stamford New Road,secondary,False,True,150.757,"LINESTRING (-2.3489044 53.3869102, -2.3490899 53.3867812, -2.349317 53.3866225, -2.3495006 53.3864896, -2.3496455 53.3863929, -2.3497578 53.3863193, -2.3498747 53.3862541, -2.3500331 53.3861704, -2.3502303 53.3860619, -2.3504754 53.3859342)",,B5164,30 mph,,
8090724,Cross Street,residential,False,True,28.711,"LINESTRING (-2.3489044 53.3869102, -2.3491987 53.3869731, -2.3493123 53.3869967)",,,,,
54974255,Stamford New Road,secondary,False,False,48.789,"LINESTRING (-2.3489044 53.3869102, -2.3487457 53.3870668, -2.3486016 53.3872109, -2.348588 53.3872243, -2.348529 53.3872875)",,B5164,30 mph,,
587649279,Moss Lane,residential,False,True,41.617,"LINESTRING (-2.3489044 53.3869102, -2.3487675 53.3868423, -2.348698 53.3868092, -2.3484605 53.3866962, -2.3484164 53.3866749)",2,,30 mph,,
54974255,Stamford New Road,secondary,False,True,48.789,"LINESTRING (-2.348529 53.3872875, -2.348588 53.3872243, -2.3486016 53.3872109, -2.3487457 53.3870668, -2.3489044 53.3869102)",,B5164,30 mph,,
916800628,Stamford New Road,secondary,True,False,32.693,"LINESTRING (-2.348529 53.3872875, -2.3484785 53.3873698, -2.3484048 53.3874405, -2.3483363 53.3875062, -2.3482695 53.3875287)",,B5164,30 mph,,
"[7993653, 8024757]","['Railway Street', 'Stamford New Road']",secondary,False,False,78.196,"LINESTRING (-2.3512782 53.3854278, -2.3511592 53.3855437, -2.3511088 53.3855854, -2.3510438 53.3856384, -2.3509732 53.3856824, -2.3509056 53.3857191, -2.3508776 53.3857343, -2.3505746 53.3858842, -2.3504754 53.3859342)",2,B5164,30 mph,,
7993653,Railway Street,secondary,False,True,119.43199999999999,"LINESTRING (-2.3512782 53.3854278, -2.3514749 53.3852226, -2.3514896 53.3852072, -2.3517128 53.3849754, -2.3517182 53.3849698, -2.3517393 53.3849478, -2.3518471 53.3848269, -2.3519204 53.3847456, -2.3519733 53.3846845, -2.3519947 53.3846511, -2.352018 53.3846059, -2.3520726 53.3844699)",2,B5164,30 mph,,
1174789706,Regent Road,unclassified,True,False,103.64500000000001,"LINESTRING (-2.3512782 53.3854278, -2.3516133 53.3855532, -2.3517122 53.3855968, -2.351805 53.3856437, -2.3519 53.3856939, -2.3521288 53.3858157, -2.3523385 53.385934, -2.3523619 53.3859459, -2.3523837 53.3859569, -2.3524965 53.3860074)",,,,,
6149871,Lloyd Street,primary,False,False,172.95099999999996,"LINESTRING (-2.3520726 53.3844699, -2.3518825 53.3844423, -2.3516376 53.3844056, -2.3515391 53.3843954, -2.3514217 53.3843889, -2.3512504 53.3843839, -2.3511119 53.3843821, -2.3508902 53.3843818, -2.3505962 53.3843775, -2.350177 53.3843665, -2.3500334 53.384362, -2.3499374 53.3843608, -2.3498842 53.3843601, -2.3498129 53.3843592, -2.3497851 53.3843588, -2.349481 53.3843559)",,A538,30 mph,,
6200173,Ashley Road,primary,False,True,44.153999999999996,"LINESTRING (-2.3520726 53.3844699, -2.3521414 53.3843107, -2.35223 53.3840841)",2,A538,30 mph,,
7993653,Railway Street,secondary,False,False,119.432,"LINESTRING (-2.3520726 53.3844699, -2.352018 53.3846059, -2.3519947 53.3846511, -2.3519733 53.3846845, -2.3519204 53.3847456, -2.3518471 53.3848269, -2.3517393 53.3849478, -2.3517182 53.3849698, -2.3517128 53.3849754, -2.3514896 53.3852072, -2.3514749 53.3852226, -2.3512782 53.3854278)",2,B5164,30 mph,,
8060092,The Downs,tertiary,False,True,193.966,"LINESTRING (-2.3520726 53.3844699, -2.3521471 53.384479, -2.3522345 53.3844816, -2.3522949 53.384474, -2.3524407 53.3844062, -2.3529826 53.3841583, -2.3533412 53.383988, -2.3534394 53.3839499, -2.3538262 53.3837911, -2.353896 53.3837633, -2.3541937 53.3836732, -2.3542431 53.3836583, -2.3544321 53.3836011, -2.3545226 53.3835739)",,,,,
4312764,Oxford Road,residential,True,False,64.62899999999999,"LINESTRING (-2.35223 53.3840841, -2.3521509 53.384048, -2.3520857 53.3840114, -2.3520447 53.383984, -2.3519958 53.3839422, -2.3516787 53.3836118)",,,,,
