osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,access,ref,bridge
"[28124218, 12598332]",tertiary,False,False,80.33900000000001,2,Mill Street,30 mph,"LINESTRING (-3.4304093 51.5838624, -3.4304515 51.5838174, -3.4305263 51.583662, -3.430601 51.5835239, -3.4306473 51.5833706, -3.4306645 51.5832987, -3.4306963 51.5831663)",,,
104324525,residential,False,True,71.48599999999999,2,Collenna Road,40 mph,"LINESTRING (-3.4304093 51.5838624, -3.4303287 51.583927, -3.4302114 51.584017, -3.4300203 51.584191, -3.4299204 51.5842895, -3.4298244 51.5843916)",yes,,
104324540,residential,False,True,191.48499999999999,2,High Street,30 mph,"LINESTRING (-3.4304093 51.5838624, -3.4299506 51.5838124, -3.4294899 51.5837708, -3.4290742 51.5837404, -3.4289795 51.5837361, -3.4286325 51.5837345, -3.428311 51.583764, -3.4276834 51.5838797)",yes,,
1022616202,tertiary,False,True,39.717999999999996,2,Waunrhydd Road,,"LINESTRING (-3.4304093 51.5838624, -3.4307706 51.5838908, -3.4308689 51.5839028, -3.4309773 51.5839161)",,,
12610594,secondary,False,True,9.365,2,Gilfach Road,20 mph,"LINESTRING (-3.4371408 51.5833703, -3.4372304 51.5833071)",,B4278,
12610594,secondary,False,False,34.399,2,Gilfach Road,20 mph,"LINESTRING (-3.4371408 51.5833703, -3.4370087 51.5834746, -3.4369168 51.583548, -3.4368177 51.5836046)",,B4278,
577095857,unclassified,True,False,16.608,,Tynybryn Road,,"LINESTRING (-3.4371408 51.5833703, -3.4369996 51.5833164, -3.4369465 51.5832838)",,,
58531870,residential,False,True,27.498,,Heol Ton,,"LINESTRING (-3.4351756 51.5809481, -3.4354767 51.5807864)",,,
"[12610593, 1079499190, 89309961]",unclassified,False,False,274.769,,Tynybryn Road,,"LINESTRING (-3.4351756 51.5809481, -3.4353167 51.5810372, -3.4359661 51.5814798, -3.4360786 51.5815797, -3.4362655 51.5817882, -3.43641 51.5820133, -3.4365496 51.5822541, -3.4366284 51.5826167, -3.4366834 51.5827533, -3.4367787 51.5830426, -3.4368004 51.5830814, -3.4368301 51.5831226)",,,
104324572,unclassified,False,True,256.108,2,Tynybryn Road,20 mph,"LINESTRING (-3.4351756 51.5809481, -3.4349727 51.5808004, -3.4347591 51.5806415, -3.4345712 51.5804861, -3.4343641 51.5802841, -3.4341825 51.5800618, -3.4341325 51.5799205, -3.4341123 51.5797903, -3.4341322 51.5796531, -3.4345403 51.5788885)",,,
