osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge
"[155271851, 930900006]",True,A664,Manchester New Road,primary,30 mph,False,55.437,"LINESTRING (-2.1991134 53.5470433, -2.199189 53.5469898, -2.1992592 53.5469342, -2.1993204 53.5468749, -2.1993742 53.5468098, -2.199417 53.5467419, -2.1994486 53.546672, -2.1994765 53.5466017)",,,
1072298867,True,A664,,primary,30 mph,False,34.074,"LINESTRING (-2.1991134 53.5470433, -2.1991896 53.5470126, -2.1992589 53.546996, -2.1993138 53.5469899, -2.1993389 53.5469871, -2.1994238 53.5469885, -2.1995074 53.5470009, -2.1995931 53.5470272)",roundabout,,
155273965,True,A664,,primary,30 mph,False,38.015,"LINESTRING (-2.199776 53.5471336, -2.1998139 53.5471764, -2.19983 53.5472059, -2.1998405 53.5472442, -2.1998368 53.5472994, -2.1998162 53.5473452, -2.1997744 53.5473929, -2.1996981 53.5474426)",roundabout,,
"[155272108, 1041632579, 1041632580, 1095281932]",True,A576,Middleton Way,primary,30 mph,False,252.43900000000002,"LINESTRING (-2.199776 53.5471336, -2.1999036 53.5471623, -2.2000337 53.5471813, -2.2001518 53.5471934, -2.2005801 53.5472178, -2.2007438 53.5472271, -2.2008806 53.5472342, -2.2012829 53.5472647, -2.2014797 53.5472828, -2.2017922 53.547312, -2.2025785 53.5474082, -2.2030674 53.5474867, -2.2035197 53.5475589)",,,
137171382,False,,Park Road,unclassified,,True,63.958,"LINESTRING (-2.1987468 53.5477223, -2.1986541 53.5477371, -2.1985713 53.5477554, -2.1984407 53.5477936, -2.19789 53.5479852)",,,
197712941,True,,,unclassified,,False,53.251000000000005,"LINESTRING (-2.1987468 53.5477223, -2.1988043 53.5477108, -2.1989058 53.5476905, -2.1989685 53.5476923, -2.1990102 53.5476938, -2.1990605 53.5476872, -2.1991206 53.5476664, -2.1991664 53.5476362, -2.1991933 53.5475964, -2.1991979 53.5475666, -2.1992002 53.5475519, -2.1991831 53.5474354)",,,
5013040,True,A576,Manchester Old Road,primary,30 mph,False,57.121,"LINESTRING (-2.2036668 53.5475741, -2.2041905 53.5475737, -2.2043064 53.5475727, -2.2044137 53.5475647, -2.2045277 53.5475495)",,,
298116150,True,A576,,primary,30 mph,False,36.072,"LINESTRING (-2.2036668 53.5475741, -2.2037283 53.5475917, -2.2037837 53.5476154, -2.2038315 53.5476443, -2.2038701 53.5476778, -2.2038984 53.5477147, -2.2039156 53.5477539, -2.2039211 53.5477944, -2.2039148 53.5478347)",roundabout,,
298116149,True,A576,,primary,30 mph,False,13.83,"LINESTRING (-2.2039148 53.5478347, -2.2038406 53.547951)",roundabout,,
5013271,True,,Kemp Street,residential,,False,28.265,"LINESTRING (-2.2038406 53.547951, -2.2038444 53.5480145, -2.2038544 53.5480778, -2.2038704 53.5481406, -2.2038924 53.5482028)",,,
298116149,True,A576,,primary,30 mph,False,18.633,"LINESTRING (-2.2038406 53.547951, -2.2038075 53.5479795, -2.2037571 53.5480051, -2.203706 53.5480228, -2.203651 53.5480347, -2.2036125 53.5480406)",roundabout,,
