osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,junction
3399589,True,Station Road,secondary,30 mph,False,19.205,,,"LINESTRING (-2.4183862 51.5409286, -2.4181451 51.5410143)",
203556229,True,,primary,30 mph,False,17.963,2,A432,"LINESTRING (-2.4183862 51.5409286, -2.4183045 51.5409389, -2.4182428 51.540933, -2.4181994 51.5409205, -2.4181547 51.5408902)",
203556230,True,,primary,30 mph,False,45.509,2,A432,"LINESTRING (-2.4182944 51.5407348, -2.418472 51.5407226, -2.418646 51.540704, -2.4187775 51.5406639, -2.4188945 51.5405994)",
24498644,True,,primary,30 mph,False,4.1,2,A432,"LINESTRING (-2.4190076 51.5407716, -2.4189578 51.5407916)",
203556225,True,,primary,30 mph,False,23.086,,A432,"LINESTRING (-2.4190076 51.5407716, -2.4189467 51.5407492, -2.4189193 51.5407315, -2.4188857 51.5406928, -2.4188759 51.5406618, -2.4188945 51.5405994)",roundabout
203556225,True,,primary,30 mph,False,10.198,,A432,"LINESTRING (-2.4191526 51.540771, -2.419084 51.5407796, -2.4190076 51.5407716)",roundabout
26812508,False,Turnpike Close,residential,30 mph,False,130.674,,,"LINESTRING (-2.4143627 51.5416652, -2.4143887 51.5417268, -2.4143998 51.5417532, -2.4144071 51.5417913, -2.4144094 51.5418383, -2.4143748 51.5419355, -2.4143693 51.5419879, -2.4144019 51.5420604, -2.4145534 51.5422995, -2.4145822 51.5423625, -2.4145887 51.5424021, -2.4145814 51.5424314, -2.4145393 51.5424643, -2.4144621 51.5425017, -2.4143613 51.5425373, -2.4140586 51.5426172)",
51940677,False,Station Road,secondary,30 mph,False,71.551,2,,"LINESTRING (-2.4143627 51.5416652, -2.4141205 51.5416985, -2.4139277 51.5417209, -2.4137285 51.5417449, -2.4133435 51.5417724)",
51940677,False,Station Road,secondary,30 mph,True,126.24400000000001,2,,"LINESTRING (-2.4143627 51.5416652, -2.4145418 51.541639, -2.4148249 51.5415979, -2.414992 51.541573, -2.4152109 51.541559, -2.4154416 51.5415492, -2.4157047 51.5415515, -2.4161691 51.541558)",
294767395,False,Station Road,residential,30 mph,True,14.309,,,"LINESTRING (-2.4124131 51.5415749, -2.4123098 51.5416864)",
"[38615377, 1101649236, 1101649238]",False,Station Road,secondary,30 mph,False,90.322,2,,"LINESTRING (-2.4124131 51.5415749, -2.4120991 51.5414269, -2.4117865 51.5412748, -2.4115592 51.5411707, -2.4113717 51.5410848)",
38615377,False,Station Road,secondary,30 mph,True,68.382,2,,"LINESTRING (-2.4124131 51.5415749, -2.41259 51.5416351, -2.4128026 51.5416902, -2.4133435 51.5417724)",
3399584,True,,secondary,30 mph,False,20.006,,B4059,"LINESTRING (-2.4100313 51.540902, -2.4099476 51.5408722, -2.4098893 51.5408244, -2.4098656 51.5407663)",roundabout
3399584,True,,secondary,30 mph,False,27.097,,B4059,"LINESTRING (-2.4103414 51.540798, -2.4102975 51.5408524, -2.4102225 51.5408916, -2.4101286 51.5409091, -2.4100313 51.540902)",roundabout
1101649237,False,Station Road,secondary,30 mph,True,78.905,2,,"LINESTRING (-2.4103414 51.540798, -2.4106119 51.5408321, -2.4109914 51.5409317, -2.4113717 51.5410848)",
3399584,True,,secondary,30 mph,False,17.654,,B4059,"LINESTRING (-2.4098656 51.5407663, -2.4098765 51.5407138, -2.4099159 51.5406669, -2.409979 51.5406314)",roundabout
3399586,True,,primary,30 mph,False,13.824000000000002,,A432,"LINESTRING (-2.4097409 51.5385542, -2.4096766 51.5385433, -2.4096236 51.5385182, -2.4095895 51.5384826)",roundabout
"[203556227, 36131501, 389291295]",False,Link Road,secondary,30 mph,True,159.432,"['2', '3']",B4059,"LINESTRING (-2.4097409 51.5385542, -2.4097403 51.5386294, -2.4097303 51.5386677, -2.4097133 51.5387464, -2.4096067 51.5389988, -2.4095417 51.5391834, -2.4095393 51.539369, -2.4095565 51.5394485, -2.4096167 51.5396429, -2.4096637 51.5398192, -2.4097059 51.5399648)",
3399586,True,,primary,30 mph,False,18.161,,A432,"LINESTRING (-2.4099274 51.5384605, -2.4099064 51.5384992, -2.409864 51.5385304, -2.4098061 51.5385496, -2.4097409 51.5385542)",roundabout
3399588,False,Kennedy Way,primary,30 mph,False,239.079,,A432,"LINESTRING (-2.4099274 51.5384605, -2.4100405 51.5384446, -2.4103347 51.5384477, -2.4118476 51.5386994, -2.4123038 51.5387745, -2.4132826 51.5389259)",
27234854,False,Tobias Gardens,residential,,False,50.306,,,"LINESTRING (-2.4193854 51.5401411, -2.4199122 51.5403253, -2.4199442 51.5403992)",
361152128,False,Westerleigh Road,tertiary,30 mph,False,31.972,,,"LINESTRING (-2.4193854 51.5401411, -2.4193409 51.5401775, -2.419212 51.540322, -2.4191776 51.5403955)",
361152128,False,Westerleigh Road,tertiary,30 mph,True,127.457,,,"LINESTRING (-2.4193854 51.5401411, -2.4195843 51.5399395, -2.419946 51.5395793, -2.42016 51.5393457, -2.4203243 51.5391552)",
3575520,False,Church Road,residential,30 mph,False,57.010999999999996,,,"LINESTRING (-2.4133435 51.5417724, -2.4133285 51.5419579, -2.4133253 51.5420567, -2.4133303 51.5421731, -2.4133332 51.5422848)",
38615377,False,Station Road,secondary,30 mph,False,68.382,2,,"LINESTRING (-2.4133435 51.5417724, -2.4128026 51.5416902, -2.41259 51.5416351, -2.4124131 51.5415749)",
51940677,False,Station Road,secondary,30 mph,True,71.551,2,,"LINESTRING (-2.4133435 51.5417724, -2.4137285 51.5417449, -2.4139277 51.5417209, -2.4141205 51.5416985, -2.4143627 51.5416652)",
