osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,width,bridge
37720986,True,2,A4280,Goldington Road,primary,30 mph,False,24.671,"LINESTRING (-0.4605779 52.139699, -0.4609051 52.139687, -0.4609388 52.1396861)",,,
37720985,True,1,A4280,Kimbolton Road,primary,30 mph,False,30.744,"LINESTRING (-0.4628598 52.1395433, -0.4626792 52.1397966)",,,
189518376,False,2,A4280,St. Peter's Street,primary,30 mph,True,46.473,"LINESTRING (-0.4628598 52.1395433, -0.4628932 52.1395286, -0.4631448 52.1393969, -0.4633815 52.1392748)",,,
70329990,True,2,B660,Kimbolton Road,secondary,30 mph,False,31.963,"LINESTRING (-0.4621187 52.140532, -0.4620948 52.1404723, -0.4619955 52.1403822, -0.4618304 52.1403233)",,,
1665366,False,,,,residential,,False,34.895,"LINESTRING (-0.4730005 52.1332267, -0.4734405 52.1330669)",,,
951169,False,2,A5141,Prebend Street,primary,30 mph,False,108.959,"LINESTRING (-0.4730005 52.1332267, -0.4734443 52.1337027, -0.473802 52.1340741)",,,
951408,False,,,Commercial Road,residential,,True,28.437,"LINESTRING (-0.473802 52.1340741, -0.4741627 52.1339461)",,,
28678746,False,,,Commercial Road,residential,,False,59.719,"LINESTRING (-0.473802 52.1340741, -0.4730154 52.1343093)",,,
951169,False,2,A5141,Prebend Street,primary,30 mph,True,108.959,"LINESTRING (-0.473802 52.1340741, -0.4734443 52.1337027, -0.4730005 52.1332267)",,,
1001795,True,1,B660,Kimbolton Road,secondary,30 mph,False,33.598,"LINESTRING (-0.4623728 52.1402732, -0.4621187 52.140532)",,,
144919621,True,1,A4280,,primary,30 mph,False,37.869,"LINESTRING (-0.4623728 52.1402732, -0.4620762 52.1403265, -0.4618304 52.1403233)",,,
144919623,False,2,A4280,St. Peter's Street,primary,30 mph,False,35.655,"LINESTRING (-0.4668177 52.1386319, -0.4663272 52.1387423)",,,
1545,True,1,A600,High Street,primary,20 mph,False,191.529,"LINESTRING (-0.4668177 52.1386319, -0.4667899 52.1384221, -0.4667627 52.1381344, -0.4667386 52.137814, -0.4667199 52.1375792, -0.4667281 52.1374631, -0.4667313 52.1371793, -0.4667301 52.1370201, -0.4667174 52.1369851, -0.4667001 52.136913)",,,
